Time_s,Voltage_V
197333.013,0.0041
197450.525,0.0225
197570.320,0.0296
197696.335,0.0485
197813.050,0.0432
197933.095,0.0857
198056.401,0.0863
198173.536,0.1046
198297.130,0.117
198417.674,0.1371
198538.351,0.1679
198662.375,0.2246
198782.807,0.2589
198908.805,0.2873
199022.393,0.4043
199145.581,0.4345
199272.073,0.4575
199389.228,0.49
199509.682,0.5131
199646.108,0.5214
199763.676,0.5403
199884.532,0.5598
200008.431,0.5669
200137.561,0.5982
200272.226,0.5988
200395.368,0.6142
200512.326,0.6266
200648.369,0.6248
200775.087,0.6165
200889.291,0.6248
201022.661,0.6349
201146.670,0.6437
201263.186,0.652
201382.857,0.6437
201502.642,0.6508
201628.871,0.652
201761.541,0.6549
201888.064,0.6597
202011.570,0.6615
202135.233,0.6567
202252.717,0.6496
202379.787,0.6727
202496.770,0.652
202613.557,0.6573
202739.968,0.6561
202860.209,0.6455
202980.612,0.6354
203101.169,0.6402
203221.865,0.6295
203349.018,0.6384
203466.843,0.613
203594.284,0.6183
203718.029,0.6142
203831.439,0.5887
203948.100,0.6053
204083.821,0.5769
204210.212,0.5503
204339.863,0.5237
204469.752,0.4924
204590.222,0.3706
204714.062,0.3612
204850.576,0.3677
204976.406,0.3411
205102.399,0.3304
205222.211,0.3145
205339.036,0.3062
205465.417,0.2891
205588.791,0.2814
205705.985,0.2672
205826.503,0.2424
205950.291,0.2435
206071.095,0.211
206187.868,0.1927
206304.673,0.1584
206421.654,0.0975
206538.782,0.0449
206656.052,0.0355
206770.280,-0.0112
206900.492,-0.0118
207027.684,-0.0437
207155.061,-0.107
207269.863,-0.1951
207387.105,-0.2914
207513.077,-0.2961
207626.597,-0.292
207743.319,-0.3026
207863.355,-0.3115
207980.393,-0.3151
208103.901,-0.3174
208221.203,-0.3239
208338.636,-0.3068
208465.723,-0.3375
208582.288,-0.3145
208705.112,-0.3269
208821.781,-0.3434
208938.572,-0.3482
209058.632,-0.3517
209178.852,-0.344
209299.187,-0.3233
209422.855,-0.3322
209552.964,-0.3316
209670.551,-0.3357
209797.335,-0.3363
209917.252,-0.3239
210040.422,-0.3322
210163.796,-0.3056
210296.809,-0.2985
210414.157,-0.2956
210541.181,-0.2938
210661.986,-0.2294
210794.609,-0.2051
210918.864,-0.1188
211033.526,-0.1046
211149.953,-0.094
211269.716,-0.0774
211395.904,-0.0585
211519.052,-0.0361
211639.188,-0.0254
211756.311,0.0077
211870.411,0.0047
212000.525,0.039
212118.018,0.0213
212238.309,0.0686
212354.809,0.0532
212480.864,0.1034
212618.815,0.1271
212751.450,0.1265
212868.487,0.1496
212995.157,0.1809
213115.651,0.2193
213233.145,0.2418
213357.095,0.3535
213478.010,0.4073
213594.663,0.4593
213711.352,0.4682
213840.749,0.4794
213970.280,0.5231
214087.334,0.5237
214201.397,0.545
214328.275,0.5686
214452.081,0.571
214572.929,0.5828
214693.915,0.6035
214810.442,0.6029
214927.089,0.6266
215062.786,0.61
215179.700,0.6289
215296.784,0.6254
215420.293,0.6408
215543.928,0.6538
215661.382,0.6603
215785.315,0.6378
215909.368,0.675
216029.207,0.668
216158.534,0.6662
216278.581,0.6721
216401.925,0.6745
216522.226,0.6538
216636.371,0.665
216766.518,0.649
216884.071,0.6703
217011.290,0.6479
217135.508,0.6384
217261.863,0.6378
217381.689,0.6396
217501.674,0.6414
217631.266,0.6266
217766.359,0.6425
217889.971,0.6136
218004.177,0.6077
218124.907,0.5982
218266.878,0.6213
218381.507,0.584
218507.620,0.5917
218624.257,0.5586
218756.844,0.5243
218880.092,0.5007
219000.289,0.3594
219126.970,0.3724
219247.496,0.3535
219368.129,0.3476
219488.924,0.3363
219609.814,0.3222
219723.159,0.3091
219846.097,0.279
219962.869,0.2967
220079.783,0.2684
220203.135,0.2607
220320.278,0.2223
220440.737,0.2116
220558.164,0.1827
220672.519,0.1212
220799.778,0.0709
220916.595,0.0337
221033.203,0.0183
221153.115,0.0118
221276.295,-0.0307
221405.943,-0.0562
221529.454,-0.1023
221664.755,-0.2022
221797.043,-0.2926
221924.211,-0.2713
222051.503,-0.276
222174.834,-0.2979
222294.573,-0.3103
222411.292,-0.3168
222537.567,-0.2991
222660.849,-0.3281
222781.103,-0.3245
222901.504,-0.3458
223018.875,-0.3257
223142.724,-0.3428
223266.743,-0.3464
223383.311,-0.3393
223499.881,-0.3529
223616.579,-0.3417
223742.850,-0.3233
223866.121,-0.3529
223986.388,-0.3222
224106.734,-0.3357
224224.090,-0.3251
224344.776,-0.3157
224465.616,-0.3287
224582.688,-0.3168
224711.966,-0.3074
224831.934,-0.3245
224958.294,-0.2944
225084.852,-0.2347
225216.973,-0.2146
225340.729,-0.1395
225461.424,-0.0946
225582.218,-0.1011
225703.208,-0.0656
225823.520,-0.0502
225940.011,-0.0313
226059.773,-0.0148
226176.500,-0.0142
226299.703,0.0254
226413.578,0.0319
226530.689,0.0296
226647.972,0.0567
226762.231,0.0721
226879.778,0.0751
227012.868,0.107
227126.268,0.1135
227239.775,0.1454
227359.703,0.162
227495.559,0.2051
227615.812,0.2193
227736.183,0.2944
227853.517,0.4008
227974.181,0.4262
228101.279,0.4634
228218.339,0.4823
228338.025,0.5013
228451.535,0.5332
228571.517,0.548
228701.068,0.5751
228832.998,0.5763
228947.049,0.5751
229070.760,0.5887
229188.238,0.6124
229315.406,0.5976
229433.035,0.6325
229552.762,0.636
229672.594,0.6112
229795.720,0.6402
229912.710,0.6396
230033.003,0.6585
230153.436,0.6408
230280.336,0.6768
230404.249,0.6756
230528.310,0.6762
230664.156,0.6615
230783.814,0.6703
230906.671,0.652
231045.411,0.6727
231178.085,0.6473
231301.336,0.6455
231418.457,0.6532
231550.561,0.6502
231680.671,0.6414
231807.703,0.6615
231924.654,0.6396
232041.080,0.6431
232170.257,0.6201
232290.176,0.6419
232416.549,0.6384
232539.911,0.6136
232678.237,0.5893
232805.011,0.5923
232928.804,0.5781
233061.182,0.5539
233182.005,0.5208
233301.823,0.4906
233421.796,0.3623
233548.223,0.3547
233665.319,0.3464
233785.692,0.3399
233933.703,0.3192
234051.231,0.3032
234181.574,0.2849
234305.718,0.2808
234426.273,0.2772
234555.348,0.2406
234678.222,0.2435
234794.997,0.2252
234915.019,0.1838
235032.037,0.1531
235155.513,0.0981
235279.133,0.0485
235399.756,0.0355
235523.642,0.0124
235647.312,-0.016
235760.735,-0.065
235893.202,-0.0816
236019.560,-0.1164
236139.738,-0.2831
236260.009,-0.2861
236395.287,-0.2938
236522.185,-0.2826
236649.298,-0.3003
236773.384,-0.3068
236891.200,-0.3074
237023.453,-0.3322
237143.208,-0.3162
237259.967,-0.3239
237389.459,-0.3387
237519.099,-0.3547
237636.272,-0.3316
237763.114,-0.3588
237877.417,-0.3458
237994.998,-0.3304
238133.508,-0.3322
238253.283,-0.3263
238379.476,-0.3251
238497.574,-0.3423
238611.385,-0.3369
238744.296,-0.3352
238864.738,-0.3292
238978.962,-0.3245
239102.815,-0.3281
239220.444,-0.3239
239347.751,-0.2979
239464.355,-0.2246
239587.466,-0.2045
239726.431,-0.1289
239843.492,-0.1176
239963.855,-0.0822
240093.865,-0.0632
240211.346,-0.0727
240335.315,-0.0426
240465.796,-0.0248
240580.410,-0.016
240706.270,0.0041
240825.988,0.0284
240949.003,0.0319
241062.709,0.068
241207.197,0.0609
241327.502,0.0698
241444.796,0.0934
241562.201,0.1336
241698.808,0.143
241825.635,0.1726
241945.295,0.1951
242068.224,0.253
242197.633,0.3736
242330.327,0.438
242456.852,0.4871
242580.362,0.5084
242697.716,0.532
242818.294,0.548
242948.614,0.5681
243068.723,0.5864
243197.856,0.6165
243314.550,0.6213
243434.461,0.636
243557.676,0.61
243674.763,0.6272
243801.473,0.6313
243922.003,0.6295
244045.885,0.6313
244173.015,0.6408
244290.305,0.6414
244410.010,0.6443
244529.868,0.6615
244659.286,0.649
244782.555,0.6502
244902.866,0.6573
245023.296,0.6762
245146.994,0.668
245267.735,0.6745
245398.138,0.668
