Time_s,ADC
24892.09,0.1874
24904.742,0.1856
24930.04,0.185
24942.686,0.188
24955.339,0.1856
24967.982,0.1886
24980.626,0.1892
24993.275,0.1886
25043.857,0.1897
25056.504,0.1874
25069.152,0.1897
25081.799,0.1874
25094.446,0.1897
25107.092,0.1886
25145.034,0.1892
25157.684,0.1874
25170.332,0.188
25182.982,0.1892
25195.63,0.1874
25220.927,0.1874
25233.579,0.1862
25246.23,0.1827
25258.878,0.1791
25271.531,0.1809
25284.176,0.1803
25309.481,0.1803
25322.133,0.1809
25334.78,0.1791
25347.434,0.1815
25360.085,0.1809
25372.735,0.1803
25410.685,0.1809
25423.338,0.1821
25435.991,0.1838
25461.294,0.185
25473.948,0.1838
25486.6,0.185
25511.905,0.1886
25524.558,0.1915
25537.21,0.1927
25549.861,0.2418
25562.515,0.2424
25575.163,0.2418
25600.47,0.2435
25613.122,0.2418
25625.776,0.2435
25638.427,0.2412
25651.078,0.2441
25663.733,0.2418
25689.039,0.2435
25714.338,0.2424
25726.988,0.2418
25752.293,0.2447
25764.946,0.2424
25777.593,0.2435
25802.899,0.2424
25815.554,0.2441
25840.858,0.2429
25853.509,0.2447
25866.16,0.2424
25878.811,0.2429
25904.116,0.2435
25916.768,0.2424
25929.425,0.2435
25980.049,0.2424
25992.699,0.2441
26005.356,0.2424
26043.347,0.2459
26055.957,0.2441
26093.794,0.2435
26119.018,0.2459
26131.629,0.2435
26156.851,0.2447
26169.462,0.2459
26182.074,0.2453
26194.687,0.2441
26207.301,0.2465
26219.916,0.2447
26257.76,0.2465
26270.373,0.2477
26282.987,0.2465
26295.595,0.2489
26308.208,0.2483
26320.818,0.25
26346.04,0.2536
26358.653,0.2577
26371.268,0.263
26383.876,0.2861
26396.487,0.2873
26409.099,0.2879
26434.32,0.2867
26446.934,0.2873
26459.545,0.2855
26472.158,0.2861
26484.765,0.2855
26497.378,0.2861
26522.599,0.2885
26535.211,0.2861
26547.819,0.2867
26560.432,0.2861
26573.046,0.2873
26598.267,0.2855
26623.499,0.2879
26648.729,0.2867
26661.343,0.2885
26673.953,0.2879
26686.57,0.2873
26699.183,0.2885
26724.405,0.2896
26737.017,0.2873
26749.627,0.2867
26762.242,0.2896
26774.858,0.2891
26787.475,0.2885
26812.71,0.2885
26825.319,0.2891
26837.939,0.2873
26850.554,0.2891
26863.173,0.2902
26888.407,0.2891
26901.025,0.2885
26913.642,0.2873
26951.499,0.2879
26976.739,0.2891
27027.211,0.2896
27065.07,0.2885
27077.692,0.2902
27090.307,0.2873
27102.925,0.2885
27128.164,0.2879
27140.786,0.2908
27166.023,0.2908
27191.259,0.2885
27203.879,0.2891
27216.497,0.2908
27241.733,0.2914
27254.35,0.2902
27279.59,0.292
27292.209,0.2908
27304.83,0.2902
27317.449,0.2914
27330.072,0.2896
27342.689,0.2914
27380.548,0.292
27393.172,0.2926
27405.792,0.2932
27431.029,0.3021
27443.648,0.3015
27456.268,0.3021
27481.506,0.3038
27494.12,0.3026
27506.743,0.3015
27519.366,0.3026
27531.989,0.3021
27544.617,0.3026
27582.492,0.3015
27595.113,0.3021
27607.735,0.3038
27620.359,0.3044
27632.983,0.3038
27645.605,0.305
27696.106,0.3032
27708.73,0.305
27721.351,0.3056
27733.974,0.3038
27746.602,0.3068
27759.23,0.3044
27784.482,0.3062
27822.365,0.3056
27834.989,0.3068
27847.614,0.308
27872.858,0.3086
27898.109,0.3086
27910.737,0.3097
27923.362,0.308
27935.985,0.3097
27948.612,0.3091
27986.499,0.3086
28011.753,0.3097
28024.385,0.3091
28037.012,0.3103
28062.266,0.3086
28074.888,0.3103
28087.516,0.3091
28125.406,0.3097
28138.028,0.3109
28150.656,0.3086
28163.283,0.3109
28175.908,0.3097
28188.536,0.3091
28226.412,0.3086
28251.661,0.3109
28264.29,0.3086
28276.915,0.3103
28289.544,0.3086
28314.8,0.3097
28340.058,0.308
28352.684,0.3097
28365.311,0.308
28377.939,0.3103
28390.564,0.3086
28403.191,0.308
28428.45,0.3086
28466.339,0.3068
28478.966,0.3056
28491.596,0.3032
28504.227,0.3038
28542.115,0.3015
28567.366,0.3026
28579.993,0.3009
28592.621,0.3026
28605.251,0.3003
28617.888,0.3015
28630.519,0.3021
28655.771,0.3009
28681.029,0.2991
28693.66,0.2985
28706.287,0.3003
28718.918,0.2985
28744.173,0.2997
28769.431,0.2973
28782.059,0.2979
28794.683,0.2985
28807.308,0.2967
28819.938,0.2985
28845.193,0.2961
28857.819,0.2973
28870.448,0.2944
28883.08,0.2961
28895.708,0.2938
28908.341,0.2967
28933.603,0.2944
28958.864,0.2938
28971.492,0.2926
28996.754,0.2896
29009.379,0.2902
29021.997,0.2891
29047.246,0.2902
29059.872,0.2879
29072.499,0.2891
29085.124,0.2873
29097.756,0.2861
29110.381,0.2867
29135.642,0.2849
29148.274,0.2861
29160.903,0.2855
29173.532,0.2843
29186.162,0.2855
29198.796,0.2837
29224.058,0.2849
29236.689,0.2831
29249.319,0.2826
29261.946,0.282
29287.204,0.2814
29299.834,0.2837
29325.098,0.2808
29363.001,0.2802
29375.632,0.2778
29388.268,0.2755
29400.901,0.2766
29413.531,0.2755
29438.802,0.2719
29451.436,0.2695
29464.072,0.2234
29476.708,0.2228
29489.344,0.2246
29527.26,0.2228
29539.899,0.2217
29552.535,0.224
29565.169,0.2234
29577.801,0.2211
29590.435,0.2217
29628.32,0.2223
29640.95,0.2217
29678.866,0.2205
29691.514,0.2234
29704.152,0.224
29716.785,0.2305
29742.047,0.2294
29754.681,0.2311
29767.312,0.2294
29779.95,0.2305
29843.117,0.2294
29855.749,0.2288
29881.019,0.2288
29906.286,0.2294
29918.925,0.2299
29931.563,0.2276
29944.197,0.2288
29956.837,0.2299
29982.099,0.2276
30020,0.2299
30032.63,0.2276
30045.261,0.2282
30070.534,0.2288
30083.173,0.227
30121.095,0.227
30133.728,0.2282
30146.366,0.2258
30158.996,0.2264
30171.633,0.227
30184.27,0.2276
30209.539,0.2246
30234.809,0.224
30247.451,0.2234
30260.094,0.224
30272.729,0.2223
30285.363,0.2175
30310.632,0.2069
30323.277,0.1608
30335.925,0.1584
30361.198,0.1596
30373.832,0.1602
30386.465,0.1584
30411.738,0.159
30424.383,0.162
30437.019,0.1608
30449.659,0.1596
30462.296,0.159
30487.57,0.159
30500.205,0.1578
30512.842,0.1584
30538.117,0.159
30550.753,0.1584
30563.393,0.1578
30601.312,0.1578
30613.965,0.1596
30639.189,0.1602
30664.401,0.1596
30677.005,0.1578
30689.613,0.1584
30714.829,0.1602
30727.438,0.1584
30765.267,0.159
30790.486,0.1596
30815.707,0.1584
30828.318,0.1578
30853.524,0.1584
30866.127,0.1578
30878.73,0.1584
30891.336,0.1608
30903.945,0.1578
30916.554,0.159
30966.979,0.1602
30979.582,0.1578
30992.186,0.1608
31004.789,0.1584
31017.394,0.1596
31029.999,0.1584
31055.207,0.1584
31067.809,0.1578
31080.41,0.159
31093.014,0.1578
31105.616,0.1584
31130.819,0.1578
31156.025,0.1584
31168.624,0.1578
31181.23,0.1602
31193.835,0.159
31206.438,0.1602
31219.038,0.1596
31244.252,0.159
31256.858,0.1602
31269.466,0.1596
31282.076,0.159
31294.679,0.1596
31332.491,0.1596
31345.097,0.159
31357.704,0.1608
31370.308,0.1584
31382.915,0.1614
31395.516,0.1602
31420.728,0.159
31433.338,0.1602
31458.561,0.1584
31471.166,0.159
31483.772,0.1602
31496.381,0.1584
31546.829,0.1584
31584.671,0.1602
31597.286,0.1608
31609.897,0.1602
31622.511,0.1584
31635.127,0.1596
31660.357,0.159
31672.972,0.1608
31698.198,0.1602
31723.417,0.1614
31736.032,0.1602
31748.647,0.1596
31786.5,0.1602
31799.113,0.1608
31811.721,0.1584
31824.333,0.1602
31836.946,0.1608
31849.556,0.1596
31874.78,0.1584
31887.396,0.1596
31900.007,0.159
31912.619,0.1596
31925.226,0.1584
31963.057,0.1608
31988.275,0.1608
32000.884,0.159
32013.502,0.1584
32026.118,0.159
32038.736,0.1602
32051.356,0.1608
32076.593,0.1584
32114.445,0.1596
32127.062,0.1584
32139.676,0.1578
32164.912,0.159
32177.532,0.1596
32202.76,0.1584
32215.368,0.1596
32240.604,0.1584
32253.226,0.1608
32265.84,0.1602
32303.707,0.1608
32316.333,0.159
32328.956,0.1602
32354.201,0.1608
32366.821,0.1602
32379.454,0.1584
32417.31,0.159
32442.546,0.1578
32455.164,0.159
32467.784,0.1584
32480.405,0.1572
32493.026,0.159
32543.491,0.1602
32556.102,0.1608
32593.943,0.1602
32606.554,0.1584
32619.166,0.1614
32631.779,0.1608
32657.009,0.159
32669.624,0.1614
32682.24,0.1602
32694.858,0.159
32720.094,0.1614
32757.969,0.1608
32783.204,0.162
32795.822,0.159
32808.439,0.1614
32833.679,0.1608
32846.303,0.1602
32858.927,0.1637
32884.174,0.1596
32896.794,0.1614
32909.416,0.1631
32922.036,0.1608
32934.662,0.162
32947.284,0.1608
32985.151,0.1614
32997.775,0.1626
33010.399,0.1608
33023.024,0.1602
33035.65,0.1608
33048.27,0.1614
33086.145,0.1614
33098.764,0.1631
33111.39,0.162
33124.011,0.1608
33136.637,0.162
33174.509,0.1631
33187.135,0.1637
33199.758,0.1626
33212.382,0.1649
33225.007,0.162
33237.631,0.1649
33262.877,0.1626
33275.498,0.1631
33288.123,0.1649
33300.748,0.1655
33325.998,0.1649
33338.61,0.1637
33363.856,0.1643
33376.48,0.1667
33401.715,0.1685
33414.332,0.1968
33426.95,0.1974
33439.565,0.1992
33477.422,0.1974
33490.042,0.1968
33502.662,0.198
33515.283,0.1986
33540.526,0.1968
33553.147,0.1986
33578.395,0.1992
33591.025,0.198
33603.655,0.1974
33616.283,0.1992
33628.907,0.198
33641.531,0.1968
33717.25,0.1974
33729.869,0.1992
33742.497,0.1986
33767.753,0.198
33780.375,0.1974
33805.626,0.1986
33830.877,0.1974
33843.496,0.1968
33881.377,0.1974
33894.021,0.198
33906.649,0.1986
33919.277,0.1974
33957.144,0.1992
33969.769,0.198
33982.391,0.1968
33995.015,0.198
34007.636,0.1968
34045.508,0.1992
34058.13,0.1968
34070.761,0.1986
34108.66,0.1968
34121.293,0.1986
34133.924,0.198
34184.448,0.198
34197.076,0.1974
34209.707,0.1986
34222.336,0.198
34247.606,0.1974
34272.863,0.1992
34298.117,0.1986
34310.75,0.1968
34323.384,0.1974
34336.022,0.1986
34348.653,0.1968
34373.92,0.1974
34399.189,0.1962
34411.824,0.1986
34424.456,0.1992
34437.089,0.1986
34449.721,0.198
34462.354,0.1992
34487.628,0.1986
34512.895,0.1962
34525.528,0.1992
34550.799,0.1986
34563.432,0.198
34588.701,0.1974
34613.964,0.1992
34626.591,0.1968
34639.218,0.1974
34651.848,0.1986
34677.116,0.198
34689.751,0.1986
34715.025,0.1968
34727.667,0.1962
34752.946,0.1986
34765.578,0.1992
34778.205,0.1968
34790.83,0.198
34816.088,0.1974
34828.724,0.1992
34841.353,0.1962
34853.984,0.1992
34866.61,0.1968
34879.24,0.1986
34904.514,0.1998
34917.156,0.1962
34929.794,0.1986
34955.071,0.1974
34967.71,0.1968
34992.988,0.198
35005.625,0.1962
35018.263,0.198
35030.902,0.1986
35043.544,0.1962
35056.184,0.1986
35094.101,0.1962
35106.739,0.1974
35132.015,0.1968
35169.94,0.1986
35195.226,0.198
35207.87,0.1974
35258.433,0.198
35271.072,0.1974
35283.714,0.1968
35296.355,0.1974
35308.989,0.1968
35321.624,0.198
35346.891,0.198
35359.524,0.1986
35372.16,0.1968
35384.797,0.1962
35397.431,0.1968
35410.067,0.198
35435.345,0.1968
35447.988,0.1951
35460.628,0.1957
35473.268,0.1974
35498.547,0.1968
35511.185,0.1986
35536.457,0.1974
35549.065,0.1968
35561.671,0.1974
35574.282,0.1962
35586.893,0.1986
35599.506,0.1962
35637.338,0.1957
35649.95,0.1974
35662.562,0.198
35675.169,0.1974
35687.778,0.1962
35700.392,0.1957
35725.613,0.198
35738.226,0.1974
35750.84,0.1962
35776.064,0.198
35788.676,0.1957
35826.518,0.198
35839.128,0.1974
35851.737,0.1957
35864.347,0.198
35876.955,0.1951
35889.564,0.198
35914.792,0.198
35940.019,0.1974
35952.629,0.1957
35965.242,0.1974
35977.853,0.198
35990.464,0.1957
36015.688,0.1962
36053.538,0.1968
36066.156,0.1962
36078.774,0.1968
36091.391,0.1974
36104.005,0.1998
36129.232,0.1974
36154.461,0.198
36167.074,0.1974
36179.687,0.1951
36192.298,0.1968
36204.904,0.1974
36230.132,0.1974
36242.744,0.1962
36255.355,0.1957
36280.585,0.1968
36305.821,0.1957
36331.052,0.1992
36356.289,0.1962
36381.516,0.1974
36394.131,0.1951
36406.746,0.1974
36419.36,0.1962
36431.973,0.1951
36457.208,0.1957
36469.82,0.1962
36482.433,0.1968
36507.655,0.1957
36520.266,0.1945
36532.879,0.1951
36558.101,0.1951
36570.71,0.1974
36583.321,0.1951
36595.929,0.1968
36608.543,0.1957
36621.159,0.1951
36646.4,0.1951
36659.024,0.1957
36671.647,0.1968
36684.264,0.1974
36696.887,0.1968
36722.134,0.1945
36734.755,0.1951
36747.374,0.1968
36785.241,0.1945
36810.487,0.1968
36823.109,0.1951
36848.354,0.1945
36860.976,0.1968
36873.601,0.1945
36886.225,0.1962
36898.849,0.1945
36911.472,0.1968
36936.722,0.1968
36949.345,0.1945
36961.968,0.1962
36974.589,0.1951
36987.212,0.1939
36999.835,0.1957
37050.315,0.1957
37088.163,0.1951
37100.786,0.1945
37113.409,0.1951
37126.028,0.1957
37151.269,0.1939
37176.497,0.1962
37189.111,0.1939
37201.723,0.1962
37214.339,0.1939
37226.955,0.1945
37239.575,0.1933
37277.426,0.1945
37302.669,0.1933
37315.296,0.1939
37327.917,0.1957
37378.393,0.1945
37403.635,0.1951
37466.723,0.1951
37504.579,0.1945
37517.2,0.1939
37529.821,0.1951
37555.069,0.1933
37567.692,0.1939
37592.935,0.1927
37605.558,0.1933
37618.182,0.1945
37643.43,0.1927
37656.057,0.1945
37681.302,0.1951
37706.546,0.1933
37719.169,0.1945
37731.798,0.1927
37744.422,0.1939
37769.671,0.1945
37794.916,0.1921
37807.541,0.1945
37845.41,0.1927
37858.033,0.1921
37870.656,0.1933
37883.277,0.1945
37908.537,0.1921
37933.785,0.1951
37946.41,0.1933
37959.032,0.1921
37971.657,0.1927
37984.281,0.1939
38047.388,0.1921
38060.016,0.1939
38072.645,0.1927
38085.277,0.1939
38097.912,0.1915
38110.539,0.1927
38135.784,0.1939
38148.409,0.1921
38161.031,0.1933
38173.654,0.1939
38186.278,0.1921
38198.903,0.1933
38224.158,0.1921
38249.407,0.1933
38262.035,0.1927
38274.661,0.1921
38287.289,0.1915
38299.915,0.1921
38325.17,0.1933
38337.801,0.1915
38350.434,0.1927
38363.069,0.1945
38375.703,0.1915
38388.336,0.1933
38413.601,0.1945
38426.231,0.1909
38438.862,0.1933
38451.497,0.1909
38464.129,0.1927
38489.397,0.1933
38502.032,0.1909
38514.665,0.1921
38527.295,0.1915
38539.932,0.1927
38552.565,0.1903
38577.835,0.1933
38590.472,0.1915
38615.742,0.1903
38628.378,0.1897
38678.931,0.1909
38691.571,0.1915
38716.841,0.1897
38729.481,0.1903
38742.117,0.1886
38754.756,0.1892
38780.025,0.1903
38792.664,0.1897
38817.939,0.1874
38830.576,0.188
38843.214,0.1897
38855.85,0.1886
38868.489,0.1874
38881.123,0.1862
38944.311,0.1827
38956.95,0.1797
38969.589,0.1631
38982.234,0.1643
38994.873,0.1637
39032.794,0.1631
39058.069,0.1608
39070.702,0.1626
39083.33,0.1637
39095.967,0.1626
39121.245,0.1614
39133.879,0.1643
39159.145,0.1637
39171.776,0.1614
39184.41,0.1643
39197.044,0.162
39209.683,0.1614
39222.317,0.1631
39247.591,0.1626
39260.235,0.1637
39285.522,0.1643
39298.163,0.1637
39310.805,0.1631
39323.447,0.1614
39348.733,0.1614
39361.375,0.1626
39374.017,0.1643
39386.661,0.1631
39399.302,0.1626
39424.584,0.1637
39437.228,0.1631
39449.869,0.162
39475.153,0.1631
39513.08,0.162
39576.302,0.1614
39614.234,0.162
39626.876,0.1637
39652.154,0.1643
39664.799,0.1631
39677.444,0.1614
39690.091,0.1631
39715.377,0.1637
39728.022,0.1643
39753.299,0.1631
39765.943,0.1637
39791.226,0.1631
39803.874,0.162
39829.166,0.1637
39841.813,0.1631
39854.459,0.162
39867.101,0.1626
39879.746,0.1637
39905.037,0.1614
39930.326,0.1631
39942.971,0.162
39955.616,0.1643
39968.261,0.1637
40018.82,0.1643
40044.102,0.1649
40069.39,0.162
40119.947,0.1637
40132.596,0.162
40145.241,0.1637
40157.884,0.1626
40170.528,0.162
40195.814,0.1637
40208.455,0.1631
40221.098,0.1608
40233.743,0.1631
40259.042,0.1626
40271.692,0.1631
40296.994,0.1626
40309.647,0.1643
40322.292,0.1637
40347.596,0.1626
40360.24,0.1631
40398.182,0.1637
40410.833,0.1631
40423.484,0.1655
40448.777,0.1832
40474.058,0.1815
40486.667,0.1832
40511.888,0.1815
40524.496,0.1832
40537.1,0.1809
40549.713,0.1821
40587.533,0.1827
40600.14,0.1809
40637.971,0.1815
40650.586,0.1827
40663.196,0.1815
40675.805,0.1809
40688.414,0.1821
40701.021,0.1832
40738.841,0.1821
40751.446,0.1809
40764.049,0.1827
40789.261,0.1803
40801.863,0.1827
40814.473,0.1815
40839.689,0.1827
40852.299,0.1803
40864.908,0.1815
40890.128,0.1809
40902.735,0.1797
40915.344,0.1821
40953.169,0.1832
40965.773,0.1815
40978.382,0.1803
40990.989,0.1821
41016.211,0.1803
41028.819,0.1821
41054.038,0.1803
41066.642,0.1827
41079.248,0.1815
41091.855,0.1809
41104.459,0.1821
41117.066,0.1797
41142.274,0.1803
41154.877,0.1821
41167.486,0.1809
41180.091,0.1803
41192.7,0.1809
41205.309,0.1797
41230.528,0.1803
41243.132,0.1785
41255.738,0.1809
41268.351,0.1803
41280.957,0.1821
41306.185,0.1797
41318.798,0.1809
41344.011,0.1815
41356.619,0.1803
41369.23,0.1827
41381.838,0.1815
41407.056,0.1827
41419.669,0.1809
41432.282,0.1827
41444.902,0.1821
41457.517,0.1815
41470.128,0.1797
41495.36,0.1809
41507.972,0.1803
41520.587,0.1827
41533.204,0.1832
41545.821,0.1815
41558.443,0.1827
41583.679,0.185
41596.294,0.1821
41608.91,0.1815
41621.526,0.1821
41646.754,0.1815
41659.373,0.1809
41697.228,0.1832
41709.852,0.1821
41722.458,0.1827
41747.685,0.1832
41760.306,0.1815
41772.921,0.1832
41798.162,0.1827
41810.78,0.1838
41823.397,0.1827
41836.014,0.1815
41861.245,0.1838
41911.717,0.1821
41936.951,0.1832
41949.568,0.1827
41962.184,0.1821
41974.804,0.1838
42000.045,0.1827
42012.663,0.1821
42037.909,0.1838
42063.146,0.185
42075.771,0.1809
42088.395,0.1821
42101.019,0.1838
42126.26,0.1821
42138.877,0.1815
42151.49,0.1832
42164.116,0.1815
42189.359,0.1821
42201.984,0.1827
42227.229,0.1832
42239.848,0.1821
42252.464,0.1809
42265.089,0.1815
42277.71,0.1821
42302.956,0.1827
42340.821,0.1832
42366.065,0.1815
42378.688,0.1803
42391.313,0.1815
42403.935,0.1821
42416.558,0.1832
42454.436,0.1809
42467.062,0.1832
42479.684,0.1821
42492.31,0.1809
42517.564,0.1827
42530.19,0.1809
42593.303,0.1821
42605.927,0.1815
42618.551,0.1803
42631.179,0.1815
42643.803,0.1809
42669.054,0.1821
42706.925,0.1815
42719.55,0.1791
42732.172,0.1827
42744.802,0.1821
42757.428,0.1797
42770.053,0.1821
42807.926,0.1809
42820.548,0.1791
42833.176,0.1827
42845.795,0.1803
42858.421,0.1797
42871.046,0.1821
42896.299,0.1815
42908.919,0.1785
42921.544,0.1803
42934.17,0.1773
42946.791,0.1809
42972.044,0.1785
42984.662,0.1791
42997.287,0.1797
43009.914,0.1785
43022.53,0.1779
43035.161,0.1797
43060.414,0.1803
43073.042,0.1773
43085.672,0.1797
43098.303,0.1791
43110.931,0.1803
43123.561,0.1785
43148.823,0.1797
43161.464,0.1803
43174.08,0.1779
43186.712,0.1785
43199.34,0.1779
43211.97,0.1809
43237.227,0.1803
43249.853,0.1785
43262.478,0.1797
43275.104,0.1809
43287.734,0.1785
43312.997,0.1791
43338.257,0.1815
43350.89,0.1797
43363.52,0.1785
43376.147,0.1809
43388.78,0.1791
43401.411,0.1797
43426.677,0.1821
43439.313,0.1791
43451.947,0.1803
43464.575,0.1797
43477.205,0.1809
43502.483,0.1791
43553.001,0.1791
43565.635,0.1815
43578.268,0.1797
43590.902,0.1785
43603.536,0.1809
43616.172,0.1803
43641.44,0.1791
43666.709,0.1797
43679.34,0.1815
43691.97,0.1785
43704.605,0.1815
43717.239,0.1803
43742.504,0.1815
43755.135,0.1791
43767.77,0.1803
43780.409,0.1791
43793.045,0.1785
43818.321,0.1809
43830.958,0.1803
43856.231,0.1791
43868.864,0.1785
43881.494,0.1815
43894.131,0.1785
43932.036,0.1803
43944.673,0.1815
43969.949,0.1809
43982.583,0.1797
43995.217,0.1785
44007.851,0.1797
44058.404,0.1803
44071.042,0.1797
44083.68,0.1791
44121.59,0.1797
44134.229,0.1809
44159.502,0.1785
44184.777,0.1797
44197.418,0.1785
44210.058,0.1791
44222.695,0.1797
44247.978,0.1815
44260.615,0.1803
44336.45,0.1797
44349.094,0.1809
44374.368,0.1803
44399.646,0.1797
44412.288,0.1785
44424.926,0.1791
44462.852,0.1791
44475.492,0.1785
44538.689,0.1791
44551.332,0.1785
44576.617,0.1791
44601.902,0.1797
44627.18,0.1803
44639.822,0.1809
44652.462,0.1803
44665.11,0.1815
44677.754,0.1821
44690.397,0.1791
44715.683,0.1791
44728.327,0.1785
44766.265,0.1791
44778.907,0.1809
44791.546,0.1785
44842.123,0.1809
44854.768,0.1797
44867.418,0.1785
44880.062,0.1803
44892.702,0.1815
44905.344,0.1797
44930.631,0.1785
44943.277,0.1797
44955.925,0.1815
44968.569,0.1803
44981.217,0.1773
44993.869,0.1815
45019.135,0.1785
45031.746,0.1767
45044.357,0.1803
45056.969,0.1797
45069.576,0.1815
45082.186,0.1797
45120.013,0.1815
45132.627,0.1785
45145.235,0.1809
45157.848,0.1791
45170.457,0.1809
45183.072,0.1779
45208.287,0.1785
45233.505,0.1803
45258.729,0.1785
45283.953,0.1803
45296.564,0.1797
45309.174,0.1779
45334.398,0.1803
45347.008,0.1791
45359.618,0.1785
45384.843,0.1809
45410.064,0.1797
45422.679,0.1785
45447.905,0.1779
45460.518,0.1791
45473.135,0.1809
45498.361,0.1773
45510.976,0.1797
45523.595,0.1803
45548.824,0.1791
45574.052,0.1797
45586.668,0.1773
45599.29,0.1797
45624.523,0.1773
45637.133,0.1803
45662.361,0.1785
45674.98,0.1797
45687.597,0.1791
45700.216,0.1797
45725.441,0.1779
45750.672,0.1797
45763.29,0.1791
45775.907,0.1809
45788.523,0.1785
45801.14,0.1791
45813.755,0.1797
45838.988,0.1791
45851.599,0.1779
45864.212,0.1809
45876.826,0.1785
45889.44,0.1773
45902.06,0.1791
45927.291,0.1779
45939.91,0.1809
45977.764,0.1797
46003,0.1803
46040.85,0.1785
46066.086,0.1797
46103.942,0.1797
46141.796,0.1791
46154.418,0.1803
46167.039,0.1797
46179.663,0.1785
46204.907,0.1773
46255.387,0.1779
46280.629,0.1773
46293.254,0.1785
46318.5,0.1767
46331.126,0.1791
46343.749,0.1803
46368.992,0.1797
46419.472,0.1785
46432.094,0.1767
46444.718,0.1779
46482.589,0.1797
46495.211,0.1791
46533.085,0.1767
46545.708,0.1773
46558.333,0.1767
46570.957,0.1773
46583.583,0.1797
46608.834,0.1779
46634.092,0.1797
46646.715,0.1767
46684.6,0.1785
46697.22,0.1767
46709.842,0.1797
46735.089,0.1767
46747.717,0.1773
46760.34,0.1762
46785.596,0.1779
46810.847,0.1767
46836.103,0.1779
46861.356,0.1779
46873.986,0.1785
46886.615,0.1779
46911.86,0.1756
46924.484,0.1779
46937.106,0.1773
46962.352,0.1756
46987.602,0.1762
47000.23,0.1767
47012.854,0.1785
47025.48,0.1779
47050.735,0.1785
47088.616,0.1773
47101.246,0.1767
47113.88,0.1779
47126.512,0.1756
47139.139,0.175
47151.772,0.1773
47189.66,0.175
47214.917,0.1767
47227.548,0.1773
47240.179,0.1744
47252.808,0.1767
47265.441,0.175
47290.71,0.1744
47303.344,0.1762
47315.98,0.1756
47328.611,0.1773
47341.245,0.175
47353.874,0.1744
47379.135,0.1738
47391.766,0.1744
47417.03,0.1738
47429.658,0.175
47442.285,0.1744
47454.912,0.175
47480.174,0.1726
47505.438,0.175
47518.073,0.1726
47530.709,0.175
47543.344,0.1732
47568.611,0.172
47581.245,0.175
47593.882,0.1726
47606.514,0.1732
47631.784,0.1708
47644.418,0.1738
47669.692,0.1702
47682.325,0.172
47694.956,0.1726
47707.592,0.1708
47720.23,0.172
47732.869,0.1714
47770.773,0.1696
47783.412,0.1726
47808.682,0.1702
47821.316,0.1714
47833.951,0.1696
47846.591,0.172
47871.863,0.172
47884.499,0.1685
47897.138,0.1714
47909.773,0.172
47922.409,0.1696
47935.042,0.1708
47960.313,0.1691
47972.947,0.1696
47985.584,0.1708
48010.859,0.1696
48023.496,0.1708
48036.139,0.1702
48074.064,0.1702
48086.709,0.1679
48099.353,0.1685
48111.991,0.1679
48137.266,0.1696
48149.908,0.1673
48200.459,0.1679
48225.74,0.1673
48238.38,0.1661
48251.025,0.1685
48263.666,0.1679
48276.31,0.1667
48301.598,0.1655
48339.53,0.1673
48352.174,0.1655
48364.816,0.1631
48377.457,0.1637
48390.095,0.1626
48415.373,0.1655
48428.012,0.1661
48453.295,0.1637
48465.938,0.1626
48478.58,0.1643
48503.863,0.1626
48516.502,0.1637
48529.146,0.1649
48541.785,0.162
48554.428,0.1643
48567.075,0.1626
48592.357,0.1637
48604.999,0.1614
48617.644,0.162
48630.289,0.1637
48642.937,0.162
48655.58,0.1643
48680.874,0.1608
48693.523,0.1643
48706.172,0.162
48718.821,0.1608
48731.471,0.162
48756.767,0.1602
48794.725,0.159
48807.376,0.162
48820.024,0.159
48832.677,0.1608
48845.325,0.1614
48857.977,0.1584
48883.266,0.1596
48908.565,0.1614
48921.217,0.159
48933.865,0.1602
48959.162,0.1572
48971.813,0.1608
48997.118,0.1596
49009.77,0.1561
49022.422,0.1596
49047.717,0.1584
49060.365,0.1578
49085.663,0.1572
49110.964,0.1549
49123.618,0.1572
49136.271,0.1537
49148.922,0.1566
49161.569,0.1537
49174.221,0.1561
49199.537,0.1525
49212.185,0.1549
49224.836,0.1519
49237.484,0.1549
49250.138,0.1507
49275.446,0.1507
49288.101,0.1513
49300.754,0.1501
49313.405,0.149
49326.056,0.1513
49338.705,0.1496
49364.013,0.1496
49376.666,0.149
49389.322,0.146
49401.979,0.1478
49414.633,0.1466
49427.289,0.1472
49452.603,0.1442
49465.261,0.1448
49477.917,0.1472
49490.574,0.1442
49503.227,0.1454
49528.54,0.1442
49553.847,0.1448
49566.504,0.1425
49579.159,0.1413
49591.814,0.1442
49604.468,0.1419
49629.779,0.1442
49667.748,0.143
49680.407,0.1407
49693.059,0.1389
49718.375,0.1419
49743.693,0.1407
49756.354,0.1413
49781.674,0.1401
49794.336,0.1436
49807.001,0.1389
49819.658,0.1383
49832.315,0.1413
49844.978,0.1383
49870.302,0.1383
49882.959,0.1377
49895.615,0.1371
49908.276,0.1365
49920.937,0.1395
49933.597,0.136
49958.911,0.1377
49971.57,0.1348
49984.228,0.1336
49996.901,0.133
50009.552,0.1336
50034.853,0.133
50060.152,0.1295
50072.801,0.1324
50085.452,0.1295
50098.102,0.1283
50110.725,0.1318
50135.98,0.13
50148.612,0.1295
50161.238,0.1277
50173.869,0.1312
50186.5,0.13
