Time_s,Temp_C
4869.265,28.85
4881.907,28.6
4919.83,28.35
4932.471,27.85
4945.11,29.6
4957.748,28.35
4970.387,28.85
4995.667,28.35
5020.943,28.85
5033.578,28.35
5046.219,28.85
5058.856,27.85
5071.493,28.85
5084.127,28.35
5096.763,29.6
5109.404,26.6
5122.041,28.85
5134.677,29.85
5147.318,27.35
5159.958,28.35
5172.596,27.6
5185.237,28.35
5210.519,29.6
5223.155,28.85
5235.795,29.6
5261.076,28.35
5286.359,29.6
5298.999,28.85
5311.64,28.6
5324.285,28.85
5336.923,27.6
5349.564,28.6
5362.209,29.6
5374.851,28.85
5387.487,28.35
5400.131,27.35
5412.773,28.35
5425.413,29.6
5438.051,28.35
5450.693,28.85
5488.624,28.1
5501.266,28.85
5526.549,28.6
5539.192,29.6
5551.832,29.35
5564.478,30.35
5577.126,28.35
5589.773,28.6
5602.416,28.35
5615.063,28.85
5640.355,28.35
5653.002,28.6
5665.649,29.1
5678.301,28.85
5703.599,28.6
5741.538,28.85
5766.835,28.35
5779.482,29.35
5792.128,30.1
5804.775,29.6
5817.417,28.35
5830.068,27.85
5842.716,29.35
5855.366,29.85
5868.013,28.35
5880.657,28.1
5893.306,28.35
5905.955,29.1
5918.603,27.6
5931.252,28.85
5943.896,28.35
5969.196,27.6
5981.843,28.85
5994.496,29.6
6007.144,29.35
6019.793,28.6
6032.438,28.85
6057.739,28.6
6070.387,28.35
6083.034,28.85
6095.681,30.1
6108.326,28.35
6120.974,28.85
6133.621,27.6
6146.266,29.85
6158.913,28.1
6171.563,28.6
6184.209,28.35
6196.854,29.6
6209.502,30.1
6222.152,28.85
6247.453,28.35
6260.101,27.6
6272.747,28.6
6285.393,29.1
6298.044,28.35
6335.997,28.6
6348.644,28.85
6373.946,28.35
6386.599,29.85
6399.248,28.85
6411.898,28.35
6424.543,28.85
6462.491,28.1
6475.141,28.6
6487.789,29.85
6500.443,28.35
6513.093,28.85
6525.745,28.35
6538.397,29.6
6551.053,28.35
6576.347,28.6
6588.973,28.35
6601.597,27.6
6614.221,28.6
6626.839,28.85
6664.703,27.6
6677.34,28.6
6702.587,28.35
6715.213,28.6
6727.832,27.85
6740.455,28.6
6753.075,28.35
6765.698,29.85
6778.321,28.85
6790.941,27.6
6803.563,28.85
6816.191,28.6
6828.814,27.1
6841.437,28.35
6866.689,27.35
6879.316,29.35
6891.936,28.6
6904.558,28.35
6917.184,28.6
6929.813,29.1
6942.441,27.6
6955.065,28.85
6967.686,28.35
6980.314,27.6
6992.938,29.85
7005.559,28.35
7030.81,27.6
7043.434,28.35
7056.055,28.85
7068.671,28.35
7081.292,28.6
7093.911,27.6
7106.536,28.35
7131.775,27.85
7144.397,28.35
7157.016,27.1
7169.638,28.6
7194.887,28.35
7207.505,28.85
7220.125,27.6
7232.743,28.35
7257.98,28.85
7295.839,27.6
7308.46,28.85
7321.079,27.6
7346.321,29.1
7358.942,27.6
7371.562,28.35
7396.816,28.6
7409.443,28.85
7459.935,27.85
7472.561,29.6
7485.192,27.6
7497.814,28.35
7510.441,27.6
7523.069,28.35
7535.692,28.85
7548.321,29.6
7573.573,28.85
7586.202,29.1
7598.83,29.85
7611.463,29.35
7624.091,29.6
7649.346,30.1
7661.976,29.85
7674.602,30.85
7687.232,29.6
7699.866,30.1
7712.495,29.6
7725.126,31.35
7737.756,30.6
7763.023,29.6
7775.656,29.35
7788.29,31.35
7800.925,30.85
7826.19,31.1
7838.817,31.6
7851.446,30.85
7864.079,31.1
7876.71,32.1
7889.344,30.85
7914.613,32.1
7927.246,30.35
7939.878,31.6
7952.511,31.1
7965.149,32.1
7977.787,30.6
7990.419,31.35
8003.056,32.1
8028.318,31.85
8040.948,30.85
8053.585,32.1
8066.221,30.85
8078.856,31.1
8091.491,31.85
8116.765,32.1
8129.396,30.85
8142.032,32.1
8154.664,31.85
8167.299,32.35
8179.934,32.1
8192.572,32.35
8217.858,33.1
8243.132,32.1
8255.764,31.85
8268.403,32.1
8281.043,33.35
8293.681,32.35
8306.313,32.6
8318.949,33.1
8344.225,33.35
8369.498,33.1
8382.138,31.85
8394.773,34.35
8407.411,33.35
8420.05,33.85
8432.69,33.35
8445.329,34.6
8457.97,33.35
8483.244,33.6
8495.882,33.1
8508.52,34.6
8521.16,32.85
8533.799,34.1
8571.709,32.85
8584.351,35.1
8596.986,34.1
8647.534,34.6
8660.175,33.85
8672.812,34.6
8685.45,35.35
8698.085,34.6
8710.721,35.85
8723.364,34.6
8748.641,35.35
8761.276,35.85
8773.919,34.6
8786.561,35.6
8799.201,34.1
8811.84,36.1
8824.481,34.1
8837.123,36.6
8849.78,34.1
8862.424,36.85
8875.065,35.35
8887.712,34.6
8900.353,35.35
8912.995,36.85
8925.637,36.6
8938.28,35.1
8950.923,35.85
8963.568,36.1
8976.209,34.6
8988.854,36.35
9014.146,36.6
9026.788,37.35
9039.433,36.35
9052.078,36.6
9077.365,35.85
9090.009,36.6
9102.649,36.35
9115.297,36.6
9127.948,36.35
9140.604,37.85
9153.25,37.35
9178.539,36.35
9203.831,37.6
9216.479,36.6
9229.124,37.35
9254.417,39.1
9267.061,37.85
9279.706,38.6
9292.348,37.35
9304.99,38.6
9317.638,37.85
9330.287,37.6
9355.578,37.35
9368.225,37.1
9380.87,38.6
9393.515,37.6
9406.163,37.85
9418.805,38.6
9456.743,38.85
9469.39,39.1
9482.033,38.85
9494.677,38.6
9519.969,39.85
9532.615,38.6
9545.26,39.35
9557.908,40.1
9570.558,38.1
9583.205,39.85
9595.853,38.6
9621.15,38.85
9633.803,38.6
9646.453,40.1
9659.098,39.6
9684.401,39.1
9697.05,39.85
9709.702,40.1
9722.356,39.85
9735.005,38.85
9747.656,39.6
9772.957,41.1
9798.255,40.1
9810.904,39.85
9823.554,40.85
9836.209,39.85
9848.857,41.1
9874.162,39.85
9886.811,41.1
9899.459,40.85
9912.109,41.1
9937.409,40.85
9962.724,41.35
9975.378,41.1
10000.683,40.85
10013.336,42.1
10038.643,41.1
10051.297,42.35
10076.604,41.1
10101.911,42.35
10114.565,40.85
10127.219,43.35
10139.876,42.35
10165.188,41.1
10177.842,42.1
10203.156,43.6
10215.813,41.85
10228.471,43.35
10241.125,42.35
10253.789,42.1
10266.438,43.6
10279.102,42.1
10291.76,42.35
10329.738,43.6
10342.4,43.1
10355.054,43.35
10367.711,42.1
10380.366,43.35
10405.688,43.6
10418.348,43.1
10431.002,44.85
10443.658,43.35
10456.316,44.6
10468.972,44.1
10481.631,43.6
10494.29,44.35
10506.946,44.1
10532.262,44.6
10544.922,44.1
10557.581,44.85
10570.242,43.6
10582.902,44.35
10595.563,44.85
10608.227,45.6
10620.888,45.35
10633.552,43.35
10646.211,44.35
10658.872,44.85
10671.534,44.6
10684.194,43.35
10696.862,44.35
10709.523,45.35
10722.188,45.85
10734.849,47.35
10747.511,45.6
10760.172,45.35
10772.829,45.6
10785.49,45.85
10798.151,44.6
10810.811,46.1
10836.138,44.85
10848.8,46.6
10874.125,45.35
10886.785,46.6
10899.448,45.85
10912.111,46.6
10924.776,45.85
10937.439,46.85
10975.433,46.1
10988.098,47.35
11000.761,46.85
11013.426,47.85
11026.106,45.6
11038.774,46.6
11064.108,47.35
11076.776,46.85
11089.443,47.1
11102.11,46.1
11114.774,46.6
11127.441,47.85
11152.768,48.1
11165.437,47.35
11178.106,48.1
11190.775,47.6
11203.444,46.6
11216.113,48.1
11228.779,47.85
11254.116,48.1
11266.798,49.1
11279.442,48.85
11292.109,48.1
11304.776,49.35
11330.119,47.1
11342.792,47.85
11355.461,49.35
11368.13,49.1
11380.801,48.1
11393.473,49.6
11406.146,47.6
11418.814,49.35
11431.484,48.85
11444.159,49.35
11456.827,50.35
11469.525,48.6
11482.153,50.35
11494.78,49.35
11507.408,50.1
11520.034,49.35
11532.66,50.1
11545.29,50.6
11570.544,50.35
11583.172,50.1
11595.799,50.85
11608.426,50.6
11621.056,49.35
11633.682,50.1
11646.31,50.35
11658.941,50.1
11671.575,49.6
11684.207,50.6
11696.836,50.1
11709.464,51.35
11722.091,49.6
11734.717,49.85
11747.348,50.1
11759.975,51.6
11772.606,50.1
11785.237,50.6
11797.865,49.6
11810.494,50.35
11823.12,49.6
11835.748,50.85
11848.379,51.1
11861.007,50.6
11873.637,51.1
11886.27,52.1
11898.897,51.35
11911.529,51.6
11924.157,51.35
11936.786,51.1
11962.047,51.35
11999.938,51.85
12012.567,51.35
12025.199,51.85
12037.826,52.1
12050.457,51.85
12063.085,51.1
12075.717,50.35
12088.348,52.1
12100.98,52.85
12113.611,50.6
12126.244,51.1
12138.876,50.85
12151.508,52.6
12164.143,51.85
12176.773,51.35
12189.405,50.85
12202.039,52.35
12214.673,52.85
12227.307,51.85
12239.939,51.6
12252.57,52.35
12265.201,51.35
12290.469,50.85
12303.1,52.6
12328.365,51.35
12340.999,51.1
12353.632,51.35
12378.904,52.85
12391.541,51.35
12404.173,51.85
12429.433,52.35
12442.069,52.85
12454.707,52.35
12467.34,50.85
12479.974,53.35
12492.608,52.6
12505.24,51.1
12517.878,52.1
12530.531,51.35
12543.148,51.6
12555.782,52.35
12568.418,51.6
12581.056,51.1
12593.69,52.85
12606.328,51.85
12618.966,51.6
12644.235,52.6
12669.501,53.35
12682.136,52.35
12694.774,52.1
12707.406,52.35
12720.037,52.85
12732.67,52.6
12745.305,52.35
12757.942,51.6
12770.575,53.1
12783.212,53.85
12795.848,52.1
12808.487,51.1
12821.117,53.1
12833.752,52.1
12846.389,52.35
12859.022,52.1
12871.658,50.85
12884.293,51.6
12896.927,52.35
12909.564,52.85
12922.199,52.1
12960.109,52.35
12985.386,53.35
12998.025,52.35
13010.658,52.1
13035.941,51.85
13061.222,52.85
13073.855,52.35
13086.488,52.1
13111.765,52.35
13149.68,53.1
13174.954,51.6
13187.59,52.6
13200.227,53.1
13212.868,52.85
13225.507,52.35
13238.141,52.1
13263.423,53.1
13276.066,52.35
13288.704,52.1
13301.344,52.35
13326.624,52.1
13339.265,53.85
13351.91,52.6
13364.552,53.6
13377.191,52.1
13402.47,52.35
13415.11,53.1
13427.752,52.85
13440.393,52.1
13453.032,52.6
13465.673,53.85
13478.316,53.1
13490.956,52.6
13503.597,52.35
13516.238,52.6
13528.879,52.1
13541.52,53.35
13554.161,53.6
13566.805,52.85
13579.447,51.1
13592.086,53.85
13604.721,53.35
13617.364,52.1
13630.001,52.35
13642.645,52.1
13655.289,53.6
13667.93,53.35
13680.572,52.6
13718.497,53.35
13731.137,53.6
13743.781,52.6
13756.424,53.1
13781.703,51.1
13794.346,52.35
13806.988,52.6
13819.63,52.85
13844.911,53.6
13857.555,53.1
13870.195,53.35
13882.844,53.6
13895.483,52.85
13908.131,53.6
13920.776,52.6
13933.424,53.85
13958.662,52.35
13971.314,53.1
13983.957,52.1
13996.601,52.35
14009.253,51.85
14021.899,51.6
14034.545,53.35
14047.191,52.1
14059.838,52.85
14072.481,51.35
14085.133,52.85
14097.779,52.1
14110.423,52.6
14123.068,53.35
14135.716,53.6
14148.363,54.1
14161.011,52.1
14173.658,52.85
14186.303,53.1
14198.95,52.35
14211.597,53.85
14224.243,53.1
14249.531,52.6
14262.178,53.6
14274.822,52.6
14287.469,53.85
14300.116,52.85
14338.055,52.1
14350.703,53.6
14363.351,53.1
14376.014,52.1
14388.66,53.35
14413.956,52.6
14426.604,53.6
14451.905,52.35
14464.55,53.35
14477.197,52.85
14489.843,53.35
14502.49,52.35
14515.139,52.6
14527.787,53.85
14540.437,52.85
14553.085,53.35
14565.723,52.6
14578.367,53.35
14603.668,52.1
14616.315,53.85
14628.967,54.1
14641.62,53.85
14654.269,52.85
14666.916,52.6
14679.568,51.85
14692.217,52.35
14717.509,52.85
14730.158,52.6
14755.458,53.85
14768.107,52.35
14780.759,52.1
14793.405,53.35
14806.056,53.6
14818.703,52.85
14831.352,52.6
14844.002,53.6
14856.654,52.1
14881.949,52.85
14894.603,52.6
14907.257,53.35
14919.909,54.6
14932.561,52.85
14945.214,53.6
14957.869,53.35
14970.521,54.6
14983.173,51.85
15008.478,53.6
15021.127,52.35
15033.775,52.85
15046.423,53.85
15059.075,53.35
15071.727,53.6
15084.38,52.1
15097.033,53.1
15109.685,52.35
15122.334,50.85
15134.985,52.85
15147.634,52.35
15160.283,53.6
15172.933,53.35
15185.582,52.6
15198.23,53.35
15210.882,53.85
15223.53,52.35
15236.183,53.1
15248.836,52.1
15261.484,53.35
15274.133,53.85
15286.78,53.35
15299.431,53.1
15312.084,52.6
15324.735,52.1
15337.389,52.35
15350.042,53.35
15362.698,53.6
15388.011,53.35
15400.66,52.85
15413.317,53.35
15425.973,53.1
15438.629,53.35
15451.284,54.1
15463.94,53.6
15476.597,52.35
15489.252,52.6
15501.91,52.85
15527.224,53.6
15539.88,52.1
15577.85,52.6
15590.502,52.85
15615.81,52.1
15628.469,53.6
15641.126,52.1
15653.78,53.85
15666.433,52.35
15679.089,52.6
15691.746,52.85
15704.407,53.85
15717.064,52.1
15729.722,54.1
15742.377,53.1
15755.038,52.35
15767.695,52.6
15780.353,53.6
15793.01,52.35
15805.668,53.35
15830.984,51.35
15843.644,53.35
15868.964,52.85
15881.622,53.35
15894.282,51.85
15906.94,52.1
15932.258,53.6
15944.916,52.6
15957.58,53.6
15970.235,53.35
15982.896,52.1
15995.556,53.35
16008.215,53.1
16020.886,53.6
16046.206,53.85
16058.863,53.6
16071.539,53.35
16084.164,53.1
16096.784,52.35
16122.031,53.35
16134.653,52.35
16147.275,52.6
16159.895,52.1
16185.136,53.35
16210.38,53.85
16222.998,52.1
16235.62,54.1
16248.247,51.85
16260.866,52.35
16273.492,53.6
16286.118,52.1
16298.747,52.85
16311.368,52.6
16323.992,51.35
16336.615,53.35
16349.243,52.1
16361.874,53.1
16374.498,52.6
16387.127,53.1
16399.755,52.35
16412.38,53.35
16425.003,53.6
16437.628,53.35
16450.252,52.85
16475.501,53.35
16488.125,52.85
16500.753,53.35
16526.008,52.6
16538.633,53.35
16551.262,51.1
16563.888,52.6
16576.52,52.35
16589.144,53.6
16601.773,53.85
16614.398,52.85
16627.026,52.6
16639.648,53.6
16664.903,53.1
16677.527,53.85
16690.155,52.6
16702.781,52.35
16715.412,52.6
16728.038,52.85
16740.663,54.35
16753.291,53.6
16765.916,53.35
16778.548,51.85
16791.179,52.85
16803.807,53.85
16816.433,52.1
16841.685,52.35
16854.315,52.1
16879.571,52.6
16904.821,53.85
16917.45,52.1
16930.076,52.85
16942.706,53.35
16955.332,53.6
16967.959,52.1
16980.585,53.35
16993.213,53.6
17005.84,54.1
17018.467,53.35
17031.096,52.35
17056.348,53.85
17068.975,53.35
17081.603,52.35
17094.23,53.85
17106.857,52.35
17119.484,53.35
17132.113,52.85
17144.74,53.6
17157.365,52.1
17169.994,52.6
17195.247,53.35
17233.137,52.35
17245.763,53.85
17258.379,52.35
17271.006,52.6
17296.271,53.35
17308.901,53.85
17321.532,53.35
17334.16,53.6
17346.791,53.85
17359.421,53.6
17372.051,52.1
17384.677,53.85
17397.311,52.6
17409.945,53.6
17422.577,53.35
17435.208,52.1
17447.842,52.6
17460.471,53.35
17473.098,54.1
17485.729,52.85
17510.991,53.35
17523.618,53.6
17536.25,52.35
17548.881,53.35
17561.514,53.85
17574.148,53.1
17586.781,52.6
17599.41,53.6
17637.311,53.35
17649.943,52.6
17662.578,52.1
17675.214,52.6
17687.85,54.1
17700.479,53.1
17713.112,52.1
17725.746,52.85
17738.383,53.35
17751.018,53.1
17763.651,53.85
17776.289,52.1
17801.557,53.35
17826.83,52.35
17839.469,53.35
17864.741,53.1
17877.378,53.85
17890.014,52.85
17902.649,53.6
17915.285,52.1
17927.921,53.6
17940.552,54.6
17953.189,53.6
17965.822,53.85
17978.455,52.6
18003.729,53.35
18016.367,52.1
18029.007,54.1
18041.643,52.6
18054.28,53.6
18066.927,52.1
18079.563,52.85
18092.199,52.6
18117.476,53.1
18130.112,53.35
18142.747,51.85
18155.383,52.35
18168.019,52.85
18180.656,53.1
18193.292,52.85
18218.565,53.6
18243.844,53.85
18256.479,52.85
18269.12,53.85
18281.758,53.6
18294.396,53.35
18307.032,54.1
18319.669,52.85
18332.306,53.6
18344.945,52.35
18357.583,53.85
18370.221,53.35
18382.858,53.6
18395.495,54.1
18408.131,53.35
18420.77,52.1
18433.407,53.6
18446.045,53.85
18458.681,53.35
18471.318,52.1
18483.959,52.85
18496.598,52.6
18521.876,53.1
18534.514,51.6
18547.157,52.1
18559.797,53.6
18572.433,51.6
18585.07,53.85
18597.71,53.35
18635.629,54.6
18648.27,52.85
18660.908,53.85
18673.546,52.35
18686.188,52.85
18698.831,53.6
18711.469,52.1
18724.11,53.1
18736.748,52.6
18749.39,53.6
18762.029,52.35
18774.67,52.85
18787.313,53.35
18799.95,53.6
18825.232,53.85
18837.867,53.35
18875.786,52.1
18901.064,52.35
18913.703,54.1
18926.341,53.35
18938.978,53.85
18951.62,53.6
18964.263,52.35
18976.906,53.1
18989.547,51.85
19002.19,52.85
19014.834,53.35
19027.478,52.6
19052.765,52.35
19065.413,52.1
19078.059,53.85
19090.706,52.6
19103.352,51.85
19115.991,53.1
19128.637,52.6
19141.286,51.6
19153.927,52.35
19166.575,53.85
19179.222,53.35
19191.87,53.6
19204.512,53.85
19217.156,52.1
19229.8,52.35
19242.443,51.6
19255.085,52.6
19267.725,51.6
19280.358,52.85
19292.996,52.35
19305.64,52.1
19318.278,52.35
19343.559,52.1
19356.202,52.35
19368.844,52.1
19381.491,52.35
19394.129,51.1
19406.769,51.6
19419.412,52.1
19444.692,50.85
19457.331,52.6
19469.972,51.35
19482.612,51.6
19495.252,50.85
19507.892,51.1
19520.534,51.35
19533.179,50.6
19545.825,50.85
19558.467,50.1
19583.756,51.35
19596.398,51.85
19609.049,49.85
19621.694,51.6
19634.34,50.85
19646.982,51.1
19659.63,51.35
19672.276,50.85
19684.922,51.1
19697.562,50.35
19722.847,49.35
19735.486,50.6
19748.128,51.6
19760.77,51.1
19773.417,50.85
19786.057,49.6
19798.701,50.35
19811.35,50.1
19823.989,49.85
19836.636,49.6
19849.28,50.6
19861.921,49.85
19874.571,49.6
19887.217,50.1
19899.865,48.6
19912.514,49.35
19925.164,50.35
19937.81,48.85
19950.461,49.6
19963.108,49.35
19975.756,49.1
19988.402,47.85
20001.047,49.1
20013.69,48.6
20026.338,49.1
20038.988,48.35
20051.633,47.85
20064.279,50.35
20076.924,48.1
20089.571,48.35
20102.216,47.6
20114.862,48.85
20127.511,48.1
20140.157,48.6
20165.45,49.35
20178.096,48.85
20190.742,47.85
20228.691,47.6
20241.343,48.1
20253.992,47.85
20279.288,49.1
20291.934,46.6
20304.58,47.6
20317.229,47.85
20355.177,49.35
20367.821,47.85
20380.469,47.6
20393.114,47.35
20405.765,46.85
20418.411,47.35
20431.063,47.85
20443.715,46.6
20456.365,47.6
20481.663,46.6
20494.313,45.6
20506.965,46.6
20519.609,46.85
20532.258,45.35
20544.911,46.6
20557.558,45.35
20570.206,46.6
20608.154,46.35
20620.802,46.6
20633.448,45.35
20646.098,45.85
20658.749,46.6
20671.396,45.1
20684.048,45.6
20696.699,46.6
20709.35,45.85
20722.002,45.35
20734.658,45.6
20747.315,44.85
20759.97,45.85
20772.621,45.35
20810.583,45.6
20823.236,45.35
20835.891,44.35
20848.544,45.85
20861.199,44.35
20873.853,44.85
20886.511,44.6
20899.16,44.1
20937.125,44.6
20962.444,44.35
20975.1,43.1
20987.756,44.85
21000.41,44.35
21013.063,44.6
21025.732,42.35
21038.386,44.1
21051.039,43.6
21063.687,43.85
21076.341,43.35
21088.99,44.35
21114.313,43.1
21126.956,43.35
21152.202,43.1
21164.822,42.85
21190.062,42.6
21202.684,43.6
21215.308,42.85
21253.178,43.1
21265.805,42.85
21278.428,42.35
21291.053,43.1
21303.676,42.35
21316.298,42.1
21328.924,41.85
21341.55,42.35
21354.177,42.85
21366.8,41.85
21379.422,42.1
21392.045,41.6
21404.673,43.1
21417.297,41.35
21429.92,42.35
21455.163,41.1
21467.784,41.6
21480.408,41.1
21493.031,42.1
21505.652,41.1
21530.903,42.1
21543.527,41.6
21568.776,41.1
21581.401,42.1
21594.024,41.1
21606.648,40.85
21631.897,39.85
21644.524,40.35
21657.145,40.6
21669.77,40.85
21682.392,39.85
21695.018,39.1
21707.638,41.1
21745.506,39.85
21758.134,40.35
21770.759,41.1
21783.385,39.35
21796.01,40.1
21808.632,39.85
21833.89,40.35
21859.143,39.85
21871.769,40.35
21884.4,38.85
21897.024,39.6
21909.656,39.85
21922.283,40.6
21934.908,39.6
21947.532,39.1
21960.161,39.85
21972.787,38.6
22023.304,38.85
22035.932,37.35
22048.559,39.1
22061.187,37.6
22073.812,37.85
22086.441,38.6
22099.068,37.6
22111.697,38.6
22136.956,37.1
22149.587,37.85
22162.221,38.85
22174.851,37.85
22187.48,37.6
22200.113,37.1
22212.741,38.6
22225.374,37.35
22250.63,37.85
22288.512,36.6
22301.144,37.6
22313.777,36.35
22326.405,37.35
22339.033,36.6
22351.665,34.6
22364.293,37.35
22376.923,36.35
22389.558,36.1
22402.193,37.35
22414.823,36.35
22427.458,36.1
22440.091,35.85
22452.722,37.85
22465.351,36.6
22490.613,35.35
22515.874,36.6
22528.51,35.85
22541.141,34.85
22553.773,36.35
22579.04,35.35
22591.672,35.85
22604.306,35.35
22616.94,35.1
22629.578,34.85
22642.214,35.1
22654.847,34.6
22667.479,34.1
22680.115,34.35
22692.748,35.35
22705.38,34.85
22718.014,34.1
22730.646,35.85
22743.281,34.1
22755.914,35.35
22768.552,33.85
22781.185,34.35
22806.454,35.35
22819.084,34.1
22844.357,33.85
22856.99,34.35
22869.624,32.85
22882.258,34.85
22894.888,34.6
22907.519,34.35
22920.156,33.1
22932.79,34.1
22945.422,34.35
22958.055,35.1
22970.692,33.35
22995.963,32.85
23008.599,32.1
23021.234,33.35
23046.505,32.85
23059.143,33.35
23071.78,31.6
23084.417,33.35
23097.052,32.85
23109.691,32.1
23122.326,33.1
23134.964,32.1
23147.602,32.85
23160.241,31.85
23172.876,32.1
23185.514,31.6
23198.154,33.6
23210.787,32.1
23223.425,33.35
23236.059,32.1
23248.696,31.6
23261.334,31.85
23273.972,31.1
23286.61,32.1
23324.516,30.85
23337.153,32.1
23349.789,30.6
23362.429,31.1
23375.065,31.6
23387.703,31.1
23400.344,30.6
23412.981,30.35
23425.62,30.85
23450.895,31.1
23463.534,31.35
23488.811,29.6
23501.448,30.6
23526.728,29.85
23539.368,29.6
23552.009,30.85
23564.647,29.6
23577.284,30.85
23602.558,30.35
23615.198,30.1
23627.837,28.85
23640.476,30.1
23653.115,30.85
23665.757,29.85
23678.398,30.85
23691.038,30.35
23703.675,30.1
23716.315,31.35
23728.954,30.1
23741.595,29.35
23754.235,28.35
23766.874,29.85
23779.515,30.1
23792.155,29.6
23804.798,30.35
23817.441,28.35
23842.719,28.85
23855.361,28.35
23880.641,28.85
23893.281,27.6
23905.92,26.85
23918.56,29.1
23931.202,28.35
23943.841,27.1
23956.481,28.35
23969.116,27.6
23981.761,27.35
23994.404,27.6
24019.678,28.6
24032.318,27.1
24044.957,27.6
24057.598,28.1
24070.237,27.6
24082.88,27.85
24095.517,27.35
24108.158,26.6
24133.443,27.6
24146.082,27.85
24158.72,28.1
24171.358,26.85
24184.005,27.1
24196.649,26.85
24209.292,26.1
24221.931,27.1
24234.567,26.35
24247.208,27.6
24272.496,25.35
24285.136,26.1
24297.776,26.35
24310.421,25.6
24335.705,26.1
24348.344,26.6
24360.984,25.1
24373.631,26.35
24398.913,25.6
24411.56,25.1
24424.202,25.6
24449.49,26.35
24462.14,23.85
24474.786,26.6
24487.428,25.1
24500.07,25.6
24512.718,24.35
24525.366,25.6
24550.659,25.1
24563.305,25.35
24575.954,24.1
24588.601,25.6
24601.248,24.35
24626.544,25.6
24639.191,23.6
24664.487,23.1
24677.13,24.35
24702.42,25.35
24715.067,25.6
24727.712,23.1
24740.36,24.35
24765.651,22.85
24790.938,23.6
24803.584,22.6
24816.23,23.1
24828.87,23.35
24841.52,24.35
24854.17,22.85
24866.818,23.1
24904.766,23.6
24917.415,23.35
24930.064,22.1
24942.71,22.35
24955.362,21.85
24968.006,23.1
24980.65,21.85
25005.944,21.1
25031.232,21.85
25043.879,23.1
25056.527,21.85
25081.822,20.35
25094.47,20.85
25107.115,21.1
25132.408,21.6
25145.058,21.1
25157.708,21.85
25170.356,21.35
25183.004,21.1
25220.949,20.6
25233.603,21.1
25258.902,22.1
25271.554,21.1
25309.505,19.6
25322.156,21.1
25347.457,19.6
25360.108,21.1
25372.758,19.85
25385.407,21.1
25398.055,19.6
25423.362,20.35
25436.013,20.1
25448.669,20.35
25461.318,18.6
25473.972,20.6
25486.623,19.6
25511.929,19.1
25524.582,20.35
25537.232,18.85
25549.884,20.35
25562.538,18.85
25575.186,19.85
25587.842,18.6
25600.494,18.85
25613.146,19.85
25625.8,18.6
25638.451,18.85
25663.757,18.35
25676.408,17.85
25689.063,18.85
25714.362,17.6
25727.012,18.35
25739.672,17.35
25752.317,17.85
25764.968,18.1
25790.269,16.85
25802.923,16.35
25815.576,18.6
25828.229,17.1
25840.881,17.6
25866.184,16.85
25878.834,17.6
25891.486,16.85
25904.14,16.35
25916.793,17.6
25929.448,17.35
25942.107,16.1
25954.759,17.1
25967.418,17.85
25980.072,16.35
26018.037,17.85
26043.371,16.6
26055.981,15.6
26068.595,16.35
26081.205,15.6
26093.817,15.1
26106.43,16.85
26119.041,15.1
26144.263,16.1
26156.875,15.6
26169.485,16.1
26182.098,15.6
26207.323,16.35
26219.939,17.35
26232.555,14.35
26245.171,14.1
26257.783,15.85
26270.397,15.1
26283.011,14.6
26295.618,15.6
26320.84,14.35
26333.451,15.35
26358.676,14.35
26371.291,14.6
26396.509,14.35
26409.123,14.6
26421.742,14.35
26434.344,12.85
26446.958,13.1
26459.569,13.35
26472.181,14.35
26484.789,12.85
26497.402,14.6
26510.011,14.35
26522.621,13.6
26535.235,13.35
26547.844,11.85
26560.456,13.35
26573.069,12.85
26610.906,13.6
26623.522,14.35
26636.139,12.1
26648.753,13.6
26661.366,13.35
26699.205,12.6
26711.816,12.35
26762.266,11.1
26787.498,12.1
26812.733,12.6
26825.343,12.1
26837.962,12.6
26850.577,12.1
26875.814,12.35
26888.43,11.35
26901.047,12.1
26913.666,11.1
26926.282,10.85
26938.903,11.1
26951.522,10.85
26964.142,11.35
26989.386,11.1
27002.001,10.1
27014.615,11.1
27027.235,9.6
27039.849,11.35
27052.47,11.1
27065.093,10.85
27077.715,10.1
27090.329,11.85
27102.948,11.6
27115.567,10.35
27128.187,9.85
27140.809,9.35
27153.429,10.35
27166.046,11.1
27178.666,9.35
27191.283,10.6
27203.902,10.1
27216.52,9.1
27229.142,9.85
27241.756,8.85
27254.374,10.35
27266.992,9.1
27279.614,9.35
27292.233,7.85
27304.853,8.85
27330.094,9.85
27342.713,9.1
27367.949,8.35
27380.57,8.6
27393.195,8.85
27418.431,8.35
27431.051,8.1
27443.671,9.6
27456.292,8.1
27468.913,8.35
27481.53,7.35
27494.143,7.6
27506.767,7.85
27532.013,6.85
27544.641,8.35
27557.263,7.85
27569.89,8.35
27582.516,7.1
27595.137,8.35
27607.759,7.1
27620.383,6.6
27633.007,7.1
27645.628,7.6
27658.25,6.85
27670.88,7.85
27683.504,7.1
27696.128,7.85
27708.753,6.85
27721.374,7.1
27746.624,6.1
27759.255,6.6
27771.881,8.1
27784.506,6.6
27797.132,7.1
27809.76,7.35
27822.389,8.1
27835.012,7.1
27847.636,6.6
27860.256,8.1
27872.88,7.6
27885.507,7.85
27898.132,8.1
27910.759,7.85
27923.385,8.1
27936.009,6.6
27948.635,7.1
27961.266,7.85
27986.523,6.85
27999.148,9.1
