Time_s,preStretchTest_2x24compress_Raw,preStretchTest_2x24compress_DeltaPct,preStretchTest_1x24compress_Raw,preStretchTest_1x24compress_DeltaPct,preStretchTest_2x24stretch_Raw,preStretchTest_2x24stretch_DeltaPct,preStretchTest_1x24stretch_Raw,preStretchTest_1x24stretch_DeltaPct,preStretchTest_rest_Raw,preStretchTest_rest_DeltaPct
11.40056048,NaN,NaN,109.6008515625,-0.730729596721015,NaN,NaN,NaN,NaN,NaN,NaN
11.48217562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.2208125,1.43980206950898
11.48248766,NaN,NaN,NaN,NaN,NaN,NaN,137.873359375,7.68306583096585,NaN,NaN
11.48287518,NaN,NaN,NaN,NaN,155.342015625,6.90227365029534,NaN,NaN,NaN,NaN
11.48316458,91.9175546875,-1.30395465439241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.48317968,NaN,NaN,109.540734375,-0.785179806338399,NaN,NaN,NaN,NaN,NaN,NaN
11.56477124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.262125,1.47495307825586
11.5650837,NaN,NaN,NaN,NaN,NaN,NaN,137.90375,7.70680178465084,NaN,NaN
11.56551726,NaN,NaN,NaN,NaN,155.39109375,6.93604792010822,NaN,NaN,NaN,NaN
11.56577106,NaN,NaN,109.5370703125,-0.788498474085053,NaN,NaN,NaN,NaN,NaN,NaN
11.5657953,91.9583125,-1.26019114344649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.64740638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3109453125,1.51649215799473
11.64769428,NaN,NaN,NaN,NaN,NaN,NaN,137.883359375,7.69087611906784,NaN,NaN
11.64814302,NaN,NaN,NaN,NaN,155.366578125,6.91917691427045,NaN,NaN,NaN,NaN
11.64838628,NaN,NaN,109.499859375,-0.822201703247841,NaN,NaN,NaN,NaN,NaN,NaN
11.64841372,91.95728125,-1.26129844332093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.73001204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3520859375,1.55149692578237
11.73029436,NaN,NaN,NaN,NaN,NaN,NaN,137.915109375,7.71567378379169,NaN,NaN
11.73074466,NaN,NaN,NaN,NaN,155.29921875,6.87282197088832,NaN,NaN,NaN,NaN
11.73101366,NaN,NaN,109.4836328125,-0.83689866041162,NaN,NaN,NaN,NaN,NaN,NaN
11.73102852,91.89321875,-1.33008525370169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.8126188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3146171875,1.51961639666929
11.81290956,NaN,NaN,NaN,NaN,NaN,NaN,137.861296875,7.6736446709428,NaN,NaN
11.81334596,NaN,NaN,NaN,NaN,155.28271875,6.86146710653863,NaN,NaN,NaN,NaN
11.81362128,NaN,NaN,109.508859375,-0.814050092919157,NaN,NaN,NaN,NaN,NaN,NaN
11.81366618,91.9088828125,-1.31326603970006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.89521346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3366796875,1.53838841798191
11.89552086,NaN,NaN,NaN,NaN,NaN,NaN,137.8679375,7.67883119038555,NaN,NaN
11.89595618,NaN,NaN,NaN,NaN,155.315703125,6.88416608252557,NaN,NaN,NaN,NaN
11.89624116,NaN,NaN,109.4671953125,-0.85178667094249,NaN,NaN,NaN,NaN,NaN,NaN
11.89627226,91.8892734375,-1.3343215145849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11.97781582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3252578125,1.52867004150916
11.9781467,NaN,NaN,NaN,NaN,NaN,NaN,137.8993125,7.70333596930558,NaN,NaN
11.978593,NaN,NaN,NaN,NaN,155.32,6.88712307844996,NaN,NaN,NaN,NaN
11.97886636,NaN,NaN,109.443125,-0.873587982941343,NaN,NaN,NaN,NaN,NaN,NaN
11.97889534,91.9043984375,-1.3180811164267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.06045502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.263125,1.47580393474595
12.06076474,NaN,NaN,NaN,NaN,NaN,NaN,137.86665625,7.67783049722247,NaN,NaN
12.06118746,NaN,NaN,NaN,NaN,155.354078125,6.91057474430857,NaN,NaN,NaN,NaN
12.06147064,NaN,NaN,109.43828125,-0.877975134333509,NaN,NaN,NaN,NaN,NaN,NaN
12.06150392,91.9024453125,-1.32017827527977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.14307378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.2963515625,1.50407497109248
12.1433751,NaN,NaN,NaN,NaN,NaN,NaN,137.8450625,7.66096515635222,NaN,NaN
12.14381108,NaN,NaN,NaN,NaN,155.31815625,6.88585425838058,NaN,NaN,NaN,NaN
12.1440726,NaN,NaN,109.5068359375,-0.815882790032984,NaN,NaN,NaN,NaN,NaN,NaN
12.1441206,91.851796875,-1.37456179865764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.22566848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.28521875,1.49460254532389
12.2259785,NaN,NaN,NaN,NaN,NaN,NaN,137.826640625,7.64657714123931,NaN,NaN
12.2264149,NaN,NaN,NaN,NaN,155.42103125,6.95665011716694,NaN,NaN,NaN,NaN
12.22669726,NaN,NaN,109.4881484375,-0.832808703146016,NaN,NaN,NaN,NaN,NaN,NaN
12.2267335,91.848046875,-1.37858834365555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.30829154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.2967734375,1.50443392617423
12.30860642,NaN,NaN,NaN,NaN,NaN,NaN,137.8261875,7.64622323755968,NaN,NaN
12.30903474,NaN,NaN,NaN,NaN,155.41609375,6.95325226003198,NaN,NaN,NaN,NaN
12.30932824,NaN,NaN,109.4593125,-0.858926406030721,NaN,NaN,NaN,NaN,NaN,NaN
12.30935678,91.859640625,-1.36613960870371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.39090308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.294671875,1.50264579808178
12.39120758,NaN,NaN,NaN,NaN,NaN,NaN,137.881140625,7.68914321139521,NaN,NaN
12.39165702,NaN,NaN,NaN,NaN,155.419515625,6.95560710405906,NaN,NaN,NaN,NaN
12.39194828,91.8764921875,-1.34804532211939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.39196018,NaN,NaN,109.446859375,-0.870205630738982,NaN,NaN,NaN,NaN,NaN,NaN
12.47351048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.2783046875,1.48871967037287
12.47379784,NaN,NaN,NaN,NaN,NaN,NaN,137.88840625,7.69481787384433,NaN,NaN
12.47426056,NaN,NaN,NaN,NaN,155.443015625,6.9717791835874,NaN,NaN,NaN,NaN
12.47456148,NaN,NaN,109.4931640625,-0.828265878639927,NaN,NaN,NaN,NaN,NaN,NaN
12.47457276,91.8574140625,-1.36853036979621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.55611256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.278484375,1.48887255864844
12.55642586,NaN,NaN,NaN,NaN,NaN,NaN,137.855578125,7.66917816243447,NaN,NaN
12.55686836,NaN,NaN,NaN,NaN,155.382703125,6.9302737135213,NaN,NaN,NaN,NaN
12.55716162,NaN,NaN,109.5059921875,-0.8166470035013,NaN,NaN,NaN,NaN,NaN,NaN
12.55718682,91.88628125,-1.33753436194781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.63872652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.279953125,1.49012225411826
12.63903718,NaN,NaN,NaN,NaN,NaN,NaN,137.900171875,7.70400716593935,NaN,NaN
12.63946612,NaN,NaN,NaN,NaN,155.373203125,6.92373606435026,NaN,NaN,NaN,NaN
12.639771,NaN,NaN,109.4718828125,-0.847541040562964,NaN,NaN,NaN,NaN,NaN,NaN
12.63979514,91.8891328125,-1.33447251002232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.7213176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3116171875,1.51706382719902
12.72163594,NaN,NaN,NaN,NaN,NaN,NaN,137.88784375,7.69437854513859,NaN,NaN
12.7220598,NaN,NaN,NaN,NaN,155.351015625,6.90846721266791,NaN,NaN,NaN,NaN
12.72236466,NaN,NaN,109.4726015625,-0.846890043904766,NaN,NaN,NaN,NaN,NaN,NaN
12.72239972,91.933859375,-1.28644757228697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.80392364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.344265625,1.54484296213722
12.80424058,NaN,NaN,NaN,NaN,NaN,NaN,137.895484375,7.70034609339152,NaN,NaN
12.80464908,NaN,NaN,NaN,NaN,155.368390625,6.92042422891493,NaN,NaN,NaN,NaN
12.80495286,NaN,NaN,109.4679453125,-0.851107370081756,NaN,NaN,NaN,NaN,NaN,NaN
12.80499936,91.91740625,-1.30411403846524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.88653076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.392875,1.58620256433522
12.88682904,NaN,NaN,NaN,NaN,NaN,NaN,137.96584375,7.75529879233421,NaN,NaN
12.8872707,NaN,NaN,NaN,NaN,155.41903125,6.95527376997303,NaN,NaN,NaN,NaN
12.88755942,NaN,NaN,109.44184375,-0.874748455245071,NaN,NaN,NaN,NaN,NaN,NaN
12.88761336,91.9136796875,-1.30811541755691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12.96914212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.407921875,1.59900529558455
12.96946922,NaN,NaN,NaN,NaN,NaN,NaN,137.979109375,7.76565962764452,NaN,NaN
12.96986076,NaN,NaN,NaN,NaN,155.379890625,6.92833822527987,NaN,NaN,NaN,NaN
12.97016472,NaN,NaN,109.4857109375,-0.835016430943367,NaN,NaN,NaN,NaN,NaN,NaN
12.97020658,91.9040625,-1.31844182774944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.05173592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.430921875,1.61857499485663
13.0520849,NaN,NaN,NaN,NaN,NaN,NaN,137.9673125,7.75644592839918,NaN,NaN
13.0524795,NaN,NaN,NaN,NaN,155.390953125,6.93595114569615,NaN,NaN,NaN,NaN
13.05277298,NaN,NaN,109.473234375,-0.84631688380353,NaN,NaN,NaN,NaN,NaN,NaN
13.05282736,91.911125,-1.31085850133673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.13435032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.4131015625,1.60341246631057
13.13468756,NaN,NaN,NaN,NaN,NaN,NaN,137.9486875,7.74189926680921,NaN,NaN
13.13509296,NaN,NaN,NaN,NaN,155.39625,6.9395963152175,NaN,NaN,NaN,NaN
13.13539272,NaN,NaN,109.3803984375,-0.930401593469987,NaN,NaN,NaN,NaN,NaN,NaN
13.13542494,91.89659375,-1.32646136320359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.21694666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.407984375,1.59905847411518
13.21728254,NaN,NaN,NaN,NaN,NaN,NaN,138.010828125,7.79043288521805,NaN,NaN
13.2177216,NaN,NaN,NaN,NaN,155.380203125,6.92855327952892,NaN,NaN,NaN,NaN
13.21800176,NaN,NaN,109.38659375,-0.924790285318386,NaN,NaN,NaN,NaN,NaN,NaN
13.21802974,91.905671875,-1.31671376885451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.29957376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3949296875,1.58795080852969
13.29989024,NaN,NaN,NaN,NaN,NaN,NaN,138.0525,7.82297982016813,NaN,NaN
13.30031634,NaN,NaN,NaN,NaN,155.398609375,6.9412199747978,NaN,NaN,NaN,NaN
13.30060626,NaN,NaN,109.370453125,-0.939409405925216,NaN,NaN,NaN,NaN,NaN,NaN
13.30063888,91.94053125,-1.27928367764486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.38217064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.3746015625,1.57065449144208
13.38248618,NaN,NaN,NaN,NaN,NaN,NaN,138.013953125,7.79287360024993,NaN,NaN
13.38291836,NaN,NaN,NaN,NaN,155.360515625,6.91500486183895,NaN,NaN,NaN,NaN
13.38321794,NaN,NaN,109.37309375,-0.93701770081142,NaN,NaN,NaN,NaN,NaN,NaN
13.38327386,91.9070703125,-1.31521220311571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.4647774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.4287265625,1.61670709896823
13.46510332,NaN,NaN,NaN,NaN,NaN,NaN,138.023,7.79993947026721,NaN,NaN
13.46554118,NaN,NaN,NaN,NaN,155.427453125,6.96106948198486,NaN,NaN,NaN,NaN
13.4658441,NaN,NaN,109.406703125,-0.906576530990227,NaN,NaN,NaN,NaN,NaN,NaN
13.46589608,91.9135859375,-1.30821608118185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.5473913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.4706796875,1.65240318765406
13.54772046,NaN,NaN,NaN,NaN,NaN,NaN,138.061515625,7.83002128303508,NaN,NaN
13.5481498,NaN,NaN,NaN,NaN,155.437296875,6.96784369082984,NaN,NaN,NaN,NaN
13.5484639,NaN,NaN,109.46265625,-0.855897856359996,NaN,NaN,NaN,NaN,NaN,NaN
13.54851062,91.95396875,-1.26485522473573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.63002278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.5340703125,1.70633951234623
13.63031018,NaN,NaN,NaN,NaN,NaN,NaN,138.078953125,7.84364047291295,NaN,NaN
13.630755,NaN,NaN,NaN,NaN,155.492171875,7.00560721696254,NaN,NaN,NaN,NaN
13.63105612,NaN,NaN,109.4458828125,-0.871090137068049,NaN,NaN,NaN,NaN,NaN,NaN
13.63110928,91.9593671875,-1.25905867766583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.7126156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.5403671875,1.71169724930726
13.71292684,NaN,NaN,NaN,NaN,NaN,NaN,138.13309375,7.8859258608402,NaN,NaN
13.71335782,NaN,NaN,NaN,NaN,155.5071875,7.01594057362925,NaN,NaN,NaN,NaN
13.71365874,NaN,NaN,109.4435234375,-0.873227104359074,NaN,NaN,NaN,NaN,NaN,NaN
13.71373554,91.9442734375,-1.27526552128238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.7952152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.5173984375,1.6921541393005
13.79554698,NaN,NaN,NaN,NaN,NaN,NaN,138.1163125,7.87281922111902,NaN,NaN
13.79595964,NaN,NaN,NaN,NaN,155.648328125,7.11306982521145,NaN,NaN,NaN,NaN
13.79629242,NaN,NaN,109.4249140625,-0.890082256965791,NaN,NaN,NaN,NaN,NaN,NaN
13.79636116,91.97453125,-1.24277633633059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.8778313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.5529609375,1.72241272322934
13.87813432,NaN,NaN,NaN,NaN,NaN,NaN,138.137703125,7.88952591551221,NaN,NaN
13.8785596,NaN,NaN,NaN,NaN,155.65740625,7.11931715114627,NaN,NaN,NaN,NaN
13.87889476,NaN,NaN,109.50653125,-0.816158756007658,NaN,NaN,NaN,NaN,NaN,NaN
13.8789971,91.97140625,-1.2461317904955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.96044922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.460671875,1.64388797543683
13.96071684,NaN,NaN,NaN,NaN,NaN,NaN,138.156734375,7.90438987005635,NaN,NaN
13.9611792,NaN,NaN,NaN,NaN,155.71240625,7.15716669897856,NaN,NaN,NaN,NaN
13.96151202,NaN,NaN,109.5059375,-0.816696535855725,NaN,NaN,NaN,NaN,NaN,NaN
13.9616121,91.948328125,-1.2709118195034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.04303156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.5455625,1.71611771466594
14.04333372,NaN,NaN,NaN,NaN,NaN,NaN,138.1893125,7.92983432426364,NaN,NaN
14.0437933,NaN,NaN,NaN,NaN,155.704625,7.15181184817729,NaN,NaN,NaN,NaN
14.04412328,NaN,NaN,109.458625,-0.859549098486383,NaN,NaN,NaN,NaN,NaN,NaN
14.04424748,91.9568046875,-1.26181015008108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.12564822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.617734375,1.7775256229117
14.12593716,NaN,NaN,NaN,NaN,NaN,NaN,138.21684375,7.95133702369447,NaN,NaN
14.12642078,NaN,NaN,NaN,NaN,155.701328125,7.14954302584985,NaN,NaN,NaN,NaN
14.12674376,NaN,NaN,109.450625,-0.866794974334099,NaN,NaN,NaN,NaN,NaN,NaN
14.1268672,91.964796875,-1.25322857605429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.20826032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.65778125,1.8115997664133
14.2085434,NaN,NaN,NaN,NaN,NaN,NaN,138.231875,7.96307686299779,NaN,NaN
14.20902202,NaN,NaN,NaN,NaN,155.7495,7.18269363834049,NaN,NaN,NaN,NaN
14.20937848,NaN,NaN,109.50234375,-0.819951519146699,NaN,NaN,NaN,NaN,NaN,NaN
14.2094833,91.916359375,-1.30523811561049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.29085098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.7168984375,1.86190000907359
14.29115376,NaN,NaN,NaN,NaN,NaN,NaN,138.25153125,7.97842896054829,NaN,NaN
14.2916449,NaN,NaN,NaN,NaN,155.840671875,7.24543571550001,NaN,NaN,NaN,NaN
14.29197606,NaN,NaN,109.51759375,-0.806139068311975,NaN,NaN,NaN,NaN,NaN,NaN
14.29210092,91.9602265625,-1.25813592777049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.37345556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.74284375,1.88397574660164
14.37374128,NaN,NaN,NaN,NaN,NaN,NaN,138.268828125,7.99193831824972,NaN,NaN
14.37426878,NaN,NaN,NaN,NaN,155.801953125,7.21879049404307,NaN,NaN,NaN,NaN
14.37461236,NaN,NaN,109.6029921875,-0.728790758847691,NaN,NaN,NaN,NaN,NaN,NaN
14.37469436,91.9434375,-1.2761631052715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.45605364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.7935703125,1.92713677152475
14.45633098,NaN,NaN,NaN,NaN,NaN,NaN,138.293328125,8.01107352409961,NaN,NaN
14.45687348,NaN,NaN,NaN,NaN,155.8354375,7.24183355682848,NaN,NaN,NaN,NaN
14.4572316,NaN,NaN,109.613140625,-0.719598969076029,NaN,NaN,NaN,NaN,NaN,NaN
14.45730888,91.9219765625,-1.29920668674905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.53864324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.85984375,1.98352595594224
14.5389354,NaN,NaN,NaN,NaN,NaN,NaN,138.381984375,8.08031660955394,NaN,NaN
14.5395053,NaN,NaN,NaN,NaN,155.87559375,7.26946802783104,NaN,NaN,NaN,NaN
14.53982754,NaN,NaN,109.5552265625,-0.772053732415042,NaN,NaN,NaN,NaN,NaN,NaN
14.53994688,91.958671875,-1.25980526621754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.62126494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.8967578125,2.01493452559598
14.62155998,NaN,NaN,NaN,NaN,NaN,NaN,138.389703125,8.08634517568268,NaN,NaN
14.62210774,NaN,NaN,NaN,NaN,155.96715625,7.33247892280187,NaN,NaN,NaN,NaN
14.62243074,NaN,NaN,109.596421875,-0.734741717429658,NaN,NaN,NaN,NaN,NaN,NaN
14.62255712,91.93953125,-1.28035742297764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.70385848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.8927734375,2.01154439426828
14.70416002,NaN,NaN,NaN,NaN,NaN,NaN,138.46990625,8.14898612697577,NaN,NaN
14.70471778,NaN,NaN,NaN,NaN,156.0075,7.36024242635387,NaN,NaN,NaN,NaN
14.70505778,NaN,NaN,109.679875,-0.659155344572887,NaN,NaN,NaN,NaN,NaN,NaN
14.70518314,91.9735078125,-1.24387524756959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.78648554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.888765625,2.00813432099159
14.78679166,NaN,NaN,NaN,NaN,NaN,NaN,138.4814375,8.15799236544338,NaN,NaN
14.7873256,NaN,NaN,NaN,NaN,156.146859375,7.45614586871648,NaN,NaN,NaN,NaN
14.78766116,NaN,NaN,109.5658984375,-0.762387847250995,NaN,NaN,NaN,NaN,NaN,NaN
14.78778166,91.96271875,-1.25545995307398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.8690616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.9493515625,2.05968425912169
14.86937936,NaN,NaN,NaN,NaN,NaN,NaN,138.46203125,8.14283552509543,NaN,NaN
14.86993856,NaN,NaN,NaN,NaN,156.088671875,7.41610276754388,NaN,NaN,NaN,NaN
14.87025762,NaN,NaN,109.682921875,-0.656395684826188,NaN,NaN,NaN,NaN,NaN,NaN
14.87041606,92.027875,-1.18549873373549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.9516644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.0788359375,2.16985687995578
14.95200136,NaN,NaN,NaN,NaN,NaN,NaN,138.440140625,8.12573831629715,NaN,NaN
14.95252734,NaN,NaN,NaN,NaN,156.213234375,7.50182339121413,NaN,NaN,NaN,NaN
14.95287858,NaN,NaN,109.7472890625,-0.598096103664704,NaN,NaN,NaN,NaN,NaN,NaN
14.95303692,92.02865625,-1.18465987019425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.03428744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.118359375,2.20348565326334
15.03461788,NaN,NaN,NaN,NaN,NaN,NaN,138.533703125,8.1988133243515,NaN,NaN
15.03513342,NaN,NaN,NaN,NaN,156.255953125,7.53122130705887,NaN,NaN,NaN,NaN
15.0355155,NaN,NaN,109.83065625,-0.522587567364881,NaN,NaN,NaN,NaN,NaN,NaN
15.035641,91.9937890625,-1.2220983500393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.11691166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.2000078125,2.27295675621599
15.11721706,NaN,NaN,NaN,NaN,NaN,NaN,138.545125,8.20773413779302,NaN,NaN
15.1177308,NaN,NaN,NaN,NaN,156.379171875,7.61601719745819,NaN,NaN,NaN,NaN
15.11811316,NaN,NaN,109.84753125,-0.507303297998598,NaN,NaN,NaN,NaN,NaN,NaN
15.11825984,92.0374453125,-1.17522265535543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.19951368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.2416875,2.30842018883031
15.19983306,NaN,NaN,NaN,NaN,NaN,NaN,138.5355625,8.20026554979547,NaN,NaN
15.20034478,NaN,NaN,NaN,NaN,156.3105,7.56875902623006,NaN,NaN,NaN,NaN
15.20070714,NaN,NaN,109.984953125,-0.38283556737224,NaN,NaN,NaN,NaN,NaN,NaN
15.2008558,92.0355390625,-1.17726948239602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.28211242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.152171875,2.23225523833453
15.28243972,NaN,NaN,NaN,NaN,NaN,NaN,138.56446875,8.22284216384032,NaN,NaN
15.2829688,NaN,NaN,NaN,NaN,156.25171875,7.52830732198429,NaN,NaN,NaN,NaN
15.28332008,NaN,NaN,110.1650703125,-0.219697220039056,NaN,NaN,NaN,NaN,NaN,NaN
15.28347118,92.02028125,-1.19365248735623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.3647268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.2425078125,2.30911815704483
15.36503242,NaN,NaN,NaN,NaN,NaN,NaN,138.674140625,8.30849905788401,NaN,NaN
15.36558774,NaN,NaN,NaN,NaN,156.45203125,7.66615709562356,NaN,NaN,NaN,NaN
15.3659469,NaN,NaN,110.1229296875,-0.257865437150972,NaN,NaN,NaN,NaN,NaN,NaN
15.36606846,92.0394375,-1.17308355332529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.44733728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.3631015625,2.41172613189671
15.44764968,NaN,NaN,NaN,NaN,NaN,NaN,138.71696875,8.34194905739586,NaN,NaN
15.44819196,NaN,NaN,NaN,NaN,156.426515625,7.64859791618886,NaN,NaN,NaN,NaN
15.44854436,NaN,NaN,110.1339296875,-0.247902357860361,NaN,NaN,NaN,NaN,NaN,NaN
15.4486862,92.0540625,-1.15738002783349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.52993602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.4121875,2.45349122039077
15.53024586,NaN,NaN,NaN,NaN,NaN,NaN,138.88778125,8.47535854103818,NaN,NaN
15.53079826,NaN,NaN,NaN,NaN,156.476,7.68265175652548,NaN,NaN,NaN,NaN
15.53115002,NaN,NaN,110.1832890625,-0.203195869963986,NaN,NaN,NaN,NaN,NaN,NaN
15.53129552,92.04434375,-1.16781549028638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.61254798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.5421484375,2.56406932752092
15.6128525,NaN,NaN,NaN,NaN,NaN,NaN,138.890234375,8.47727450233821,NaN,NaN
15.61342084,NaN,NaN,NaN,NaN,156.61259375,7.77665196878402,NaN,NaN,NaN,NaN
15.61378242,NaN,NaN,110.262578125,-0.131381032094341,NaN,NaN,NaN,NaN,NaN,NaN
15.6139147,92.0469609375,-1.16500529742325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.69513466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.4787578125,2.51013300282877
15.6954722,NaN,NaN,NaN,NaN,NaN,NaN,139.004359375,8.56640941530232,NaN,NaN
15.69603362,NaN,NaN,NaN,NaN,156.626453125,7.78618962472928,NaN,NaN,NaN,NaN
15.6963844,NaN,NaN,110.247625,-0.144924593005025,NaN,NaN,NaN,NaN,NaN,NaN
15.69652122,92.0480859375,-1.16379733392388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.77772676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.53971875,2.56200201214265
