Time_s,Sensor_negDegPLA,Sensor_negDegTPU,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
17592,NaN,NaN,50.014,50,30.09,30
17608.98601356,111.6845546875,NaN,NaN,NaN,NaN,NaN
17628,NaN,NaN,50.022,50,30.016,30
17644,NaN,NaN,50.016,50,30.054,30
17661.93441292,NaN,151.7878125,NaN,NaN,NaN,NaN
17680.01362564,NaN,151.776828125,NaN,NaN,NaN,NaN
17698.09282124,NaN,151.752203125,NaN,NaN,NaN,NaN
17714.8797292,111.665296875,NaN,NaN,NaN,NaN,NaN
17731.66841566,NaN,151.679421875,NaN,NaN,NaN,NaN
17750,NaN,NaN,49.998,50,30.12,30
17766.53522444,111.645859375,NaN,NaN,NaN,NaN,NaN
17784.6146294,111.643796875,NaN,NaN,NaN,NaN,NaN
17802.69406384,111.6454375,NaN,NaN,NaN,NaN,NaN
17820.77354354,111.6479140625,NaN,NaN,NaN,NaN,NaN
17837,NaN,NaN,49.979,50,30.02,30
17854.34966104,111.629921875,NaN,NaN,NaN,NaN,NaN
17873,NaN,NaN,49.983,50,29.992,30
17889.21553496,NaN,151.6189375,NaN,NaN,NaN,NaN
17907.29472366,NaN,151.60078125,NaN,NaN,NaN,NaN
17925.37386826,NaN,151.5776875,NaN,NaN,NaN,NaN
17943.45301902,NaN,151.5998125,NaN,NaN,NaN,NaN
17960,NaN,NaN,49.991,50,30.058,30
17977.0286547,NaN,151.594359375,NaN,NaN,NaN,NaN
17996,NaN,NaN,49.999,50,30.122,30
18011.89910208,111.617578125,NaN,NaN,NaN,NaN,NaN
18029.97855014,111.6096796875,NaN,NaN,NaN,NaN,NaN
18048.05801138,111.59584375,NaN,NaN,NaN,NaN,NaN
18065,NaN,NaN,49.989,50,30.05,30
18082,NaN,NaN,49.996,50,29.982,30
18099.71357416,111.5995234375,NaN,NaN,NaN,NaN,NaN
18118,NaN,NaN,49.999,50,29.994,30
18134.57578944,NaN,151.427921875,NaN,NaN,NaN,NaN
18152.65500402,NaN,151.43546875,NaN,NaN,NaN,NaN
18170.734181,NaN,151.370984375,NaN,NaN,NaN,NaN
18188.8133499,NaN,151.3633125,NaN,NaN,NaN,NaN
18205.60738848,111.5576796875,NaN,NaN,NaN,NaN,NaN
18223.68682298,111.559765625,NaN,NaN,NaN,NaN,NaN
18241.76621224,111.557359375,NaN,NaN,NaN,NaN,NaN
18258.5473075,NaN,151.25334375,NaN,NaN,NaN,NaN
18276,NaN,NaN,50.01,50,29.824,30
18294.70565414,NaN,151.19990625,NaN,NaN,NaN,NaN
18311.50104596,111.545859375,NaN,NaN,NaN,NaN,NaN
18328.28127842,NaN,151.172375,NaN,NaN,NaN,NaN
18346.36048928,NaN,151.17715625,NaN,NaN,NaN,NaN
18364.43964794,NaN,151.149625,NaN,NaN,NaN,NaN
18381.23600938,111.5400078125,NaN,NaN,NaN,NaN,NaN
18399,NaN,NaN,50.031,50,29.887,30
18417.39487568,111.534921875,NaN,NaN,NaN,NaN,NaN
18434.17357972,NaN,151.08478125,NaN,NaN,NaN,NaN
18450.9708872,111.54146875,NaN,NaN,NaN,NaN,NaN
18469.05030284,111.5296484375,NaN,NaN,NaN,NaN,NaN
18487.12971758,111.5308046875,NaN,NaN,NaN,NaN,NaN
18505.20912702,111.5355,NaN,NaN,NaN,NaN,NaN
18521.98677464,NaN,151.0434375,NaN,NaN,NaN,NaN
18541.36793416,111.5418125,NaN,NaN,NaN,NaN,NaN
18557,NaN,NaN,50.052,50,29.955,30
18574.94399066,111.543703125,NaN,NaN,NaN,NaN,NaN
18593,NaN,NaN,50.031,50,30.143,30
18609.79987788,NaN,151.008265625,NaN,NaN,NaN,NaN
18627.87905686,NaN,151.005671875,NaN,NaN,NaN,NaN
18645,NaN,NaN,50.042,50,30.105,30
18664.03742652,NaN,150.9303125,NaN,NaN,NaN,NaN
18680,NaN,NaN,50.032,50,30.048,30
18697.61310182,NaN,150.922890625,NaN,NaN,NaN,NaN
18715.69228824,NaN,150.844765625,NaN,NaN,NaN,NaN
18733.77144282,NaN,150.873421875,NaN,NaN,NaN,NaN
18751.85058992,NaN,150.85315625,NaN,NaN,NaN,NaN
18768.652053,111.54296875,NaN,NaN,NaN,NaN,NaN
18786,NaN,NaN,50.027,50,29.918,30
18803.50545242,NaN,150.798515625,NaN,NaN,NaN,NaN
18821.5846514,NaN,150.774453125,NaN,NaN,NaN,NaN
18839,NaN,NaN,50.031,50,30.003,30
18856.466418,111.520109375,NaN,NaN,NaN,NaN,NaN
18874,NaN,NaN,50.037,50,29.983,30
18891.31862782,NaN,150.661421875,NaN,NaN,NaN,NaN
18908.12189444,111.536125,NaN,NaN,NaN,NaN,NaN
18926.20133596,111.52546875,NaN,NaN,NaN,NaN,NaN
18944.28077638,111.5296796875,NaN,NaN,NaN,NaN,NaN
18961.0526643,NaN,150.6513125,NaN,NaN,NaN,NaN
18979.13185974,NaN,150.672203125,NaN,NaN,NaN,NaN
18997,NaN,NaN,49.877,49.683,30.217,30
19014.01563006,111.4971484375,NaN,NaN,NaN,NaN,NaN
19032,NaN,NaN,49.658,49.483,30.372,30
19050.17448028,111.42,NaN,NaN,NaN,NaN,NaN
19068,NaN,NaN,49.42,49.283,30.64,30
19085.02422604,NaN,150.428109375,NaN,NaN,NaN,NaN
19103.10345712,NaN,150.326859375,NaN,NaN,NaN,NaN
19119.90929926,111.235390625,NaN,NaN,NaN,NaN,NaN
19137.9887334,111.18475,NaN,NaN,NaN,NaN,NaN
19154,NaN,NaN,48.845,48.806,30.794,30
19172.83746066,NaN,150.013703125,NaN,NaN,NaN,NaN
19190,NaN,NaN,48.595,48.606,30.744,30
19207,NaN,NaN,48.469,48.511,30.775,30
19225.80312668,110.841203125,NaN,NaN,NaN,NaN,NaN
19242.57145718,NaN,149.5988125,NaN,NaN,NaN,NaN
19260.65061376,NaN,149.49209375,NaN,NaN,NaN,NaN
19277,NaN,NaN,48.064,48.122,30.623,30
19295.53808376,110.514859375,NaN,NaN,NaN,NaN,NaN
19313,NaN,NaN,47.84,47.922,30.612,30
19330.38464364,NaN,149.063828125,NaN,NaN,NaN,NaN
19349,NaN,NaN,47.652,47.722,30.667,30
19366.54301862,NaN,148.79940625,NaN,NaN,NaN,NaN
19384.62221184,NaN,148.72865625,NaN,NaN,NaN,NaN
19400.11866944,NaN,148.634640625,NaN,NaN,NaN,NaN
19419.51119558,109.8571640625,NaN,NaN,NaN,NaN,NaN
19436.2770552,NaN,148.39128125,NaN,NaN,NaN,NaN
19453.08723074,109.6860390625,NaN,NaN,NaN,NaN,NaN
19472,NaN,NaN,47,47.039,30.669,30
19489.24604222,109.4943671875,NaN,NaN,NaN,NaN,NaN
19507,NaN,NaN,46.809,46.844,30.734,30
19523,NaN,NaN,46.737,46.756,30.714,30
19542.16937954,NaN,147.716984375,NaN,NaN,NaN,NaN
19558.98103114,109.0993828125,NaN,NaN,NaN,NaN,NaN
19575.7449567,NaN,147.45940625,NaN,NaN,NaN,NaN
19594,NaN,NaN,46.362,46.361,30.587,30
19611.9033382,NaN,147.2304375,NaN,NaN,NaN,NaN
19629,NaN,NaN,46.197,46.172,30.488,30
19645.47899648,NaN,146.972734375,NaN,NaN,NaN,NaN
19664.87481596,108.4604609375,NaN,NaN,NaN,NaN,NaN
19681.63731374,NaN,146.706515625,NaN,NaN,NaN,NaN
19698.45084634,108.2668046875,NaN,NaN,NaN,NaN,NaN
19717,NaN,NaN,45.742,45.678,30.519,30
19734.60968176,108.053171875,NaN,NaN,NaN,NaN,NaN
19751.37135408,NaN,146.25178125,NaN,NaN,NaN,NaN
19768.18574342,107.816140625,NaN,NaN,NaN,NaN,NaN
19787.52977746,NaN,146.04290625,NaN,NaN,NaN,NaN
19804.34451702,107.623640625,NaN,NaN,NaN,NaN,NaN
19822.42396492,107.501609375,NaN,NaN,NaN,NaN,NaN
19840.50342474,107.376734375,NaN,NaN,NaN,NaN,NaN
19858.58282232,107.2706796875,NaN,NaN,NaN,NaN,NaN
19875,NaN,NaN,44.955,44.8,30.182,30
19892.15890294,107.07184375,NaN,NaN,NaN,NaN,NaN
19911,NaN,NaN,44.779,44.6,30.145,30
19928.31774988,106.8488515625,NaN,NaN,NaN,NaN,NaN
19945.07698612,NaN,144.940203125,NaN,NaN,NaN,NaN
19963.15616424,NaN,144.823953125,NaN,NaN,NaN,NaN
19981.23536708,NaN,144.728875,NaN,NaN,NaN,NaN
19998,NaN,NaN,44.342,44.117,30.222,30
20014.8109421,NaN,144.5359375,NaN,NaN,NaN,NaN
20034,NaN,NaN,44.156,43.917,30.246,30
20050,NaN,NaN,44.068,43.828,30.27,30
20067.78758948,105.9706171875,NaN,NaN,NaN,NaN,NaN
20086,NaN,NaN,43.877,43.628,30.255,30
20103.94643192,105.7309296875,NaN,NaN,NaN,NaN,NaN
20120.70313048,NaN,143.821484375,NaN,NaN,NaN,NaN
20137.5224925,105.5068359375,NaN,NaN,NaN,NaN,NaN
20156.86147326,NaN,143.568484375,NaN,NaN,NaN,NaN
20173,NaN,NaN,43.367,43.15,30.18,30
20190.43707074,NaN,143.362859375,NaN,NaN,NaN,NaN
20209,NaN,NaN,43.146,42.944,30.14,30
20226.5953711,NaN,143.167109375,NaN,NaN,NaN,NaN
20243.41609174,104.7695390625,NaN,NaN,NaN,NaN,NaN
20260.17097164,NaN,142.91325,NaN,NaN,NaN,NaN
20279.57491038,104.50284375,NaN,NaN,NaN,NaN,NaN
20296,NaN,NaN,42.634,42.461,30.11,30
20313.1509369,104.273390625,NaN,NaN,NaN,NaN,NaN
20332,NaN,NaN,42.424,42.261,30.148,30
20349,NaN,NaN,42.319,42.167,30.248,30
20366.06324836,NaN,142.174109375,NaN,NaN,NaN,NaN
20382.88578662,103.78865625,NaN,NaN,NaN,NaN,NaN
20402.221615,NaN,141.96703125,NaN,NaN,NaN,NaN
20419,NaN,NaN,41.9,41.778,30.299,30
20435.79715862,NaN,141.743984375,NaN,NaN,NaN,NaN
20454,NaN,NaN,41.695,41.583,30.334,30
20470.700183,103.110796875,NaN,NaN,NaN,NaN,NaN
20488.77957566,103.002765625,NaN,NaN,NaN,NaN,NaN
20506,NaN,NaN,41.395,41.3,30.362,30
20524.93841504,102.7481015625,NaN,NaN,NaN,NaN,NaN
20541,NaN,NaN,41.184,41.1,30.384,30
20558.51450634,102.48628125,NaN,NaN,NaN,NaN,NaN
20577,NaN,NaN,40.96,40.9,30.433,30
20593.34431944,NaN,140.678953125,NaN,NaN,NaN,NaN
20611.42351258,NaN,140.526828125,NaN,NaN,NaN,NaN
20629,NaN,NaN,40.656,40.611,30.399,30
20647.58187216,NaN,140.27996875,NaN,NaN,NaN,NaN
20664,NaN,NaN,40.464,40.417,30.413,30
20681.15748194,NaN,140.03996875,NaN,NaN,NaN,NaN
20700,NaN,NaN,40.261,40.217,30.418,30
20716.0637935,101.30278125,NaN,NaN,NaN,NaN,NaN
20734.1432022,101.149234375,NaN,NaN,NaN,NaN,NaN
20751,NaN,NaN,39.964,39.933,30.58,30
20770.30203984,100.875546875,NaN,NaN,NaN,NaN,NaN
20787.04979726,NaN,139.329890625,NaN,NaN,NaN,NaN
20805.12896746,NaN,139.23103125,NaN,NaN,NaN,NaN
20823.20818624,NaN,139.105921875,NaN,NaN,NaN,NaN
20840.0369682,100.364046875,NaN,NaN,NaN,NaN,NaN
20858,NaN,NaN,39.377,39.339,30.422,30
20874.86296466,NaN,138.749515625,NaN,NaN,NaN,NaN
20892.9421102,NaN,138.594296875,NaN,NaN,NaN,NaN
20909.7718459,99.8124765625,NaN,NaN,NaN,NaN,NaN
20927.85129848,99.69984375,NaN,NaN,NaN,NaN,NaN
20945.93073422,99.570609375,NaN,NaN,NaN,NaN,NaN
20962.6760955,NaN,138.104140625,NaN,NaN,NaN,NaN
20980.75532982,NaN,138.015140625,NaN,NaN,NaN,NaN
20997.58630528,99.166203125,NaN,NaN,NaN,NaN,NaN
21016.91368998,NaN,137.79715625,NaN,NaN,NaN,NaN
21033.74511648,98.90990625,NaN,NaN,NaN,NaN,NaN
21051.82455874,98.772625,NaN,NaN,NaN,NaN,NaN
21068.5685209,NaN,137.402390625,NaN,NaN,NaN,NaN
21086.64768186,NaN,137.28775,NaN,NaN,NaN,NaN
21103.48000364,98.3568359375,NaN,NaN,NaN,NaN,NaN
21121.5594038,98.236609375,NaN,NaN,NaN,NaN,NaN
21138.30251316,NaN,136.905734375,NaN,NaN,NaN,NaN
21156.38164852,NaN,136.81071875,NaN,NaN,NaN,NaN
21174,NaN,NaN,37.621,37.583,30.166,30
21191,NaN,NaN,37.517,37.489,30.109,30
21209.37370548,97.5917421875,NaN,NaN,NaN,NaN,NaN
21226.11564938,NaN,136.377484375,NaN,NaN,NaN,NaN
21244.19485026,NaN,136.24146875,NaN,NaN,NaN,NaN
21262.2740151,NaN,136.1095,NaN,NaN,NaN,NaN
21280.35319364,NaN,135.990875,NaN,NaN,NaN,NaN
21297.18796816,96.9369296875,NaN,NaN,NaN,NaN,NaN
21315.26736904,96.822,NaN,NaN,NaN,NaN,NaN
21333.3467541,96.686890625,NaN,NaN,NaN,NaN,NaN
21351.42616786,96.56496875,NaN,NaN,NaN,NaN,NaN
21369,NaN,NaN,36.532,36.5,30.203,30
21386.24545308,NaN,135.304921875,NaN,NaN,NaN,NaN
21404.3246515,NaN,135.21028125,NaN,NaN,NaN,NaN
21421.1610396,96.052140625,NaN,NaN,NaN,NaN,NaN
21437.90029642,NaN,134.9886875,NaN,NaN,NaN,NaN
21456,NaN,NaN,36.058,36.017,30.026,30
21474.05863676,NaN,134.726125,NaN,NaN,NaN,NaN
21492,NaN,NaN,35.867,35.817,29.9875,30
21510.21702422,NaN,134.511296875,NaN,NaN,NaN,NaN
21528,NaN,NaN,35.671,35.622,29.966,30
21545.13425516,95.1520859375,NaN,NaN,NaN,NaN,NaN
21561.87176014,NaN,134.149953125,NaN,NaN,NaN,NaN
21579.95095806,NaN,134.0349375,NaN,NaN,NaN,NaN
21598.03004836,NaN,133.94678125,NaN,NaN,NaN,NaN
21614,NaN,NaN,35.231,35.139,29.947,30
21632.94869222,94.538671875,NaN,NaN,NaN,NaN,NaN
21650,NaN,NaN,35.043,34.939,29.971,30
21667.76400758,NaN,133.48496875,NaN,NaN,NaN,NaN
21684.60417688,94.1750859375,NaN,NaN,NaN,NaN,NaN
21702.68353486,94.0716953125,NaN,NaN,NaN,NaN,NaN
21720.76294198,93.9436796875,NaN,NaN,NaN,NaN,NaN
21737,NaN,NaN,34.582,34.461,30.305,30
21755.57725676,NaN,132.978953125,NaN,NaN,NaN,NaN
21772.4184131,93.61753125,NaN,NaN,NaN,NaN,NaN
21790.49785612,93.4865390625,NaN,NaN,NaN,NaN,NaN
21808.57729352,93.3760703125,NaN,NaN,NaN,NaN,NaN
21826.65668,93.226359375,NaN,NaN,NaN,NaN,NaN
21844.73607598,93.11040625,NaN,NaN,NaN,NaN,NaN
21860.23273472,92.99753125,NaN,NaN,NaN,NaN,NaN
21879.54882274,NaN,131.8529375,NaN,NaN,NaN,NaN
21896.3915831,92.7617265625,NaN,NaN,NaN,NaN,NaN
21913.12446056,NaN,131.6515,NaN,NaN,NaN,NaN
21931.20364524,NaN,131.546078125,NaN,NaN,NaN,NaN
21949.2828274,NaN,131.40496875,NaN,NaN,NaN,NaN
21967.36201858,NaN,131.330765625,NaN,NaN,NaN,NaN
21984.20598754,92.1773671875,NaN,NaN,NaN,NaN,NaN
22003,NaN,NaN,33.125,32.978,30.22,30
22020.36474572,91.9351171875,NaN,NaN,NaN,NaN,NaN
22038.44415286,91.837953125,NaN,NaN,NaN,NaN,NaN
22055.17505838,NaN,130.78315625,NaN,NaN,NaN,NaN
22074,NaN,NaN,32.745,32.583,30.303,30
22091.33340154,NaN,130.7005078125,NaN,NaN,NaN,NaN
22109.41255638,NaN,130.4912890625,NaN,NaN,NaN,NaN
22127.49178236,NaN,130.383484375,NaN,NaN,NaN,NaN
22145.57097808,NaN,130.2851484375,NaN,NaN,NaN,NaN
22161.0674073,NaN,130.3857890625,NaN,NaN,NaN,NaN
22179.1466119,NaN,130.0670234375,NaN,NaN,NaN,NaN
22197.2257692,NaN,129.9869765625,NaN,NaN,NaN,NaN
22214.0729914,90.6982890625,NaN,NaN,NaN,NaN,NaN
22232,NaN,NaN,31.84,31.7,30.471,30
22250.23184818,90.45146875,NaN,NaN,NaN,NaN,NaN
22268,NaN,NaN,31.65,31.506,30.454,30
22283.80795288,90.235609375,NaN,NaN,NaN,NaN,NaN
22301.88735884,90.12678125,NaN,NaN,NaN,NaN,NaN
22319.96677092,90.0180859375,NaN,NaN,NaN,NaN,NaN
22336.69364582,NaN,129.13915625,NaN,NaN,NaN,NaN
22354.77284364,NaN,129.0252734375,NaN,NaN,NaN,NaN
22372.8519586,NaN,128.9006328125,NaN,NaN,NaN,NaN
22390.9311533,NaN,128.8138984375,NaN,NaN,NaN,NaN
22406.42760418,NaN,128.7100390625,NaN,NaN,NaN,NaN
22424.50681044,NaN,128.5791171875,NaN,NaN,NaN,NaN
22442.58598616,NaN,128.4583671875,NaN,NaN,NaN,NaN
22459.43668636,89.105390625,NaN,NaN,NaN,NaN,NaN
22477.51614746,88.981234375,NaN,NaN,NaN,NaN,NaN
22495.59557252,88.867484375,NaN,NaN,NaN,NaN,NaN
22513,NaN,NaN,30.221,30.139,30.132,30
22529.17167622,88.6563125,NaN,NaN,NaN,NaN,NaN
22547.25111378,88.5394921875,NaN,NaN,NaN,NaN,NaN
22565.33056434,88.4261953125,NaN,NaN,NaN,NaN,NaN
22582.0540289,NaN,127.6132734375,NaN,NaN,NaN,NaN
22600,NaN,NaN,29.731,29.661,30.001,30
22618.21236892,NaN,127.3895625,NaN,NaN,NaN,NaN
22635.06548442,87.9766328125,NaN,NaN,NaN,NaN,NaN
22653.14488002,87.8747109375,NaN,NaN,NaN,NaN,NaN
22671,NaN,NaN,29.324,29.267,30.006,30
22689.3037316,87.663890625,NaN,NaN,NaN,NaN,NaN
22706.02564658,NaN,126.650390625,NaN,NaN,NaN,NaN
22722.87981214,87.4570078125,NaN,NaN,NaN,NaN,NaN
22742,NaN,NaN,28.912,28.872,30.087,30
22757.68038206,NaN,126.31734375,NaN,NaN,NaN,NaN
22775.75957466,NaN,126.226046875,NaN,NaN,NaN,NaN
22793,NaN,NaN,28.62,28.589,30.139,30
22811.91799394,NaN,125.977171875,NaN,NaN,NaN,NaN
22828.77358324,86.828203125,NaN,NaN,NaN,NaN,NaN
22845.49373308,NaN,125.79375,NaN,NaN,NaN,NaN
22864.93243766,86.573921875,NaN,NaN,NaN,NaN,NaN
22880.42907476,86.4825078125,NaN,NaN,NaN,NaN,NaN
22898.5085197,86.3629453125,NaN,NaN,NaN,NaN,NaN
22916,NaN,NaN,27.941,27.906,30.135,30
22934.66739832,86.152328125,NaN,NaN,NaN,NaN,NaN
22952,NaN,NaN,27.743,27.706,30.162,30
22969.46550662,NaN,125.025140625,NaN,NaN,NaN,NaN
22987.54475426,NaN,124.9384453125,NaN,NaN,NaN,NaN
23004.40242724,85.7451328125,NaN,NaN,NaN,NaN,NaN
23022.48187366,85.637625,NaN,NaN,NaN,NaN,NaN
23039.19967104,NaN,124.616828125,NaN,NaN,NaN,NaN
23057.27896956,NaN,124.4022890625,NaN,NaN,NaN,NaN
23074.13740066,85.3378515625,NaN,NaN,NaN,NaN,NaN
23092.21686304,85.24684375,NaN,NaN,NaN,NaN,NaN
23110.2962823,85.14159375,NaN,NaN,NaN,NaN,NaN
23127.0130829,NaN,124.1072421875,NaN,NaN,NaN,NaN
23145,NaN,NaN,26.678,26.633,30.147,30
23161.95177582,84.8351953125,NaN,NaN,NaN,NaN,NaN
23181,NaN,NaN,26.484,26.433,30.197,30
23198.11062922,84.6148203125,NaN,NaN,NaN,NaN,NaN
23216,NaN,NaN,26.287,26.233,30.19,30
23232.90551316,NaN,123.4431484375,NaN,NaN,NaN,NaN
23250.9846901,NaN,123.316046875,NaN,NaN,NaN,NaN
23268,NaN,NaN,26.005,25.95,30.387,30
23285.92495966,84.145,NaN,NaN,NaN,NaN,NaN
23304,NaN,NaN,25.812,25.756,30.252,30
23320.71871854,NaN,123.11440625,NaN,NaN,NaN,NaN
23338.79788378,NaN,123.048265625,NaN,NaN,NaN,NaN
23355.65997372,83.736453125,NaN,NaN,NaN,NaN,NaN
23373.73939928,83.6490859375,NaN,NaN,NaN,NaN,NaN
23390.45267498,NaN,122.709203125,NaN,NaN,NaN,NaN
23408.53187812,NaN,123.0086875,NaN,NaN,NaN,NaN
23426,NaN,NaN,25.155,25.072,30.125,30
23443.47441458,83.2767421875,NaN,NaN,NaN,NaN,NaN
23461.55386254,83.1601484375,NaN,NaN,NaN,NaN,NaN
23478.26579454,NaN,122.48140625,NaN,NaN,NaN,NaN
23497.7127273,82.963125,NaN,NaN,NaN,NaN,NaN
23514.4241963,NaN,122.2016015625,NaN,NaN,NaN,NaN
23532.50333968,NaN,122.0715078125,NaN,NaN,NaN,NaN
23549.36818354,82.70165625,NaN,NaN,NaN,NaN,NaN
23567.4476096,82.60934375,NaN,NaN,NaN,NaN,NaN
23584.15812018,NaN,121.89740625,NaN,NaN,NaN,NaN
23601.02371514,82.4441484375,NaN,NaN,NaN,NaN,NaN
23620,NaN,NaN,24.095,23.994,30.13,30
23637.18249674,82.24190625,NaN,NaN,NaN,NaN,NaN
23655.26194222,82.1388515625,NaN,NaN,NaN,NaN,NaN
23671.97118998,NaN,121.3858828125,NaN,NaN,NaN,NaN
23690.05034448,NaN,121.2994140625,NaN,NaN,NaN,NaN
23707,NaN,NaN,23.611,23.511,30.057,30
23724.99687592,81.7663125,NaN,NaN,NaN,NaN,NaN
23743.07628698,81.6726171875,NaN,NaN,NaN,NaN,NaN
23761.15574198,81.57521875,NaN,NaN,NaN,NaN,NaN
23777.8635189,NaN,120.580703125,NaN,NaN,NaN,NaN
23795.94272726,NaN,120.48953125,NaN,NaN,NaN,NaN
23814,NaN,NaN,23.022,22.917,30.002,30
23830.89061706,81.225734375,NaN,NaN,NaN,NaN,NaN
23847.59761856,NaN,120.2171640625,NaN,NaN,NaN,NaN
23865.6768443,NaN,120.1471015625,NaN,NaN,NaN,NaN
23883.75604056,NaN,120.0509453125,NaN,NaN,NaN,NaN
23900.62559742,80.8588984375,NaN,NaN,NaN,NaN,NaN
23918.70494864,80.762609375,NaN,NaN,NaN,NaN,NaN
23936.78431472,80.6859375,NaN,NaN,NaN,NaN,NaN
23953.4901185,NaN,119.79584375,NaN,NaN,NaN,NaN
23970.36039038,80.5019375,NaN,NaN,NaN,NaN,NaN
23988.43978422,80.4110546875,NaN,NaN,NaN,NaN,NaN
24006.51918012,80.312875,NaN,NaN,NaN,NaN,NaN
24023.22424832,NaN,119.534328125,NaN,NaN,NaN,NaN
24041.30341682,NaN,119.252421875,NaN,NaN,NaN,NaN
24059.38262402,NaN,119.3318828125,NaN,NaN,NaN,NaN
24076.25409824,80.0026484375,NaN,NaN,NaN,NaN,NaN
24092.9583331,NaN,119.0024375,NaN,NaN,NaN,NaN
24111.03760368,NaN,119.0337890625,NaN,NaN,NaN,NaN
24129.1167995,NaN,119.001734375,NaN,NaN,NaN,NaN
24145.98906028,79.64021875,NaN,NaN,NaN,NaN,NaN
24164.06846142,79.562359375,NaN,NaN,NaN,NaN,NaN
24182.14790806,79.492125,NaN,NaN,NaN,NaN,NaN
24198.85078074,NaN,118.5615703125,NaN,NaN,NaN,NaN
24216.92999302,NaN,118.5796328125,NaN,NaN,NaN,NaN
24235.00921968,NaN,118.49059375,NaN,NaN,NaN,NaN
24253.08849862,NaN,118.463828125,NaN,NaN,NaN,NaN
24269.96223386,79.0603515625,NaN,NaN,NaN,NaN,NaN
24289,NaN,NaN,20.38,20.278,29.948,30
24306.12114294,78.8708203125,NaN,NaN,NaN,NaN,NaN
24322.82256482,NaN,117.77921875,NaN,NaN,NaN,NaN
24340.90178334,NaN,117.6843359375,NaN,NaN,NaN,NaN
24358.98105232,NaN,117.5980625,NaN,NaN,NaN,NaN
24377,NaN,NaN,19.899,19.789,29.98,30
24392.55676074,NaN,117.639875,NaN,NaN,NaN,NaN
24412.01478724,78.3089765625,NaN,NaN,NaN,NaN,NaN
24428.71518408,NaN,117.3046875,NaN,NaN,NaN,NaN
24446.79440788,NaN,117.24090625,NaN,NaN,NaN,NaN
24464,NaN,NaN,19.419,19.306,29.948,30
24482.95280176,NaN,116.8334296875,NaN,NaN,NaN,NaN
24499.82912808,77.9052265625,NaN,NaN,NaN,NaN,NaN
24516.52849728,NaN,117.019640625,NaN,NaN,NaN,NaN
24535.9879949,77.7043671875,NaN,NaN,NaN,NaN,NaN
24552.68690292,NaN,116.8299453125,NaN,NaN,NaN,NaN
24569.56399042,77.5424140625,NaN,NaN,NaN,NaN,NaN
24587,NaN,NaN,18.726,18.622,29.832,30
24605.72274792,77.35653125,NaN,NaN,NaN,NaN,NaN
24622.42106352,NaN,116.4614296875,NaN,NaN,NaN,NaN
24639.29886178,77.2099765625,NaN,NaN,NaN,NaN,NaN
24658.57952426,NaN,116.70353125,NaN,NaN,NaN,NaN
24675.45764314,77.0445,NaN,NaN,NaN,NaN,NaN
24692.1551852,NaN,116.5409296875,NaN,NaN,NaN,NaN
24709.03363986,76.8637265625,NaN,NaN,NaN,NaN,NaN
24728.31352266,NaN,116.1617265625,NaN,NaN,NaN,NaN
24745.1924543,76.7060234375,NaN,NaN,NaN,NaN,NaN
24763.27189126,76.6472890625,NaN,NaN,NaN,NaN,NaN
24781.35127206,76.5456015625,NaN,NaN,NaN,NaN,NaN
24799.43066842,76.4803359375,NaN,NaN,NaN,NaN,NaN
24816.12674098,NaN,115.839375,NaN,NaN,NaN,NaN
24833.00672348,76.2735703125,NaN,NaN,NaN,NaN,NaN
24852.2850932,NaN,115.327328125,NaN,NaN,NaN,NaN
24868,NaN,NaN,17.135,17.061,30.002,30
24885.8607234,NaN,115.5825625,NaN,NaN,NaN,NaN
24904,NaN,NaN,16.926,16.867,29.872,30
24920.8210547,75.7214453125,NaN,NaN,NaN,NaN,NaN
24938.90045012,75.5447109375,NaN,NaN,NaN,NaN,NaN
24955.59484708,NaN,115.250125,NaN,NaN,NaN,NaN
24975,NaN,NaN,16.539,16.467,30.002,30
24991.75328092,NaN,114.8329609375,NaN,NaN,NaN,NaN
25009.83254264,NaN,114.4932109375,NaN,NaN,NaN,NaN
25027.91174928,NaN,114.4311484375,NaN,NaN,NaN,NaN
25044.79417638,75.058078125,NaN,NaN,NaN,NaN,NaN
25062,NaN,NaN,16.057,15.983,30.053,30
25079.56673578,NaN,114.3798046875,NaN,NaN,NaN,NaN
25098,NaN,NaN,15.862,15.783,30.048,30
25114.5290621,74.7918359375,NaN,NaN,NaN,NaN,NaN
25132.60852,74.6728671875,NaN,NaN,NaN,NaN,NaN
25150.68794342,74.5897109375,NaN,NaN,NaN,NaN,NaN
25167.3801104,NaN,114.07625,NaN,NaN,NaN,NaN
25184.2640153,74.4210234375,NaN,NaN,NaN,NaN,NaN
25202.34343754,74.379328125,NaN,NaN,NaN,NaN,NaN
25220.42288002,74.2719921875,NaN,NaN,NaN,NaN,NaN
25237.11414692,NaN,113.728484375,NaN,NaN,NaN,NaN
25255.1933554,NaN,113.676796875,NaN,NaN,NaN,NaN
25273.27263872,NaN,113.650140625,NaN,NaN,NaN,NaN
25291,NaN,NaN,14.791,14.711,29.994,30
25308.23726172,73.9079453125,NaN,NaN,NaN,NaN,NaN
25326.31665618,73.7538515625,NaN,NaN,NaN,NaN,NaN
25343.00681936,NaN,112.98596875,NaN,NaN,NaN,NaN
25361.08601758,NaN,112.92209375,NaN,NaN,NaN,NaN
25378,NaN,NaN,14.299,14.228,29.972,30
