Time_s,Sensor_negDegPLA,Sensor_negDegTPU,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
53111.7938003,108.342328125,NaN,NaN,NaN,NaN,NaN
53129.87323916,108.352578125,NaN,NaN,NaN,NaN,NaN
53147,NaN,NaN,50.034,50,30.056,30
53164.20387772,NaN,133.914875,NaN,NaN,NaN,NaN
53181.5287705,108.362171875,NaN,NaN,NaN,NaN,NaN
53199.608198,108.364390625,NaN,NaN,NaN,NaN,NaN
53217.68758398,108.3598359375,NaN,NaN,NaN,NaN,NaN
53234,NaN,NaN,50.044,50,30.013,30
53252.01712634,NaN,133.873921875,NaN,NaN,NaN,NaN
53269.34306908,108.3711484375,NaN,NaN,NaN,NaN,NaN
53287.42251212,108.37565625,NaN,NaN,NaN,NaN,NaN
53303.67197836,NaN,133.897015625,NaN,NaN,NaN,NaN
53321.7511218,NaN,133.881875,NaN,NaN,NaN,NaN
53339.83036422,NaN,133.897625,NaN,NaN,NaN,NaN
53357,NaN,NaN,50.059,50,29.949,30
53375.23690972,108.37725,NaN,NaN,NaN,NaN,NaN
53392,NaN,NaN,50.084,50,29.889,30
53409.56454276,NaN,133.846734375,NaN,NaN,NaN,NaN
53426.8924058,108.378015625,NaN,NaN,NaN,NaN,NaN
53444.9718602,108.3935234375,NaN,NaN,NaN,NaN,NaN
53463.05129628,108.391625,NaN,NaN,NaN,NaN,NaN
53479,NaN,NaN,50.058,50,29.961,30
53497.37786678,NaN,133.83934375,NaN,NaN,NaN,NaN
53515,NaN,NaN,50.085,50,29.92,30
53532.78624672,108.3952578125,NaN,NaN,NaN,NaN,NaN
53549.03275032,NaN,133.828234375,NaN,NaN,NaN,NaN
53567.1120031,NaN,133.8186875,NaN,NaN,NaN,NaN
53585.1911763,NaN,133.80890625,NaN,NaN,NaN,NaN
53602.52114488,108.41109375,NaN,NaN,NaN,NaN,NaN
53620.60058126,108.4260078125,NaN,NaN,NaN,NaN,NaN
53638.6799763,108.4268203125,NaN,NaN,NaN,NaN,NaN
53654.92529688,NaN,133.795796875,NaN,NaN,NaN,NaN
53672.256116,108.424046875,NaN,NaN,NaN,NaN,NaN
53690.3355569,108.423625,NaN,NaN,NaN,NaN,NaN
53708.4150188,108.4260390625,NaN,NaN,NaN,NaN,NaN
53724.65949382,NaN,133.811171875,NaN,NaN,NaN,NaN
53742.73871958,NaN,133.796984375,NaN,NaN,NaN,NaN
53760.8179213,NaN,133.79546875,NaN,NaN,NaN,NaN
53777,NaN,NaN,50.049,50,30.055,30
53794.39352226,NaN,133.77,NaN,NaN,NaN,NaN
53812.47270744,NaN,133.769296875,NaN,NaN,NaN,NaN
53830.55190528,NaN,133.76290625,NaN,NaN,NaN,NaN
53847.8849811,108.441796875,NaN,NaN,NaN,NaN,NaN
53865.96440384,108.42675,NaN,NaN,NaN,NaN,NaN
53884,NaN,NaN,50.028,50,29.978,30
53899.54052446,108.42153125,NaN,NaN,NaN,NaN,NaN
53917.61998218,108.4259296875,NaN,NaN,NaN,NaN,NaN
53935.69937842,108.4295,NaN,NaN,NaN,NaN,NaN
53953.77879086,108.4394609375,NaN,NaN,NaN,NaN,NaN
53970,NaN,NaN,50.049,50,29.953,30
53987.35486574,108.43828125,NaN,NaN,NaN,NaN,NaN
54006,NaN,NaN,50.028,50,30.007,30
54021.67453582,NaN,133.652046875,NaN,NaN,NaN,NaN
54039.75374128,NaN,133.64996875,NaN,NaN,NaN,NaN
54058,NaN,NaN,50.022,50,30.136,30
54075.91206942,NaN,133.69575,NaN,NaN,NaN,NaN
54093,NaN,NaN,50.056,50,30.109,30
54109.48773088,NaN,133.68078125,NaN,NaN,NaN,NaN
54129.4074836,108.4718359375,NaN,NaN,NaN,NaN,NaN
54145,NaN,NaN,50.075,50,29.996,30
54162.98356766,108.4542109375,NaN,NaN,NaN,NaN,NaN
54181.06301272,108.44390625,NaN,NaN,NaN,NaN,NaN
54198,NaN,NaN,50.068,50,29.901,30
54215.38012676,NaN,133.613046875,NaN,NaN,NaN,NaN
54232.71856234,108.4783828125,NaN,NaN,NaN,NaN,NaN
54251.53845702,NaN,133.607875,NaN,NaN,NaN,NaN
54267.0348918,NaN,133.60415625,NaN,NaN,NaN,NaN
54285.11407108,NaN,133.60140625,NaN,NaN,NaN,NaN
54303.1932103,NaN,133.59140625,NaN,NaN,NaN,NaN
54320.53313262,108.4793515625,NaN,NaN,NaN,NaN,NaN
54338.61254822,108.4927578125,NaN,NaN,NaN,NaN,NaN
54354.84793014,NaN,133.589984375,NaN,NaN,NaN,NaN
54374.77143298,108.5040390625,NaN,NaN,NaN,NaN,NaN
54390.2680834,108.4978671875,NaN,NaN,NaN,NaN,NaN
54408.34753294,108.492984375,NaN,NaN,NaN,NaN,NaN
54426.42698132,108.5060390625,NaN,NaN,NaN,NaN,NaN
54442.66111696,NaN,133.573296875,NaN,NaN,NaN,NaN
54460.74031018,NaN,133.58584375,NaN,NaN,NaN,NaN
54478.08256326,108.5073125,NaN,NaN,NaN,NaN,NaN
54496.89862448,NaN,133.576546875,NaN,NaN,NaN,NaN
54514.2414459,108.5232734375,NaN,NaN,NaN,NaN,NaN
54532.32088358,108.525625,NaN,NaN,NaN,NaN,NaN
54550.40033118,108.523453125,NaN,NaN,NaN,NaN,NaN
54566.63264736,NaN,133.540265625,NaN,NaN,NaN,NaN
54584.71180956,NaN,133.54621875,NaN,NaN,NaN,NaN
54602.05585534,108.514234375,NaN,NaN,NaN,NaN,NaN
54620,NaN,NaN,50.092,50,29.955,30
54636.36658856,NaN,133.505796875,NaN,NaN,NaN,NaN
54654.44579278,NaN,133.507609375,NaN,NaN,NaN,NaN
54672.52496702,NaN,133.514078125,NaN,NaN,NaN,NaN
54689.87024778,108.5304140625,NaN,NaN,NaN,NaN,NaN
54707,NaN,NaN,50.092,50,30.137,30
54724.17979072,NaN,133.50625,NaN,NaN,NaN,NaN
54742,NaN,NaN,50.096,50,30.086,30
54759.60522224,108.5626328125,NaN,NaN,NaN,NaN,NaN
54777.68463068,108.5638515625,NaN,NaN,NaN,NaN,NaN
54795.76404916,108.5514921875,NaN,NaN,NaN,NaN,NaN
54813.84347142,108.546515625,NaN,NaN,NaN,NaN,NaN
54830.07208416,NaN,133.4726875,NaN,NaN,NaN,NaN
54848.15128242,NaN,133.459875,NaN,NaN,NaN,NaN
54865.4990074,108.549703125,NaN,NaN,NaN,NaN,NaN
54883.57843184,108.559953125,NaN,NaN,NaN,NaN,NaN
54901,NaN,NaN,50.093,50,30.01,30
54919,NaN,NaN,50.09,50,29.977,30
54935.96442538,NaN,133.4343125,NaN,NaN,NaN,NaN
54953.31344136,108.5585859375,NaN,NaN,NaN,NaN,NaN
54971.39288404,108.5586484375,NaN,NaN,NaN,NaN,NaN
54987.61909428,NaN,133.370328125,NaN,NaN,NaN,NaN
55005.6982839,NaN,133.35628125,NaN,NaN,NaN,NaN
55023.04841862,108.5673671875,NaN,NaN,NaN,NaN,NaN
55041.85665214,NaN,133.362203125,NaN,NaN,NaN,NaN
55059.20724596,108.583609375,NaN,NaN,NaN,NaN,NaN
55077.28669188,108.564125,NaN,NaN,NaN,NaN,NaN
55095,NaN,NaN,50.066,50,30.112,30
55111.59072212,NaN,133.348390625,NaN,NaN,NaN,NaN
55129.66990114,NaN,133.3523125,NaN,NaN,NaN,NaN
55147.02167652,108.5723203125,NaN,NaN,NaN,NaN,NaN
55165.10107848,108.5877265625,NaN,NaN,NaN,NaN,NaN
55182,NaN,NaN,50.087,50,29.949,30
55199.40388188,NaN,133.296234375,NaN,NaN,NaN,NaN
55217.48302958,NaN,133.28803125,NaN,NaN,NaN,NaN
55234.83601248,108.58378125,NaN,NaN,NaN,NaN,NaN
55252.9154129,108.5915234375,NaN,NaN,NaN,NaN,NaN
55269.13781632,NaN,133.28475,NaN,NaN,NaN,NaN
55287.21700756,NaN,133.289234375,NaN,NaN,NaN,NaN
55305,NaN,NaN,50.056,50,29.991,30
55322.6503214,108.5684375,NaN,NaN,NaN,NaN,NaN
55340,NaN,NaN,50.039,50,30.016,30
55358.809083,108.5580859375,NaN,NaN,NaN,NaN,NaN
55376,NaN,NaN,50.011,50,30.039,30
55393.1093864,NaN,133.1965,NaN,NaN,NaN,NaN
55411,NaN,NaN,50.045,50,29.977,30
55428.54404044,108.57090625,NaN,NaN,NaN,NaN,NaN
55446.62343632,108.5690625,NaN,NaN,NaN,NaN,NaN
55462.12005184,108.5577578125,NaN,NaN,NaN,NaN,NaN
55480.92279194,NaN,133.145671875,NaN,NaN,NaN,NaN
55498.2789167,108.5753125,NaN,NaN,NaN,NaN,NaN
55516.35833308,108.5647265625,NaN,NaN,NaN,NaN,NaN
55534,NaN,NaN,50.1,50,30.022,30
55550.65707102,NaN,133.170171875,NaN,NaN,NaN,NaN
55568.73635734,NaN,133.13965625,NaN,NaN,NaN,NaN
55586.09317266,108.5596171875,NaN,NaN,NaN,NaN,NaN
55604.89492768,NaN,133.13175,NaN,NaN,NaN,NaN
55622.25201834,108.5692265625,NaN,NaN,NaN,NaN,NaN
55640,NaN,NaN,50.106,50,30.041,30
55657,NaN,NaN,50.118,50,30.008,30
55674.62933078,NaN,133.135609375,NaN,NaN,NaN,NaN
55692.70856784,NaN,133.1575625,NaN,NaN,NaN,NaN
55709,NaN,NaN,50.097,50,30.03,30
55728.14568028,108.6106484375,NaN,NaN,NaN,NaN,NaN
55745,NaN,NaN,50.099,50,30.136,30
55761.7216947,108.6132109375,NaN,NaN,NaN,NaN,NaN
55780.52223266,NaN,133.098421875,NaN,NaN,NaN,NaN
55797.88050434,108.6178125,NaN,NaN,NaN,NaN,NaN
55815.9598779,108.610015625,NaN,NaN,NaN,NaN,NaN
55832,NaN,NaN,50.098,50,29.961,30
55850.2566387,NaN,133.067828125,NaN,NaN,NaN,NaN
55868,NaN,NaN,50.093,50,30.004,30
55883.83243658,NaN,133.0604375,NaN,NaN,NaN,NaN
55903.77411302,108.6176796875,NaN,NaN,NaN,NaN,NaN
55919.99096598,NaN,133.03975,NaN,NaN,NaN,NaN
55938.07026768,NaN,133.0619375,NaN,NaN,NaN,NaN
55955,NaN,NaN,50.099,50,29.937,30
55973.50899484,108.60190625,NaN,NaN,NaN,NaN,NaN
55990,NaN,NaN,50.093,50,29.873,30
56007.80469216,NaN,132.999671875,NaN,NaN,NaN,NaN
56026,NaN,NaN,50.112,50,29.955,30
56043.96330072,NaN,133.0118125,NaN,NaN,NaN,NaN
56061.3232447,108.62253125,NaN,NaN,NaN,NaN,NaN
56077.53918336,NaN,132.99196875,NaN,NaN,NaN,NaN
56097,NaN,NaN,50.097,50,30.092,30
56113.6977711,NaN,132.9940625,NaN,NaN,NaN,NaN
56131.7770399,NaN,132.9870625,NaN,NaN,NaN,NaN
56149.13757756,108.6380859375,NaN,NaN,NaN,NaN,NaN
56167.9356207,NaN,132.9681875,NaN,NaN,NaN,NaN
56184,NaN,NaN,50.125,50,29.906,30
56201.51145972,NaN,132.940515625,NaN,NaN,NaN,NaN
56220,NaN,NaN,50.103,50,29.989,30
56237.67006392,NaN,132.923375,NaN,NaN,NaN,NaN
56255.03115146,108.6421484375,NaN,NaN,NaN,NaN,NaN
56271.24589342,NaN,132.92178125,NaN,NaN,NaN,NaN
56291,NaN,NaN,50.101,50,30.211,30
56307,NaN,NaN,50.099,50,30.167,30
56324.76603184,108.668375,NaN,NaN,NaN,NaN,NaN
56342.84541272,108.66409375,NaN,NaN,NaN,NaN,NaN
56360.92482452,108.646375,NaN,NaN,NaN,NaN,NaN
56377.13899746,NaN,132.88859375,NaN,NaN,NaN,NaN
56394.5008457,108.650515625,NaN,NaN,NaN,NaN,NaN
56413.29764036,NaN,132.85415625,NaN,NaN,NaN,NaN
56429,NaN,NaN,50.092,50,30.009,30
56446.87348774,NaN,132.85428125,NaN,NaN,NaN,NaN
56465,NaN,NaN,50.121,50,29.992,30
56483,NaN,NaN,50.095,50,30.019,30
56500.39443424,108.6370625,NaN,NaN,NaN,NaN,NaN
56516.60802056,NaN,132.827171875,NaN,NaN,NaN,NaN
56536.55328418,108.649828125,NaN,NaN,NaN,NaN,NaN
56552.04991966,108.6643359375,NaN,NaN,NaN,NaN,NaN
56570.12937446,108.6533203125,NaN,NaN,NaN,NaN,NaN
56588.20875062,108.669625,NaN,NaN,NaN,NaN,NaN
56606.2881322,108.6571015625,NaN,NaN,NaN,NaN,NaN
56624,NaN,NaN,50.091,50,29.958,30
56640.58046358,NaN,132.79125,NaN,NaN,NaN,NaN
56660,NaN,NaN,50.099,50,30.032,30
56676.02292304,108.6626015625,NaN,NaN,NaN,NaN,NaN
56694.10236386,108.6642890625,NaN,NaN,NaN,NaN,NaN
56712.18174772,108.66259375,NaN,NaN,NaN,NaN,NaN
56728.39426888,NaN,132.783953125,NaN,NaN,NaN,NaN
56746.47359646,NaN,132.7655,NaN,NaN,NaN,NaN
56763.8371217,108.66065625,NaN,NaN,NaN,NaN,NaN
56782.63223262,NaN,132.756328125,NaN,NaN,NaN,NaN
56799.99596296,108.6942578125,NaN,NaN,NaN,NaN,NaN
56818,NaN,NaN,50.15,50,30.096,30
56836.15474246,108.6934921875,NaN,NaN,NaN,NaN,NaN
56852.36676862,NaN,132.756359375,NaN,NaN,NaN,NaN
56870,NaN,NaN,50.12,50,30.126,30
56887.81013324,108.69790625,NaN,NaN,NaN,NaN,NaN
56905.8895451,108.6962421875,NaN,NaN,NaN,NaN,NaN
56922.1012203,NaN,132.743515625,NaN,NaN,NaN,NaN
56940.18053464,NaN,132.697703125,NaN,NaN,NaN,NaN
56958.25982716,NaN,132.693828125,NaN,NaN,NaN,NaN
56975.62437534,108.6923984375,NaN,NaN,NaN,NaN,NaN
56992,NaN,NaN,50.112,50,29.943,30
57009.91501956,NaN,132.65525,NaN,NaN,NaN,NaN
57027.99428938,NaN,132.669734375,NaN,NaN,NaN,NaN
57045.35920086,108.70821875,NaN,NaN,NaN,NaN,NaN
57063,NaN,NaN,50.107,50,30.124,30
57081.51794412,108.7209140625,NaN,NaN,NaN,NaN,NaN
57099.5973629,108.703484375,NaN,NaN,NaN,NaN,NaN
57115.80817464,NaN,132.642265625,NaN,NaN,NaN,NaN
57133.88748378,NaN,132.635921875,NaN,NaN,NaN,NaN
57151.25274236,108.7069609375,NaN,NaN,NaN,NaN,NaN
57169.33212968,108.7088203125,NaN,NaN,NaN,NaN,NaN
57187,NaN,NaN,50.11,50,30.066,30
57204,NaN,NaN,50.126,50,30.026,30
57221.70125342,NaN,132.61928125,NaN,NaN,NaN,NaN
57239.06696086,108.70909375,NaN,NaN,NaN,NaN,NaN
57257.1463749,108.704390625,NaN,NaN,NaN,NaN,NaN
57275.22579108,108.6999609375,NaN,NaN,NaN,NaN,NaN
57293.30518956,108.7004609375,NaN,NaN,NaN,NaN,NaN
57310,NaN,NaN,50.08,50,30.103,30
57327.59437808,NaN,132.55940625,NaN,NaN,NaN,NaN
57345.67367994,NaN,132.537578125,NaN,NaN,NaN,NaN
57363.03988522,108.6879453125,NaN,NaN,NaN,NaN,NaN
57381.1192971,108.688078125,NaN,NaN,NaN,NaN,NaN
57398,NaN,NaN,50.055,50,30.156,30
57415.4081328,NaN,132.546625,NaN,NaN,NaN,NaN
57433,NaN,NaN,50.07,50,30.012,30
57450.8541363,108.686625,NaN,NaN,NaN,NaN,NaN
57468.93351244,108.6884296875,NaN,NaN,NaN,NaN,NaN
57485.1425818,NaN,132.459796875,NaN,NaN,NaN,NaN
57503.22190584,NaN,132.43715625,NaN,NaN,NaN,NaN
57521.30118366,NaN,132.43265625,NaN,NaN,NaN,NaN
57539.38046508,NaN,132.43440625,NaN,NaN,NaN,NaN
57557,NaN,NaN,50.068,50,30.083,30
57574.82719848,108.6794140625,NaN,NaN,NaN,NaN,NaN
57592,NaN,NaN,50.065,50,30,30
57609.11491018,NaN,132.420609375,NaN,NaN,NaN,NaN
57626.48262058,108.6685390625,NaN,NaN,NaN,NaN,NaN
57644.56205476,108.66725,NaN,NaN,NaN,NaN,NaN
57662.6414131,108.660359375,NaN,NaN,NaN,NaN,NaN
57679,NaN,NaN,50.055,50,29.938,30
57698.80020274,108.6544140625,NaN,NaN,NaN,NaN,NaN
57715.00804548,NaN,132.36275,NaN,NaN,NaN,NaN
57733.087316,NaN,132.356171875,NaN,NaN,NaN,NaN
57750.4555801,108.652359375,NaN,NaN,NaN,NaN,NaN
57768.53494568,108.6536953125,NaN,NaN,NaN,NaN,NaN
57786.61436552,108.6611484375,NaN,NaN,NaN,NaN,NaN
57802.82173596,NaN,132.34615625,NaN,NaN,NaN,NaN
57820.90103066,NaN,132.33359375,NaN,NaN,NaN,NaN
57838.26976124,108.6636875,NaN,NaN,NaN,NaN,NaN
57856.3491597,108.6684375,NaN,NaN,NaN,NaN,NaN
57872.55612982,NaN,132.33415625,NaN,NaN,NaN,NaN
57890.63541516,NaN,132.31390625,NaN,NaN,NaN,NaN
57908.71473646,NaN,132.315640625,NaN,NaN,NaN,NaN
57926,NaN,NaN,50.087,50,30.062,30
57944.16333778,108.66646875,NaN,NaN,NaN,NaN,NaN
57961,NaN,NaN,50.08,50,29.945,30
57978.44916392,NaN,132.270203125,NaN,NaN,NaN,NaN
57996.5284694,NaN,132.2450625,NaN,NaN,NaN,NaN
58014.60774124,NaN,132.22740625,NaN,NaN,NaN,NaN
58032.68704002,NaN,132.22284375,NaN,NaN,NaN,NaN
58048.18358806,NaN,132.225890625,NaN,NaN,NaN,NaN
58068.1363537,108.6640859375,NaN,NaN,NaN,NaN,NaN
58084.34217914,NaN,132.227625,NaN,NaN,NaN,NaN
58102.4214595,NaN,132.221875,NaN,NaN,NaN,NaN
58119,NaN,NaN,50.05,50,30.128,30
58137.87120688,108.6648046875,NaN,NaN,NaN,NaN,NaN
58155,NaN,NaN,50.066,50,30.062,30
58171.44720586,108.6583125,NaN,NaN,NaN,NaN,NaN
58190.23514604,NaN,132.187875,NaN,NaN,NaN,NaN
58207.60596802,108.6488671875,NaN,NaN,NaN,NaN,NaN
58225.68532896,108.6513984375,NaN,NaN,NaN,NaN,NaN
58241.890236,NaN,132.129640625,NaN,NaN,NaN,NaN
58259.96955338,NaN,132.12965625,NaN,NaN,NaN,NaN
58278.04880814,NaN,132.13246875,NaN,NaN,NaN,NaN
58294,NaN,NaN,50.041,50,30.109,30
58311.62463036,NaN,132.145875,NaN,NaN,NaN,NaN
58330,NaN,NaN,50.05,50,30.13,30
58347.0756314,108.65628125,NaN,NaN,NaN,NaN,NaN
58365.1550233,108.669796875,NaN,NaN,NaN,NaN,NaN
58383.23440598,108.656671875,NaN,NaN,NaN,NaN,NaN
58401.31379566,108.64325,NaN,NaN,NaN,NaN,NaN
58417.51751064,NaN,132.107203125,NaN,NaN,NaN,NaN
58435.59680424,NaN,132.096578125,NaN,NaN,NaN,NaN
58453.67609682,NaN,132.082828125,NaN,NaN,NaN,NaN
58471.04863556,108.650890625,NaN,NaN,NaN,NaN,NaN
58488,NaN,NaN,50.032,50,30.055,30
58507.20749682,108.6414140625,NaN,NaN,NaN,NaN,NaN
58523.41040032,NaN,132.05521875,NaN,NaN,NaN,NaN
58540.7835709,108.652078125,NaN,NaN,NaN,NaN,NaN
58558.86298862,108.650140625,NaN,NaN,NaN,NaN,NaN
58576.94241268,108.658296875,NaN,NaN,NaN,NaN,NaN
58593.14477322,NaN,132.032875,NaN,NaN,NaN,NaN
58610.51847882,108.640734375,NaN,NaN,NaN,NaN,NaN
58629.30335106,NaN,131.997609375,NaN,NaN,NaN,NaN
58646.67734052,108.584859375,NaN,NaN,NaN,NaN,NaN
58662.87918492,NaN,131.926796875,NaN,NaN,NaN,NaN
58680.95846568,NaN,131.886109375,NaN,NaN,NaN,NaN
58699.0377627,NaN,131.84521875,NaN,NaN,NaN,NaN
58717.1170658,NaN,131.777125,NaN,NaN,NaN,NaN
58734.4916075,108.3648125,NaN,NaN,NaN,NaN,NaN
58753.27566814,NaN,131.672421875,NaN,NaN,NaN,NaN
58769,NaN,NaN,48.824,48.722,30.845,30
58786.8514859,NaN,131.54671875,NaN,NaN,NaN,NaN
58804.22653964,108.111390625,NaN,NaN,NaN,NaN,NaN
58823.01009696,NaN,131.428359375,NaN,NaN,NaN,NaN
58840,NaN,NaN,48.367,48.322,30.995,30
58856.58592322,NaN,131.24775,NaN,NaN,NaN,NaN
58876,NaN,NaN,48.147,48.128,30.968,30
58892.0408597,107.750671875,NaN,NaN,NaN,NaN,NaN
58910.12022294,107.6698515625,NaN,NaN,NaN,NaN,NaN
58928,NaN,NaN,47.852,47.839,30.676,30
58946.27901976,107.4929609375,NaN,NaN,NaN,NaN,NaN
58963,NaN,NaN,47.645,47.644,30.64,30
58980.55818784,NaN,130.6118125,NaN,NaN,NaN,NaN
58999,NaN,NaN,47.461,47.444,30.528,30
59016.0139282,107.1361015625,NaN,NaN,NaN,NaN,NaN
59034,NaN,NaN,47.256,47.25,30.408,30
59050.29256366,NaN,130.2151796875,NaN,NaN,NaN,NaN
59068.37183404,NaN,130.0970859375,NaN,NaN,NaN,NaN
59086,NaN,NaN,46.984,46.961,30.375,30
59103.82816202,106.6757734375,NaN,NaN,NaN,NaN,NaN
59122,NaN,NaN,46.781,46.761,30.305,30
59138.106145,NaN,129.734671875,NaN,NaN,NaN,NaN
59156.1854511,NaN,129.6390625,NaN,NaN,NaN,NaN
59173.5630485,106.2886953125,NaN,NaN,NaN,NaN,NaN
59191.64252368,106.1995,NaN,NaN,NaN,NaN,NaN
59208,NaN,NaN,46.392,46.283,30.315,30
59225.91981588,NaN,129.2998671875,NaN,NaN,NaN,NaN
59244,NaN,NaN,46.214,46.083,30.269,30
59262.07832272,NaN,129.0975859375,NaN,NaN,NaN,NaN
59280,NaN,NaN,46.048,45.883,30.231,30
59297.53621304,105.62503125,NaN,NaN,NaN,NaN,NaN
59315,NaN,NaN,45.849,45.689,30.286,30
59331.8126372,NaN,128.722875,NaN,NaN,NaN,NaN
59349.89193378,NaN,128.6531015625,NaN,NaN,NaN,NaN
59367.97119048,NaN,128.5802734375,NaN,NaN,NaN,NaN
59385.35043148,105.12025,NaN,NaN,NaN,NaN,NaN
59402,NaN,NaN,45.405,45.206,30.387,30
59419.62616106,NaN,128.2992109375,NaN,NaN,NaN,NaN
59437.70540664,NaN,128.19803125,NaN,NaN,NaN,NaN
59455.08522494,104.7331015625,NaN,NaN,NaN,NaN,NaN
59473.16461368,104.630375,NaN,NaN,NaN,NaN,NaN
59490,NaN,NaN,44.962,44.717,30.395,30
59507.43972402,NaN,127.8552578125,NaN,NaN,NaN,NaN
59525,NaN,NaN,44.783,44.528,30.345,30
59542.89955298,104.2156484375,NaN,NaN,NaN,NaN,NaN
59560.97896082,104.1204296875,NaN,NaN,NaN,NaN,NaN
59579.05843756,104.0018125,NaN,NaN,NaN,NaN,NaN
59596,NaN,NaN,44.405,44.128,30.291,30
59613.33259734,NaN,127.275640625,NaN,NaN,NaN,NaN
59631.41186146,NaN,127.190609375,NaN,NaN,NaN,NaN
59648.7932916,103.59425,NaN,NaN,NaN,NaN,NaN
59666.87273058,103.47809375,NaN,NaN,NaN,NaN,NaN
59683.06691562,NaN,126.923765625,NaN,NaN,NaN,NaN
59701.14617278,NaN,126.8459765625,NaN,NaN,NaN,NaN
59719,NaN,NaN,43.767,43.444,30.358,30
59736.60762368,103.0320625,NaN,NaN,NaN,NaN,NaN
59754.68703256,102.9520078125,NaN,NaN,NaN,NaN,NaN
59770.88042572,NaN,126.4685703125,NaN,NaN,NaN,NaN
59788.95968724,NaN,126.3732109375,NaN,NaN,NaN,NaN
59806.342464,102.5913828125,NaN,NaN,NaN,NaN,NaN
59824.42185182,102.4677109375,NaN,NaN,NaN,NaN,NaN
59842,NaN,NaN,43.075,42.761,30.204,30
59858.69408194,NaN,125.9818203125,NaN,NaN,NaN,NaN
59876.77335834,NaN,125.8882890625,NaN,NaN,NaN,NaN
59894.15671566,102.0139375,NaN,NaN,NaN,NaN,NaN
59911,NaN,NaN,42.674,42.378,30.274,30
59929,NaN,NaN,42.576,42.272,30.333,30
59946.50771294,NaN,125.535578125,NaN,NaN,NaN,NaN
59964.5869954,NaN,125.4392109375,NaN,NaN,NaN,NaN
59982.66627268,NaN,125.332046875,NaN,NaN,NaN,NaN
60000.74553906,NaN,125.2531328125,NaN,NaN,NaN,NaN
60018.12991768,101.1988203125,NaN,NaN,NaN,NaN,NaN
60034.3213364,NaN,125.08734375,NaN,NaN,NaN,NaN
60052.40064782,NaN,124.99359375,NaN,NaN,NaN,NaN
60070.47992878,NaN,124.910296875,NaN,NaN,NaN,NaN
60088,NaN,NaN,41.638,41.389,30.293,30
60105.94412084,100.579421875,NaN,NaN,NaN,NaN,NaN
60124,NaN,NaN,41.441,41.194,30.198,30
60140.21423926,NaN,124.4837890625,NaN,NaN,NaN,NaN
60157.5994663,100.245375,NaN,NaN,NaN,NaN,NaN
60175.6788824,100.090265625,NaN,NaN,NaN,NaN,NaN
60193.75819644,99.9752578125,NaN,NaN,NaN,NaN,NaN
60211,NaN,NaN,40.909,40.7085,30.071,30
60229.91695854,99.684453125,NaN,NaN,NaN,NaN,NaN
60247,NaN,NaN,40.694,40.511,30.045,30
60264.18638264,NaN,123.7791875,NaN,NaN,NaN,NaN
60282,NaN,NaN,40.488,40.317,30.015,30
60300.34488988,NaN,123.5837265625,NaN,NaN,NaN,NaN
60318,NaN,NaN,40.287,40.111,30.001,30
60334,NaN,NaN,40.199,40.028,30.046,30
60353.88963446,98.8131015625,NaN,NaN,NaN,NaN,NaN
60370.0793125,NaN,123.1934375,NaN,NaN,NaN,NaN
60388.15857772,NaN,123.09565625,NaN,NaN,NaN,NaN
60405.5448943,98.4331015625,NaN,NaN,NaN,NaN,NaN
60423.62426078,98.322875,NaN,NaN,NaN,NaN,NaN
60441.70367692,98.189578125,NaN,NaN,NaN,NaN,NaN
60457.8928978,NaN,122.7431171875,NaN,NaN,NaN,NaN
60477.86235084,97.91884375,NaN,NaN,NaN,NaN,NaN
60494.05142826,NaN,122.5373203125,NaN,NaN,NaN,NaN
60512,NaN,NaN,39.166,39.039,30.153,30
60529,NaN,NaN,39.085,38.944,30.187,30
60547.59678558,97.416,NaN,NaN,NaN,NaN,NaN
60565,NaN,NaN,38.874,38.744,30.238,30
60581.1726663,97.190140625,NaN,NaN,NaN,NaN,NaN
60599.2520145,97.054578125,NaN,NaN,NaN,NaN,NaN
60617.33126836,96.93678125,NaN,NaN,NaN,NaN,NaN
60633.520002,NaN,121.8333828125,NaN,NaN,NaN,NaN
60651.59925558,NaN,121.7273125,NaN,NaN,NaN,NaN
60669.67855212,NaN,121.6416328125,NaN,NaN,NaN,NaN
60687.75779276,NaN,121.5552421875,NaN,NaN,NaN,NaN
60703.25426326,NaN,121.48709375,NaN,NaN,NaN,NaN
60721.33350906,NaN,121.37853125,NaN,NaN,NaN,NaN
60739.41282,NaN,121.3088359375,NaN,NaN,NaN,NaN
60756.80046802,95.928203125,NaN,NaN,NaN,NaN,NaN
60774.87979602,95.801453125,NaN,NaN,NaN,NaN,NaN
60792.95912836,95.704859375,NaN,NaN,NaN,NaN,NaN
60810,NaN,NaN,37.513,37.383,30.283,30
60826.53501942,95.457328125,NaN,NaN,NaN,NaN,NaN
60844.61428884,95.32603125,NaN,NaN,NaN,NaN,NaN
60862.69365504,95.1748984375,NaN,NaN,NaN,NaN,NaN
60878.88143138,NaN,120.55359375,NaN,NaN,NaN,NaN
60896.96062776,NaN,120.453859375,NaN,NaN,NaN,NaN
60915.0398497,NaN,120.35,NaN,NaN,NaN,NaN
60933,NaN,NaN,36.8285,36.7,30.309,30
60950.50735034,94.5731796875,NaN,NaN,NaN,NaN,NaN
60968.58660418,94.4513125,NaN,NaN,NaN,NaN,NaN
