T_amb_C,T_MCU_C
11.220,16.850
11.153,16.350
11.086,17.600
11.018,17.350
10.951,16.100
10.883,17.100
10.814,17.850
10.747,16.350
10.544,17.850
10.408,16.600
10.341,15.600
10.272,16.350
10.204,15.600
10.135,15.100
10.066,16.850
9.997,15.100
9.859,16.100
9.790,15.600
9.721,16.100
9.652,15.600
9.513,16.350
9.442,17.350
9.371,14.350
9.300,14.100
9.227,15.850
9.154,15.100
9.083,14.600
9.013,15.600
8.871,14.350
8.801,15.350
8.659,14.350
8.586,14.600
8.441,14.350
8.368,14.600
8.295,14.350
8.223,12.850
8.150,13.100
8.077,13.350
8.005,14.350
7.932,12.850
7.859,14.600
7.788,14.350
7.718,13.600
7.647,13.350
7.576,11.850
7.503,13.350
7.430,12.850
7.218,13.600
7.149,14.350
7.081,12.100
7.014,13.600
6.944,13.350
6.723,12.600
6.650,12.350
6.359,11.100
6.216,12.100
6.081,12.600
6.013,12.100
5.946,12.600
5.878,12.100
5.738,12.350
5.668,11.350
5.598,12.100
5.528,11.100
5.458,10.850
5.388,11.100
5.318,10.850
5.248,11.350
5.107,11.100
5.037,10.100
4.967,11.100
4.897,9.600
4.827,11.350
4.757,11.100
4.687,10.850
4.615,10.100
4.544,11.850
4.473,11.600
4.402,10.350
4.330,9.850
4.259,9.350
4.188,10.350
4.118,11.100
4.048,9.350
3.978,10.600
3.908,10.100
3.838,9.100
3.768,9.850
3.698,8.850
3.628,10.350
3.556,9.100
3.485,9.350
3.413,7.850
3.341,8.850
3.198,9.850
3.126,9.100
2.983,8.350
2.911,8.600
2.840,8.850
2.698,8.350
2.629,8.100
2.560,9.600
2.487,8.100
2.414,8.350
2.340,7.350
2.254,7.600
2.166,7.850
1.991,6.850
1.903,8.350
1.815,7.850
1.728,8.350
1.768,7.100
1.810,8.350
1.852,7.100
1.893,6.600
1.935,7.100
1.976,7.600
2.018,6.850
2.060,7.850
2.101,7.100
2.143,7.850
2.185,6.850
2.226,7.100
2.281,6.100
2.304,6.600
2.326,8.100
2.348,6.600
2.371,7.100
2.393,7.350
2.416,8.100
2.438,7.100
2.461,6.600
2.483,8.100
2.505,7.600
2.524,7.850
2.458,8.100
2.392,7.850
2.326,8.100
2.260,6.600
2.193,7.100
2.116,7.850
1.941,6.850
1.847,9.100
1.751,7.100
1.655,6.600
1.548,7.100
1.442,5.850
1.335,6.600
1.226,7.100
1.117,6.350
1.005,6.850
0.883,7.350
0.761,5.850
0.638,7.350
0.516,7.100
0.394,6.600
0.271,7.100
0.149,6.350
0.027,6.100
-0.096,5.850
-0.218,5.350
-0.340,5.850
-0.579,4.350
-0.694,5.850
-0.809,6.350
-0.938,5.850
-1.067,4.350
-1.316,4.850
-1.559,3.850
-1.681,4.850
-1.802,5.100
-1.923,4.100
-2.042,3.600
-2.152,3.850
-2.263,4.850
-2.374,4.100
-2.485,3.600
-2.706,4.100
-2.817,2.600
-2.927,3.600
-3.038,3.350
-3.149,2.600
-3.365,3.850
-3.471,2.850
-3.576,2.600
-3.777,1.350
-3.876,2.600
-3.972,1.350
-4.068,2.600
-4.163,1.350
-4.259,2.100
-4.355,1.600
-4.451,0.600
-4.546,1.350
-4.642,0.850
-4.738,0.600
-4.834,2.100
-4.929,0.600
-5.093,1.100
-5.163,0.850
-5.313,-0.400
-5.391,0.350
-5.468,0.600
-5.760,-0.900
-5.891,0.850
-5.957,-0.400
-6.023,0.600
-6.089,-0.400
-6.352,-1.150
-6.418,-1.650
-6.484,-0.400
-6.548,-1.650
-6.613,-0.400
-6.678,-1.400
-6.743,-0.400
-6.808,-1.650
-6.872,-1.400
-6.937,-1.150
-7.002,-1.650
-7.067,-1.400
-7.261,-1.650
-7.326,-1.150
-7.391,-1.400
-7.455,-0.650
-7.520,-1.400
-7.585,-1.900
-7.650,-1.650
-7.715,-2.400
-7.779,-2.650
-7.974,-2.400
-8.039,-2.650
-8.106,-2.150
-8.239,-3.150
-8.305,-3.400
-8.372,-2.650
-8.438,-3.400
-8.505,-2.400
-8.571,-3.900
-8.638,-2.150
-8.704,-3.400
-8.771,-2.400
-8.837,-3.150
-8.897,-3.400
-8.956,-3.650
-9.018,-2.650
-9.092,-3.150
-9.165,-2.900
-9.238,-3.150
-9.312,-3.400
-9.385,-3.900
-9.458,-3.150
-9.532,-3.900
-9.605,-4.400
-9.679,-3.900
-9.752,-4.150
-9.899,-5.400
-9.971,-3.900
-10.043,-4.400
-10.114,-4.900
-10.186,-4.650
-10.258,-4.400
-10.330,-5.650
-10.401,-5.400
-10.473,-4.400
-10.545,-5.400
-10.831,-4.900
-10.903,-5.900
-11.046,-6.650
-11.185,-5.650
-11.255,-5.400
-11.324,-6.150
-11.394,-5.400
-11.466,-5.650
-11.684,-6.400
-11.756,-5.150
-11.829,-6.650
-11.902,-5.400
-11.974,-6.650
-12.046,-6.150
-12.114,-7.650
-12.183,-6.400
-12.252,-6.650
-12.320,-7.900
-12.389,-6.900
-12.458,-6.400
-12.528,-7.400
-12.600,-7.650
-12.815,-6.900
-12.887,-8.150
-12.959,-7.650
-13.031,-7.900
-13.102,-7.650
-13.237,-8.150
-13.305,-7.900
-13.372,-7.650
-13.440,-7.400
-13.508,-7.150
-13.575,-8.900
-13.643,-8.400
-13.711,-7.650
-13.846,-8.650
-13.913,-8.150
-13.985,-8.400
-14.060,-7.650
-14.134,-7.150
-14.208,-9.650
-14.282,-10.150
-14.356,-8.400
-14.498,-8.650
-14.570,-8.900
-14.641,-8.650
-14.712,-8.900
-14.783,-9.400
-14.854,-9.900
-14.925,-9.400
-14.996,-9.650
-15.206,-8.650
-15.276,-9.400
-15.346,-9.650
-15.476,-9.400
-15.537,-9.900
-15.604,-11.150
-15.671,-10.400
-15.738,-10.900
-15.805,-9.900
-15.873,-8.400
-15.940,-10.900
-16.007,-11.150
-16.074,-9.900
-16.142,-11.150
-16.209,-10.900
-16.276,-12.150
-16.344,-11.150
-16.480,-10.900
-16.548,-10.150
-16.616,-10.900
-16.679,-11.150
-16.740,-10.400
-16.800,-10.900
-16.885,-11.900
-16.972,-11.650
-17.057,-12.150
-17.200,-11.650
-17.267,-11.400
-17.328,-11.650
-17.388,-11.900
-17.455,-11.650
-17.529,-11.900
-17.603,-12.150
-17.676,-11.400
-17.750,-12.900
-17.823,-11.650
-17.897,-12.900
-17.969,-11.650
-18.040,-11.400
-18.110,-12.150
-18.252,-13.400
-18.323,-12.650
-18.391,-12.150
-18.460,-11.650
-18.528,-12.650
-18.597,-11.900
-18.665,-13.150
-18.736,-12.400
-18.810,-13.150
-18.884,-12.650
-18.958,-12.900
-19.032,-11.900
-19.106,-14.150
-19.180,-13.150
-19.199,-12.650
-19.178,-13.150
-19.137,-13.400
-19.116,-14.150
-19.075,-14.650
-19.054,-13.900
-19.033,-14.150
-19.012,-14.900
-18.971,-15.400
-18.950,-14.400
-18.929,-15.650
-18.909,-13.650
-18.888,-13.150
-18.867,-14.400
-18.847,-13.400
-18.826,-13.900
-18.805,-14.650
-18.784,-15.400
-18.795,-14.150
-18.852,-13.650
-18.880,-15.150
-18.908,-13.400
-18.936,-14.650
-18.993,-13.650
-19.049,-14.900
-19.077,-14.650
-19.105,-15.150
-19.135,-14.150
-19.172,-15.150
-19.250,-14.650
-19.303,-13.650
-19.356,-14.150
-19.407,-15.150
-19.457,-14.400
-19.506,-14.150
-19.546,-13.900
-19.583,-15.150
-19.619,-13.900
-19.656,-14.650
-19.692,-14.400
-19.729,-16.150
-19.765,-14.650
-19.833,-15.150
-19.853,-14.650
-19.873,-13.650
-19.893,-16.150
-19.912,-14.650
-19.926,-15.900
-19.940,-15.650
-19.954,-15.150
-19.969,-14.650
-19.983,-14.400
-19.997,-15.650
-20.026,-14.650
-20.040,-14.900
-20.054,-14.650
-20.068,-14.900
-20.087,-15.650
-20.090,-14.650
-20.093,-15.650
-20.099,-14.400
-20.103,-16.150
-20.112,-14.150
-20.121,-14.900
-20.133,-16.400
-20.149,-14.650
-20.165,-14.400
-20.177,-16.150
-20.186,-15.900
-20.194,-15.400
-20.203,-16.900
-20.212,-14.650
-20.221,-15.150
-20.210,-16.400
-20.206,-15.650
-20.203,-15.900
-20.199,-16.150
-20.195,-15.900
-20.184,-16.900
-20.181,-14.900
-20.177,-16.400
-20.173,-15.650
-20.170,-16.650
-20.166,-15.650
-20.159,-16.400
-20.155,-15.900
-20.152,-16.900
-20.151,-15.650
-20.152,-16.150
-20.153,-15.650
-20.154,-15.400
-20.156,-16.150
-20.158,-14.650
-20.160,-15.650
-20.162,-15.150
-20.164,-15.650
-20.160,-17.400
-20.157,-16.900
-20.154,-16.150
-20.150,-15.650
-20.147,-16.900
-20.140,-16.150
-20.137,-15.150
-20.134,-15.650
-20.130,-16.150
-20.127,-15.650
-20.117,-16.150
-20.111,-15.650
-20.107,-15.900
-20.104,-16.900
-20.097,-15.900
-20.094,-16.150
-20.091,-15.650
-20.087,-16.900
-20.084,-16.400
-20.081,-16.900
-20.078,-15.650
-20.074,-16.150
-20.069,-16.900
-20.059,-15.150
-20.049,-16.900
-20.040,-16.150
-20.030,-15.650
-20.020,-16.400
-20.013,-16.650
-20.010,-15.900
-20.007,-16.900
-20.005,-15.900
-20.002,-15.150
-20.000,-16.150
-19.999,-15.900
-19.999,-16.150
-20.000,-15.900
-20.000,-15.650
-20.000,-16.400
-20.000,-15.650
-20.000,-16.150
-20.000,-14.650
-20.001,-16.150
-20.001,-15.900
-20.001,-16.400
-20.003,-16.900
-20.004,-16.150
-20.005,-15.650
-20.006,-16.650
-20.008,-15.650
-20.009,-16.900
-20.010,-16.150
-20.011,-16.400
-20.013,-15.400
-20.014,-15.900
-20.015,-17.150
-20.014,-16.900
-20.013,-15.650
-20.012,-16.900
-20.010,-15.900
-20.009,-16.650
-20.009,-15.900
-20.008,-17.150
-20.008,-16.650
-20.007,-15.650
-20.007,-15.900
-20.007,-16.900
-20.008,-16.150
-20.011,-15.650
-20.019,-15.900
-20.021,-16.400
-20.022,-15.650
-20.024,-16.150
-20.025,-16.900
-20.026,-17.150
-20.026,-16.150
-20.027,-15.650
-20.027,-16.150
-20.028,-15.150
-20.028,-15.650
-20.028,-16.150
-20.029,-16.650
-20.029,-15.650
-20.030,-16.650
-20.030,-16.900
-20.030,-15.400
-20.031,-15.650
-20.031,-15.400
-20.033,-15.650
-20.035,-15.900
-20.036,-15.650
-20.040,-15.900
-20.042,-16.650
-20.043,-14.400
-20.045,-16.650
-20.047,-15.900
-20.048,-15.400
-20.050,-16.900
-20.052,-14.650
-20.054,-16.150
-20.058,-15.900
-20.059,-15.650
-20.061,-15.400
-20.063,-16.400
-20.065,-15.650
-20.069,-16.650
-20.071,-15.650
-20.072,-15.900
-20.074,-15.650
-20.075,-15.400
-20.076,-16.900
-20.077,-15.400
-20.077,-17.150
-20.076,-15.650
-20.076,-14.900
-20.076,-16.150
-20.081,-15.650
-20.086,-16.150
-20.083,-15.150
-20.081,-16.150
-20.078,-15.900
-20.076,-16.650
-20.073,-15.650
-20.068,-17.400
-20.066,-16.150
-20.063,-16.400
-20.061,-16.150
-20.056,-16.650
-20.053,-16.150
-20.051,-15.400
-20.048,-16.650
-20.039,-15.400
-20.036,-15.650
-20.034,-15.900
-20.031,-16.400
-20.028,-15.400
-20.024,-15.900
-20.020,-15.650
-20.011,-15.400
-20.007,-16.900
-20.002,-15.400
-19.998,-16.150
-19.989,-15.650
-19.987,-16.150
-19.987,-15.650
-19.988,-15.150
-19.988,-15.650
-19.989,-16.150
-19.989,-15.400
-19.989,-15.900
-19.991,-17.150
-19.992,-16.650
-19.992,-15.150
-19.993,-14.650
-19.993,-17.400
-19.993,-16.150
-19.993,-16.650
-19.993,-15.650
-19.993,-14.650
-19.993,-16.650
-19.993,-15.650
-19.993,-15.900
-19.993,-16.150
-19.994,-15.900
-19.994,-15.650
-19.994,-15.900
-19.995,-15.650
-19.995,-16.150
-19.995,-16.900
-19.996,-15.900
-19.996,-15.650
-19.997,-16.150
-19.998,-16.650
-20.000,-16.150
-20.004,-15.900
-20.007,-15.650
-20.010,-16.900
-20.011,-15.650
-20.001,-16.650
-19.991,-16.900
-19.986,-15.650
-19.989,-16.900
-19.992,-15.900
-19.995,-16.400
-19.998,-16.150
-20.001,-17.150
-19.998,-15.650
-19.994,-16.900
-19.991,-15.400
-19.991,-17.150
-19.991,-15.900
-19.992,-15.650
-19.992,-16.400
-19.992,-16.650
-19.992,-15.650
-19.992,-16.650
-19.992,-15.900
-19.992,-16.150
-19.992,-15.650
-19.992,-15.400
-19.992,-16.150
-19.993,-17.400
-19.993,-15.150
-19.993,-17.150
-19.993,-15.400
-19.993,-16.150
-19.993,-15.650
-19.993,-16.150
-19.993,-17.400
-19.993,-16.650
-19.990,-16.900
-19.987,-15.900
-19.986,-15.650
-19.989,-16.150
-19.991,-15.900
-19.993,-14.650
-19.992,-15.900
-19.996,-16.650
-20.003,-15.900
-20.009,-16.650
-20.007,-15.900
-19.995,-16.900
-19.999,-16.150
-20.007,-16.650
-20.014,-16.400
-20.015,-15.900
-20.015,-16.650
-20.015,-15.650
-20.015,-15.150
-20.015,-17.150
-20.015,-16.650
-20.016,-16.900
-20.016,-15.900
-20.016,-16.900
-20.016,-16.400
-20.016,-16.150
-20.016,-15.900
-20.016,-16.400
-20.018,-16.900
-20.022,-16.650
-20.025,-16.900
-20.018,-16.150
-20.007,-15.900
-19.997,-14.650
-19.998,-16.900
-20.000,-15.900
-20.002,-16.150
-20.004,-15.650
-19.999,-16.150
-19.993,-16.650
-19.988,-16.150
-19.989,-15.650
-19.990,-17.150
-19.991,-16.900
-19.992,-16.150
-19.993,-17.150
-19.992,-15.650
-19.992,-16.150
-19.992,-15.650
-19.991,-16.150
-19.990,-16.650
-19.990,-16.900
-19.990,-15.650
-19.989,-16.400
-19.989,-16.650
-19.988,-16.900
-19.988,-16.150
-19.988,-15.650
-19.989,-16.150
-19.990,-15.650
-19.991,-16.900
-19.991,-14.650
-19.992,-16.650
-19.992,-15.650
-19.992,-16.150
-19.993,-16.900
-19.993,-15.650
-19.994,-16.150
-19.994,-15.900
-20.008,-14.900
-20.016,-16.150
-20.016,-15.900
-20.014,-15.650
-20.013,-16.150
-20.011,-15.900
-20.010,-16.650
-20.008,-16.150
-20.007,-16.650
-20.005,-15.650
-20.003,-17.150
-20.001,-15.650
-20.000,-16.400
-19.998,-15.400
-19.995,-16.900
-19.992,-15.900
-19.991,-15.650
-19.990,-15.400
-19.990,-17.400
-19.991,-15.900
-19.992,-16.900
-19.993,-15.900
-19.993,-14.650
-19.994,-15.650
-19.996,-16.150
-19.999,-15.650
-20.009,-15.150
-20.012,-15.400
-20.015,-15.650
-20.013,-17.400
-20.011,-15.650
-20.008,-16.900
-20.005,-16.150
-20.002,-17.400
-20.003,-15.900
-20.003,-16.900
-20.003,-17.150
-20.004,-15.900
-20.004,-16.650
-20.004,-16.150
-20.005,-16.900
-20.005,-16.150
-20.006,-17.400
-20.004,-16.900
-20.002,-14.650
-19.999,-16.650
-19.995,-17.150
-19.992,-16.150
-19.988,-15.150
-19.984,-15.900
-19.980,-16.900
-19.984,-17.400
-19.989,-15.650
-19.994,-16.150
-19.995,-15.650
-19.997,-16.150
-19.998,-15.150
-19.999,-15.900
-19.999,-16.650
-19.997,-16.900
-19.995,-14.650
-19.994,-15.400
-19.992,-16.400
-19.990,-15.650
-19.988,-15.150
-19.989,-16.650
-19.995,-17.150
-19.998,-16.650
-20.001,-17.150
-20.004,-16.650
-20.004,-15.650
-20.004,-16.900
-20.004,-15.900
-20.004,-15.150
-20.004,-16.150
-20.004,-17.400
-20.004,-16.900
-20.006,-15.900
-20.013,-17.400
-20.019,-15.400
-20.026,-16.900
-20.032,-16.650
-20.038,-15.650
-20.045,-16.900
-20.046,-16.650
-20.043,-16.150
-20.040,-15.650
-20.036,-16.150
-20.031,-16.400
-20.025,-15.400
-20.020,-16.900
-20.015,-15.650
-20.010,-15.900
-20.008,-16.150
-20.005,-14.900
-20.003,-16.150
-20.000,-17.150
-19.998,-15.650
-19.996,-16.150
-19.993,-16.650
-19.991,-16.150
-19.990,-15.650
-19.989,-16.650
-19.988,-16.900
-19.987,-15.650
-19.987,-15.900
-19.987,-15.400
-19.986,-14.900
-19.986,-16.150
-19.985,-15.650
-19.984,-17.150
-19.984,-15.150
-19.983,-16.150
-19.983,-15.400
-19.982,-16.150
-19.982,-15.400
-19.982,-16.900
-19.981,-15.900
-19.981,-15.650
-19.980,-16.650
-19.999,-15.900
-20.000,-16.150
-20.000,-16.650
-20.001,-16.150
-20.000,-16.900
-19.979,-17.400
-19.957,-15.900
-19.936,-16.650
-19.914,-16.900
-19.893,-16.400
-19.871,-15.150
-19.840,-15.900
-19.648,-14.650
-19.553,-15.400
-19.457,-16.400
-19.362,-15.900
-19.280,-16.150
-19.210,-16.900
-19.140,-15.650
-19.069,-15.400
-18.996,-15.650
-18.924,-15.900
-18.779,-14.400
-18.707,-14.150
-18.635,-14.400
-18.568,-16.150
-18.503,-14.650
-18.368,-14.900
-18.299,-13.650
-18.231,-14.900
-18.165,-15.150
-18.099,-14.650
-18.034,-14.400
-17.970,-14.900
-17.907,-14.650
-17.845,-13.150
-17.784,-14.900
-17.724,-14.650
-17.603,-14.150
-17.542,-14.900
-17.483,-13.650
-17.424,-14.150
-17.365,-13.900
-17.306,-13.650
-17.188,-14.150
-17.129,-13.400
-17.070,-12.900
-16.952,-14.150
-16.893,-13.650
-16.834,-13.400
-16.775,-13.900
-16.716,-13.650
-16.657,-15.400
-16.598,-12.400
-16.539,-13.650
-16.421,-13.900
-16.362,-12.900
-16.244,-13.150
-16.185,-12.900
-16.126,-11.900
-16.067,-12.900
-16.008,-11.650
-15.935,-13.400
-15.857,-12.900
-15.781,-12.400
-15.629,-11.650
-15.553,-12.650
-15.477,-12.900
-15.400,-13.150
-15.325,-12.900
-15.250,-13.150
-15.176,-12.650
-15.103,-11.400
-15.032,-13.150
-14.961,-11.650
-14.889,-11.400
-14.817,-12.150
-14.745,-13.150
-14.671,-11.900
-14.596,-11.400
-14.522,-11.900
-14.381,-12.150
-14.310,-10.650
-14.240,-11.650
-14.169,-11.400
-14.097,-11.650
-13.949,-12.150
-13.875,-10.900
-13.802,-11.400
-13.728,-12.150
-13.654,-11.400
-13.580,-10.900
-13.506,-11.650
-13.432,-10.650
-13.359,-9.650
-13.285,-10.150
-13.211,-11.150
-13.137,-9.400
-13.063,-9.150
-12.990,-9.400
-12.916,-10.150
-12.841,-9.400
-12.691,-9.150
-12.618,-9.900
-12.472,-10.150
-12.399,-8.650
-12.326,-8.400
-12.252,-10.400
-12.178,-9.650
-12.104,-10.150
-12.030,-8.150
-11.955,-9.900
-11.881,-9.400
-11.803,-8.900
-11.724,-8.150
-11.568,-8.900
-11.333,-8.150
-11.254,-9.400
-11.176,-8.900
-11.098,-8.400
-11.019,-8.900
-10.863,-8.400
-10.785,-7.650
-10.706,-8.900
-10.629,-8.400
-10.552,-8.150
-10.475,-8.650
-10.398,-7.400
-10.319,-7.150
-10.238,-7.400
-10.158,-6.650
-10.009,-6.900
-9.935,-7.650
-9.863,-6.650
-9.792,-7.900
-9.720,-7.650
-9.647,-6.400
-9.574,-7.650
-9.502,-6.650
-9.431,-7.650
-9.290,-6.650
-9.219,-5.650
-9.148,-6.150
-9.077,-5.400
-9.008,-6.150
-8.939,-5.150
-8.870,-6.150
-8.801,-6.900
-8.732,-6.650
-8.663,-6.150
-8.595,-5.650
-8.526,-5.400
-8.458,-6.150
-8.390,-6.650
-8.184,-5.400
-8.116,-5.900
-8.047,-5.650
-7.979,-4.150
-7.911,-5.900
-7.842,-4.650
-7.774,-4.400
-7.707,-4.150
-7.640,-5.650
-7.570,-5.400
-7.500,-4.400
-7.429,-5.650
-7.360,-4.650
-7.291,-3.400
-7.222,-4.400
-7.153,-3.400
-7.085,-5.650
-7.015,-4.900
-6.943,-3.900
-6.871,-4.400
-6.799,-4.650
-6.727,-4.150
-6.655,-5.150
-6.585,-2.900
-6.518,-4.400
-6.384,-3.400
-6.250,-5.150
-6.183,-2.650
-6.113,-3.400
-6.042,-3.150
-5.972,-3.400
-5.901,-4.150
-5.830,-3.650
-5.759,-4.900
-5.688,-2.150
-5.618,-3.150
-5.547,-2.650
-5.405,-3.400
-5.334,-4.650
-5.263,-2.650
-5.193,-2.400
-5.122,-2.650
-4.980,-1.650
-4.909,-2.900
-4.839,-2.400
-4.768,-2.900
-4.697,-2.400
-4.627,-2.650
-4.558,-1.150
-4.489,-0.900
-4.420,-2.150
-4.351,-1.150
-4.282,-0.650
-4.212,-1.400
-4.142,-1.650
-4.073,-2.650
-4.003,-2.150
-3.933,-1.650
-3.864,-1.400
-3.794,-1.150
-3.725,-1.650
-3.656,-0.400
-3.587,-0.150
-3.517,-1.650
-3.448,-2.650
-3.379,-0.150
-3.310,0.100
-3.241,-1.400
-3.172,-0.400
-3.103,0.100
-3.033,-0.650
-2.964,1.100
-2.895,0.100
-2.825,0.600
-2.755,-0.150
-2.616,0.100
-2.546,0.600
-2.476,-0.650
-2.406,-0.400
-2.337,-0.150
-2.268,1.100
-2.199,0.850
-2.131,1.850
-2.062,-0.650
-1.993,1.350
-1.923,0.850
-1.852,0.600
-1.710,-0.400
-1.638,1.850
-1.494,0.600
-1.353,0.850
-1.282,0.600
-1.211,1.850
-1.140,0.600
-1.070,2.600
-0.999,0.850
-0.928,1.850
-0.857,2.350
-0.787,1.350
-0.574,1.850
-0.504,2.850
-0.433,1.850
-0.362,1.350
-0.150,1.100
-0.079,2.850
0.056,2.600
0.120,3.350
0.184,3.600
0.244,2.850
0.304,1.850
0.363,2.850
0.424,2.600
0.494,3.100
0.564,2.600
0.633,4.100
0.703,2.600
0.772,3.850
0.842,3.600
0.911,3.350
0.981,4.100
1.120,3.350
1.259,3.600
1.329,4.100
1.399,3.600
1.468,5.100
1.538,4.100
1.607,2.850
1.678,4.350
1.748,4.600
1.799,5.600
1.827,5.850
1.854,4.850
1.910,5.100
1.937,4.350
1.965,3.600
1.993,4.850
2.021,3.600
2.048,5.100
2.076,4.100
2.132,3.850
2.159,4.850
2.215,4.350
2.270,4.600
2.298,6.350
2.326,4.850
2.432,5.850
2.552,4.850
2.672,3.850
2.792,4.600
2.911,5.100
3.031,4.850
3.151,3.600
3.391,4.850
3.631,6.100
3.751,5.100
3.870,4.350
3.990,4.600
4.110,4.850
4.230,6.350
4.350,3.600
4.649,4.600
4.799,4.850
4.939,3.600
5.079,6.350
5.207,4.850
5.305,5.850
5.404,5.100
5.502,6.100
5.600,5.850
5.895,6.100
5.993,5.850
6.386,7.100
6.446,6.600
6.495,6.350
6.544,6.600
6.611,6.100
6.644,7.100
6.677,6.850
6.710,7.100
6.743,7.850
6.776,6.850
6.809,8.350
6.842,7.600
6.875,8.350
6.908,6.600
6.981,7.850
7.028,7.100
7.076,7.850
7.123,7.600
7.170,9.350
7.218,8.100
7.265,7.600
7.326,8.850
7.395,8.100
7.533,8.350
7.602,8.100
7.741,7.850
7.948,8.350
8.017,8.600
8.155,7.850
8.224,9.100
8.294,8.100
8.366,8.600
8.445,7.850
8.523,10.350
8.598,9.350
8.742,7.350
8.813,9.350
8.957,8.850
9.102,9.350
9.175,9.100
9.249,8.600
9.322,10.100
9.396,9.350
9.469,10.100
9.543,10.350
9.616,10.600
9.690,10.350
9.910,11.600
9.983,10.100
10.317,11.100
10.384,10.100
10.451,10.850
10.521,11.350
10.659,12.350
10.728,11.100
10.798,10.350
10.863,11.850
10.928,11.350
10.998,10.850
11.069,12.100
11.139,11.350
11.209,12.350
11.280,12.100
11.350,11.600
11.420,11.350
11.489,12.600
11.559,12.100
11.629,10.850
11.699,12.100
11.772,13.100
11.845,12.600
11.918,12.100
11.990,11.850
12.063,13.350
12.136,12.100
12.209,11.850
12.281,13.850
12.353,13.350
12.426,12.100
12.498,13.350
12.570,13.100
12.641,13.600
12.782,13.100
12.852,14.350
12.923,13.350
12.993,13.850
13.064,13.100
13.137,14.100
13.210,13.600
13.430,13.350
13.503,14.600
13.576,13.100
13.649,14.100
13.723,13.350
13.798,14.350
13.947,14.600
14.022,15.100
14.097,13.600
14.171,14.350
14.246,14.600
14.321,14.350
14.395,16.100
14.470,14.350
14.619,15.100
14.694,15.600
14.769,14.600
14.843,14.350
14.914,15.600
14.985,14.600
15.056,14.350
15.127,15.600
15.320,15.100
15.378,15.600
15.431,15.100
15.532,15.350
15.583,16.350
15.643,15.600
15.707,16.350
15.772,16.600
15.836,16.850
15.900,16.100
15.964,17.100
16.029,16.600
16.093,18.350
16.157,16.850
16.221,16.600
16.286,16.850
16.350,17.850
16.416,17.100
16.488,16.850
16.561,15.350
16.634,17.600
16.706,18.100
16.779,18.600
16.852,17.600
16.924,16.850
16.997,17.350
17.074,17.850
17.152,18.350
17.230,17.600
17.307,18.850
17.385,17.600
17.463,17.100
17.620,17.850
17.697,17.600
17.845,17.850
17.917,18.350
17.989,18.600
18.061,17.850
18.133,19.100
18.204,20.600
18.276,18.350
18.348,18.850
18.420,18.600
18.492,19.100
18.563,18.600
18.635,20.100
18.707,18.850
18.918,18.600
18.984,19.350
19.050,19.600
19.117,20.100
19.183,19.850
19.249,20.350
19.316,20.100
19.382,19.600
19.449,18.600
19.519,21.100
19.657,19.850
19.726,20.100
19.795,19.850
19.864,21.600
19.932,20.100
20.000,20.350
20.076,20.850
20.151,19.850
20.226,20.850
20.298,20.100
20.370,21.100
20.514,20.350
20.586,21.100
20.730,20.850
20.802,20.350
20.874,21.850
20.946,20.350
21.019,21.100
21.091,22.600
21.163,21.850
21.235,22.100
21.307,20.350
21.379,21.600
21.451,21.850
21.523,22.600
21.592,21.100
21.661,21.850
21.729,23.100
21.795,23.600
21.860,23.100
21.926,22.600
21.991,23.100
22.057,21.850
22.123,23.100
22.190,21.850
22.257,22.850
22.392,23.100
22.459,23.600
22.526,22.100
22.597,23.600
22.670,23.100
22.742,23.350
22.815,23.600
22.956,24.350
23.026,23.850
23.095,23.100
23.165,24.100
23.235,23.100
23.305,24.100
23.375,24.350
23.512,24.100
23.580,24.350
23.649,23.600
23.720,23.850
23.790,24.100
23.861,23.100
23.931,24.350
24.002,25.100
24.073,23.850
24.145,25.600
24.217,23.850
24.288,25.350
24.360,24.350
24.434,25.600
24.659,24.350
24.734,25.600
24.808,24.100
24.882,26.350
24.954,25.100
25.022,25.600
25.091,26.350
25.159,25.350
25.227,25.100
25.296,26.350
25.363,26.100
25.429,25.350
25.496,27.600
25.562,26.100
25.695,25.350
25.761,26.100
25.835,27.100
25.908,25.600
25.981,26.600
26.044,26.350
26.108,25.850
26.171,27.600
26.234,27.350
26.365,25.850
26.512,27.350
26.585,25.350
26.658,26.850
26.731,26.600
26.880,26.350
26.954,27.100
27.029,28.600
27.103,27.600
27.177,27.350
27.252,29.600
27.324,27.350
27.396,28.850
27.468,28.350
27.539,29.600
27.611,28.600
27.683,28.850
27.756,28.600
27.829,28.350
27.902,28.850
27.975,27.600
28.048,28.350
28.121,29.850
28.189,28.600
28.254,28.850
28.384,28.600
28.448,28.350
28.513,29.850
28.576,28.350
28.646,29.600
28.720,30.100
28.793,28.850
28.867,28.600
28.941,30.100
29.013,29.600
29.080,30.100
29.146,29.350
29.213,29.850
29.279,29.600
29.413,29.850
29.480,29.600
29.547,29.100
29.614,29.600
29.681,31.100
29.748,29.850
29.816,29.600
29.885,31.100
30.024,29.850
30.093,29.350
30.163,29.850
30.233,30.850
30.302,30.600
30.372,30.850
30.514,30.600
30.587,30.850
30.659,30.350
30.732,31.850
30.804,30.850
30.948,30.600
31.088,30.850
31.157,32.100
31.227,32.350
31.297,30.850
31.369,30.600
31.442,30.850
31.516,31.100
31.589,31.600
31.662,32.100
31.735,31.850
31.809,31.600
31.882,32.100
