Time_s,Voltage_V
185734.641,-0.6863
185835.569,-0.5882
185939.730,-0.4977
186034.565,-0.3612
186142.157,-0.3233
186246.661,-0.2885
186354.469,-0.214
186449.676,-0.2122
186557.654,-0.1673
186659.382,-0.1762
186754.880,-0.149
186863.209,-0.1046
186961.352,-0.1259
187055.879,-0.081
187156.814,-0.0733
187264.120,-0.0621
187362.109,-0.0485
187460.158,-0.0538
187561.441,-0.0213
187662.839,-0.0077
187761.173,0.0089
187862.819,0.0118
187977.259,0.0355
188072.656,0.0236
188179.670,0.065
188283.590,0.1501
188384.523,0.1986
188485.518,0.2075
188592.916,0.2004
188705.786,0.224
188800.775,0.2234
188902.162,0.2033
189006.833,0.2158
189111.604,0.1986
189216.478,0.1235
189334.095,0.0615
189438.100,0.0585
189535.824,0.0674
189633.641,0.0497
189731.562,0.0491
189842.229,0.0567
189940.369,0.0715
190048.062,0.0461
190143.214,0.0597
190247.967,0.0361
190359.218,0.0236
190461.031,0.0272
190559.776,0.0201
190661.363,-0.0041
190762.096,0.0006
190859.817,-0.0242
190957.631,-0.0296
191071.333,-0.0284
191178.803,-0.0343
191276.925,-0.0662
191378.315,-0.0632
191479.775,-0.0786
191578.164,-0.0822
191679.824,-0.0893
191790.787,-0.1052
191885.209,-0.1235
191992.312,-0.1419
192090.077,-0.2625
192187.933,-0.269
192301.630,-0.383
192402.815,-0.3842
192510.406,-0.4049
192611.780,-0.4096
192710.119,-0.4014
192821.236,-0.4374
192926.124,-0.4481
193034.303,-0.4404
193138.474,-0.4563
193242.596,-0.4829
193343.665,-0.4735
193448.034,-0.4818
193555.685,-0.4888
193653.918,-0.5125
193755.418,-0.5385
193860.213,-0.5994
193974.615,-0.6183
194079.600,-0.6549
194181.588,-0.6833
194292.840,-0.707
194390.416,-0.7324
194497.578,-0.7288
194598.536,-0.7543
194696.429,-0.7726
194794.431,-0.7779
194892.519,-0.7838
194990.708,-0.8329
195088.967,-0.8459
195193.650,-0.8766
195292.094,-0.915
195390.669,-0.9186
195495.169,-0.9428
195598.989,-0.9606
195696.638,-0.9416
195800.676,-0.9659
195904.778,-0.9363
196005.840,-0.9274
196113.349,-0.954
196214.642,-0.9204
196312.858,-0.9316
196408.031,-0.8938
196509.608,-0.8683
196608.108,-0.8559
196703.192,-0.8358
196810.381,-0.827
196926.233,-0.8145
197039.019,-0.7744
197140.237,-0.7613
197241.542,-0.7158
197346.110,-0.6727
197444.451,-0.6502
197542.900,-0.6278
197669.995,-0.5988
197765.462,-0.5763
197864.212,-0.5497
197966.041,-0.5415
198063.614,-0.5208
198161.253,-0.5231
198262.154,-0.503
198372.612,-0.4812
198476.823,-0.4818
198581.122,-0.4463
198701.392,-0.4286
198799.632,-0.3068
198897.948,-0.2548
198996.380,-0.2199
199101.220,-0.1827
199202.064,-0.175
199302.792,-0.1377
199409.891,-0.1389
199507.662,-0.0958
199608.673,-0.0916
199722.381,-0.0739
199820.432,-0.0733
199921.762,-0.0644
200026.339,-0.0266
200121.505,-0.0189
200226.276,-0.0083
200327.957,0.0024
200435.489,0.0012
200557.591,0.0142
200664.986,0.0384
200772.476,0.052
200867.433,0.042
200971.994,0.0632
201070.342,0.123
201178.307,0.2093
201283.200,0.2353
201391.434,0.2695
201490.175,0.2873
201589.019,0.3121
201693.709,0.3263
201794.440,0.3718
201895.202,0.409
201992.947,0.4297
202106.544,0.4835
202201.340,0.4841
202302.544,0.5024
202400.682,0.5314
202505.264,0.5474
202603.585,0.5651
202708.336,0.561
202819.241,0.5604
202929.350,0.571
203036.452,0.5917
203140.488,0.5775
203238.309,0.5763
203348.850,0.5598
203450.039,0.5627
203554.493,0.5663
203652.711,0.5521
203754.216,0.5734
203858.963,0.5444
203960.616,0.542
204068.755,0.5497
204166.342,0.5373
204264.032,0.529
204361.813,0.535
204459.654,0.5444
204570.265,0.5178
204668.350,0.5196
204769.686,0.5154
204867.937,0.4912
204977.972,0.4764
205079.601,0.4894
205178.144,0.4605
205289.504,0.4345
205390.407,0.402
205491.213,0.2956
205592.172,0.2826
205690.015,0.2861
205794.269,0.2731
205901.765,0.2684
205996.736,0.2471
206101.269,0.2435
206202.773,0.2299
206310.703,0.1762
206418.755,0.1738
206523.265,0.1271
206627.050,0.1283
206724.658,0.0993
206825.550,0.0656
206932.838,0.0408
207037.077,0.0331
207147.745,0.0053
207249.014,0.0006
207347.219,-0.0183
207448.711,-0.052
207547.126,-0.091
207645.603,-0.1212
207747.180,-0.1561
207851.124,-0.1951
207951.997,-0.224
208053.005,-0.227
208157.280,-0.2536
208261.647,-0.2441
208359.825,-0.3281
208464.409,-0.3464
208565.949,-0.3553
208688.798,-0.3458
208800.048,-0.3493
208905.105,-0.3807
209027.929,-0.3748
209128.649,-0.3724
209229.444,-0.3955
209327.178,-0.3966
209431.341,-0.3925
209535.577,-0.4002
209633.639,-0.409
209734.924,-0.415
209839.478,-0.4315
209937.805,-0.4327
210042.536,-0.4451
210141.060,-0.4392
210245.129,-0.4138
210348.983,-0.4096
210449.782,-0.4173
210544.361,-0.4215
210642.186,-0.4161
210749.554,-0.3943
210850.749,-0.3884
210955.149,-0.4043
211056.482,-0.3819
211151.623,-0.4008
211259.527,-0.3866
211358.013,-0.3931
211462.457,-0.386
211566.483,-0.3848
211664.365,-0.3665
211765.509,-0.3281
211863.558,-0.3015
211968.072,-0.2743
212069.512,-0.2246
212171.040,-0.1821
212275.877,-0.1626
212377.678,-0.1383
212500.800,-0.117
212602.786,-0.1111
212710.961,-0.1176
212808.547,-0.0904
212903.090,-0.0727
213000.848,-0.0455
213104.993,-0.0426
213212.423,-0.0213
213310.448,0.0006
213408.582,-0.013
213513.101,-0.0047
213611.448,0.0248
213713.042,0.0432
213811.549,0.0378
213918.727,0.0768
214019.455,0.0739
214123.434,0.1117
214221.187,0.1951
214325.361,0.2595
214426.478,0.2826
214524.510,0.3357
214622.641,0.3801
214730.325,0.4108
214831.795,0.451
214930.213,0.4404
215038.232,0.4729
215136.591,0.5024
215234.300,0.4823
215335.324,0.5184
215436.434,0.535
215534.468,0.5545
215632.593,0.5616
215730.834,0.5669
215835.475,0.5574
215946.526,0.5775
216054.591,0.5994
216159.575,0.5952
216258.341,0.5958
216363.566,0.5976
216464.320,0.5935
216561.939,0.6118
216656.486,0.6289
216778.556,0.6023
216879.614,0.6449
216980.739,0.6461
217081.970,0.636
217180.118,0.6343
217284.744,0.6408
217383.091,0.6538
217487.888,0.6626
217592.304,0.6349
217696.199,0.6573
217797.039,0.6544
