Time_s,ja3_Raw,ja3_DeltaPct,ja2_Raw,ja2_DeltaPct,PLA_efter70_1_Raw,PLA_efter70_1_DeltaPct
8.42692856,38.17473046875,2.76875457834627,NaN,NaN,NaN,NaN
8.42731642,NaN,NaN,38.55371484375,3.44956942091936,NaN,NaN
8.42831762,NaN,NaN,NaN,NaN,37.88244140625,2.0789447009425
8.50956234,38.17262890625,2.76309704106593,NaN,NaN,NaN,NaN
8.50993268,NaN,NaN,38.5415,3.41679384192256,NaN,NaN
8.51095598,NaN,NaN,NaN,NaN,37.90542578125,2.14087895484789
8.59218186,38.2676328125,3.01885348008998,NaN,NaN,NaN,NaN
8.59255912,NaN,NaN,38.53569921875,3.40122884837914,NaN,NaN
8.59359872,NaN,NaN,NaN,NaN,37.820015625,1.91073067788641
8.67481812,38.23130078125,2.92104538669898,NaN,NaN,NaN,NaN
8.67516868,NaN,NaN,38.56928515625,3.49134858877392,NaN,NaN
8.67623676,NaN,NaN,NaN,NaN,37.9003046875,2.12707953151851
8.75742732,38.24888671875,2.96838782691469,NaN,NaN,NaN,NaN
8.75779478,NaN,NaN,38.43968359375,3.14359414043502,NaN,NaN
8.75885942,NaN,NaN,NaN,NaN,37.8275078125,1.93091930789839
8.84002856,38.18821875,2.80506587245218,NaN,NaN,NaN,NaN
8.84042168,NaN,NaN,38.42883203125,3.11447659695787,NaN,NaN
8.84148128,NaN,NaN,NaN,NaN,37.91031640625,2.15405735149803
8.92264064,38.15584765625,2.7179208697717,NaN,NaN,NaN,NaN
8.92304732,NaN,NaN,38.46209375,3.20372637475055,NaN,NaN
8.9241191,NaN,NaN,NaN,NaN,37.7845078125,1.8150504657858
9.00528044,38.16084765625,2.73138118151672,NaN,NaN,NaN,NaN
9.00566544,NaN,NaN,38.5307734375,3.38801170571368,NaN,NaN
9.00675386,NaN,NaN,NaN,NaN,37.7890703125,1.82734468885879
9.08790818,38.17342578125,2.76524227825031,NaN,NaN,NaN,NaN
9.08830882,NaN,NaN,38.490890625,3.28099582417951,NaN,NaN
9.08937048,NaN,NaN,NaN,NaN,37.8376640625,1.95828658528689
9.17052564,38.1886640625,2.80626468146699,NaN,NaN,NaN,NaN
9.17092448,NaN,NaN,38.41630859375,3.08087298126752,NaN,NaN
9.17198036,NaN,NaN,NaN,NaN,37.81790234375,1.9050361790144
9.25314398,38.10864453125,2.5908471142038,NaN,NaN,NaN,NaN
9.25353904,NaN,NaN,38.4398984375,3.14417062167737,NaN,NaN
