Time_s,Voltage_mV
21803.78103198,201.8871307373
21865.76768472,202.6015073061
21953.58203242,203.5254836082
21966.4959443,203.5294771194
22067.22425268,203.9808034897
22118.87986236,204.1367590427
22206.69426636,198.4461247921
22271.26371982,200.5175799131
22320.3365276,207.1156948805
22346.16428734,206.8927288055
22446.89255442,206.4147293568
22498.54816002,206.8417668343
22586.36269146,207.5053453445
22648.34934434,208.1419974566
22725.83264008,209.0813964605
22738.7465249,209.0402543545
22852.38882086,209.6478939056
22914.37550832,210.60359478
22966.03109032,211.9812816381
23040.93162364,217.7566289902
23115.83217748,218.9247757196
23180.4016003,219.4555401802
23242.3883169,220.3724980354
23306.95770876,220.8458483219
23368.9443893,234.2368662357
23394.77215452,234.1744452715
23495.5005577,234.5366328955
23560.07000412,235.4208827019
23622.05666548,236.6425395012
23696.95719916,242.3064559698
23761.5266718,243.0815696716
23823.51336718,243.4728741646
23888.0827878,244.073331356
23937.15553944,249.9803155661
23975.89713996,249.8842030764
24063.71156878,249.9834746122
24089.53935486,249.6173381805
24154.1087669,248.577862978
24216.09537474,243.0136501789
24280.66472362,235.6351017952
24381.39298028,185.0371658802
24469.20747132,185.376226902
24495.03526288,185.5921447277
24595.76349302,185.9802305698
24657.7501274,186.2989068031
24722.31946316,186.7605149746
24784.3060776,186.8333518505
24848.87543644,188.1893724203
24887.61701456,189.0356838703
24949.60360414,189.090013504
25001.25915672,189.0748590231
25063.24573708,188.2255226374
25163.97383754,180.1250725985
25241.45708088,181.0713112354
25303.44365392,183.6374253035
25368.01303304,186.601549387
25429.99958928,242.5403445959
25494.56894584,242.8798675537
25556.55555298,243.3031946421
25634.03881898,243.709012866
25670.19766124,244.137853384
25760.59464878,243.9801990986
25796.75344638,243.9358532429
25887.1504175,244.1854476929
25936.22311318,244.9279874563
25962.05080708,245.0923025608
26075.69278066,245.6815689802
26150.59321616,247.2861409187
26215.1626188,253.458827734
26264.23529364,286.7267429829
26339.135651,287.0499789715
26390.79109352,287.4430119991
26465.6914319,287.7045273781
26530.26071506,287.9295051098
26592.24717496,288.2686853409
26667.14753246,288.7989580631
26680.0613458,288.8472676277
26757.54458036,288.8400256634
26845.35866162,288.7357771397
26920.25897666,288.8950705528
26971.91439892,288.9707684517
27046.81477998,289.6153628826
27108.80129932,290.672659874
27160.45669486,291.1578714848
27248.27092598,291.8600738049
27312.84025546,302.5894463062
27348.99915166,302.8593957424
27436.81336616,303.1248450279
27501.38269678,303.8384914398
27563.36921234,304.766356945
27627.93854644,305.6430220604
27689.92503836,306.507229805
27754.49435022,308.0854415894
27829.39476886,309.7389638424
27868.1364339,309.8936676979
27904.29523906,310.041218996
28005.02340264,310.0422918797
28069.59264762,309.9598586559
28095.42036116,309.8427951336
28157.40694772,309.4855844975
28232.30736842,309.5265030861
28283.96274742,309.3987107277
28358.8631512,304.8807382584
28423.43249618,302.7792870998
28485.4190298,301.094263792
28549.98828062,299.9114692211
28611.97473056,298.6383140087
28676.54406378,297.7172732353
28738.53055796,295.7440912724
28800.5170693,294.0911650658
28865.08638564,290.904968977
28939.98672894,288.1428897381
29004.55593898,286.2702906132
29066.54245682,284.8363518715
29131.11174056,283.2079231739
29193.09825088,280.9547781944
29255.08472198,275.8277058601
29319.65396706,268.5912251472
29381.64042648,223.4396934509
29484.95117548,223.0365723372
29572.7654134,223.5074788332
29621.83806184,229.923799634
29660.5795678,229.9254834652
29712.23503106,229.6426892281
29774.22151086,229.4365763664
29887.86335534,229.0985435247
29900.7772062,228.9930433035
29962.76373136,227.7655601501
30027.33286944,227.234467864
30102.23317486,224.9925136566
30166.80235606,215.3592556715
30254.61658568,159.9393188953
30293.35805048,159.7609221935
30355.34459656,159.6878319979
30443.15869648,159.5636308193
30481.90022016,159.2644900084
30595.542179,159.159168601
30608.45604184,159.4023555517
30735.01166582,159.3959480524
30796.99820476,159.424379468
30835.73977044,159.4469100237
30884.81243866,159.3638807535
30972.62668056,159.3886464834
31024.28215816,159.306704998
31112.09627966,159.3730151653
31163.75168332,159.6276015043
31238.65200422,159.7570925951
31277.39355456,159.5895439386
31339.3800155,159.5584154129
31440.10812144,159.7026884556
31478.84966718,159.7643047571
31553.75006952,159.9783748388
31592.4916877,159.9827408791
31641.56437292,159.9148213863
31768.12030188,159.8201841116
31781.03413738,159.668520093
31868.84831228,159.7412824631
31907.5899433,159.7536504269
31982.49038228,159.582555294
32083.2184728,159.6354097128
32121.96008632,159.6248298883
32196.8605178,159.7190648317
32284.67478954,159.6656441689
32323.41641776,159.6892774105
32411.2305752,159.7789525986
32475.79988422,159.8974317312
32537.78642448,160.3156626225
32599.77289984,160.3483855724
32638.51444938,160.6481075287
32713.41481482,160.7516556978
32790.89804578,161.0146909952
32865.79840344,161.383882165
32917.45378204,161.6760641336
32992.35418472,161.9992554188
33054.3408075,162.9389673471
33118.9101556,163.7693345547
33180.89665086,164.6396368742
33245.4659862,166.5884703398
33281.62482886,198.0270594358
33359.10801044,198.0402618647
33408.18071312,198.2109248638
33495.99510022,198.0741918087
33547.65056424,198.0548352003
33586.39219722,198.1441676617
33674.20645822,198.1289684772
33762.02076294,198.0731338263
33813.6762059,198.1597095728
33862.74881638,198.1464028358
33914.40433346,198.1061995029
34015.13259912,198.1903165579
34040.960297,198.0850696564
34115.8607384,198.05803895
34190.76114276,197.9473829269
34255.33040714,197.8990882635
34330.23087556,197.8333741426
34381.88625844,197.9352384806
34443.87275896,197.872415185
34482.61434068,197.9199051857
34583.342463,197.8813558817
34658.24273924,197.8943198919
34709.89815476,197.865486145
34771.88475918,197.7719962597
34810.62626888,197.8174000978
34885.52654194,197.7713704109
34975.9234933,197.8030353785
34999.16839908,197.7562904358
