Time_s,Voltage_mV,CmdDisp_um,CmdStrain_pct
34.53993578,-74.11424815655,-18.355793266904,-0.0611859775563468
34.62257174,-75.28802007437,-18.5164774742464,-0.0617215915808213
34.70518822,-75.64178109169,-18.6771238030628,-0.0622570793435425
34.7878215,-76.79733633995,-18.8378027991911,-0.0627926759973036
34.87043172,-79.57904785872,-18.9984369555448,-0.0633281231851493
34.95305238,-82.83530175686,-19.1590914122995,-0.0638636380409983
35.03570324,-84.33922380209,-19.3198045924364,-0.0643993486414546
35.11833226,-85.8218818903,-19.4804753050677,-0.0649349176835592
35.20095898,-88.64549547434,-19.6411415453885,-0.0654704718179618
35.28358198,-89.89768475294,-19.8018005522331,-0.0660060018407771
35.36620442,-92.29282289743,-19.9624584701673,-0.066541528233891
35.4488549,-93.36953610182,-20.1231709114007,-0.0670772363713357
35.53148776,-95.25787085295,-20.2838490908462,-0.0676128303028208
35.614114,-96.42723202705,-20.4445143978153,-0.0681483813260509
35.69673434,-98.00810366869,-20.6051682323354,-0.0686838941077848
35.77936566,-100.1406759024,-20.7658434172774,-0.0692194780575912
35.86199494,-101.5949621797,-20.9265146354743,-0.0697550487849142
35.9446497,-103.0635535717,-21.0872353990943,-0.0702907846636476
36.02725838,-103.66307199,-21.2478665609444,-0.0708262218698147
36.10987344,-105.4335683584,-21.4085101285951,-0.0713617004286504
36.19250174,-109.2234700918,-21.5691794411988,-0.0718972648039961
36.2751411,-111.726000905,-21.7298702597829,-0.072432900865943
36.35778602,-112.6407533884,-21.8905718896916,-0.0729685729656388
36.44040936,-114.3753379583,-21.89373171875,-0.0729791057291667
36.52304346,-115.7351434231,-21.7323369921875,-0.0724411233072917
36.60566866,-116.607606411,-21.5709596484375,-0.071903198828125
36.68831326,-116.791985929,-21.4095444140625,-0.071365148046875
36.77093264,-116.8209239841,-21.2481784375,-0.0708272614583334
36.8535544,-117.798872292,-21.0868078125,-0.070289359375
36.93620626,-118.4823587537,-20.9253783984375,-0.069751261328125
37.0188223,-118.7581419945,-20.7640189453125,-0.0692133964843751
37.10145406,-118.2818487287,-20.6026287890625,-0.068675429296875
37.18407426,-118.411898613,-20.4412612109375,-0.0681375373697917
37.266718,-117.8746819496,-20.27984765625,-0.0675994921875001
37.34934804,-117.1896308661,-20.118460859375,-0.0670615361979167
37.4319909,-117.6292896271,-19.9570490234375,-0.0665234967447917
37.51463432,-117.5972670317,-19.79563609375,-0.0659854536458334
37.59726694,-117.1312704682,-19.6342442578125,-0.065447480859375
37.67988088,-116.636171937,-19.47288890625,-0.0649096296875
