t_s,t_h,V
50791.192,14.108664,0.259294331
50851.462,14.125406,0.258843720
50911.334,14.142037,0.259179816
50970.508,14.158474,0.259496033
51029.419,14.174839,0.259769410
51088.330,14.191203,0.259394377
51148.711,14.207975,0.259069905
51208.981,14.224717,0.258625269
51267.892,14.241081,0.258531928
51326.803,14.257445,0.258202702
51390.080,14.275022,0.257267892
51453.357,14.292599,0.256505191
51512.268,14.308963,0.254001439
51571.179,14.325328,0.250450104
51631.449,14.342069,0.249099120
51691.830,14.358842,0.247271314
51750.741,14.375206,0.245635584
51809.652,14.391570,0.244258463
51868.317,14.407866,0.242640570
51928.699,14.424639,0.241290785
51988.969,14.441380,0.239738643
52047.880,14.457744,0.237862885
52106.791,14.474109,0.236832440
52168.777,14.491327,0.235219628
52232.054,14.508904,0.233296670
52292.502,14.525695,0.232827350
52351.413,14.542059,0.230626464
52411.437,14.558733,0.228939235
52471.818,14.575505,0.227686927
52530.730,14.591869,0.226227626
52589.641,14.608234,0.225013360
52648.552,14.624598,0.223442420
52708.922,14.641367,0.222555250
52769.203,14.658112,0.221552238
52827.868,14.674408,0.220407948
52886.779,14.690772,0.218315795
52948.765,14.707990,0.216901124
53012.042,14.725567,0.215297200
53072.491,14.742359,0.214587137
53131.402,14.758723,0.211853459
53191.660,14.775461,0.209268920
53252.053,14.792237,0.206658795
53310.964,14.808601,0.205544874
53369.629,14.824897,0.204875782
53428.540,14.841261,0.202922389
53488.911,14.858031,0.201855719
53549.191,14.874775,0.200358540
53608.102,14.891140,0.197705761
53667.014,14.907504,0.195911989
53727.462,14.924295,0.193286382
53790.739,14.941872,0.192468390
53852.479,14.959022,0.191762537
53911.390,14.975386,0.190364748
53971.649,14.992125,0.188191473
54032.041,15.008900,0.184933558
54090.952,15.025265,0.182354510
54149.863,15.041629,0.177020177
54208.775,15.057993,0.175826639
54269.445,15.074846,0.169127032
54329.180,15.091439,0.161868379
54388.091,15.107803,0.154133707
54447.002,15.124167,0.150675893
54507.451,15.140959,0.143569320
54570.728,15.158536,0.139316112
54632.714,15.175754,0.132340118
54691.625,15.192118,0.129005894
54751.872,15.208853,0.126888923
54812.030,15.225564,0.121421419
54870.941,15.241928,0.117636107
54929.853,15.258292,0.114202723
54988.764,15.274657,0.110561684
55049.123,15.291423,0.108169302
55109.415,15.308171,0.105927333
55168.327,15.324535,0.101948947
55226.992,15.340831,0.098751023
55287.440,15.357622,0.095059860
55350.718,15.375199,0.091198355
55412.704,15.392418,0.088819735
55471.615,15.408782,0.085257135
55531.862,15.425517,0.082530532
55592.266,15.442296,0.080279626
55651.178,15.458660,0.077412024
55710.089,15.475025,0.073379353
55768.754,15.491321,0.070965588
55829.113,15.508087,0.068113510
55889.405,15.524835,0.065974019
55948.317,15.541199,0.063391171
56007.228,15.557563,0.059993647
56067.665,15.574352,0.058374854
56129.417,15.591505,0.055739874
56191.403,15.608723,0.052975113
56251.605,15.625446,0.052436076
56311.853,15.642181,0.050186144
56372.257,15.658960,0.047856919
56431.168,15.675324,0.045687322
56490.079,15.691689,0.044563916
56548.991,15.708053,0.043496042
56609.339,15.724816,0.040961256
56670.503,15.741806,0.036066439
56729.906,15.758307,0.027214298
56789.309,15.774808,0.017965522
56850.004,15.791668,0.005735674
56910.698,15.808527,-0.005951479
56970.102,15.825028,-0.009706357
57029.505,15.841529,-0.018353874
57090.199,15.858389,-0.030203192
57152.493,15.875692,-0.037224259
57211.158,15.891988,-0.043696553
57270.070,15.908353,-0.048068412
57328.981,15.924717,-0.052776404
57389.329,15.941480,-0.060542883
57449.632,15.958231,-0.067539252
57508.544,15.974595,-0.071852379
57567.455,15.990960,-0.075040132
57627.646,16.007680,-0.078758851
57689.397,16.024833,-0.082695566
57751.383,16.042051,-0.084186282
57811.832,16.058842,-0.084290676
57872.068,16.075575,-0.083811168
57932.483,16.092356,-0.084202752
57991.395,16.108721,-0.084637947
58050.306,16.125085,-0.085114993
58108.971,16.141381,-0.085152291
58169.319,16.158144,-0.085026518
58229.623,16.174895,-0.085012905
58288.534,16.191259,-0.085380681
58347.445,16.207624,-0.084971160
58407.871,16.224409,-0.084982872
58468.097,16.241138,-0.084871173
58530.082,16.258356,-0.084864028
58590.660,16.275183,-0.084672250
58652.059,16.292239,-0.084314957
58712.474,16.309021,-0.083475128
58771.385,16.325385,-0.083069257
58830.296,16.341749,-0.082866624
58889.207,16.358113,-0.082163654
58949.544,16.374873,-0.081388175
59009.613,16.391559,-0.080852576
59068.524,16.407923,-0.080238007
59127.435,16.424288,-0.079967141
59187.861,16.441073,-0.079485044
59248.086,16.457802,-0.079361662
59310.072,16.475020,-0.078833230
59372.058,16.492238,-0.078226201
59432.283,16.508967,-0.077550683
59492.463,16.525684,-0.077048987
59551.374,16.542048,-0.077301614
59610.285,16.558413,-0.077207781
59669.196,16.574777,-0.076552071
59729.533,16.591537,-0.075688902
59789.848,16.608291,-0.076007873
59848.759,16.624655,-0.075768754
59907.424,16.640951,-0.074806631
59967.851,16.657736,-0.074624684
60028.075,16.674465,-0.074042082
60090.061,16.691684,-0.072865240
60152.047,16.708902,-0.072622344
60212.272,16.725631,-0.071521193
60272.698,16.742416,-0.070120178
60331.609,16.758780,-0.068688385
60390.275,16.775076,-0.067388169
60449.186,16.791440,-0.065806076
60509.522,16.808201,-0.064660955
60569.837,16.824955,-0.063963249
60628.748,16.841319,-0.062236011
60687.659,16.857683,-0.059233405
60748.074,16.874465,-0.055587932
60808.064,16.891129,-0.050157253
60870.050,16.908347,-0.045337487
60932.036,16.925566,-0.037433527
60990.148,16.941708,-0.028336152
61050.842,16.958567,-0.017214468
61110.245,16.975068,-0.010394901
61169.648,16.991569,0.007652093
61229.051,17.008070,0.020204410
61289.746,17.024929,0.027430377
61349.825,17.041618,0.035687599
61408.736,17.057982,0.038729183
61467.648,17.074347,0.040587638
61528.062,17.091128,0.042406444
61588.299,17.107861,0.044910822
61650.038,17.125011,0.046355829
61712.024,17.142229,0.047969885
61772.249,17.158958,0.051037010
61832.675,17.175743,0.052618105
61891.586,17.192107,0.054076392
61950.498,17.208472,0.055298582
62009.409,17.224836,0.056733243
62069.734,17.241593,0.058593031
62129.814,17.258282,0.060979694
62188.725,17.274646,0.062812388
62247.636,17.291010,0.065470695
62308.051,17.307792,0.068113208
62368.287,17.324524,0.071734257
62428.736,17.341316,0.075023409
62490.722,17.358534,0.079048682
62552.473,17.375687,0.081168454
62612.664,17.392407,0.085211873
62671.575,17.408771,0.089063928
62730.486,17.425135,0.093825765
62789.398,17.441499,0.098399468
62849.723,17.458256,0.101719398
62910.049,17.475014,0.104790255
62968.960,17.491378,0.107450537
63027.625,17.507674,0.110899098
63088.040,17.524456,0.114997886
63148.276,17.541188,0.119715929
63208.724,17.557979,0.121522818
63270.710,17.575197,0.124438040
63332.461,17.592350,0.126746796
63392.899,17.609139,0.130957574
63451.810,17.625503,0.133677125
63510.475,17.641799,0.136497229
63569.386,17.658163,0.140178159
63629.712,17.674920,0.144492462
63690.037,17.691677,0.147755563
63748.948,17.708041,0.151052326
63807.860,17.724405,0.155176908
63868.263,17.741184,0.158944346
63928.265,17.757851,0.163553551
63988.713,17.774643,0.169651754
64050.699,17.791861,0.172949485
64112.450,17.809014,0.178787291
64172.887,17.825802,0.185647309
64231.799,17.842166,0.191809803
64290.710,17.858530,0.198478356
64350.578,17.875161,0.202627867
64411.115,17.891976,0.206223547
64470.026,17.908341,0.208751246
64528.937,17.924705,0.212338910
64587.849,17.941069,0.214863017
64648.252,17.957848,0.217976883
64708.500,17.974583,0.220129579
64768.702,17.991306,0.223098814
64830.688,18.008524,0.225337483
64892.439,18.025677,0.225731559
64952.876,18.042466,0.225808725
65011.787,18.058830,0.224068880
65070.699,18.075194,0.223724157
65130.991,18.091942,0.223772667
65191.350,18.108708,0.223828569
65250.015,18.125004,0.223452970
65308.926,18.141368,0.223148763
65367.837,18.157733,0.223302305
65428.241,18.174511,0.223143034
65488.488,18.191247,0.222468972
65547.399,18.207611,0.221910208
65609.385,18.224829,0.220864296
65671.259,18.242016,0.219951510
65732.865,18.259129,0.219136178
65791.776,18.275493,0.218072996
65850.687,18.291858,0.216697469
65910.979,18.308605,0.215470172
65971.338,18.325372,0.214242592
66030.249,18.341736,0.212979913
66088.914,18.358032,0.211861491
66147.826,18.374396,0.210665554
66208.229,18.391175,0.209138379
66268.477,18.407910,0.208394051
66327.388,18.424274,0.206821516
66389.374,18.441493,0.203677282
66452.651,18.459070,0.202599652
66513.099,18.475861,0.201122686
66571.764,18.492157,0.199115336
66630.675,18.508521,0.197224125
66690.967,18.525269,0.195699640
66751.326,18.542035,0.194326311
66810.238,18.558399,0.192514405
66869.149,18.574764,0.190978348
66928.060,18.591128,0.189444378
66988.218,18.607838,0.186169639
67048.465,18.624574,0.184333533
67107.376,18.640938,0.183692083
67169.362,18.658156,0.181500256
67232.639,18.675733,0.178945489
67293.088,18.692524,0.177466631
67351.999,18.708889,0.175986201
67410.910,18.725253,0.174873576
67470.956,18.741932,0.171495505
67531.315,18.758699,0.169615135
67590.226,18.775063,0.167110458
67649.137,18.791427,0.163946405
67708.048,18.807791,0.161409512
67768.441,18.824567,0.157915309
67828.700,18.841305,0.153744459
67887.365,18.857601,0.150026247
67949.351,18.874820,0.147823691
68012.628,18.892397,0.144184247
68073.076,18.909188,0.141399980
68131.987,18.925552,0.139096066
68190.899,18.941916,0.136241540
68251.180,18.958661,0.133153811
68311.304,18.975362,0.130302250
68370.215,18.991726,0.127425686
68429.126,19.008091,0.125338942
68488.037,19.024455,0.121908903
68548.430,19.041231,0.119812991
68608.689,19.057969,0.117272563
68667.600,19.074333,0.115116671
68729.340,19.091483,0.111935869
68792.617,19.109060,0.108356852
68853.065,19.125852,0.105071850
68911.977,19.142216,0.099732384
68970.888,19.158580,0.096709147
69031.168,19.175325,0.094148796
69091.539,19.192094,0.091828600
69150.450,19.208458,0.089008287
69209.115,19.224754,0.086273305
69268.026,19.241118,0.083770655
69328.419,19.257894,0.081577588
69388.677,19.274633,0.078635916
69447.588,19.290997,0.077581391
69508.037,19.307788,0.074301589
69571.314,19.325365,0.072133593
69633.054,19.342515,0.069593795
69691.965,19.358879,0.067202978
69750.876,19.375243,0.065196171
69811.157,19.391988,0.062503723
69871.527,19.408757,0.061016202
69930.438,19.425122,0.058452908
69989.349,19.441486,0.056812495
70048.014,19.457782,0.055249840
70108.407,19.474557,0.053562641
70168.665,19.491296,0.049832884
70227.577,19.507660,0.048035491
70288.025,19.524451,0.045525623
70351.302,19.542028,0.039531317
70410.705,19.558529,0.030050820
70470.108,19.575030,0.024842491
70529.511,19.591531,0.013282093
70590.206,19.608391,0.000425047
70650.900,19.625250,-0.006910516
70710.303,19.641751,-0.015777187
70769.706,19.658252,-0.022193015
70829.109,19.674753,-0.029970486
70888.630,19.691286,-0.037579291
70948.654,19.707959,-0.041609816
71007.565,19.724324,-0.044625815
71068.013,19.741115,-0.050098414
71131.290,19.758692,-0.055227503
71193.276,19.775910,-0.058384471
71252.187,19.792274,-0.061391309
71311.098,19.808638,-0.065093450
71371.368,19.825380,-0.068426710
71431.503,19.842084,-0.071041264
71490.414,19.858448,-0.075949818
71549.325,19.874813,-0.082972996
71608.236,19.891177,-0.088767722
71668.618,19.907949,-0.093381181
71728.887,19.924691,-0.095498264
71788.832,19.941342,-0.099748470
71848.001,19.957778,-0.104979780
71911.278,19.975355,-0.107368283
71973.264,19.992573,-0.112031884
72032.175,20.008937,-0.115363523
72091.086,20.025302,-0.117532365
72151.355,20.042043,-0.120121505
72211.737,20.058816,-0.121017128
72270.402,20.075112,-0.120986499
72329.313,20.091476,-0.120433293
72388.224,20.107840,-0.120688759
72448.606,20.124613,-0.120746512
72508.875,20.141354,-0.120044902
72567.786,20.157718,-0.120005965
72626.697,20.174083,-0.120339014
72689.975,20.191660,-0.120585941
72753.252,20.209237,-0.120580971
72812.163,20.225601,-0.120431148
72871.074,20.241965,-0.120016448
72931.344,20.258707,-0.119274370
72991.725,20.275479,-0.118661948
73050.636,20.291843,-0.118308999
73109.547,20.308208,-0.117909044
73168.213,20.324504,-0.117302552
73228.594,20.341276,-0.115820486
73288.864,20.358018,-0.115711711
73347.775,20.374382,-0.115089729
73406.686,20.390746,-0.114204586
73468.672,20.407964,-0.113465130
73531.949,20.425541,-0.112895206
73592.397,20.442333,-0.112933189
73651.062,20.458628,-0.112234414
73711.332,20.475370,-0.111253344
73771.714,20.492143,-0.110337675
73830.625,20.508507,-0.109732389
73889.536,20.524871,-0.109591417
73948.447,20.541235,-0.108611695
74008.817,20.558005,-0.107582048
74068.852,20.574681,-0.107071958
74127.763,20.591045,-0.106116667
74186.674,20.607409,-0.105858728
74248.660,20.624628,-0.105103493
74311.937,20.642205,-0.104704909
74372.386,20.658996,-0.104129024
74431.297,20.675360,-0.103891358
74491.555,20.692099,-0.103397880
74551.702,20.708806,-0.102272369
74610.613,20.725170,-0.101426043
74669.524,20.741534,-0.100634612
74728.435,20.757899,-0.099861495
74788.805,20.774668,-0.099257912
74849.086,20.791413,-0.098092481
74907.997,20.807777,-0.097093664
74966.662,20.824073,-0.096082665
75028.648,20.841291,-0.095334195
75091.925,20.858868,-0.094317656
75152.374,20.875659,-0.092990197
75211.285,20.892024,-0.091884010
75271.543,20.908762,-0.089694913
75331.936,20.925538,-0.085861303
75390.847,20.941902,-0.080831595
75449.758,20.958266,-0.078573905
75508.423,20.974562,-0.074666001
75568.793,20.991331,-0.071817033
75629.074,21.008076,-0.067170560
75687.985,21.024440,-0.063893154
75746.896,21.040804,-0.059587754
75807.344,21.057596,-0.054246824
75870.622,21.075173,-0.049711071
75932.607,21.092391,-0.043709517
75991.273,21.108687,-0.032381572
76050.122,21.125034,-0.019241501
76110.817,21.141894,-0.010946185
76170.220,21.158394,0.002254748
76229.623,21.174895,0.007657925
76289.026,21.191396,0.019170454
76349.720,21.208256,0.027734850
76409.062,21.224739,0.039192453
76467.973,21.241104,0.045686726
76526.884,21.257468,0.048634399
76587.333,21.274259,0.052782573
76650.610,21.291836,0.055307455
76712.596,21.309054,0.057994325
76771.507,21.325419,0.060379785
76831.754,21.342154,0.063705806
76891.912,21.358864,0.067340635
76950.823,21.375229,0.070503347
77009.734,21.391593,0.072417483
77068.645,21.407957,0.074999377
77129.004,21.424723,0.077389885
77189.296,21.441471,0.081474535
77248.207,21.457835,0.086383596
77306.872,21.474131,0.089803599
77367.321,21.490922,0.092035569
77430.598,21.508499,0.096545666
77492.584,21.525718,0.100874804
77551.495,21.542082,0.106580086
77611.742,21.558817,0.110897355
77672.146,21.575596,0.115020223
77731.057,21.591960,0.118440889
77789.717,21.608255,0.121837005
77850.059,21.625016,0.124641340
77910.373,21.641770,0.128906295
77969.284,21.658134,0.132634357
78028.195,21.674499,0.136423424
78087.106,21.690863,0.139066905
78147.544,21.707651,0.142070018
78209.295,21.724804,0.145203151
78271.280,21.742022,0.149233937
78331.483,21.758745,0.151515529
78391.730,21.775481,0.155685127
78452.134,21.792259,0.160081759
78511.045,21.808624,0.163627967
78569.956,21.824988,0.169414520
78630.282,21.841745,0.171859220
78690.607,21.858502,0.176935852
78749.272,21.874798,0.182855859
78808.183,21.891162,0.190422937
78867.094,21.907526,0.195120826
78927.532,21.924314,0.199688792
78989.283,21.941467,0.208805174
79051.268,21.958686,0.213382117
79111.717,21.975477,0.216173708
79171.953,21.992209,0.219542772
79232.122,22.008923,0.221934274
79291.033,22.025287,0.223298356
79349.944,22.041651,0.223233417
79410.269,22.058408,0.222918749
79470.595,22.075165,0.223160997
79529.506,22.091529,0.222750962
79588.417,22.107894,0.223105416
79647.082,22.124189,0.222894683
79707.519,22.140978,0.222472429
79769.270,22.158131,0.221976489
79831.256,22.175349,0.221743859
79891.705,22.192140,0.221031517
79951.940,22.208872,0.220524326
80012.355,22.225654,0.220125869
80071.267,22.242019,0.219400764
80129.798,22.258277,0.218305342
80190.257,22.275071,0.217528023
80250.583,22.291829,0.216309667
80309.494,22.308193,0.215434909
80368.405,22.324557,0.213145807
80427.316,22.340921,0.211577311
80487.742,22.357706,0.210207738
80547.967,22.374435,0.208485782
80609.953,22.391654,0.206250906
80671.693,22.408803,0.204239652
80731.929,22.425536,0.202887997
80792.343,22.442318,0.201598421
80851.255,22.458682,0.199847087
80910.166,22.475046,0.198015079
80970.480,22.491800,0.196023352
81030.817,22.508560,0.194611832
81089.482,22.524856,0.191513166
81148.393,22.541220,0.188920170
81207.304,22.557584,0.186644241
81267.730,22.574369,0.184494607
81327.955,22.591099,0.182689071
81389.941,22.608317,0.180683419
81451.926,22.625535,0.177145302
81512.151,22.642264,0.172292843
81571.554,22.658765,0.170350581
81631.243,22.675345,0.167419717
81690.154,22.691709,0.165935412
81750.468,22.708463,0.163599603
81810.804,22.725223,0.161524907
81869.716,22.741588,0.158790335
81928.627,22.757952,0.157047212
81987.538,22.774316,0.153991804
82047.718,22.791033,0.150457703
82107.943,22.807762,0.147830561
82169.929,22.824980,0.144198671
82231.914,22.842198,0.141310558
82292.139,22.858928,0.139264569
82352.566,22.875713,0.136990562
82411.477,22.892077,0.134070635
82470.388,22.908441,0.131988451
82530.456,22.925127,0.129267305
82590.793,22.941887,0.127123341
82649.704,22.958251,0.124699891
82708.615,22.974615,0.121952549
82767.526,22.990980,0.120298333
82827.941,23.007761,0.117993556
82888.177,23.024494,0.114514269
82948.626,23.041285,0.111795455
83010.612,23.058503,0.109361134
83072.128,23.075591,0.106000539
83132.554,23.092376,0.102007642
83191.465,23.108740,0.098880745
83250.376,23.125105,0.096524499
83310.679,23.141855,0.093197059
83371.027,23.158619,0.090028524
83429.938,23.174983,0.088355727
83488.604,23.191279,0.086141706
83547.515,23.207643,0.082299829
83607.930,23.224425,0.080058973
83668.166,23.241157,0.076849326
83728.614,23.257948,0.074095707
83790.600,23.275167,0.071620584
83852.351,23.292320,0.069518741
83912.788,23.309108,0.066277616
83971.453,23.325404,0.065054178
84030.365,23.341768,0.062198799
84090.668,23.358519,0.059173044
84151.016,23.375282,0.056442760
84209.927,23.391646,0.055559695
84268.838,23.408011,0.052898858
84327.749,23.424375,0.050772071
84387.918,23.441088,0.048757540
84448.154,23.457821,0.047940057
84508.602,23.474612,0.044321382
84570.588,23.491830,0.041710297
84632.339,23.508983,0.038894843
84692.776,23.525771,0.034792241
84750.089,23.541691,0.026171444
84809.492,23.558192,0.018275812
84870.186,23.575052,0.010552033
84930.881,23.591911,-0.002447735
84990.284,23.608412,-0.011999286
85049.687,23.624913,-0.018574823
85109.090,23.641414,-0.026238399
85168.141,23.657817,-0.034733016
85228.388,23.674552,-0.041527055
85288.591,23.691275,-0.048806868
85350.576,23.708493,-0.054535342
85412.328,23.725647,-0.060529336
85472.765,23.742435,-0.063215867
85531.676,23.758799,-0.066373281
85590.587,23.775163,-0.069852382
85650.879,23.791911,-0.074059110
85711.238,23.808677,-0.077227004
85769.903,23.824973,-0.080211185
85828.814,23.841337,-0.085156173
85887.725,23.857702,-0.089286856
85948.129,23.874480,-0.093493264
86008.376,23.891216,-0.101115808
86067.287,23.907580,-0.104813807
86129.273,23.924798,-0.108593740
86192.550,23.942375,-0.112928543
86252.999,23.959166,-0.114877626
86311.664,23.975462,-0.116868161
86370.575,23.991826,-0.121565826
86430.867,24.008574,-0.124486890
86491.226,24.025341,-0.126573786
86550.137,24.041705,-0.127818540
86609.048,24.058069,-0.129052714
86667.959,24.074433,-0.130160019
86728.117,24.091144,-0.130050458
86788.364,24.107879,-0.129470199
86847.276,24.124243,-0.129859835
86909.261,24.141462,-0.129039362
86972.539,24.159039,-0.128689408
87032.987,24.175830,-0.127989441
87091.898,24.192194,-0.127468735
87150.810,24.208558,-0.127064481
87210.856,24.225238,-0.126994573
87271.215,24.242004,-0.126680359
87330.126,24.258368,-0.126433671
87389.037,24.274732,-0.125940621
87447.948,24.291097,-0.125260979
87508.341,24.307872,-0.124812029
87568.599,24.324611,-0.124117613
87627.264,24.340907,-0.123297855
87689.250,24.358125,-0.122725472
87752.527,24.375702,-0.122398227
87812.976,24.392493,-0.120827861
87871.887,24.408857,-0.119939186
87930.798,24.425222,-0.119755067
87991.079,24.441966,-0.118219614
88051.449,24.458736,-0.117721550
88110.360,24.475100,-0.117005184
88169.025,24.491396,-0.117056437
88227.936,24.507760,-0.116528392
88288.329,24.524536,-0.115876496
88348.587,24.541274,-0.115327783
88407.498,24.557638,-0.114882350
88467.947,24.574430,-0.114446055
88531.224,24.592007,-0.113806032
88593.210,24.609225,-0.112344526
88651.875,24.625521,-0.111751847
88710.786,24.641885,-0.111215502
88771.067,24.658630,-0.110506605
88831.437,24.675399,-0.109941438
88890.348,24.691763,-0.109216377
88949.259,24.708128,-0.108789362
89008.171,24.724492,-0.107800595
89068.317,24.741199,-0.106943924
89128.575,24.757938,-0.105705529
89187.487,24.774302,-0.105031565
89247.935,24.791093,-0.104337171
89311.212,24.808670,-0.103378169
89373.198,24.825888,-0.102158315
89432.109,24.842253,-0.101213790
89491.020,24.858617,-0.100461274
89551.290,24.875358,-0.099205397
89611.425,24.892063,-0.098279610
89670.336,24.908427,-0.096493304
89729.247,24.924791,-0.094568253
89788.159,24.941155,-0.089945160
89848.540,24.957928,-0.086826269
89908.810,24.974669,-0.083270557
89967.721,24.991034,-0.077840090
90027.923,25.007756,-0.074019313
90091.200,25.025333,-0.071312472
90153.186,25.042552,-0.067347735
90212.097,25.058916,-0.063595012
90271.008,25.075280,-0.057564016
90331.278,25.092022,-0.046444388
90391.659,25.108794,-0.039647371
90450.201,25.125056,-0.028438250
90509.604,25.141557,-0.017711904
90569.007,25.158058,-0.005933132
90629.702,25.174917,0.003242919
90690.396,25.191777,0.013579623
90749.799,25.208278,0.023167348
90806.619,25.224061,0.032462500
90868.605,25.241279,0.038182333
90931.882,25.258856,0.043402940
90992.085,25.275579,0.046696585
91050.996,25.291943,0.050290689
91111.265,25.308685,0.052602936
91171.647,25.325457,0.055210069
91230.558,25.341822,0.059051875
91289.469,25.358186,0.060947329
91349.817,25.374949,0.064469881
91410.511,25.391809,0.067004647
91468.785,25.407996,0.069764845
91527.696,25.424360,0.072360374
91586.607,25.440724,0.076504365
91648.593,25.457942,0.080047071
91711.870,25.475519,0.082637217
91772.319,25.492311,0.086496204
91831.230,25.508675,0.091650456
91891.488,25.525413,0.095419277
91951.635,25.542121,0.100522131
92010.546,25.558485,0.102932349
92069.457,25.574849,0.107124016
92129.805,25.591612,0.112072557
92190.108,25.608363,0.115367942
92249.019,25.624727,0.119811587
92307.930,25.641092,0.121995762
92366.595,25.657388,0.126462653
92428.581,25.674606,0.129688576
92491.858,25.692183,0.133115716
92552.307,25.708974,0.136382937
92611.218,25.725338,0.140092537
92671.476,25.742077,0.143103018
92731.869,25.758852,0.146103084
92790.780,25.775217,0.150881484
92849.445,25.791513,0.153866008
92909.793,25.808276,0.157938294
92970.096,25.825027,0.161503822
93029.007,25.841391,0.167333439
93087.918,25.857755,0.170189366
93146.829,25.874119,0.178965762
93207.278,25.890911,0.185725838
93270.555,25.908488,0.191712976
93332.295,25.925637,0.197029337
93391.206,25.942002,0.204660788
93451.465,25.958740,0.209801801
93511.857,25.975516,0.211471424
93570.768,25.991880,0.213760749
93629.679,26.008244,0.215233877
93690.016,26.025004,0.217443421
93750.330,26.041758,0.217630327
93808.996,26.058054,0.217266083
93867.907,26.074419,0.217153296
93926.818,26.090783,0.216572568
93987.266,26.107574,0.216627814
94050.544,26.125151,0.216991335
94112.529,26.142369,0.217371032
94171.441,26.158733,0.217205420
94231.688,26.175469,0.216895811
94291.845,26.192179,0.216524571
94350.757,26.208544,0.216751784
94409.668,26.224908,0.215922043
94470.005,26.241668,0.215140864
94530.319,26.258422,0.214704424
94589.230,26.274786,0.214332297
94648.141,26.291150,0.213900000
94706.806,26.307446,0.213297993
94767.255,26.324237,0.212096684
94830.532,26.341814,0.210294351
94892.518,26.359033,0.209544107
94951.429,26.375397,0.207004830
95011.676,26.392132,0.206231147
95072.080,26.408911,0.204799980
95130.991,26.425275,0.203046083
95189.656,26.441571,0.201835155
95249.993,26.458331,0.201055519
95310.307,26.475085,0.198988438
95369.218,26.491450,0.197789609
95428.129,26.507814,0.196742505
95487.041,26.524178,0.196001515
95547.478,26.540966,0.193943307
95609.229,26.558119,0.192078896
95671.215,26.575337,0.190707788
95731.417,26.592060,0.189030036
95791.665,26.608796,0.187163912
95852.068,26.625575,0.184873074
95910.980,26.641939,0.182625532
95969.891,26.658303,0.181013495
96030.216,26.675060,0.179498091
96090.542,26.691817,0.175158650
96149.453,26.708181,0.172852054
96208.118,26.724477,0.171326891
96267.029,26.740841,0.169120669
96327.467,26.757630,0.166473277
96389.218,26.774783,0.165110946
96451.203,26.792001,0.162399746
96511.652,26.808792,0.159649506
96571.888,26.825524,0.155705556
96632.303,26.842306,0.152020395
96690.968,26.858602,0.150176704
96749.879,26.874966,0.145752966
96810.205,26.891724,0.143176757
96870.530,26.908481,0.139966264
96929.441,26.924845,0.136581853
96988.352,26.941209,0.133502513
97047.263,26.957573,0.129977047
97107.455,26.974293,0.127523616
97169.206,26.991446,0.124510143
97231.192,27.008664,0.120118402
97291.640,27.025456,0.117202394
97351.876,27.042188,0.113509443
97412.291,27.058970,0.110427387
97471.202,27.075334,0.108239435
97530.113,27.091698,0.104454838
97590.428,27.108452,0.101245802
97650.518,27.125144,0.097881623
97709.430,27.141508,0.094853796
97768.341,27.157872,0.092314966
97827.252,27.174237,0.090089962
97887.678,27.191022,0.087538265
97947.903,27.207751,0.085296877
98009.889,27.224969,0.082691796
98071.875,27.242187,0.080472104
98131.865,27.258851,0.077682830
98192.280,27.275633,0.074751489
98251.191,27.291997,0.072109744
98310.102,27.308362,0.070220135
98370.416,27.325116,0.068040226
98430.753,27.341876,0.065548480
98489.664,27.358240,0.062617347
98548.329,27.374536,0.061344523
98607.240,27.390900,0.057790067
98667.667,27.407685,0.055398485
98727.892,27.424414,0.053538498
98789.877,27.441633,0.050944049
98851.863,27.458851,0.048884429
98912.088,27.475580,0.046676345
98972.514,27.492365,0.044559315
99031.179,27.508661,0.042644229
99090.091,27.525025,0.041722585
99150.405,27.541779,0.040139889
99210.742,27.558539,0.038207307
99269.653,27.574904,0.035209186
99329.671,27.591575,0.029419124
99389.074,27.608076,0.022104437
99449.769,27.624936,0.012165789
99510.463,27.641795,0.005388875
99569.866,27.658296,-0.007178835
99629.269,27.674797,-0.015169405
99689.964,27.691657,-0.022715224
99750.658,27.708516,-0.033122040
99811.414,27.725393,-0.039501201
99870.080,27.741689,-0.045707610
99930.394,27.758443,-0.052097768
99990.731,27.775203,-0.059873857
100049.642,27.791567,-0.062267557
100108.553,27.807931,-0.067850240
100167.465,27.824296,-0.072041482
100227.879,27.841078,-0.077006366
100287.870,27.857742,-0.080545887
100349.855,27.874960,-0.084412187
100411.841,27.892178,-0.088528484
100472.066,27.908907,-0.093056798
100532.492,27.925692,-0.100246556
100591.404,27.942057,-0.104966633
100650.315,27.958421,-0.109092563
100710.618,27.975172,-0.112233348
100770.720,27.991867,-0.114345595
100829.631,28.008231,-0.118135557
100888.542,28.024595,-0.119607285
100947.453,28.040959,-0.119800165
101007.868,28.057741,-0.120270319
101068.104,28.074473,-0.121112362
101128.553,28.091265,-0.120773844
101190.539,28.108483,-0.120680697
101252.055,28.125571,-0.120592069
101312.481,28.142356,-0.120862760
101371.392,28.158720,-0.120146118
101430.304,28.175084,-0.119713642
101490.607,28.191835,-0.119081076
101550.955,28.208599,-0.118325651
101609.866,28.224963,-0.117589518
101668.531,28.241259,-0.116933212
101727.442,28.257623,-0.116246276
101787.857,28.274405,-0.115015514
101848.093,28.291137,-0.113706283
101908.542,28.307928,-0.113462869
101970.528,28.325147,-0.113136422
102032.279,28.342300,-0.111872979
