t_s,t_h,V
153749.963,42.708323,0.183930427
153808.874,42.724687,0.182164222
153867.786,42.741052,0.179596141
153928.201,42.757834,0.177940786
153988.437,42.774566,0.176426977
154048.886,42.791357,0.175415978
154110.871,42.808575,0.174035870
154172.388,42.825663,0.172176130
154232.814,42.842448,0.168450117
154291.725,42.858813,0.165633842
154350.637,42.875177,0.164353356
154409.548,42.891541,0.161756977
154469.873,42.908298,0.159039341
154530.199,42.925055,0.157151654
154588.864,42.941351,0.154980198
154647.776,42.957715,0.151864827
154708.191,42.974497,0.150789745
154768.427,42.991230,0.146758169
154828.875,43.008021,0.143553719
154890.861,43.025239,0.138639398
154952.613,43.042392,0.135228254
155013.050,43.059181,0.130717352
155071.715,43.075476,0.126600459
155130.626,43.091841,0.123373501
155189.538,43.108205,0.120043404
155249.863,43.124962,0.114980314
155310.189,43.141719,0.111001603
155369.100,43.158083,0.105998978
155428.011,43.174448,0.102321483
155488.180,43.191161,0.099086154
155548.417,43.207893,0.095987208
155608.865,43.224685,0.093891259
155670.851,43.241903,0.090275645
155732.602,43.259056,0.087876800
155793.040,43.275844,0.085349865
155851.951,43.292209,0.083521917
155910.862,43.308573,0.081425928
155969.527,43.324869,0.078479826
156029.853,43.341626,0.076868255
156090.178,43.358383,0.074494950
156149.090,43.374747,0.072125234
156208.001,43.391111,0.071433328
156268.405,43.407890,0.068456180
156328.652,43.424626,0.065950640
156388.855,43.441349,0.064084440
156450.841,43.458567,0.062278552
156512.592,43.475720,0.060884293
156573.029,43.492508,0.058174696
156631.940,43.508872,0.056419570
156690.852,43.525237,0.055758718
156749.763,43.541601,0.052006278
156810.077,43.558355,0.048597064
156870.168,43.575047,0.047985189
156929.079,43.591411,0.042248197
156989.344,43.608151,0.030594742
157050.038,43.625011,0.020076416
157110.733,43.641870,0.007949279
157170.136,43.658371,0.002184867
157229.539,43.674872,-0.006612196
157290.234,43.691732,-0.018398905
157350.928,43.708591,-0.027081594
157411.930,43.725536,-0.035812195
157470.842,43.741900,-0.041991886
157529.753,43.758265,-0.049624126
157590.067,43.775019,-0.052727148
157650.404,43.791779,-0.055197865
157709.315,43.808143,-0.062094521
157767.980,43.824439,-0.064079136
157828.384,43.841218,-0.070451524
157888.631,43.857953,-0.075452581
157947.543,43.874317,-0.078314036
158009.529,43.891536,-0.082909107
158072.806,43.909113,-0.087654028
158133.254,43.925904,-0.090390138
158192.166,43.942268,-0.094628386
158250.831,43.958564,-0.098800167
158309.742,43.974928,-0.101863645
158370.057,43.991682,-0.104392998
158430.393,44.008443,-0.106602199
158489.305,44.024807,-0.111457594
158548.216,44.041171,-0.114245027
158608.609,44.057947,-0.113966525
158668.621,44.074617,-0.115063377
158727.532,44.090981,-0.115427472
158789.518,44.108200,-0.115676269
158852.796,44.125777,-0.115999352
158913.244,44.142568,-0.117157757
158972.155,44.158932,-0.116219178
159031.067,44.175296,-0.115833297
159089.978,44.191661,-0.115111515
159150.046,44.208346,-0.115021545
159210.383,44.225106,-0.114735387
159269.294,44.241471,-0.114886165
159328.205,44.257835,-0.114544697
159388.598,44.274611,-0.113823645
159448.857,44.291349,-0.113617502
159507.768,44.307713,-0.112940170
159569.508,44.324863,-0.112693362
159632.785,44.342440,-0.112355281
159693.234,44.359232,-0.111763336
159752.145,44.375596,-0.111013450
159811.056,44.391960,-0.110010810
159869.967,44.408324,-0.109238178
159930.271,44.425075,-0.109167129
159990.619,44.441838,-0.108579487
160049.284,44.458134,-0.108209066
160108.195,44.474499,-0.107351162
160168.588,44.491274,-0.107117888
160228.846,44.508013,-0.106823020
160287.757,44.524377,-0.106167637
160348.206,44.541168,-0.106013574
160411.483,44.558745,-0.105639264
160472.060,44.575572,-0.104506485
160532.134,44.592260,-0.104080155
160591.045,44.608624,-0.103675403
160649.957,44.624988,-0.102978162
160710.260,44.641739,-0.102384720
160770.608,44.658502,-0.102209896
160829.519,44.674866,-0.101394303
160888.184,44.691162,-0.101048790
160948.577,44.707938,-0.099897046
161008.835,44.724676,-0.099152207
161067.746,44.741041,-0.098047085
161128.195,44.757832,-0.096744034
161191.472,44.775409,-0.095518835
161253.458,44.792627,-0.094489820
161312.369,44.808991,-0.093618274
161371.035,44.825287,-0.092294693
161429.946,44.841652,-0.090507239
161490.249,44.858403,-0.088026434
161550.597,44.875166,-0.085218817
161609.508,44.891530,-0.082963876
161668.419,44.907894,-0.079732127
161728.801,44.924667,-0.076296210
161788.824,44.941340,-0.071065448
161847.736,44.957704,-0.068765938
161908.184,44.974496,-0.064402848
161971.462,44.992073,-0.060866699
162033.447,45.009291,-0.055857521
162092.359,45.025655,-0.051120676
162151.270,45.042019,-0.043350764
162209.661,45.058239,-0.030942059
162269.769,45.074936,-0.020364076
162330.463,45.091795,-0.002097848
162389.866,45.108296,0.009786654
162449.269,45.124797,0.018370951
162508.790,45.141331,0.031833079
162569.060,45.158072,0.039477304
162627.971,45.174436,0.044325463
162686.882,45.190801,0.049532391
162750.159,45.208378,0.053211093
162813.437,45.225955,0.056265511
162872.348,45.242319,0.059238218
162931.259,45.258683,0.061624713
162990.170,45.275047,0.064533383
163050.462,45.291795,0.066883575
163110.821,45.308561,0.069422655
163169.732,45.324926,0.071710959
163228.398,45.341222,0.074991837
163288.779,45.357994,0.078503806
163349.049,45.374736,0.083013609
163407.960,45.391100,0.085316472
163466.871,45.407464,0.089980237
163528.857,45.424683,0.092821561
163592.135,45.442260,0.095264025
163652.583,45.459051,0.099559531
163711.494,45.475415,0.103002436
163770.160,45.491711,0.107712954
163830.452,45.508459,0.110766299
163890.811,45.525225,0.113876693
163949.722,45.541589,0.116732337
164008.633,45.557954,0.121093974
164069.004,45.574723,0.123527568
164127.796,45.591055,0.126019336
164190.041,45.608345,0.130711809
164252.027,45.625563,0.133103430
164312.251,45.642292,0.134858750
164372.678,45.659077,0.137822852
164431.589,45.675441,0.141174167
164490.500,45.691806,0.144933760
164549.411,45.708170,0.148310483
164609.502,45.724862,0.151824772
164669.817,45.741616,0.155133784
164728.728,45.757980,0.158402979
164787.639,45.774344,0.161242262
164848.054,45.791126,0.168036856
164908.290,45.807858,0.172467351
164968.739,45.824650,0.179062583
165030.725,45.841868,0.184967011
165092.241,45.858956,0.191071570
165152.668,45.875741,0.197603315
165211.579,45.892105,0.202967972
165270.490,45.908469,0.209701240
165329.401,45.924834,0.219585270
165389.727,45.941591,0.225711346
165450.053,45.958348,0.233694762
165508.718,45.974644,0.238724843
165567.629,45.991008,0.241455629
165628.044,46.007790,0.245322689
165688.280,46.024522,0.243334949
165748.729,46.041314,0.244188346
165810.715,46.058532,0.244424909
165872.466,46.075685,0.244798265
165932.903,46.092473,0.244742781
165991.569,46.108769,0.244982213
166050.480,46.125133,0.245459169
166109.391,46.141498,0.245076016
166169.717,46.158255,0.244838350
166230.043,46.175012,0.244748384
166288.954,46.191376,0.245110199
166347.865,46.207740,0.244606823
166408.034,46.224454,0.243563406
166468.270,46.241186,0.239430502
166528.719,46.257977,0.236276366
166590.705,46.275196,0.234866306
166652.456,46.292349,0.233614475
166712.893,46.309137,0.231763273
166771.805,46.325501,0.230053157
166830.716,46.341866,0.227760315
166889.381,46.358161,0.226657733
166949.707,46.374919,0.225222878
167010.032,46.391676,0.224066272
167068.943,46.408040,0.222216606
167127.855,46.424404,0.219816878
167188.259,46.441183,0.217332043
167248.506,46.457918,0.215076998
167308.708,46.474641,0.213210002
167370.694,46.491860,0.211308882
167432.446,46.509013,0.209730513
167492.883,46.525801,0.206765503
167551.794,46.542165,0.205255777
167610.705,46.558529,0.202739641
167670.998,46.575277,0.200585768
167731.357,46.592044,0.198369101
167790.022,46.608339,0.197469309
167848.933,46.624704,0.195134416
167907.844,46.641068,0.192391559
167968.248,46.657847,0.188807368
168028.495,46.674582,0.185507476
168087.406,46.690946,0.182651669
168149.392,46.708165,0.180389240
168212.670,46.725742,0.175674044
168272.872,46.742465,0.172653988
168331.783,46.758829,0.168957040
168390.695,46.775193,0.166606665
168450.987,46.791941,0.164264239
168511.346,46.808707,0.161879152
168570.257,46.825071,0.159619853
168629.168,46.841436,0.156485587
168687.833,46.857731,0.155325145
168748.237,46.874510,0.152022161
168808.484,46.891246,0.149211109
168867.396,46.907610,0.146832526
168929.381,46.924828,0.143665001
168992.659,46.942405,0.139997333
169053.107,46.959196,0.137422919
169112.019,46.975561,0.134260580
169170.684,46.991857,0.130877867
169230.976,47.008604,0.127770789
169291.335,47.025371,0.124294229
169350.246,47.041735,0.121145345
169409.157,47.058099,0.116721161
169468.069,47.074463,0.112986058
169528.461,47.091239,0.107721027
169589.625,47.108229,0.105234005
169647.385,47.124274,0.102232017
169709.371,47.141492,0.099059306
169772.648,47.159069,0.095070943
169833.097,47.175860,0.092051633
169892.008,47.192224,0.089105040
169950.919,47.208589,0.085955210
170011.200,47.225333,0.082762308
170071.190,47.241997,0.082012665
170130.236,47.258399,0.080316156
170189.147,47.274763,0.078792237
170248.058,47.291127,0.076179124
170308.451,47.307903,0.074331511
170368.709,47.324641,0.071474448
170427.620,47.341006,0.068910040
170488.069,47.357797,0.066908211
170551.346,47.375374,0.064992420
170613.086,47.392524,0.060834177
170671.997,47.408888,0.058613092
170730.908,47.425252,0.057167314
170791.189,47.441997,0.055484394
170851.560,47.458767,0.053567275
170910.471,47.475131,0.052434243
170969.382,47.491495,0.049814705
171028.047,47.507791,0.043222263
171088.440,47.524567,0.037228618
171150.543,47.541818,0.028768761
171209.946,47.558318,0.017028928
171269.350,47.574819,0.007550696
171330.044,47.591679,-0.001846884
171390.739,47.608538,-0.013607837
171450.142,47.625039,-0.020361425
171509.545,47.641540,-0.027658179
171570.239,47.658400,-0.030901382
171631.549,47.675430,-0.038121093
171690.460,47.691794,-0.043931011
171749.371,47.708159,-0.047200806
171808.282,47.724523,-0.049838174
171868.664,47.741296,-0.055458950
171928.688,47.757969,-0.060788982
171987.599,47.774333,-0.068115599
172048.047,47.791124,-0.070476145
172111.325,47.808701,-0.077664591
172173.310,47.825920,-0.078770936
172232.222,47.842284,-0.084326424
172291.133,47.858648,-0.087972738
172351.402,47.875390,-0.091354918
172411.538,47.892094,-0.095512353
172470.449,47.908458,-0.097973660
172529.360,47.924822,-0.103444301
172588.271,47.941186,-0.106492162
172648.653,47.957959,-0.109650854
172708.922,47.974701,-0.113460682
172767.834,47.991065,-0.116895087
172826.745,48.007429,-0.121051043
172890.022,48.025006,-0.123731498
172953.299,48.042583,-0.125215873
173012.210,48.058947,-0.125045598
173071.122,48.075312,-0.126681313
173131.391,48.092053,-0.127848744
173191.773,48.108826,-0.128729552
173250.684,48.125190,-0.128123000
173309.595,48.141554,-0.128198847
173368.261,48.157850,-0.128138229
173428.642,48.174623,-0.127696015
173488.912,48.191364,-0.127107948
173547.823,48.207729,-0.127151430
173606.734,48.224093,-0.127038062
173668.720,48.241311,-0.126131698
173731.997,48.258888,-0.125601940
173792.446,48.275679,-0.125549227
173851.111,48.291975,-0.125316158
173911.380,48.308717,-0.125520706
173971.762,48.325489,-0.123531818
174030.673,48.341854,-0.123405457
174089.584,48.358218,-0.122847192
174148.496,48.374582,-0.122251444
174208.866,48.391352,-0.120909415
174269.147,48.408096,-0.120692290
174327.812,48.424392,-0.119796067
174386.723,48.440756,-0.119055942
174448.709,48.457975,-0.117825828
174511.986,48.475552,-0.116894387
174572.435,48.492343,-0.115892768
174631.346,48.508707,-0.115250364
174691.605,48.525446,-0.114399411
174751.997,48.542221,-0.114118598
174810.662,48.558517,-0.113216870
174869.573,48.574882,-0.113091893
174928.485,48.591246,-0.113258690
174988.855,48.608015,-0.112806711
175049.136,48.624760,-0.112293027
175108.047,48.641124,-0.111750007
175166.958,48.657488,-0.111862920
175228.698,48.674638,-0.111333042
175291.975,48.692215,-0.110717557
175352.424,48.709007,-0.110067114
175411.335,48.725371,-0.109802961
175471.593,48.742109,-0.108690165
175531.986,48.758885,-0.107617557
175590.897,48.775249,-0.106275477
175649.808,48.791613,-0.104972988
175708.474,48.807909,-0.104301378
175768.844,48.824679,-0.103487980
175829.125,48.841424,-0.101224408
175888.036,48.857788,-0.098746277
175946.947,48.874152,-0.095475338
176007.396,48.890943,-0.092852220
176070.673,48.908520,-0.090429910
176132.659,48.925739,-0.087003127
176191.324,48.942034,-0.084733628
176251.582,48.958773,-0.081001516
176311.975,48.975549,-0.077433348
176370.886,48.991913,-0.073077671
176429.797,49.008277,-0.067736730
176488.709,49.024641,-0.062518597
176549.068,49.041408,-0.058016643
176609.114,49.058087,-0.052729987
176668.025,49.074451,-0.049158301
176728.216,49.091171,-0.038249224
176789.967,49.108324,-0.028815086
176850.662,49.125184,-0.017076058
176910.065,49.141685,0.000314837
176969.468,49.158186,0.013468958
177030.163,49.175045,0.021713107
177090.857,49.191905,0.030966785
177150.260,49.208406,0.033405837
177209.787,49.224941,0.038168855
177268.698,49.241305,0.042049915
177329.057,49.258071,0.048763560
177389.349,49.274819,0.054179627
177448.260,49.291183,0.059055101
177506.925,49.307479,0.063963860
177567.374,49.324270,0.066894811
177630.651,49.341848,0.070381746
177692.637,49.359066,0.072099008
177751.548,49.375430,0.076524317
177811.796,49.392165,0.079438407
177872.199,49.408944,0.083651252
177930.602,49.425167,0.087742340
177989.776,49.441604,0.092245698
178048.687,49.457969,0.095180459
178109.046,49.474735,0.098425597
178169.338,49.491483,0.102755331
178228.249,49.507847,0.106089681
178287.160,49.524211,0.110376462
178347.363,49.540934,0.114207417
178410.640,49.558511,0.117209554
178472.626,49.575729,0.119607933
178531.537,49.592094,0.122321337
178591.785,49.608829,0.127143465
178652.189,49.625608,0.129975811
178711.100,49.641972,0.134273499
178770.011,49.658336,0.136792853
178828.928,49.674702,0.140144035
178889.035,49.691399,0.143060803
178949.327,49.708146,0.146634385
179008.239,49.724511,0.149386361
179067.150,49.740875,0.154499784
179127.587,49.757663,0.157439195
179189.338,49.774816,0.160153784
179251.324,49.792034,0.164215319
179311.527,49.808757,0.168310583
179371.774,49.825493,0.175277188
179432.178,49.842272,0.179057032
179491.089,49.858636,0.182973489
179550.000,49.875000,0.189011812
179608.911,49.891364,0.191882163
179669.259,49.908128,0.195863992
179729.317,49.924810,0.205028459
179788.228,49.941174,0.211270392
179847.139,49.957539,0.216326460
179907.576,49.974327,0.224419311
179969.327,49.991480,0.236594334
180031.313,50.008698,0.240870103
180091.762,50.025489,0.241536111
180151.998,50.042222,0.242048949
180212.167,50.058935,0.242003173
180271.078,50.075300,0.241916582
180329.990,50.091664,0.242020458
180388.901,50.108028,0.242319301
180449.249,50.124791,0.242514014
180509.552,50.141542,0.242706582
180568.463,50.157906,0.242825136
180627.128,50.174202,0.242185652
180687.566,50.190990,0.239501461
180749.317,50.208144,0.237117805
180811.303,50.225362,0.235502355
180871.751,50.242153,0.233394265
180931.987,50.258885,0.231741674
180992.402,50.275667,0.230065867
181051.313,50.292032,0.228812933
181109.979,50.308327,0.226680726
181168.890,50.324692,0.224103987
181229.238,50.341455,0.221396431
181289.541,50.358206,0.220190957
181348.452,50.374570,0.218193665
181407.364,50.390934,0.217045590
181467.790,50.407719,0.215628982
181529.306,50.424807,0.214490891
181591.292,50.442026,0.212761439
181651.740,50.458817,0.211012915
181711.977,50.475549,0.209424935
181772.392,50.492331,0.207204029
181831.303,50.508695,0.205469474
181890.214,50.525059,0.202948719
181950.293,50.541748,0.201111615
182010.619,50.558505,0.199452043
182069.530,50.574870,0.197465017
182128.441,50.591234,0.195927143
182187.353,50.607598,0.192991883
182247.779,50.624383,0.190676719
182308.004,50.641112,0.188852593
182369.990,50.658330,0.185004175
182431.730,50.675480,0.182998687
182491.966,50.692213,0.180253789
182552.381,50.708995,0.178843021
182611.292,50.725359,0.176870659
182670.203,50.741723,0.175470531
182730.518,50.758477,0.172082171
182790.854,50.775237,0.168320000
182849.520,50.791533,0.166152298
182908.431,50.807897,0.163507968
182967.342,50.824262,0.160843119
183027.768,50.841047,0.158134170
183087.993,50.857776,0.155144244
183149.979,50.874994,0.153124541
183211.965,50.892213,0.150094107
183271.955,50.908876,0.147067875
183332.370,50.925658,0.143578529
183391.281,50.942023,0.140709355
183450.193,50.958387,0.138319671
183510.507,50.975141,0.135503478
183570.844,50.991901,0.132129058
183629.755,51.008265,0.128389955
183688.666,51.024629,0.125356063
183747.331,51.040925,0.121010050
183807.758,51.057710,0.117354162
183867.983,51.074440,0.113483675
183929.968,51.091658,0.111102112
183991.954,51.108876,0.106678694
184052.179,51.125605,0.103256155
184112.605,51.142390,0.100608237
184171.517,51.158755,0.098435864
184230.182,51.175051,0.096230678
184290.496,51.191805,0.093918331
184350.833,51.208565,0.091579780
184409.744,51.224929,0.088437170
184468.656,51.241293,0.085145980
184527.567,51.257657,0.082044750
184587.982,51.274439,0.079314593
184647.972,51.291103,0.077788986
184709.958,51.308322,0.075156443
184771.944,51.325540,0.071897998
184832.169,51.342269,0.069143821
184892.595,51.359054,0.066704027
184951.506,51.375418,0.065559156
185010.417,51.391783,0.064297691
185070.720,51.408533,0.062973022
185130.945,51.425263,0.059544083
185189.734,51.441593,0.057885565
185248.645,51.457957,0.056802694
185307.556,51.474321,0.055900607
185367.971,51.491103,0.052714689
185428.207,51.507835,0.050680947
185488.656,51.524627,0.048893819
185550.641,51.541845,0.044241622
185612.393,51.558998,0.032394307
185670.739,51.575205,0.021771882
185730.142,51.591706,0.008902786
185789.546,51.608207,-0.000830834
185850.240,51.625067,-0.011556556
185910.935,51.641926,-0.021018941
185970.338,51.658427,-0.028240753
186028.880,51.674689,-0.035357621
186087.545,51.690985,-0.040160704
186147.960,51.707767,-0.043326849
186208.197,51.724499,-0.049065191
186268.645,51.741290,-0.053243160
186330.631,51.758509,-0.058992380
186392.382,51.775662,-0.064379487
186452.820,51.792450,-0.068365492
186511.731,51.808814,-0.073503435
186570.396,51.825110,-0.078546621
186630.699,51.841861,-0.081086241
186691.047,51.858624,-0.087098256
186749.958,51.874988,-0.090236157
186808.870,51.891353,-0.094178617
186867.781,51.907717,-0.096947134
186928.185,51.924496,-0.101161648
186988.432,51.941231,-0.104121275
187048.635,51.957954,-0.108456686
187110.620,51.975172,-0.111229908
187172.372,51.992325,-0.114571903
187232.809,52.009114,-0.118592925
187291.720,52.025478,-0.119869798
187350.631,52.041842,-0.120875090
187410.923,52.058590,-0.121128723
187471.283,52.075356,-0.121646263
187529.948,52.091652,-0.121788181
187588.859,52.108016,-0.120702088
187647.770,52.124381,-0.120081209
187708.174,52.141159,-0.119861841
187768.421,52.157895,-0.120580420
187827.333,52.174259,-0.120293811
187889.319,52.191477,-0.120072760
187951.192,52.208664,-0.119772568
188012.798,52.225777,-0.119796805
188071.710,52.242142,-0.119382843
188130.621,52.258506,-0.118506223
188190.913,52.275254,-0.117693517
188251.272,52.292020,-0.116667546
188310.183,52.308384,-0.116453119
188368.848,52.324680,-0.115536228
188427.760,52.341044,-0.115101986
188488.164,52.357823,-0.114235863
188548.411,52.374559,-0.113236830
188607.322,52.390923,-0.111868560
188669.308,52.408141,-0.110029168
188732.585,52.425718,-0.109275568
188793.034,52.442509,-0.108534992
188851.699,52.458805,-0.107666545
188910.610,52.475170,-0.107339092
188970.902,52.491917,-0.106364522
189031.261,52.508684,-0.105500959
189090.173,52.525048,-0.104715258
189149.084,52.541412,-0.103998698
189207.995,52.557776,-0.102970168
189268.153,52.574487,-0.102478236
189328.400,52.591222,-0.101514183
189387.311,52.607587,-0.100066058
189449.297,52.624805,-0.099065542
189512.575,52.642382,-0.098123655
189573.023,52.659173,-0.097421132
189631.934,52.675537,-0.096623771
189690.846,52.691902,-0.095876895
189750.892,52.708581,-0.094608556
189811.251,52.725347,-0.093236640
189870.162,52.741712,-0.092407949
189929.073,52.758076,-0.091630287
189987.984,52.774440,-0.090884537
190048.377,52.791216,-0.089898661
190108.636,52.807954,-0.088746123
190167.301,52.824250,-0.088073745
190229.287,52.841469,-0.086280778
190292.564,52.859046,-0.084453311
190353.013,52.875837,-0.080614194
190411.924,52.892201,-0.077765673
190470.835,52.908565,-0.073995441
190531.116,52.925310,-0.069363251
190591.486,52.942080,-0.064198226
190650.152,52.958375,-0.060361564
190709.063,52.974740,-0.053723443
190767.974,52.991104,-0.046222765
190828.367,53.007880,-0.042090492
190890.470,53.025131,-0.028071446
190949.873,53.041631,-0.017780891
191009.276,53.058132,-0.003990176
191069.971,53.074992,0.014113052
191130.666,53.091852,0.026069637
191191.914,53.108865,0.035776183
191250.825,53.125229,0.039978426
191311.106,53.141974,0.047012532
191371.476,53.158743,0.050369836
191430.387,53.175107,0.052074235
191489.298,53.191472,0.054290347
191547.963,53.207768,0.055714339
191608.356,53.224543,0.060217815
191668.615,53.241282,0.062948167
191727.526,53.257646,0.065809503
191787.975,53.274437,0.068617534
191851.252,53.292014,0.073087446
191913.238,53.309233,0.077376708
191972.149,53.325597,0.080094881
192030.814,53.341893,0.082979590
192091.095,53.358638,0.087132994
192151.465,53.375407,0.090104885
192210.377,53.391771,0.093491465
192269.288,53.408136,0.096337311
192328.199,53.424500,0.100487165
192389.137,53.441427,0.103808284
192448.604,53.457946,0.107429735
192507.515,53.474310,0.112480037
192567.964,53.491101,0.115423638
192631.241,53.508678,0.118390024
192693.227,53.525896,0.123416290
192752.138,53.542261,0.126231939
192811.050,53.558625,0.129203498
192871.085,53.575301,0.133127123
192931.455,53.592071,0.135872588
192990.366,53.608435,0.138856560
193049.278,53.624799,0.143226609
193108.189,53.641164,0.147123858
193168.571,53.657936,0.150606476
193228.840,53.674678,0.151776403
193287.752,53.691042,0.156595781
193347.954,53.707765,0.160824277
193411.232,53.725342,0.167786732
193473.218,53.742560,0.171531662
193532.129,53.758925,0.179381073
193591.040,53.775289,0.183375835
193651.310,53.792031,0.189189672
193711.691,53.808803,0.197906092
193770.603,53.825167,0.206974164
193829.268,53.841463,0.212247625
193888.179,53.857828,0.221168950
193948.561,53.874600,0.234362990
194008.831,53.891342,0.235403672
194067.742,53.907706,0.237469971
194126.653,53.924070,0.240556702
194188.639,53.941289,0.245078877
194251.916,53.958866,0.247045733
194312.365,53.975657,0.249583945
194371.030,53.991953,0.252047777
194431.300,54.008694,0.254337028
194491.682,54.025467,0.255900949
194550.593,54.041831,0.254966527
194609.504,54.058196,0.253841221
194668.416,54.074560,0.254037768
194728.786,54.091329,0.254528806
194788.821,54.108006,0.254857123
194847.732,54.124370,0.254721314
194906.643,54.140734,0.254374176
194968.629,54.157953,0.254715234
195031.907,54.175530,0.254597321
195092.355,54.192321,0.254668057
195151.266,54.208685,0.254776359
195211.525,54.225424,0.254757166
195271.672,54.242131,0.254679948
195330.583,54.258495,0.254455477
195389.494,54.274859,0.254227459
195448.405,54.291224,0.254110754
195508.776,54.307993,0.253879920
195569.056,54.324738,0.253177732
195627.968,54.341102,0.252663463
195686.633,54.357398,0.252062857
195748.619,54.374616,0.248141706
195811.896,54.392193,0.244686112
195872.345,54.408985,0.243249804
195931.256,54.425349,0.241395563
195991.515,54.442087,0.239084341
196051.907,54.458863,0.237042338
196110.819,54.475227,0.235223398
196169.730,54.491592,0.234053418
196228.395,54.507888,0.232461393
196288.766,54.524657,0.230807237
196349.047,54.541402,0.229262054
196407.958,54.557766,0.228190079
196466.869,54.574130,0.226901129
196527.318,54.590922,0.225613624
196590.595,54.608499,0.224122092
196652.581,54.625717,0.223105773
196711.492,54.642081,0.221850157
196771.505,54.658751,0.220191993
196831.898,54.675527,0.218342811
196890.809,54.691891,0.217246860
196949.720,54.708255,0.215904906
197010.056,54.725016,0.214860529
197070.371,54.741770,0.212163195
197129.282,54.758134,0.209199265
197187.947,54.774430,0.207053185
197246.859,54.790794,0.205766141
197307.307,54.807585,0.203994095
197370.585,54.825162,0.203181446
197432.571,54.842381,0.202193141
197491.482,54.858745,0.200175256
197551.729,54.875480,0.197824635
197612.133,54.892259,0.197444767
197670.536,54.908482,0.194523849
197729.710,54.924919,0.191241473
197790.047,54.941680,0.189281717
197850.361,54.958434,0.187728509
197909.272,54.974798,0.182453811
197968.183,54.991162,0.179515004
198027.095,55.007526,0.174928874
198087.532,55.024314,0.167708270
198150.575,55.041826,0.163103357
198212.561,55.059045,0.159875974
198271.472,55.075409,0.155921862
198331.719,55.092144,0.148783065
198392.123,55.108923,0.143825978
198451.034,55.125287,0.137993753
198509.946,55.141652,0.134038538
198570.271,55.158409,0.130896084
198630.597,55.175166,0.127348095
198689.262,55.191462,0.123381577
198748.173,55.207826,0.118686981
198807.085,55.224190,0.113936082
198867.522,55.240978,0.112085864
198929.273,55.258131,0.107769731
198991.259,55.275350,0.104690444
199051.708,55.292141,0.101741023
199111.944,55.308873,0.098950285
199172.359,55.325655,0.097154230
199231.024,55.341951,0.093588628
199289.936,55.358315,0.090215541
199350.261,55.375073,0.086985227
199410.587,55.391830,0.084820487
199469.498,55.408194,0.082466051
199528.409,55.424558,0.080996320
199587.321,55.440922,0.078831501
199647.747,55.457707,0.075897098
199709.263,55.474795,0.074288357
199771.249,55.492014,0.072657589
199831.698,55.508805,0.069954954
199891.934,55.525537,0.068927567
199952.349,55.542319,0.065848164
200011.260,55.558683,0.063707031
200070.172,55.575048,0.063259237
200130.486,55.591802,0.062239325
200190.823,55.608562,0.061105371
200249.488,55.624858,0.059216149
200308.399,55.641222,0.056401491
200367.311,55.657586,0.056702048
200427.737,55.674371,0.053451918
200487.962,55.691101,0.047539759
200549.948,55.708319,0.033268694
200609.351,55.724820,0.018153075
200670.046,55.741679,0.006872615
200730.740,55.758539,0.000458501
200790.143,55.775040,-0.008051070
200849.546,55.791541,-0.017329991
200910.241,55.808400,-0.025585989
200970.818,55.825227,-0.032653445
201029.724,55.841590,-0.038732126
201088.635,55.857954,-0.046878658
201147.546,55.874318,-0.052010752
201208.885,55.891357,-0.056965984
201267.951,55.907764,-0.061196566
201329.937,55.924983,-0.067443334
201391.923,55.942201,-0.070547536
201452.148,55.958930,-0.074861791
201512.574,55.975715,-0.077312000
201571.485,55.992079,-0.083865240
201630.397,56.008444,-0.086597718
201690.700,56.025194,-0.087685876
201750.802,56.041889,-0.087161765
201809.713,56.058254,-0.087308869
201868.624,56.074618,-0.090246707
201927.535,56.090982,-0.090720817
201987.950,56.107764,-0.090415627
202048.187,56.124496,-0.090640254
202108.635,56.141288,-0.090171281
202170.621,56.158506,-0.090133935
202232.372,56.175659,-0.089630071
202292.564,56.192379,-0.089066125
202351.475,56.208743,-0.088408530
202410.386,56.225107,-0.087068625
202470.689,56.241858,-0.086838521
202531.037,56.258621,-0.085617252
202589.948,56.274986,-0.085051887
202648.860,56.291350,-0.083919540
202707.771,56.307714,-0.083121918
202767.940,56.324428,-0.081829958
202828.176,56.341160,-0.081172541
202888.625,56.357951,-0.079964645
202950.610,56.375170,-0.079020321
203012.361,56.392323,-0.078366183
203072.799,56.409111,-0.077328719
203131.710,56.425475,-0.075495444
203190.621,56.441839,-0.075107746
203250.679,56.458522,-0.073498528
203311.027,56.475285,-0.072823115
203369.938,56.491649,-0.071478002
203428.849,56.508014,-0.070197202
203487.760,56.524378,-0.068845168
203548.164,56.541157,-0.067824546
203608.411,56.557892,-0.066251360
203667.323,56.574256,-0.064697653
203729.309,56.591475,-0.063472360
203792.351,56.608986,-0.061920585
203852.789,56.625775,-0.060811520
203911.700,56.642139,-0.059638549
203970.611,56.658503,-0.057902157
204030.903,56.675251,-0.055906450
204091.262,56.692017,-0.054003604
204150.174,56.708382,-0.052635055
204209.085,56.724746,-0.050870825
204267.750,56.741042,-0.046886362
204328.154,56.757821,-0.044696195
204388.401,56.774556,-0.043108225
204447.312,56.790920,-0.041641403
204509.298,56.808138,-0.038116232
204572.576,56.825715,-0.035858477
204633.024,56.842507,-0.033180252
204690.091,56.858359,-0.030555610
204749.494,56.874859,-0.026263054
204810.189,56.891719,-0.021685561
204870.883,56.908579,-0.012160539
