Time_s,Sensor_negDegPLA,TempActual_C
4075.257480,77.075820,24.942685
4181.150890,77.068484,24.955549
4217.309641,77.063219,24.959497
4250.885744,77.067039,24.963162
4268.965142,77.063531,24.965136
4287.044518,77.060883,24.967110
4305.123922,77.071844,24.969083
4374.858812,77.071719,24.985592
4411.017608,77.068930,24.991321
4444.593604,77.075766,24.993652
4550.487120,77.081852,25.020662
4586.645897,77.082898,25.028469
4620.221887,77.088102,25.029427
4638.301319,77.089297,25.026725
4656.380711,77.090281,25.024024
4813.929678,77.088242,25.015941
4901.743832,77.093141,25.005177
4919.823225,77.085875,25.004287
4955.981999,77.090437,25.002509
4971.478646,77.083367,25.001747
4989.558019,77.083859,25.000858
5059.292886,77.087266,24.994476
5095.451681,77.089898,24.990678
5113.531068,77.091836,24.988789
5165.186526,77.079727,24.983395
5183.265928,77.079047,24.981507
5253.000729,77.076125,24.976138
5271.080109,77.083430,24.976285
5376.973798,77.078305,24.975973
5446.708623,77.077977,24.971063
5464.787984,77.080562,24.968967
5534.522698,77.078328,24.975502
5604.257405,77.072867,24.974699
5622.336814,77.074164,24.973903
5640.416178,77.081438,24.973107
5658.495578,77.076484,24.972312
5692.071606,77.074469,24.970833
5728.230407,77.073805,24.971554
5797.965292,77.060977,24.977841
5867.700131,77.064344,24.982595
5885.779515,77.073750,24.983427
5903.858927,77.070492,24.984258
5937.434951,77.068773,24.985000
5973.593697,77.072234,24.982978
6113.063371,77.071969,24.981746
6131.142759,77.073766,24.987980
6149.222141,77.069656,24.994215
6182.798200,77.072859,25.001400
6218.956933,77.066422,25.002354
6288.691798,77.073703,24.999697
6324.850611,77.066391,24.998320
6464.320341,77.063680,24.991484
6482.399739,77.072609,24.993127
6500.479187,77.076664,24.994771
6518.558603,77.062594,24.996414
6588.293436,77.079875,24.995290
6606.372851,77.079336,24.994354
6624.452265,77.071359,24.993417
6658.028282,77.068227,24.991677
6676.107693,77.069477,24.990741
6694.187124,77.068813,24.989804
6763.922037,77.068102,24.996731
6833.656897,77.072977,25.002661
6851.736299,77.070188,25.003231
6869.815672,77.061984,25.003802
6903.391737,77.061000,25.004861
6921.471125,77.069656,25.005431
6939.550512,77.069250,25.006002
7027.364819,77.063227,25.008772
7045.444256,77.066820,25.009342
7202.993479,77.069797,25.008915
7239.152293,77.064766,25.001212
7272.728388,77.063758,24.982008
7290.807782,77.068687,24.965804
7308.887233,77.065531,24.949601
7326.966654,77.062570,24.933398
7378.622165,77.048750,24.962735
7396.701588,77.056508,25.028794
7466.436456,77.090125,25.656864
7484.515846,77.102914,25.851622
7590.409649,77.307875,26.956286
7608.489099,77.358828,27.099893
7660.144622,77.523867,27.510198
7678.224041,77.580211,27.653804
7747.958971,77.835164,28.025531
7766.038373,77.897148,28.105745
7802.197105,78.023594,28.256891
7853.852613,78.169500,28.461100
7871.932013,78.217648,28.532572
7905.508069,78.306250,28.687004
7941.666925,78.407336,28.880539
7959.746332,78.453945,28.977305
8029.481179,78.649461,29.350550
8065.640014,78.772945,29.544084
8135.374930,79.013836,29.944197
8171.533784,79.130852,30.152919
8205.109824,79.261852,30.346732
8241.268662,79.401836,30.553015
8274.844735,79.528305,30.746258
