Time_s,Sensor_negDegTPU,TempActual_C
9084.650621,122.763195,35.217491
9172.463426,123.534594,35.720436
9296.434515,124.707695,36.423052
9348.089086,125.196672,36.708845
9366.168218,125.317930,36.808873
9402.326462,125.675719,37.020106
9435.901967,125.962906,37.212338
9453.981088,126.170367,37.308968
9541.794024,127.061078,37.769499
9559.873114,127.222742,37.861677
9629.606697,127.965141,38.251655
9647.685816,128.138594,38.355667
9699.340409,128.756641,38.652845
9717.419466,128.903211,38.756856
9823.311401,130.236461,39.333550
9841.390564,130.331453,39.434382
9893.045075,130.966758,39.722471
9911.124146,131.122297,39.823302
9980.857793,131.854703,40.205748
9998.936857,132.011125,40.304322
10068.670476,132.880937,40.684537
10104.828675,133.337250,40.881685
10122.907796,133.580062,40.980259
10174.562372,134.270719,41.265847
10280.454232,135.703156,41.859626
10368.266933,136.979875,42.345428
10404.425127,137.476500,42.542456
10438.000628,137.827125,42.723003
10456.079698,138.098672,42.820221
10474.158800,138.348875,42.917439
10507.734294,138.898578,43.097986
10543.892502,139.357875,43.292422
10561.971579,139.639609,43.389640
10580.050683,139.935969,43.486857
10598.129778,140.166687,43.584075
10631.705244,140.580734,43.764623
10667.863458,141.214188,43.959709
10913.223812,145.019906,45.303894
10931.303051,145.237125,45.402771
10949.382288,145.595953,45.501647
10982.957900,146.044500,45.689562
11001.037133,146.317688,45.793295
11019.116361,146.758016,45.897028
11158.584837,148.692469,46.672639
11176.664060,149.004953,46.771532
11194.743338,149.368828,46.870426
11228.319108,149.830797,47.054086
11246.398339,150.028719,47.152979
11264.477605,150.352188,47.251872
11282.556870,150.634062,47.350766
11318.715376,151.328937,47.548553
11370.370350,152.134891,47.831106
11458.183796,153.784922,48.316487
11476.263055,154.055375,48.416455
11545.997388,154.774250,48.825695
11564.076641,155.248828,48.931734
11615.731679,156.135469,49.234706
11633.810953,156.456328,49.340746
11739.703740,158.232766,49.850381
11757.783007,158.380906,49.842600
11827.517363,159.266266,49.812587
11897.251729,160.338047,49.768517
11915.331009,160.418062,49.746003
11933.410256,160.541406,49.723489
11951.489543,160.824156,49.700975
12003.144510,160.888141,49.636650
12021.223780,161.000359,49.614136
12090.958011,161.112484,49.714925
12109.037303,161.224437,49.757698
12127.116569,161.191781,49.800471
12145.195819,161.339391,49.843244
12181.354278,161.453297,49.915472
12233.009315,161.739969,50.002138
12269.167806,162.428594,50.047024
12287.247074,162.340906,50.060739
12444.794733,162.126672,50.090583
12532.608137,162.022984,50.074617
12568.766633,161.883688,50.068042
12602.342365,161.563656,50.061938
12620.421588,161.707063,50.058651
12638.500829,161.535313,50.055363
12672.076552,161.201578,50.049259
12708.234991,161.155781,50.042685
12796.048368,160.965484,50.026626
12814.127615,160.933141,50.023247
12832.206828,161.096422,50.019868
12953.595887,160.825969,49.990434
12971.675105,160.746781,49.994174
12989.754327,160.691328,49.997915
13007.833585,160.556031,50.001655
13041.409274,160.462578,50.019991
13198.956714,159.925813,50.028990
13217.035907,159.868391,50.027846
13235.115108,159.768687,50.026702
13253.194305,159.734641,50.025557
13322.928378,159.258312,50.021144
13359.086773,159.495266,50.017331
13392.662473,159.348484,50.012378
13410.741709,159.334203,50.009710
13428.820903,159.220625,50.007043
13498.555028,158.976797,50.007143
13586.368352,158.755906,50.019846
13692.260828,158.458937,50.014342
13728.419243,158.283297,50.000395
13761.994962,158.250922,49.996428
13831.729118,158.055766,49.993054
13919.542497,157.789109,49.992285
13937.621715,157.698625,49.992579
13973.780127,157.711891,49.993167
13989.276611,157.674656,49.993419
14007.355798,157.610109,49.993713
14043.514214,157.498359,49.995493
14061.593415,157.444641,49.996951
14113.248316,157.269313,50.001117
14131.327543,157.107156,50.002575
14201.061671,156.821125,50.008787
14219.140868,156.734797,50.010450
14288.875023,156.787109,50.021642
14306.954267,156.709641,50.020188
14376.688362,156.396453,50.016000
14446.422462,156.381359,50.016852
14552.315005,156.199891,50.020026
14570.394174,156.159078,50.021064
14658.207389,156.017469,50.024466
14709.862215,155.947438,50.019993
14727.941427,155.849453,50.017915
14746.020665,155.858125,50.015837
14815.754820,155.657500,50.013204
14903.568116,155.526469,50.011717
14955.222972,155.459937,50.005366
14973.302108,155.400813,50.003143
14991.381300,155.334438,50.000920
15043.036158,155.263656,50.000001
15061.115363,155.162469,50.000503
15097.273781,154.942719,50.013183
15130.849498,154.821719,50.023961
15167.007869,154.792531,50.021590
15272.900131,154.601844,50.022777
15306.475774,154.537172,50.028180
15342.634131,154.469203,50.035400
15430.447286,154.254234,50.031214
15466.605665,154.170516,50.050332
15500.181241,154.180391,50.071886
15536.339608,154.160703,50.088218
15569.915257,154.056266,50.092512
15693.886814,153.886219,50.075720
15781.700002,153.748344,50.057562
15851.433866,153.639859,50.041128
15869.513051,153.569109,50.039068
15887.592230,153.521359,50.037008
15905.671436,153.473938,50.034949
15975.405429,153.378437,50.027004
16011.563762,153.320281,50.025530
16045.139351,153.190188,50.026591
16063.218552,153.199547,50.027214
16081.297735,153.200016,50.027838
16238.844873,153.078516,50.017858
16326.658007,152.979266,50.022278
16344.737165,152.933609,50.024777
16380.895542,152.845984,50.029774
16414.471121,152.884781,50.040985
16450.629422,152.809219,50.036545
16520.363446,152.750063,50.032122
16538.442631,152.727500,50.034926
16590.097435,152.790203,50.042938
16608.176600,152.763578,50.045742
16677.910634,152.647906,50.056558
16695.989845,152.686313,50.059362
16747.644635,152.552031,50.065082
16765.723788,152.589484,50.066691
16783.802937,152.577031,50.068299
16835.457682,152.517281,50.072895
16853.536865,152.531844,50.074503
16923.270839,152.492656,50.080707
16959.429159,152.451984,50.083924
16977.508344,152.479672,50.085533
17065.321460,152.222750,50.078247
17116.976268,152.305937,50.066908
17135.055472,152.289953,50.062939
17259.026948,152.209797,50.070243
17292.602592,152.149063,50.066474
17328.760930,152.078141,50.062090
17362.336543,152.044875,50.052809
17398.494945,152.035438,50.042814
17486.308130,151.836281,50.014289
17522.466486,151.861797,50.018795
17661.934413,151.787813,50.012955
17680.013626,151.776828,50.009884
17698.092821,151.752203,50.006814
17731.668416,151.679422,50.001113
17889.215535,151.618937,49.984491
17907.294724,151.600781,49.986154
17925.373868,151.577687,49.987816
17943.453019,151.599813,49.989478
17977.028655,151.594359,49.994784
18134.575789,151.427922,50.000154
18152.655004,151.435469,50.001413
18170.734181,151.370984,50.002671
18188.813350,151.363313,50.003930
18258.547308,151.253344,50.008785
18294.705654,151.199906,50.013194
18328.281278,151.172375,50.018926
18346.360489,151.177156,50.022013
18364.439648,151.149625,50.025099
18434.173580,151.084781,50.035675
18521.986775,151.043438,50.047346
18609.799878,151.008266,50.034554
18627.879057,151.005672,50.038378
18664.037427,150.930313,50.036561
18697.613102,150.922891,50.031169
18715.692288,150.844766,50.030316
18733.771443,150.873422,50.029464
18751.850590,150.853156,50.028611
18803.505452,150.798516,50.028321
18821.584651,150.774453,50.029686
18891.318628,150.661422,50.014472
18961.052664,150.651312,49.923761
18979.131860,150.672203,49.900243
19085.024226,150.428109,49.306175
19103.103457,150.326859,49.185297
19172.837461,150.013703,48.714184
19242.571457,149.598813,48.263194
19260.650614,149.492094,48.158593
19330.384644,149.063828,47.749214
19366.543019,148.799406,47.559008
19384.622212,148.728656,47.463173
19400.118669,148.634641,47.381029
19436.277055,148.391281,47.189361
19542.169380,147.716984,46.635753
19575.744957,147.459406,46.458417
19611.903338,147.230437,46.277599
19645.478996,146.972734,46.111796
19681.637314,146.706516,45.924841
19751.371354,146.251781,45.570796
19787.529777,146.042906,45.390690
19945.076986,144.940203,44.607832
19963.156164,144.823953,44.517020
19981.235367,144.728875,44.426209
20014.810942,144.535937,44.255143
20120.703130,143.821484,43.673568
20156.861473,143.568484,43.461605
20190.437071,143.362859,43.259956
20226.595371,143.167109,43.042450
20260.170972,142.913250,42.844856
20366.063248,142.174109,42.216864
20402.221615,141.967031,42.000431
20435.797159,141.743984,41.801617
20593.344319,140.678953,40.864449
20611.423513,140.526828,40.758755
20647.581872,140.279969,40.554065
20681.157482,140.039969,40.367251
20787.049797,139.329891,39.766231
20805.128967,139.231031,39.667049
20823.208186,139.105922,39.567867
20874.862965,138.749516,39.283293
20892.942110,138.594297,39.182828
20962.676095,138.104141,38.795319
20980.755330,138.015141,38.694853
21016.913690,137.797156,38.493923
21068.568521,137.402391,38.206879
21086.647682,137.287750,38.106414
21138.302513,136.905734,37.819370
21156.381649,136.810719,37.718905
21226.115649,136.377484,37.322680
21244.194850,136.241469,37.222635
21262.274015,136.109500,37.122590
21280.353194,135.990875,37.022546
21386.245453,135.304922,36.438042
21404.324651,135.210281,36.339542
21437.900296,134.988687,36.156612
21474.058637,134.726125,35.962189
21510.217024,134.511297,35.767818
21561.871760,134.149953,35.497703
21579.950958,134.034938,35.405204
21598.030048,133.946781,35.312707
21667.764008,133.484969,34.948871
21755.577257,132.978953,34.480244
21879.548823,131.852937,33.801197
21913.124461,131.651500,33.617288
21931.203645,131.546078,33.518260
21949.282827,131.404969,33.419233
21967.362019,131.330766,33.320205
22055.175058,130.783156,32.845753
22091.333402,130.700508,32.645717
22109.412556,130.491289,32.542162
22127.491782,130.383484,32.438607
22145.570978,130.285148,32.335052
22161.067407,130.385789,32.246291
22179.146612,130.067023,32.142736
22197.225769,129.986977,32.039182
22336.693646,129.139156,31.249334
22354.772844,129.025273,31.143884
22372.851959,128.900633,31.038435
22390.931153,128.813898,30.932985
22406.427604,128.710039,30.842600
22424.506810,128.579117,30.737150
22442.585986,128.458367,30.631701
22582.054029,127.613273,29.832075
22618.212369,127.389562,29.626600
22706.025647,126.650391,29.120753
22757.680382,126.317344,28.822222
22775.759575,126.226047,28.718710
22811.917994,125.977172,28.515567
22845.493733,125.793750,28.330218
22969.465507,125.025141,27.646623
22987.544754,124.938445,27.546859
23039.199671,124.616828,27.261820
23057.278970,124.402289,27.162056
23127.013083,124.107242,26.777254
23232.905513,123.443148,26.195320
23250.984690,123.316047,26.097275
23320.718719,123.114406,25.721966
23338.797884,123.048266,25.624605
23390.452675,122.709203,25.346431
23408.531878,123.008687,25.249070
23478.265795,122.481406,24.869424
23514.424196,122.201602,24.671857
23532.503340,122.071508,24.573075
23584.158120,121.897406,24.290837
23671.971190,121.385883,23.805873
23690.050344,121.299414,23.705295
23777.863519,120.580703,23.220920
23795.942727,120.489531,23.121399
23847.597619,120.217164,22.835127
23865.676844,120.147102,22.734568
23883.756041,120.050945,22.634010
23953.490119,119.795844,22.246141
24023.224248,119.534328,21.858273
24041.303417,119.252422,21.757714
24059.382624,119.331883,21.657156
24092.958333,119.002437,21.470404
24111.037604,119.033789,21.369846
24129.116799,119.001734,21.269287
24198.850781,118.561570,20.881419
24216.929993,118.579633,20.780861
24235.009220,118.490594,20.680302
24253.088499,118.463828,20.579744
24322.822565,117.779219,20.195129
24340.901783,117.684336,20.096310
24358.981052,117.598062,19.997490
24392.556761,117.639875,19.813170
24428.715184,117.304688,19.613675
24446.794408,117.240906,19.513927
24482.952802,116.833430,19.312217
24516.528497,117.019641,19.123047
24552.686903,116.829945,18.919325
24622.421064,116.461430,18.525449
24658.579524,116.703531,18.320722
24692.155185,116.540930,18.130620
24728.313523,116.161727,17.925894
24816.126741,115.839375,17.428702
24852.285093,115.327328,17.223977
24885.860723,115.582562,17.031309
24955.594847,115.250125,16.644772
24991.753281,114.832961,16.446183
25009.832543,114.493211,16.346020
25027.911749,114.431148,16.245857
25079.566736,114.379805,15.961847
25167.380110,114.076250,15.476994
25237.114147,113.728484,15.090025
25255.193355,113.676797,14.989699
25273.272639,113.650141,14.889373
25343.006819,112.985969,14.496892
25361.086018,112.922094,14.394651
25430.820071,112.866578,13.998800
25448.899272,112.943430,13.900186
25518.633493,112.307039,13.517057
25554.791933,112.518586,13.312428
25572.871173,112.397016,13.209216
25624.526035,111.864187,12.914326
25712.339438,111.721844,12.417376
25763.994292,111.427055,12.142618
25782.073500,111.362383,12.047748
25800.152699,111.294828,11.952879
25836.311247,111.155937,11.763140
25887.966197,110.975781,11.492085
25906.045461,110.862711,11.397215
25993.858757,110.481766,10.963513
26011.937955,110.410773,10.865835
26030.017226,110.321687,10.768157
26063.592875,110.239742,10.583680
26099.751370,110.065820,10.376791
26117.830590,109.997133,10.270797
26205.643863,109.550336,9.759560
26275.377986,108.921063,9.355753
26363.191351,108.606789,8.853658
26399.349828,108.826898,8.648136
26432.925511,108.579516,8.457294
26451.004673,108.609727,8.354533
26469.083998,108.352852,8.251771
26502.659574,108.048758,8.060930
26538.817999,107.980688,7.856471
26556.897180,107.970148,7.754854
26574.976392,108.179617,7.653236
26593.055590,107.997234,7.551619
26626.631299,107.953117,7.358661
26662.789770,107.509852,7.151623
26784.178601,107.345578,6.474156
26802.257835,107.262516,6.377110
26820.337012,107.173289,6.280065
26838.416245,107.149812,6.183019
26871.991946,107.026820,6.001488
26977.884484,106.623711,5.413726
27153.510962,106.020867,4.449036
27171.590121,105.958828,4.351512
27189.669328,105.890617,4.253987
27223.244984,105.808805,4.072870
27241.324187,105.719141,3.975345
27259.403390,105.659289,3.877820
27347.216619,105.290133,3.402210
27365.295857,105.201367,3.302670
27383.375100,105.126867,3.203130
27522.843313,104.512070,2.414822
27559.001723,104.401906,2.198851
27628.735873,104.378945,1.733048
27646.815075,104.305039,1.686206
27716.549209,104.217687,1.685377
27752.707602,104.222352,1.962425
27822.441661,103.510586,2.354924
27840.520811,103.489836,2.347589
27892.175707,102.907633,2.326632
27910.254958,102.732883,2.319297
28016.147357,101.585570,2.016727
28034.226604,101.405859,1.879549
28070.385028,101.171445,1.605192
28122.039944,100.854578,1.213254
28140.119175,100.784914,1.076075
28158.198428,100.677508,0.938896
28297.666619,100.069078,-0.369500
28333.824987,99.943727,-0.725670
28439.717494,99.717109,-1.772680
28473.293188,99.584766,-2.099512
28491.372368,99.458273,-2.275498
28509.451547,99.405820,-2.451484
28543.027291,99.329430,-2.778316
28579.185748,99.200008,-3.119636
28615.344173,99.100367,-3.438945
28648.919810,98.954492,-3.713882
28666.999026,98.909977,-3.854567
28685.078251,98.886844,-3.995253
28703.157461,98.829953,-4.135938
28772.891634,98.603375,-4.656505
28790.970863,98.524422,-4.780132
28809.050080,98.428117,-4.903758
28914.942502,98.233852,-5.597185
29020.834948,98.084039,-6.156252
29056.993404,97.964094,-6.337909
29072.489904,97.858094,-6.415763
29090.569100,97.830750,-6.506591
29108.648327,97.822672,-6.597420
29126.727569,97.677656,-6.688249
29160.303220,97.562281,-6.855555
29196.461641,97.484469,-7.035529
29214.540836,97.484531,-7.126154
29232.620091,97.445906,-7.216779
29266.195804,97.323227,-7.385083
29284.275029,97.240055,-7.475708
29302.354266,97.221266,-7.566333
29372.088340,96.917047,-7.930846
29565.794280,96.511820,-8.993235
29601.952714,96.367219,-9.201273
29635.528434,96.302437,-9.382455
29653.607667,96.254086,-9.480015
29671.686848,96.212141,-9.577574
29689.766086,96.186383,-9.675134
29725.924540,96.106445,-9.870253
29759.500180,95.940961,-10.055001
29829.234311,95.828211,-10.448570
29847.313563,95.799547,-10.550872
29917.047724,95.581383,-10.942832
29935.126951,95.531031,-11.042341
30041.019388,95.105133,-11.628968
30092.674176,95.144602,-11.914030
30110.753340,95.091258,-12.012069
30128.832514,95.066328,-12.110108
30198.566399,94.919078,-12.487210
30268.300384,94.728047,-12.861197
30286.379519,94.696766,-12.958156
30356.113107,94.621727,-13.329888
30374.192253,94.575383,-13.424598
30443.926001,94.464109,-13.790932
30513.659892,94.268352,-14.171034
30549.818158,94.208203,-14.377016
30567.897329,94.176516,-14.474856
30655.710474,93.978562,-14.991390
30725.444313,93.803602,-15.409252
30831.336484,93.591266,-16.034535
30867.494874,93.548984,-16.231339
31006.962473,93.268500,-16.980330
31025.041565,93.217594,-17.088035
31043.120741,93.168258,-17.195741
31130.933485,93.017773,-17.707140
31149.012570,92.993172,-17.802311
31182.588057,92.929852,-17.982916
31200.667152,92.909359,-18.082561
31218.746273,92.877047,-18.182206
31358.213587,92.584469,-18.942380
31376.292636,92.560383,-19.044612
31394.371676,92.449797,-19.146843
31412.450768,92.435234,-19.249074
31446.026251,92.449094,-19.444156
31464.105374,92.435047,-19.551626
31482.184453,92.392961,-19.659096
31518.342591,92.338188,-19.867648
31569.997153,92.200773,-19.886417
31588.076239,92.173250,-19.716062
31657.809773,92.173070,-19.058979
31727.543309,92.096992,-18.989291
31745.622385,92.053633,-19.021047
31763.701447,92.029703,-19.052802
31797.276876,91.996555,-19.111776
31815.355944,91.946078,-19.143532
31833.434917,91.916633,-19.175287
31903.168427,91.798563,-19.345502
31972.902016,91.710500,-19.558774
31990.981074,91.692742,-19.610945
32042.635548,91.651781,-19.737273
32060.714615,91.646992,-19.764740
32130.448070,91.550148,-19.929988
32148.527143,91.536422,-19.950699
32200.181516,91.473055,-20.009872
32218.260574,91.450469,-20.030583
32287.994018,91.405445,-20.114696
32306.073122,91.416695,-20.139905
32324.152226,91.380375,-20.165114
32430.043916,91.302367,-20.189642
32448.122968,91.306328,-20.189569
32499.777484,91.235852,-20.189359
32517.856572,91.189336,-20.189285
32535.935642,91.203055,-20.189212
32605.669280,91.147922,-20.193231
32623.748347,91.129148,-20.197559
32641.827418,91.100625,-20.201888
32711.560910,91.079953,-20.184044
32729.639987,91.080078,-20.176492
32745.136327,91.074602,-20.170019
32781.294439,91.068578,-20.154915
32887.186139,91.066508,-20.105795
33044.732246,90.945391,-20.051331
33062.811329,90.950141,-20.048305
33080.890406,90.953320,-20.045280
33114.465882,90.929125,-20.039661
33132.544968,90.938164,-20.036635
33150.624023,90.905133,-20.033610
33290.091209,90.816484,-20.018033
33308.170345,90.798219,-20.017009
33341.745759,90.745852,-20.016908
33359.824832,90.773773,-20.017951
33395.983013,90.771680,-20.014504
33411.479374,90.774320,-20.010630
33447.637566,90.719102,-20.006123
33465.716666,90.720062,-20.006250
33501.874832,90.714133,-20.006503
33641.342182,90.627133,-20.022686
33659.421233,90.604820,-20.025686
33677.500329,90.590641,-20.028686
33695.579430,90.568266,-20.031686
33711.075829,90.591570,-20.034257
33729.154904,90.574617,-20.037257
33747.233986,90.559500,-20.040257
33765.313064,90.557023,-20.043257
33801.471238,90.533195,-20.049257
33835.046669,90.507883,-20.057094
33853.125756,90.499141,-20.062497
33871.204867,90.525258,-20.067900
33940.938465,90.493172,-20.081616
34010.672119,90.460977,-20.088634
34046.830225,90.441617,-20.092272
34134.642842,90.376164,-20.092999
34186.297356,90.347500,-20.068165
34204.376423,90.367266,-20.059473
34274.110042,90.316258,-20.038290
34292.189119,90.286391,-20.033881
34361.922781,90.247133,-20.017110
34380.001920,90.230477,-20.012954
34449.735576,90.259328,-20.005054
34519.469232,90.263664,-20.004188
34537.548272,90.247234,-20.002531
34589.202812,90.200602,-19.997794
34625.360984,90.205391,-19.994478
34643.440130,90.200570,-19.992820
34713.173726,90.201742,-19.988978
34731.252809,90.169766,-19.990008
34782.907429,90.144859,-19.992950
34800.986504,90.158508,-19.993980
34870.720169,90.088008,-19.995265
34888.799246,90.101250,-19.993389
34924.957412,90.090750,-19.989636
34994.690955,90.081508,-20.000044
35028.266388,90.075391,-20.004465
35064.424540,90.100977,-20.005498
35134.158063,90.056086,-20.007490
35203.891619,89.980609,-20.009483
35221.970667,89.998688,-20.009999
35240.049775,89.991687,-20.010516
35345.941431,89.925453,-20.000899
35397.595900,89.921547,-19.990076
35415.674993,89.904727,-19.987980
35433.754048,89.899250,-19.985884
35591.300238,89.863664,-20.008575
35624.875639,89.861242,-20.011715
35642.954728,89.870492,-20.010251
35661.033819,89.897820,-20.008788
35679.112883,89.876672,-20.007324
35715.271053,89.871242,-20.004397
35748.846422,89.842656,-20.001679
35766.925504,89.843375,-20.000216
35785.004555,89.826875,-19.998752
35854.738124,89.846719,-19.994547
35924.471687,89.814992,-19.991713
35960.629818,89.845656,-19.989448
35994.205235,89.849250,-19.988559
36012.284343,89.853852,-19.989182
36030.363392,89.818891,-19.989806
36169.830525,89.811539,-19.989466
36187.909594,89.785266,-19.990377
36205.988655,89.771211,-19.991287
36257.643180,89.761781,-19.991636
36275.722225,89.754563,-19.990238
36345.455753,89.753602,-19.984846
36451.347488,89.733969,-19.980306
36469.426585,89.709906,-19.982709
36539.160163,89.664781,-19.991977
36608.893845,89.671477,-19.999642
36626.972964,89.665875,-20.000328
36645.052066,89.666281,-20.001015
36663.131137,89.656922,-20.001701
36714.785692,89.645039,-20.003663
36732.864722,89.652523,-20.004349
36802.598308,89.647328,-19.992954
36820.677412,89.623508,-19.993993
36890.411106,89.599016,-19.996256
36908.490230,89.604281,-19.995484
36996.302972,89.560852,-19.991734
37014.382077,89.552047,-19.990962
37066.036605,89.562609,-19.988756
37084.115719,89.552969,-19.987984
37102.194748,89.557563,-19.987212
37171.928337,89.546016,-19.986010
37241.661992,89.524500,-19.989397
37259.741067,89.518062,-19.989827
37311.395624,89.523969,-19.991057
37329.474722,89.503984,-19.991487
37347.553805,89.483984,-19.991918
37399.208308,89.486187,-19.993148
37417.287404,89.483641,-19.993578
37453.445619,89.473625,-20.002710
37487.021022,89.440680,-20.008711
37523.179203,89.446656,-20.002366
37541.258272,89.457664,-19.998542
37698.804703,89.448844,-19.982179
37786.617486,89.400297,-19.988011
37822.775722,89.391391,-19.989041
37856.351141,89.385766,-19.989997
37874.430240,89.382969,-19.990512
37892.509327,89.395672,-19.991027
37926.084785,89.414297,-19.991983
37962.242954,89.406086,-19.993013
