Time_s,Bridge_BridgeBatteriSp_nding_neg_deg,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
45741.33327516,3608.968734741,NaN,NaN,NaN,NaN
45759,NaN,39.201,39.217,29.969,30
45772.32630398,3612.138986588,NaN,NaN,NaN,NaN
45787.82280044,3559.841394424,NaN,NaN,NaN,NaN
45805,NaN,39.469,39.467,29.92,30
45820,NaN,39.544,39.55,29.913,30
45835,NaN,39.627,39.639,29.867,30
45850,NaN,39.715,39.722,29.936,30
45866,NaN,39.783,39.811,29.884,30
45883.3846304,3611.992835999,NaN,NaN,NaN,NaN
45898.88112474,3613.287687302,NaN,NaN,NaN,NaN
45916.9603574,3608.911275864,NaN,NaN,NaN,NaN
45932,NaN,40.147,40.178,29.787,30
45947.95336446,3613.132953644,NaN,NaN,NaN,NaN
45962,NaN,40.332,40.344,29.7,30
45977,NaN,40.416,40.428,29.606,30
45994.44290172,3611.248016357,NaN,NaN,NaN,NaN
46009.939388,3613.108873367,NaN,NaN,NaN,NaN
46025.43592992,3614.395618439,NaN,NaN,NaN,NaN
46040.93245992,3563.293457031,NaN,NaN,NaN,NaN
46059,NaN,40.881,40.878,29.622,30
46071.9255123,3612.97249794,NaN,NaN,NaN,NaN
46087.42202864,3614.463806152,NaN,NaN,NaN,NaN
46104,NaN,41.148,41.133,29.767,30
46120,NaN,41.224,41.217,29.776,30
46135,NaN,41.302,41.3,29.886,30
46150,NaN,41.392,41.383,29.895,30
46167.48744196,3565.039873123,NaN,NaN,NaN,NaN
46182.98394378,3611.596822739,NaN,NaN,NaN,NaN
46195.89770528,3612.019538879,NaN,NaN,NaN,NaN
46213.97700208,3615.540266037,NaN,NaN,NaN,NaN
46229.47353642,3572.143793106,NaN,NaN,NaN,NaN
46246,NaN,41.948,41.922,30.251,30
46260.46658874,3613.76786232,NaN,NaN,NaN,NaN
46277,NaN,42.107,42.089,30.309,30
46292,NaN,42.198,42.178,30.388,30
46307,NaN,42.279,42.261,30.359,30
46325.03543026,3615.169286728,NaN,NaN,NaN,NaN
46340.5319423,3616.674900055,NaN,NaN,NaN,NaN
46358,NaN,42.555,42.544,30.413,30
46372,NaN,42.637,42.622,30.339,30
46388,NaN,42.711,42.711,30.381,30
46403,NaN,42.798,42.794,30.339,30
46418.0144431,3617.872476578,NaN,NaN,NaN,NaN
46433.51092692,3566.41793251,NaN,NaN,NaN,NaN
46449.00743834,3614.139795303,NaN,NaN,NaN,NaN
46467.08670038,3617.712020874,NaN,NaN,NaN,NaN
46482.58324464,3595.580816269,NaN,NaN,NaN,NaN
46495.4970066,3574.461698532,NaN,NaN,NaN,NaN
46513.57625958,3615.879535675,NaN,NaN,NaN,NaN
46529.07279602,3617.679357529,NaN,NaN,NaN,NaN
46545,NaN,43.581,43.583,30.082,30
46560,NaN,43.665,43.667,29.987,30
46575.56233226,3615.118741989,NaN,NaN,NaN,NaN
46591.05883378,3617.544651031,NaN,NaN,NaN,NaN
46606.55533834,3618.965625763,NaN,NaN,NaN,NaN
46622.0518564,3575.246810913,NaN,NaN,NaN,NaN
46637.54835348,3612.812757492,NaN,NaN,NaN,NaN
46655.62763794,3618.731498718,NaN,NaN,NaN,NaN
46671,NaN,44.276,44.283,30.051,30
46686,NaN,44.362,44.367,30.067,30
46702,NaN,44.435,44.456,29.995,30
46717,NaN,44.532,44.539,30.019,30
46733,NaN,44.629,44.622,29.978,30
46748,NaN,44.707,44.711,30.048,30
46764.10313726,3613.620519638,NaN,NaN,NaN,NaN
46779.59965134,3618.200778961,NaN,NaN,NaN,NaN
46797.67891658,3620.992183685,NaN,NaN,NaN,NaN
46813.17544594,3573.027849197,NaN,NaN,NaN,NaN
46828.6719356,3617.290019989,NaN,NaN,NaN,NaN
46844.16847218,3619.713306427,NaN,NaN,NaN,NaN
46859,NaN,45.315,45.328,29.924,30
46875.1614888,3578.632116318,NaN,NaN,NaN,NaN
46890.65800308,3615.80657959,NaN,NaN,NaN,NaN
46908.73726102,3620.969295502,NaN,NaN,NaN,NaN
46921.65103144,3621.183633804,NaN,NaN,NaN,NaN
46937.14754264,3622.367858887,NaN,NaN,NaN,NaN
46955,NaN,45.838,45.861,29.942,30
46970,NaN,45.932,45.944,30.03,30
46985,NaN,46.025,46.028,29.992,30
47000,NaN,46.097,46.111,30.077,30
47017.21280896,3617.718696594,NaN,NaN,NaN,NaN
47032.70929334,3620.804548264,NaN,NaN,NaN,NaN
47045.62306802,3621.053934097,NaN,NaN,NaN,NaN
47063.7023139,3623.432397842,NaN,NaN,NaN,NaN
47079.1988046,3576.983690262,NaN,NaN,NaN,NaN
47094.69529858,3620.443582535,NaN,NaN,NaN,NaN
47110.19178024,3622.30014801,NaN,NaN,NaN,NaN
47125.68827998,3623.537063599,NaN,NaN,NaN,NaN
47141.18476878,3576.112270355,NaN,NaN,NaN,NaN
47156,NaN,46.984,46.978,29.879,30
47172.17773512,3622.215032578,NaN,NaN,NaN,NaN
47187.67427254,3623.589992523,NaN,NaN,NaN,NaN
47205.75350578,3616.716623306,NaN,NaN,NaN,NaN
47218.66722582,3618.047714233,NaN,NaN,NaN,NaN
47234.1637536,3621.993780136,NaN,NaN,NaN,NaN
47252.24299678,3624.573469162,NaN,NaN,NaN,NaN
47267.7394733,3575.313806534,NaN,NaN,NaN,NaN
47283.23599248,3621.136665344,NaN,NaN,NaN,NaN
47298.73252182,3623.31366539,NaN,NaN,NaN,NaN
47314.22901602,3624.648094177,NaN,NaN,NaN,NaN
47329.72550184,3579.950332642,NaN,NaN,NaN,NaN
47344,NaN,48.026,48.022,29.648,30
47360.7184862,3623.157024384,NaN,NaN,NaN,NaN
47376.21498316,3624.653577805,NaN,NaN,NaN,NaN
47393,NaN,48.287,48.294,29.683,30
47407.20799386,3587.222337723,NaN,NaN,NaN,NaN
47425,NaN,48.474,48.467,29.806,30
47440,NaN,48.563,48.55,29.782,30
47453.6974561,3625.83732605,NaN,NaN,NaN,NaN
47470,NaN,48.732,48.717,29.878,30
47485,NaN,48.817,48.806,30.006,30
47502.7697424,3625.665903091,NaN,NaN,NaN,NaN
47515.68353964,3625.849246979,NaN,NaN,NaN,NaN
47533.76274876,3617.033720016,NaN,NaN,NaN,NaN
47549.25925114,3623.885631561,NaN,NaN,NaN,NaN
47564.75576622,3625.621795654,NaN,NaN,NaN,NaN
47580.25229908,3626.791238785,NaN,NaN,NaN,NaN
47595.74881996,3580.300092697,NaN,NaN,NaN,NaN
47612,NaN,49.518,49.511,30.153,30
47627,NaN,49.605,49.594,30.162,30
47642.2383468,3626.824855804,NaN,NaN,NaN,NaN
47658,NaN,49.772,49.761,30.143,30
47673.23136492,3621.574878693,NaN,NaN,NaN,NaN
47691.31062382,3626.610040665,NaN,NaN,NaN,NaN
47706.80715978,3627.726078033,NaN,NaN,NaN,NaN
47724,NaN,50.101,50,30.159,30
47740,NaN,50.129,50,30.161,30
47754,NaN,50.119,50,30.262,30
47770,NaN,50.088,50,30.319,30
47785,NaN,50.034,50,30.443,30
47802.36896808,3626.048326492,NaN,NaN,NaN,NaN
47815.28271732,3626.325368881,NaN,NaN,NaN,NaN
47833.36196414,3628.673791885,NaN,NaN,NaN,NaN
47848.85850746,3580.955028534,NaN,NaN,NaN,NaN
47864.35498564,3625.585794449,NaN,NaN,NaN,NaN
47879.85149366,3627.524614334,NaN,NaN,NaN,NaN
47895.34801616,3628.719091415,NaN,NaN,NaN,NaN
47913,NaN,49.653,50,30.987,30
47928,NaN,49.633,50,31.098,30
47943,NaN,49.621,50,30.99,30
47959,NaN,49.618,50,30.908,30
47974,NaN,49.628,50,30.754,30
47990.90976612,3626.621961594,NaN,NaN,NaN,NaN
48004,NaN,49.639,50,30.576,30
48021.90279102,3629.553079605,NaN,NaN,NaN,NaN
48037.3993063,3584.555864334,NaN,NaN,NaN,NaN
48055,NaN,49.7385,50,30.25,30
48070,NaN,49.775,50,30.248,30
48085,NaN,49.807,50,30.204,30
48101.96809002,3620.47958374,NaN,NaN,NaN,NaN
48116,NaN,49.9,50,30.193,30
48132.9610798,3629.128694534,NaN,NaN,NaN,NaN
48148.45760342,3630.216836929,NaN,NaN,NaN,NaN
48166,NaN,50.004,50,30.217,30
48181,NaN,50.017,50,30.214,30
48197,NaN,50.034,50,30.258,30
48213.02639326,3602.505922318,NaN,NaN,NaN,NaN
48228.52286486,3623.626708984,NaN,NaN,NaN,NaN
48244.01940324,3628.160238266,NaN,NaN,NaN,NaN
48259.51590232,3629.725456238,NaN,NaN,NaN,NaN
48277.59517176,3584.572792053,NaN,NaN,NaN,NaN
48293.09170124,3627.00009346,NaN,NaN,NaN,NaN
48306.00544304,3627.363204956,NaN,NaN,NaN,NaN
48324.08469796,3630.470991135,NaN,NaN,NaN,NaN
48339.58119742,3590.990543365,NaN,NaN,NaN,NaN
48355.0776913,3624.997138977,NaN,NaN,NaN,NaN
48370.57415972,3628.767728806,NaN,NaN,NaN,NaN
48386.07065234,3630.269289017,NaN,NaN,NaN,NaN
48401.56717202,3631.274938583,NaN,NaN,NaN,NaN
48417,NaN,50.164,50,30.045,30
48432.56017764,3628.059148788,NaN,NaN,NaN,NaN
48448.0567016,3629.958868027,NaN,NaN,NaN,NaN
48466.13594142,3590.417861938,NaN,NaN,NaN,NaN
48481.6324468,3626.122951508,NaN,NaN,NaN,NaN
48497,NaN,50.111,50,30.22,30
48512.62538584,3630.731105804,NaN,NaN,NaN,NaN
48528.12185296,3631.703138351,NaN,NaN,NaN,NaN
48543.61838258,3585.431337357,NaN,NaN,NaN,NaN
48559.11489614,3628.64780426,NaN,NaN,NaN,NaN
48577.19413648,3631.393432617,NaN,NaN,NaN,NaN
48592.6906246,3589.812517166,NaN,NaN,NaN,NaN
48605.60437976,3588.384151459,NaN,NaN,NaN,NaN
48623.68360574,3629.819869995,NaN,NaN,NaN,NaN
48639.18010242,3631.155490875,NaN,NaN,NaN,NaN
48655,NaN,50.074,50,30.049,30
48670.17310524,3595.117092133,NaN,NaN,NaN,NaN
48686,NaN,50.05,50,30.061,30
48701.16612032,3630.855560303,NaN,NaN,NaN,NaN
48716.66263818,3631.907224655,NaN,NaN,NaN,NaN
48732.15914074,3588.240146637,NaN,NaN,NaN,NaN
48747.65566384,3628.093004227,NaN,NaN,NaN,NaN
48765.73492002,3631.51717186,NaN,NaN,NaN,NaN
48778.64865466,3631.640434265,NaN,NaN,NaN,NaN
48796.72791944,3622.38574028,NaN,NaN,NaN,NaN
48812,NaN,50.035,50,30.05,30
48827,NaN,50.03,50,30.034,30
48842,NaN,50.03,50,30.152,30
48858,NaN,50.04,50,30.11,30
48874.21035394,3628.540277481,NaN,NaN,NaN,NaN
48889.70685754,3630.734920502,NaN,NaN,NaN,NaN
48907.78608348,3614.237308502,NaN,NaN,NaN,NaN
48923.28254986,3625.098228455,NaN,NaN,NaN,NaN
48938.77904392,3629.926204681,NaN,NaN,NaN,NaN
48955,NaN,50.016,50,30.01,30
48969.7720369,3632.443189621,NaN,NaN,NaN,NaN
48985.26854378,3588.249444962,NaN,NaN,NaN,NaN
49000.76504684,3628.938913345,NaN,NaN,NaN,NaN
49018,NaN,50.041,50,30.082,30
49031.758065,3632.141113281,NaN,NaN,NaN,NaN
49047.2545566,3592.938899994,NaN,NaN,NaN,NaN
49065.33378368,3630.192995071,NaN,NaN,NaN,NaN
49078.24754746,3630.399703979,NaN,NaN,NaN,NaN
49096,NaN,50.012,50,30.039,30
49111.82325378,3588.323116302,NaN,NaN,NaN,NaN
49127,NaN,50.038,50,29.949,30
49142,NaN,50.043,50,29.867,30
49157,NaN,50.043,50,29.871,30
49173.80923716,3592.345476151,NaN,NaN,NaN,NaN
49189.305694,3627.504587173,NaN,NaN,NaN,NaN
49204.80213232,3630.650043488,NaN,NaN,NaN,NaN
49220.29864424,3632.003545761,NaN,NaN,NaN,NaN
49235.79515186,3632.932901382,NaN,NaN,NaN,NaN
49253.87435248,3629.561185837,NaN,NaN,NaN,NaN
49266.78810042,3629.835605621,NaN,NaN,NaN,NaN
49284.8673806,3632.531166077,NaN,NaN,NaN,NaN
49300,NaN,50.041,50,30.191,30
49316,NaN,50.022,50,30.189,30
49331,NaN,50.008,50,30.155,30
49346,NaN,50.018,50,30.131,30
49362.34977702,3633.109807968,NaN,NaN,NaN,NaN
49377.84627932,3595.621824265,NaN,NaN,NaN,NaN
49393.3427183,3630.093097687,NaN,NaN,NaN,NaN
49408.839203,3631.769657135,NaN,NaN,NaN,NaN
49426.91845984,3591.373920441,NaN,NaN,NaN,NaN
49439.83218156,3590.241909027,NaN,NaN,NaN,NaN
49455.3286682,3628.857135773,NaN,NaN,NaN,NaN
49473,NaN,50.041,50,29.947,30
49488.90439,3633.272409439,NaN,NaN,NaN,NaN
49504,NaN,50.048,50,29.956,30
49519,NaN,50.061,50,29.987,30
49535.39389704,3631.936073303,NaN,NaN,NaN,NaN
49550.89037522,3632.959127426,NaN,NaN,NaN,NaN
49566.38689574,3588.61041069,NaN,NaN,NaN,NaN
49584.4660861,3631.251096725,NaN,NaN,NaN,NaN
49599.96255644,3632.496118546,NaN,NaN,NaN,NaN
49616,NaN,50.053,50,30.012,30
49630.95561708,3623.959779739,NaN,NaN,NaN,NaN
49646.45210016,3630.523443222,NaN,NaN,NaN,NaN
49661.94857814,3632.069587708,NaN,NaN,NaN,NaN
49677.44504584,3633.07929039,NaN,NaN,NaN,NaN
49692.94150232,3589.762449265,NaN,NaN,NaN,NaN
49708.43798116,3629.404067993,NaN,NaN,NaN,NaN
49726.5172068,3632.630825043,NaN,NaN,NaN,NaN
49740,NaN,50.029,50,30.048,30
49754.92740204,3594.072818756,NaN,NaN,NaN,NaN
49773,NaN,50.037,50,30.103,30
49788,NaN,50.047,50,30.081,30
49803,NaN,50.039,50,30.063,30
49818,NaN,50.037,50,29.948,30
49834.99262268,3629.618644714,NaN,NaN,NaN,NaN
49850.48905206,3631.701469421,NaN,NaN,NaN,NaN
49863.40280432,3631.842136383,NaN,NaN,NaN,NaN
49881.4820319,3594.696044922,NaN,NaN,NaN,NaN
49896.9785544,3627.445697784,NaN,NaN,NaN,NaN
49915,NaN,50.038,50,30.034,30
49930,NaN,50.043,50,30.112,30
49946.05076674,3589.057683945,NaN,NaN,NaN,NaN
49961.54724276,3629.792451859,NaN,NaN,NaN,NaN
49977.04372784,3631.80565834,NaN,NaN,NaN,NaN
49992.54023924,3632.933139801,NaN,NaN,NaN,NaN
50008.03671806,3594.033479691,NaN,NaN,NaN,NaN
50026,NaN,50.024,50,30.076,30
50040,NaN,50.021,50,30.052,30
50056,NaN,50.022,50,30.014,30
50072,NaN,50.033,50,30.109,30
50087,NaN,50.032,50,30.014,30
50102,NaN,50.044,50,30.072,30
50117,NaN,50.012,50,29.996,30
50134.59128712,3593.17946434,NaN,NaN,NaN,NaN
50150.0877613,3628.00693512,NaN,NaN,NaN,NaN
50165.58424872,3631.269454956,NaN,NaN,NaN,NaN
50181.08069758,3632.617950439,NaN,NaN,NaN,NaN
50196.57721562,3633.538484573,NaN,NaN,NaN,NaN
50213,NaN,50.024,50,29.931,30
50227.57017728,3630.349397659,NaN,NaN,NaN,NaN
50244,NaN,50.015,50,29.963,30
50259,NaN,50.019,50,29.908,30
50276.64234452,3628.18145752,NaN,NaN,NaN,NaN
50290,NaN,50.024,50,29.956,30
50305.05246972,3631.493091583,NaN,NaN,NaN,NaN
50323.13167866,3633.605957031,NaN,NaN,NaN,NaN
50338.62815574,3588.451623917,NaN,NaN,NaN,NaN
50354.12461794,3630.435705185,NaN,NaN,NaN,NaN
50369.62108086,3632.185935974,NaN,NaN,NaN,NaN
50385.11751388,3633.231401443,NaN,NaN,NaN,NaN
50401,NaN,50.009,50,30.197,30
50416.11044184,3628.858804703,NaN,NaN,NaN,NaN
50432,NaN,50.023,50,30.086,30
50447.10335462,3632.835865021,NaN,NaN,NaN,NaN
50463,NaN,50.049,50,29.966,30
50478.09629398,3596.782445908,NaN,NaN,NaN,NaN
50493.59276714,3630.73182106,NaN,NaN,NaN,NaN
50511.67198182,3633.286476135,NaN,NaN,NaN,NaN
50527.16842886,3590.581417084,NaN,NaN,NaN,NaN
50544,NaN,50.019,50,29.964,30
50559,NaN,50.021,50,29.96,30
50576.2405139,3633.699417114,NaN,NaN,NaN,NaN
50590,NaN,50.032,50,29.909,30
50605,NaN,50.032,50,29.91,30
50622.72988584,3632.294893265,NaN,NaN,NaN,NaN
50638.22638678,3633.342027664,NaN,NaN,NaN,NaN
50653.72288018,3591.486930847,NaN,NaN,NaN,NaN
50669.2193398,3629.092216492,NaN,NaN,NaN,NaN
50687,NaN,50.019,50,30.028,30
50702,NaN,50.036,50,30.036,30
50715.70884116,3633.820295334,NaN,NaN,NaN,NaN
50732,NaN,50.042,50,29.974,30
50747,NaN,50.037,50,30.02,30
50763,NaN,50.024,50,29.994,30
50778,NaN,50.01,50,30.102,30
50795.77394836,3629.162549973,NaN,NaN,NaN,NaN
50811.27040232,3631.74200058,NaN,NaN,NaN,NaN
50824.18411004,3631.893396378,NaN,NaN,NaN,NaN
50842.26333318,3633.875608444,NaN,NaN,NaN,NaN
50857.75978118,3589.088201523,NaN,NaN,NaN,NaN
50874,NaN,50.036,50,29.923,30
50889,NaN,50.034,50,29.938,30
50906.83185428,3591.398715973,NaN,NaN,NaN,NaN
50922.32831964,3629.278898239,NaN,NaN,NaN,NaN
50937.82476774,3631.808996201,NaN,NaN,NaN,NaN
50953.32120634,3633.032798767,NaN,NaN,NaN,NaN
50968.81768576,3633.914709091,NaN,NaN,NaN,NaN
50986,NaN,50.066,50,30.072,30
51001,NaN,50.055,50,30.065,30
51015.30706916,3632.559537888,NaN,NaN,NaN,NaN
51032,NaN,50.057,50,30.012,30
51047,NaN,50.063,50,30.02,30
51064,NaN,50.067,50,29.967,30
51077.29291676,3631.987810135,NaN,NaN,NaN,NaN
51095.37220468,3633.947372437,NaN,NaN,NaN,NaN
51110.86864776,3586.094856262,NaN,NaN,NaN,NaN
51124,NaN,50.055,50,30.002,30
51141.86159978,3632.604598999,NaN,NaN,NaN,NaN
51157.35807378,3633.591413498,NaN,NaN,NaN,NaN
51173,NaN,50.066,50,30.034,30
51188,NaN,50.063,50,30.069,30
51204,NaN,50.064,50,30.039,30
51219.34394714,3633.192777634,NaN,NaN,NaN,NaN
51234.8404144,3611.564874649,NaN,NaN,NaN,NaN
51250.33689196,3626.619338989,NaN,NaN,NaN,NaN
51265.83334522,3631.283283234,NaN,NaN,NaN,NaN
51283.91255026,3633.636236191,NaN,NaN,NaN,NaN
51299.40902702,3589.454650879,NaN,NaN,NaN,NaN
51314.90549208,3629.822015762,NaN,NaN,NaN,NaN
51330.40200164,3632.053375244,NaN,NaN,NaN,NaN
51345.89850996,3633.199691772,NaN,NaN,NaN,NaN
51362,NaN,50.033,50,30.028,30
51376.8914651,3627.172470093,NaN,NaN,NaN,NaN
51393,NaN,50.018,50,30.066,30
51408,NaN,50.015,50,30.01,30
51424,NaN,50.012,50,30.091,30
51439,NaN,50.027,50,30.003,30
51454.37382694,3630.480289459,NaN,NaN,NaN,NaN
51472.4530421,3633.377075195,NaN,NaN,NaN,NaN
51487.94950486,3594.333410263,NaN,NaN,NaN,NaN
51505,NaN,50.016,50,30.049,30
51521,NaN,50.019,50,30.105,30
51537.02173608,3633.835792542,NaN,NaN,NaN,NaN
51551,NaN,50.024,50,30.046,30
51567,NaN,50.026,50,30.003,30
51583.51111628,3632.426977158,NaN,NaN,NaN,NaN
51599.00758502,3633.506298065,NaN,NaN,NaN,NaN
51614.50406924,3591.372489929,NaN,NaN,NaN,NaN
51630.00053496,3629.070281982,NaN,NaN,NaN,NaN
51645.49703384,3631.858110428,NaN,NaN,NaN,NaN
51663,NaN,49.996,50,30.344,30
51676.4899563,3634.035348892,NaN,NaN,NaN,NaN
51694,NaN,49.993,50,30.29,30
51709,NaN,50.002,50,30.193,30
51725,NaN,50.014,50,30.097,30
51739,NaN,50.017,50,30.03,30
51755,NaN,50.014,50,29.938,30
51772.05146924,3632.058620453,NaN,NaN,NaN,NaN
51787.5479841,3633.270263672,NaN,NaN,NaN,NaN
51805.62717942,3589.428663254,NaN,NaN,NaN,NaN
51821,NaN,50.02,50,29.974,30
51837,NaN,50.033,50,29.984,30
51852,NaN,50.044,50,29.916,30
51867,NaN,50.042,50,30.021,30
51883.1094779,3630.098581314,NaN,NaN,NaN,NaN
51898.60596136,3632.251262665,NaN,NaN,NaN,NaN
51914.1024543,3633.388996124,NaN,NaN,NaN,NaN
51929.59892194,3595.517158508,NaN,NaN,NaN,NaN
51947.67816564,3631.40630722,NaN,NaN,NaN,NaN
51963,NaN,50.03,50,29.998,30
51976.08836302,3632.996797562,NaN,NaN,NaN,NaN
51993,NaN,50.034,50,29.937,30
52008,NaN,50.025,50,29.949,30
52025,NaN,50.03,50,29.947,30
52039,NaN,50.029,50,30.016,30
52056.15349066,3593.60909462,NaN,NaN,NaN,NaN
52071.6499525,3628.68976593,NaN,NaN,NaN,NaN
52086,NaN,50.049,50,29.991,30
52102.642908,3633.114099503,NaN,NaN,NaN,NaN
52118.13936934,3634.029865265,NaN,NaN,NaN,NaN
52135,NaN,50.018,50,30.02,30
52149.13232096,3631.001710892,NaN,NaN,NaN,NaN
52166,NaN,50.031,50,30.013,30
52181,NaN,50.046,50,29.977,30
52197,NaN,50.046,50,29.943,30
52212,NaN,50.041,50,29.981,30
52227,NaN,50.03,50,29.95,30
52244.69391146,3634.129047394,NaN,NaN,NaN,NaN
52260.19040998,3588.552474976,NaN,NaN,NaN,NaN
52275.68687126,3631.242752075,NaN,NaN,NaN,NaN
52291.18334858,3632.813692093,NaN,NaN,NaN,NaN
52306.67981666,3633.812665939,NaN,NaN,NaN,NaN
52323,NaN,50.027,50,29.947,30
52337.67279514,3630.130052567,NaN,NaN,NaN,NaN
52354,NaN,50.012,50,29.965,30
52369,NaN,50.015,50,30.001,30
52384.16224454,3596.02689743,NaN,NaN,NaN,NaN
52399.6587545,3627.874851227,NaN,NaN,NaN,NaN
52415.1552116,3631.6447258,NaN,NaN,NaN,NaN
52433.23444684,3633.89134407,NaN,NaN,NaN,NaN
52446.1481728,3633.980751038,NaN,NaN,NaN,NaN
52464.2273693,3630.450725555,NaN,NaN,NaN,NaN
52479.72386188,3632.435560226,NaN,NaN,NaN,NaN
52495,NaN,50.035,50,29.981,30
52510.71681678,3593.905925751,NaN,NaN,NaN,NaN
52526,NaN,50.04,50,30.056,30
52541.70978188,3631.821393967,NaN,NaN,NaN,NaN
52557.20623434,3633.148908615,NaN,NaN,NaN,NaN
52572.70273164,3634.063005447,NaN,NaN,NaN,NaN
52588.19918498,3588.541269302,NaN,NaN,NaN,NaN
52603.69565248,3630.976676941,NaN,NaN,NaN,NaN
52621.7748754,3633.642673492,NaN,NaN,NaN,NaN
52634.68858476,3633.722305298,NaN,NaN,NaN,NaN
52652.76778564,3629.140853882,NaN,NaN,NaN,NaN
52668,NaN,50.006,50,29.952,30
52683.76071896,3633.250951767,NaN,NaN,NaN,NaN
52699,NaN,50.004,50,30.028,30
52714,NaN,50.019,50,30.116,30
52730.2501462,3631.187200546,NaN,NaN,NaN,NaN
52745.74663532,3632.804870605,NaN,NaN,NaN,NaN
52761.2430994,3633.816003799,NaN,NaN,NaN,NaN
52776.73961624,3590.77835083,NaN,NaN,NaN,NaN
52794,NaN,50.004,50,30.025,30
52807.73251918,3632.263422012,NaN,NaN,NaN,NaN
52823.22901092,3633.446931839,NaN,NaN,NaN,NaN
52840,NaN,50.022,50,29.954,30
52855,NaN,50.027,50,30.066,30
52870,NaN,50.02,50,30.074,30
52885.21487942,3633.023738861,NaN,NaN,NaN,NaN
52903.29414464,3590.274095535,NaN,NaN,NaN,NaN
52918.79062522,3630.29718399,NaN,NaN,NaN,NaN
52931.7043566,3630.609035492,NaN,NaN,NaN,NaN
52949.7835714,3633.537769318,NaN,NaN,NaN,NaN
52965.2800402,3595.136404037,NaN,NaN,NaN,NaN
52981,NaN,50.022,50,29.95,30
52996,NaN,50.023,50,29.938,30
53011.7694331,3633.130550385,NaN,NaN,NaN,NaN
53027.26592246,3634.057283401,NaN,NaN,NaN,NaN
53042.76241172,3589.224100113,NaN,NaN,NaN,NaN
53060.84160028,3632.515192032,NaN,NaN,NaN,NaN
53076.33805808,3633.619785309,NaN,NaN,NaN,NaN
53093,NaN,50.027,50,30.101,30
53107.33102794,3628.761768341,NaN,NaN,NaN,NaN
53122.82752046,3631.903171539,NaN,NaN,NaN,NaN
53139,NaN,50.047,50,29.918,30
53154,NaN,50.049,50,29.911,30
53169.3169385,3588.469743729,NaN,NaN,NaN,NaN
53184.8134173,3631.055593491,NaN,NaN,NaN,NaN
53202.89264338,3633.702754974,NaN,NaN,NaN,NaN
53218.38909908,3592.977046967,NaN,NaN,NaN,NaN
53231.3028813,3591.618299484,NaN,NaN,NaN,NaN
53249.38206672,3632.029771805,NaN,NaN,NaN,NaN
53264.87851324,3633.305072784,NaN,NaN,NaN,NaN
53280.37497618,3634.198904037,NaN,NaN,NaN,NaN
53295,NaN,50.033,50,29.944,30
53311.36796722,3631.238937378,NaN,NaN,NaN,NaN
53326.86444716,3632.85446167,NaN,NaN,NaN,NaN
53342.36091632,3633.86464119,NaN,NaN,NaN,NaN
53357.85738908,3590.87562561,NaN,NaN,NaN,NaN
53373.35383178,3630.019426346,NaN,NaN,NaN,NaN
53391.433079,3633.408546448,NaN,NaN,NaN,NaN
53406.92954618,3634.277582169,NaN,NaN,NaN,NaN
53422.42605278,3607.223749161,NaN,NaN,NaN,NaN
53437.92247972,3631.415843964,NaN,NaN,NaN,NaN
53453,NaN,50.019,50,30.028,30
53468.91545116,3633.944272995,NaN,NaN,NaN,NaN
53484,NaN,50.042,50,29.993,30
53499.90837902,3630.259513855,NaN,NaN,NaN,NaN
53515.40482534,3632.420778275,NaN,NaN,NaN,NaN
53530.90127922,3633.567810059,NaN,NaN,NaN,NaN
53546.39772934,3595.661640167,NaN,NaN,NaN,NaN
53561.8942034,3627.934455872,NaN,NaN,NaN,NaN
53579.97339512,3633.042812347,NaN,NaN,NaN,NaN
53592.88710812,3633.164167404,NaN,NaN,NaN,NaN
53610.96630284,3589.773416519,NaN,NaN,NaN,NaN
53626,NaN,50.042,50,29.964,30
53641,NaN,50.017,50,29.94,30
53656,NaN,50.008,50,29.987,30
53671,NaN,50.013,50,29.999,30
53688.44865334,3628.525495529,NaN,NaN,NaN,NaN
53703.94516468,3631.895780563,NaN,NaN,NaN,NaN
53719.44165652,3633.255243301,NaN,NaN,NaN,NaN
53734.93813056,3634.166717529,NaN,NaN,NaN,NaN
53750.43460786,3589.018821716,NaN,NaN,NaN,NaN
53767,NaN,50.031,50,30.083,30
53781.42756466,3632.772684097,NaN,NaN,NaN,NaN
53798,NaN,50.039,50,30.061,30
53813,NaN,50.041,50,30.006,30
53830.49957934,3632.022857666,NaN,NaN,NaN,NaN
53845.99599508,3633.33272934,NaN,NaN,NaN,NaN
53861.4924693,3634.235620499,NaN,NaN,NaN,NaN
53879,NaN,50.038,50,29.998,30
53895,NaN,50.024,50,30.099,30
53910.56458418,3633.802890778,NaN,NaN,NaN,NaN
53926.06100228,3592.847824097,NaN,NaN,NaN,NaN
53944.14018288,3631.968259811,NaN,NaN,NaN,NaN
53957.05389326,3632.136106491,NaN,NaN,NaN,NaN
53972.55034762,3633.407592773,NaN,NaN,NaN,NaN
53990,NaN,50.026,50,29.935,30
54006,NaN,50.02,50,29.986,30
54021,NaN,50.028,50,29.939,30
54036,NaN,50.032,50,30.024,30
54052.61531462,3591.88580513,NaN,NaN,NaN,NaN
54068.11175618,3629.652500153,NaN,NaN,NaN,NaN
54081.02545896,3630.064249039,NaN,NaN,NaN,NaN
