Time_s,Bridge_BridgeBatteriSp_nding_neg_deg,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
37390,NaN,-7.26,-7.278,0,30
37406,NaN,-7.179,-7.194,0,30
37422.28536116,3502.48003006,NaN,NaN,NaN,NaN
37437.78189718,3504.874706268,NaN,NaN,NaN,NaN
37453.27838306,3481.279850006,NaN,NaN,NaN,NaN
37471,NaN,-6.838,-6.828,0,30
37484.271373,3502.993583679,NaN,NaN,NaN,NaN
37502,NaN,-6.669,-6.656,0,30
37517.84716802,3497.260808945,NaN,NaN,NaN,NaN
37533,NaN,-6.51,-6.483,0,30
37548,NaN,-6.428,-6.4,0,30
37563,NaN,-6.344,-6.317,0,30
37579.83331718,3494.631528854,NaN,NaN,NaN,NaN
37594,NaN,-6.179,-6.144,0,30
37610.82634252,3506.294965744,NaN,NaN,NaN,NaN
37626.32287342,3508.7454319,NaN,NaN,NaN,NaN
37644.40222024,3501.443386078,NaN,NaN,NaN,NaN
37657.31597596,3502.377510071,NaN,NaN,NaN,NaN
37672.81249522,3506.698131561,NaN,NaN,NaN,NaN
37690.89178774,3357.321977615,NaN,NaN,NaN,NaN
37706,NaN,-5.582,-5.522,0,30
37721,NaN,-5.497,-5.439,0,30
37736,NaN,-5.415,-5.356,0,30
37752.87785172,3511.873483658,NaN,NaN,NaN,NaN
37768.37437904,3490.608692169,NaN,NaN,NaN,NaN
37781.28816256,3497.723817825,NaN,NaN,NaN,NaN
37799.36748852,3510.000705719,NaN,NaN,NaN,NaN
37814.86399832,3512.558937073,NaN,NaN,NaN,NaN
37831,NaN,-4.892,-4.828,0,30
37845.8569883,3505.481719971,NaN,NaN,NaN,NaN
37862,NaN,-4.726,-4.661,0,30
37877,NaN,-4.639,-4.578,0,30
37892.34660866,3369.501113892,NaN,NaN,NaN,NaN
37910.4258804,3509.672641754,NaN,NaN,NaN,NaN
37925.92239054,3513.151168823,NaN,NaN,NaN,NaN
37942,NaN,-4.274,-4.211,0,30
37956.91544024,3364.634275436,NaN,NaN,NaN,NaN
37972.41199778,3509.143352509,NaN,NaN,NaN,NaN
37987.90851592,3513.390779495,NaN,NaN,NaN,NaN
38003.40503978,3516.013622284,NaN,NaN,NaN,NaN
38021.48429592,3506.406545639,NaN,NaN,NaN,NaN
38036.98082838,3512.830018997,NaN,NaN,NaN,NaN
38054,NaN,-3.652,-3.589,0,30
38069,NaN,-3.568,-3.506,0,30
38084,NaN,-3.487,-3.422,0,30
38101.54971244,3515.692710876,NaN,NaN,NaN,NaN
38117.0462215,3518.196105957,NaN,NaN,NaN,NaN
38134,NaN,-3.208,-3.15,0,30
38148.03925828,3510.250329971,NaN,NaN,NaN,NaN
38166,NaN,-3.027,-2.967,0,30
38181,NaN,-2.946,-2.883,0,30
38194.52883608,3391.538858414,NaN,NaN,NaN,NaN
38212,NaN,-2.772,-2.717,0,30
38227,NaN,-2.693,-2.633,0,30
38243.60114024,3520.755767822,NaN,NaN,NaN,NaN
38257,NaN,-2.525,-2.461,0,30
38274.59412294,3513.738632202,NaN,NaN,NaN,NaN
38290.09060594,3518.492698669,NaN,NaN,NaN,NaN
38305.58712814,3521.158218384,NaN,NaN,NaN,NaN
38321.08363238,3388.737916946,NaN,NaN,NaN,NaN
38336.58014424,3511.306762695,NaN,NaN,NaN,NaN
38353,NaN,-1.978,-1.928,0,30
38368,NaN,-1.89,-1.844,0,30
38385.6524382,3383.583784103,NaN,NaN,NaN,NaN
38401.14899712,3516.873598099,NaN,NaN,NaN,NaN
38416.6454919,3521.066665649,NaN,NaN,NaN,NaN
38434,NaN,-1.502,-1.478,0,30
38447.63856922,3390.769958496,NaN,NaN,NaN,NaN
38465.71785922,3520.336866379,NaN,NaN,NaN,NaN
38481,NaN,-1.236,-1.222,0,30
38496,NaN,-1.152,-1.133,0,30
38511,NaN,-1.066,-1.05,0,30
38526,NaN,-0.984,-0.967,0,30
38543.20049962,3523.479938507,NaN,NaN,NaN,NaN
38557,NaN,-0.813,-0.8,0,30
38574.1935343,3393.892049789,NaN,NaN,NaN,NaN
38589.69005992,3518.367528915,NaN,NaN,NaN,NaN
38607.76930684,3525.599718094,NaN,NaN,NaN,NaN
38620.68306324,3525.9745121,NaN,NaN,NaN,NaN
38636.17962702,3404.17098999,NaN,NaN,NaN,NaN
38653,NaN,-0.283,-0.261,0,30
38668,NaN,-0.203,-0.178,0,30
38683,NaN,-0.116,-0.094,0,30
38698.165717,3528.115034103,NaN,NaN,NaN,NaN
38714,NaN,0.037,0.072,0,30
38731.7415033,3525.515317917,NaN,NaN,NaN,NaN
38744.6552664,3525.97284317,NaN,NaN,NaN,NaN
38762.73456414,3406.036615372,NaN,NaN,NaN,NaN
38778.2311127,3518.643379211,NaN,NaN,NaN,NaN
38795,NaN,0.426,0.528,0,30
38811,NaN,0.502,0.611,0,30
38826,NaN,0.573,0.7,0,30
38842.79992092,3523.474931717,NaN,NaN,NaN,NaN
38857,NaN,0.738,0.867,0,30
38873.79291342,3529.512643814,NaN,NaN,NaN,NaN
38889.28942398,3408.181905746,NaN,NaN,NaN,NaN
38907,NaN,1.018,1.15,0,30
38920.28250872,3526.780128479,NaN,NaN,NaN,NaN
38935.7790401,3529.409885406,NaN,NaN,NaN,NaN
38952,NaN,1.265,1.4,0,30
38968,NaN,1.348,1.483,0,30
38983,NaN,1.43,1.572,0,30
38998,NaN,1.516,1.656,0,30
39015.84445366,3410.081624985,NaN,NaN,NaN,NaN
39031.34102496,3522.566318512,NaN,NaN,NaN,NaN
39044.2548125,3523.670196533,NaN,NaN,NaN,NaN
39062.33409388,3530.297994614,NaN,NaN,NaN,NaN
39077.83061018,3419.908046722,NaN,NaN,NaN,NaN
39094,NaN,2.414,2.189,0,30
39108.82371198,3527.812242508,NaN,NaN,NaN,NaN
39125,NaN,2.689,2.356,0,30
39140,NaN,2.84,2.444,0,30
39155.31324852,3412.101984024,NaN,NaN,NaN,NaN
39171,NaN,3.1,2.617,99,30
39186.30631124,3531.219959259,NaN,NaN,NaN,NaN
39204.3856221,3421.008110046,NaN,NaN,NaN,NaN
39217.29941794,3419.122219086,NaN,NaN,NaN,NaN
39235.37873452,3531.034231186,NaN,NaN,NaN,NaN
39250.87525102,3534.169912338,NaN,NaN,NaN,NaN
39266.37181056,3536.365747452,NaN,NaN,NaN,NaN
39281.8683094,3412.945985794,NaN,NaN,NaN,NaN
39297,NaN,2.587,3.317,95.52,30
39312.86139824,3535.211801529,NaN,NaN,NaN,NaN
39328.35792982,3537.565469742,NaN,NaN,NaN,NaN
39343,NaN,2.672,3.572,71.719,30
39359.3509869,3530.556440353,NaN,NaN,NaN,NaN
39374.84749858,3535.652399063,NaN,NaN,NaN,NaN
39392.92676804,3539.674758911,NaN,NaN,NaN,NaN
39405.84052136,3497.295856476,NaN,NaN,NaN,NaN
39423.91977852,3534.567832947,NaN,NaN,NaN,NaN
39439,NaN,3.542,4.106,58.846,30
39454,NaN,3.74,4.189,58.846,30
39470,NaN,3.96,4.272,46.057,30
39485,NaN,4.151,4.361,44.824,30
39501.40238012,3537.258148193,NaN,NaN,NaN,NaN
39516.89888938,3539.493322372,NaN,NaN,NaN,NaN
39534.97812414,3527.34041214,NaN,NaN,NaN,NaN
39550.47461712,3535.907745361,NaN,NaN,NaN,NaN
39565.97115928,3538.858175278,NaN,NaN,NaN,NaN
39581.46769426,3540.731430054,NaN,NaN,NaN,NaN
39596.96419048,3417.956113815,NaN,NaN,NaN,NaN
39613,NaN,5.47,5.072,41.832,30
39628,NaN,5.594,5.156,41.717,30
39643.45380866,3540.64822197,NaN,NaN,NaN,NaN
39658.9503578,3425.500631332,NaN,NaN,NaN,NaN
39674.44685176,3532.078742981,NaN,NaN,NaN,NaN
39692.52614876,3540.269136429,NaN,NaN,NaN,NaN
39705.43993714,3540.591955185,NaN,NaN,NaN,NaN
39723.5191856,3420.645713806,NaN,NaN,NaN,NaN
39739,NaN,6.197,5.767,40.78,30
39754.5121384,3540.132761002,NaN,NaN,NaN,NaN
39769,NaN,6.308,5.939,40.723,30
39784,NaN,6.356,6.022,40.56,30
39801.0016467,3534.78884697,NaN,NaN,NaN,NaN
39816,NaN,6.47,6.2,40.289,30
39831.99473068,3542.383909225,NaN,NaN,NaN,NaN
39847.49116918,3544.139623642,NaN,NaN,NaN,NaN
39865.57037082,3538.751363754,NaN,NaN,NaN,NaN
39878.48408744,3539.359331131,NaN,NaN,NaN,NaN
39893.98058294,3542.419433594,NaN,NaN,NaN,NaN
39912,NaN,6.812,6.733,39.057,30
39927,NaN,6.871,6.817,38.873,30
39943,NaN,6.935,6.9,38.569,30
39958,NaN,7,6.983,38.383,30
39973,NaN,7.06,7.072,38.315,30
39989.54248948,3533.56385231,NaN,NaN,NaN,NaN
40003,NaN,7.187,7.239,37.684,30
40020.5355074,3544.270515442,NaN,NaN,NaN,NaN
40036.0320187,3546.132564545,NaN,NaN,NaN,NaN
40054,NaN,7.437,7.517,37.016,30
40067.02509528,3540.481090546,NaN,NaN,NaN,NaN
40082.5216509,3544.210195541,NaN,NaN,NaN,NaN
40099,NaN,7.698,7.767,36.327,30
40114,NaN,7.788,7.85,36.414,30
40129.0111848,3538.289785385,NaN,NaN,NaN,NaN
40144.50768992,3543.906450272,NaN,NaN,NaN,NaN
40162.58699,3547.848701477,NaN,NaN,NaN,NaN
40177,NaN,8.153,8.206,35.772,30
40190.99733612,3483.161687851,NaN,NaN,NaN,NaN
40209.0766041,3546.030282974,NaN,NaN,NaN,NaN
40224.5731218,3548.043251038,NaN,NaN,NaN,NaN
40240,NaN,8.527,8.556,34.996,30
40255,NaN,8.616,8.639,34.957,30
40271.06272986,3545.800447464,NaN,NaN,NaN,NaN
40286.55926684,3548.169374466,NaN,NaN,NaN,NaN
40301,NaN,8.867,8.894,34.659,30
40317.55231218,3528.979301453,NaN,NaN,NaN,NaN
40333.04884862,3545.265197754,NaN,NaN,NaN,NaN
40351.1281572,3549.760818481,NaN,NaN,NaN,NaN
40366.62467528,3442.935228348,NaN,NaN,NaN,NaN
40383,NaN,9.325,9.35,33.86,30
40398,NaN,9.407,9.433,33.877,30
40413.11429154,3549.935340881,NaN,NaN,NaN,NaN
40428.6108402,3514.08290863,NaN,NaN,NaN,NaN
40444.10737986,3538.852930069,NaN,NaN,NaN,NaN
40462.18669332,3549.655675888,NaN,NaN,NaN,NaN
40477,NaN,9.855,9.872,33.073,30
40493.17972366,3446.833848953,NaN,NaN,NaN,NaN
40508.67627226,3545.499563217,NaN,NaN,NaN,NaN
40524,NaN,10.111,10.133,32.92,30
40539,NaN,10.191,10.217,32.908,30
40554,NaN,10.278,10.3,32.93,30
40570.66252136,3542.244672775,NaN,NaN,NaN,NaN
40586.15905934,3549.237012863,NaN,NaN,NaN,NaN
40599.07285868,3549.713134766,NaN,NaN,NaN,NaN
40617.15214484,3553.605556488,NaN,NaN,NaN,NaN
40632.6486752,3448.613643646,NaN,NaN,NaN,NaN
40650,NaN,10.793,10.833,32.359,30
40663.64170944,3551.838159561,NaN,NaN,NaN,NaN
40681,NaN,10.962,11,31.907,30
40696,NaN,11.044,11.083,31.994,30
40711,NaN,11.135,11.167,31.78,30
40726,NaN,11.222,11.251,31.516,30
40741.12430854,3553.992509842,NaN,NaN,NaN,NaN
40759.20358142,3452.738285065,NaN,NaN,NaN,NaN
40774.70015748,3550.51445961,NaN,NaN,NaN,NaN
40790.1967255,3553.691864014,NaN,NaN,NaN,NaN
40805.69324744,3555.618286133,NaN,NaN,NaN,NaN
40821.18978544,3458.451509476,NaN,NaN,NaN,NaN
40838,NaN,11.852,11.878,31.041,30
40852.18284798,3553.555011749,NaN,NaN,NaN,NaN
40869,NaN,12.033,12.05,30.749,30
40885,NaN,12.126,12.139,30.771,30
40900,NaN,12.217,12.217,30.556,30
40915,NaN,12.307,12.306,30.371,30
40930,NaN,12.388,12.389,30.484,30
40947.7447245,3461.780786514,NaN,NaN,NaN,NaN
40961,NaN,12.545,12.556,30.125,30
40978.7377576,3555.354356766,NaN,NaN,NaN,NaN
40994.23431002,3557.497262955,NaN,NaN,NaN,NaN
41012,NaN,12.834,12.844,29.881,30
41025.2273875,3545.858383179,NaN,NaN,NaN,NaN
41040.72393406,3554.970741272,NaN,NaN,NaN,NaN
41058,NaN,13.092,13.1,29.583,30
41073,NaN,13.177,13.183,29.551,30
41088,NaN,13.257,13.267,29.408,30
41104,NaN,13.347,13.35,29.268,30
41120.78922922,3559.272527695,NaN,NaN,NaN,NaN
41136.285739,3481.299877167,NaN,NaN,NaN,NaN
41151.78223728,3549.565315247,NaN,NaN,NaN,NaN
41169,NaN,13.72,13.717,29.11,30
41184,NaN,13.809,13.8,28.969,30
41200,NaN,13.9,13.889,29.006,30
41214,NaN,13.982,13.967,29.04,30
41231.8475082,3559.002161026,NaN,NaN,NaN,NaN
41247.34405414,3561.000585556,NaN,NaN,NaN,NaN
41262.84056166,3477.582931519,NaN,NaN,NaN,NaN
41280,NaN,14.351,14.333,28.951,30
41295,NaN,14.436,14.417,29.295,30
41311.9128836,3562.507867813,NaN,NaN,NaN,NaN
41325,NaN,14.621,14.583,30.329,30
41340.32321914,3470.250606537,NaN,NaN,NaN,NaN
41358.40248984,3560.789823532,NaN,NaN,NaN,NaN
41373.8990153,3562.733888626,NaN,NaN,NaN,NaN
41389.39559208,3479.689598083,NaN,NaN,NaN,NaN
41404.89211484,3554.91900444,NaN,NaN,NaN,NaN
41421,NaN,15.203,15.117,36.697,30
41436,NaN,15.275,15.2,37.866,30
41451,NaN,15.344,15.283,38.547,30
41466.87815806,3473.046064377,NaN,NaN,NaN,NaN
41482.37470436,3559.985876083,NaN,NaN,NaN,NaN
41500.45398494,3564.503669739,NaN,NaN,NaN,NaN
41515.95050768,3482.06615448,NaN,NaN,NaN,NaN
41533,NaN,15.711,15.739,39.147,30
41548,NaN,15.775,15.822,38.704,30
41562.44001346,3564.695119858,NaN,NaN,NaN,NaN
41579,NaN,15.917,15.989,37.893,30
41594,NaN,16,16.072,37.413,30
41611.51237398,3564.438581467,NaN,NaN,NaN,NaN
41624.42615276,3564.782857895,NaN,NaN,NaN,NaN
41642.5054598,3484.257459641,NaN,NaN,NaN,NaN
41658.00197602,3559.459209442,NaN,NaN,NaN,NaN
41673.4984967,3564.299583435,NaN,NaN,NaN,NaN
41688.9950034,3566.46156311,NaN,NaN,NaN,NaN
41704.49149828,3568.052768707,NaN,NaN,NaN,NaN
41720,NaN,16.719,16.778,33.965,30
41736,NaN,16.799,16.861,33.641,30
41751,NaN,16.883,16.944,33.324,30
41766.47766868,3568.292140961,NaN,NaN,NaN,NaN
41781.97419986,3485.818386078,NaN,NaN,NaN,NaN
41800.05350262,3566.075563431,NaN,NaN,NaN,NaN
41812.96726234,3566.473245621,NaN,NaN,NaN,NaN
41831.046515,3569.734096527,NaN,NaN,NaN,NaN
41846.54304398,3515.453577042,NaN,NaN,NaN,NaN
41863,NaN,17.552,17.5695,31.9485,30
41878,NaN,17.638,17.656,31.677,30
41894,NaN,17.719,17.739,31.699,30
41911.1117684,3563.915014267,NaN,NaN,NaN,NaN
41924.02552686,3564.766407013,NaN,NaN,NaN,NaN
41942.1048218,3569.967746735,NaN,NaN,NaN,NaN
41957.60130848,3571.498155594,NaN,NaN,NaN,NaN
41973.09784532,3559.440135956,NaN,NaN,NaN,NaN
41988.5943753,3567.771911621,NaN,NaN,NaN,NaN
42004.09087578,3570.167303085,NaN,NaN,NaN,NaN
42020,NaN,18.422,18.444,30.302,30
42035.0839138,3489.6941185,NaN,NaN,NaN,NaN
42051,NaN,18.578,18.617,30.041,30
42066.076951,3570.293903351,NaN,NaN,NaN,NaN
42081.5734719,3572.12805748,NaN,NaN,NaN,NaN
42099.65278612,3564.194440842,NaN,NaN,NaN,NaN
42112.5665444,3565.566539764,NaN,NaN,NaN,NaN
42130.6457935,3572.043895721,NaN,NaN,NaN,NaN
42146.142344,3573.621988297,NaN,NaN,NaN,NaN
42162,NaN,19.224,19.233,29.208,30
42177.1353563,3569.399833679,NaN,NaN,NaN,NaN
42192.63186454,3572.187423706,NaN,NaN,NaN,NaN
42208.12839416,3573.915243149,NaN,NaN,NaN,NaN
42223.62492468,3497.724533081,NaN,NaN,NaN,NaN
42241.70419024,3571.795225143,NaN,NaN,NaN,NaN
42257.20066784,3573.840141296,NaN,NaN,NaN,NaN
42274,NaN,19.888,19.856,28.587,30
42288.19376576,3524.391174316,NaN,NaN,NaN,NaN
42303.6903168,3571.51389122,NaN,NaN,NaN,NaN
42320,NaN,20.158,20.106,28.605,30
42335,NaN,20.249,20.189,28.766,30
42350.17992978,3498.822450638,NaN,NaN,NaN,NaN
42366,NaN,20.439,20.361,28.765,30
42383.7557052,3575.645446777,NaN,NaN,NaN,NaN
42399.25226166,3577.137231827,NaN,NaN,NaN,NaN
42412.16600164,3508.232355118,NaN,NaN,NaN,NaN
42430.24525216,3573.536157608,NaN,NaN,NaN,NaN
42445.7417644,3575.8497715,NaN,NaN,NaN,NaN
42462,NaN,20.988,20.9,29.577,30
42476.73483892,3500.50330162,NaN,NaN,NaN,NaN
42493,NaN,21.141,21.067,29.776,30
42508,NaN,21.222,21.156,30.049,30
42523.22440174,3577.732086182,NaN,NaN,NaN,NaN
42539,NaN,21.392,21.322,30.097,30
42554.21747578,3571.348667145,NaN,NaN,NaN,NaN
42572.29677556,3577.665567398,NaN,NaN,NaN,NaN
42585.21055546,3577.986955643,NaN,NaN,NaN,NaN
42600.70709374,3579.503774643,NaN,NaN,NaN,NaN
42618.78636294,3575.090646744,NaN,NaN,NaN,NaN
42634.28290996,3577.779531479,NaN,NaN,NaN,NaN
42649.77943134,3579.49590683,NaN,NaN,NaN,NaN
42665,NaN,22.042,22.028,30.386,30
42681,NaN,22.128,22.117,30.445,30
42696.26900558,3577.823638916,NaN,NaN,NaN,NaN
42711,NaN,22.284,22.283,30.307,30
42727.2619861,3581.222295761,NaN,NaN,NaN,NaN
42742.75851686,3504.663228989,NaN,NaN,NaN,NaN
42760.83780856,3579.617023468,NaN,NaN,NaN,NaN
42773.75157978,3579.946041107,NaN,NaN,NaN,NaN
42791,NaN,22.729,22.722,30.202,30
42806,NaN,22.802,22.811,30.198,30
42822,NaN,22.887,22.9,30.156,30
42837,NaN,22.976,22.983,29.976,30
42852,NaN,23.063,23.067,29.955,30
42869.313435,3573.184490204,NaN,NaN,NaN,NaN
42884,NaN,23.233,23.244,29.656,30
42900.30649938,3581.66885376,NaN,NaN,NaN,NaN
42915.80300956,3583.223342896,NaN,NaN,NaN,NaN
42931.29956678,3511.708974838,NaN,NaN,NaN,NaN
42949,NaN,23.581,23.6,29.458,30
42964,NaN,23.671,23.683,29.314,30
42980.37186134,3520.203351974,NaN,NaN,NaN,NaN
42995.86839138,3576.34305954,NaN,NaN,NaN,NaN
43011.36495994,3581.335783005,NaN,NaN,NaN,NaN
43026.8614921,3583.37020874,NaN,NaN,NaN,NaN
43042.358015,3584.879159927,NaN,NaN,NaN,NaN
43060,NaN,24.231,24.222,29.395,30
43075,NaN,24.319,24.306,29.556,30
43091.4304097,3584.845542908,NaN,NaN,NaN,NaN
43106.92693076,3520.080804825,NaN,NaN,NaN,NaN
43125,NaN,24.608,24.583,30.0035,30
43140.50269296,3584.738492966,NaN,NaN,NaN,NaN
43155.99920136,3586.208581924,NaN,NaN,NaN,NaN
43171.49568514,3514.581918716,NaN,NaN,NaN,NaN
43186,NaN,24.945,24.922,30.622,30
43202.48872992,3584.796905518,NaN,NaN,NaN,NaN
43217.98525748,3586.43913269,NaN,NaN,NaN,NaN
43233.4817713,3521.089792252,NaN,NaN,NaN,NaN
43248.978304,3581.140995026,NaN,NaN,NaN,NaN
43264.47484366,3584.781646729,NaN,NaN,NaN,NaN
43282,NaN,25.47,25.456,30.4,30
43297,NaN,25.548,25.539,30.21,30
43312,NaN,25.628,25.622,30.063,30
43327,NaN,25.706,25.706,30.038,30
43343,NaN,25.791,25.789,29.889,30
43360.03682044,3522.419691086,NaN,NaN,NaN,NaN
43373,NaN,25.968,25.961,29.707,30
43391.02983876,3586.421251297,NaN,NaN,NaN,NaN
43406.526363,3588.211774826,NaN,NaN,NaN,NaN
43424.60563208,3519.389867783,NaN,NaN,NaN,NaN
43440,NaN,26.341,26.328,29.465,30
43455,NaN,26.421,26.417,29.497,30
43471.09513416,3589.539766312,NaN,NaN,NaN,NaN
43486,NaN,26.604,26.583,29.418,30
43502.08813682,3585.097551346,NaN,NaN,NaN,NaN
43517.5846262,3588.042736053,NaN,NaN,NaN,NaN
43535.66389508,3574.639081955,NaN,NaN,NaN,NaN
43548.57768622,3531.321287155,NaN,NaN,NaN,NaN
43564.07419252,3582.958936691,NaN,NaN,NaN,NaN
43582,NaN,27.142,27.122,30.009,30
43597,NaN,27.234,27.206,29.948,30
43613,NaN,27.305,27.289,30.342,30
43628,NaN,27.387,27.372,30.461,30
43644.1395984,3589.587688446,NaN,NaN,NaN,NaN
43659.63610768,3591.247081757,NaN,NaN,NaN,NaN
43673,NaN,27.638,27.622,30.858,30
43690.62916968,3585.250616074,NaN,NaN,NaN,NaN
43706.1256832,3589.476108551,NaN,NaN,NaN,NaN
43724,NaN,27.912,27.911,30.841,30
43737.11872314,3592.761039734,NaN,NaN,NaN,NaN
43755,NaN,28.071,28.078,30.721,30
43770,NaN,28.158,28.161,30.752,30
43785,NaN,28.244,28.25,30.717,30
43800,NaN,28.333,28.333,30.568,30
43815,NaN,28.415,28.417,30.55,30
43832.68060024,3590.965986252,NaN,NaN,NaN,NaN
43848.17712208,3592.796564102,NaN,NaN,NaN,NaN
43863.67360804,3594.200849533,NaN,NaN,NaN,NaN
43881,NaN,28.783,28.783,30.143,30
43897,NaN,28.871,28.867,30.191,30
43912,NaN,28.947,28.956,30.228,30
43927,NaN,29.018,29.039,30.149,30
43943.73893362,3589.051008224,NaN,NaN,NaN,NaN
43959.23538994,3592.451810837,NaN,NaN,NaN,NaN
43973,NaN,29.264,29.289,30.252,30
43990.22835934,3595.559120178,NaN,NaN,NaN,NaN
44005.72488554,3530.138969421,NaN,NaN,NaN,NaN
44023,NaN,29.565,29.572,30.287,30
44036.71792642,3594.259977341,NaN,NaN,NaN,NaN
44054,NaN,29.738,29.739,30.209,30
44069,NaN,29.818,29.828,30.249,30
44085,NaN,29.891,29.911,30.109,30
44100,NaN,29.98,30,30.111,30
44115,NaN,30.067,30.083,29.944,30
44132.2797456,3587.313890457,NaN,NaN,NaN,NaN
44147.77621986,3593.615055084,NaN,NaN,NaN,NaN
44165.85545106,3596.835851669,NaN,NaN,NaN,NaN
44181,NaN,30.466,30.45,29.515,30
44196,NaN,30.552,30.533,29.513,30
44211,NaN,30.637,30.617,29.397,30
44227,NaN,30.714,30.7,29.543,30
44243.33804396,3545.338153839,NaN,NaN,NaN,NaN
44258.83454948,3589.891195297,NaN,NaN,NaN,NaN
44276.91382406,3596.730709076,NaN,NaN,NaN,NaN
44292,NaN,31.078,31.067,29.833,30
44307.9069075,3538.20514679,NaN,NaN,NaN,NaN
44323.40344248,3593.988895416,NaN,NaN,NaN,NaN
44338,NaN,31.338,31.322,30.056,30
44354.39648492,3598.258256912,NaN,NaN,NaN,NaN
44369.89299412,3545.404195786,NaN,NaN,NaN,NaN
44387,NaN,31.61,31.594,29.963,30
44400.8860725,3596.429586411,NaN,NaN,NaN,NaN
44416.38255074,3598.309993744,NaN,NaN,NaN,NaN
44434,NaN,31.865,31.856,29.864,30
44447.37555262,3539.516687393,NaN,NaN,NaN,NaN
44464,NaN,32.028,32.022,29.858,30
44479,NaN,32.12,32.106,29.735,30
44496.44778746,3546.763181686,NaN,NaN,NaN,NaN
44510,NaN,32.305,32.278,29.665,30
44525,NaN,32.379,32.361,29.75,30
44542.93738498,3599.617481232,NaN,NaN,NaN,NaN
44558.43390888,3600.965738297,NaN,NaN,NaN,NaN
44573.93039944,3541.027545929,NaN,NaN,NaN,NaN
44589.4268941,3597.289562225,NaN,NaN,NaN,NaN
44604.92341752,3599.604845047,NaN,NaN,NaN,NaN
44622,NaN,32.86,32.894,30.378,30
44635.91639436,3546.57959938,NaN,NaN,NaN,NaN
44652,NaN,33.041,33.067,30.165,30
44668,NaN,33.135,33.15,30.035,30
44684.98864472,3602.216243744,NaN,NaN,NaN,NaN
44700.48515928,3543.257951736,NaN,NaN,NaN,NaN
44715.98164748,3598.667860031,NaN,NaN,NaN,NaN
44733,NaN,33.517,33.517,29.847,30
44748,NaN,33.601,33.597,29.7505,30
44765.05384238,3596.857786179,NaN,NaN,NaN,NaN
44780.55031944,3600.444316864,NaN,NaN,NaN,NaN
44798.62950118,3603.256464005,NaN,NaN,NaN,NaN
44811.54324086,3603.466033936,NaN,NaN,NaN,NaN
44827.0397429,3544.57616806,NaN,NaN,NaN,NaN
44845,NaN,34.145,34.139,29.613,30
44860,NaN,34.232,34.222,29.732,30
44875,NaN,34.311,34.306,29.722,30
44891,NaN,34.399,34.389,29.87,30
44907.10502326,3601.697206497,NaN,NaN,NaN,NaN
44922.60151266,3603.415250778,NaN,NaN,NaN,NaN
44937,NaN,34.666,34.644,30.251,30
44953.59453902,3562.769651413,NaN,NaN,NaN,NaN
44969.0910307,3601.301670074,NaN,NaN,NaN,NaN
44987,NaN,34.936,34.928,31.041,30
45000.08402274,3604.81262207,NaN,NaN,NaN,NaN
45018,NaN,35.105,35.094,31.169,30
45033,NaN,35.183,35.183,31.099,30
45048,NaN,35.265,35.267,31.202,30
45064,NaN,35.345,35.35,31.118,30
45079,NaN,35.43,35.439,30.969,30
45095.64572634,3602.529287338,NaN,NaN,NaN,NaN
45109,NaN,35.604,35.606,30.74,30
45126.63877906,3606.028795242,NaN,NaN,NaN,NaN
45142.13529658,3552.358388901,NaN,NaN,NaN,NaN
45157.63180492,3601.542711258,NaN,NaN,NaN,NaN
45173.12832998,3604.476690292,NaN,NaN,NaN,NaN
45188.62485614,3606.094360352,NaN,NaN,NaN,NaN
45206,NaN,36.112,36.144,30.513,30
45221,NaN,36.189,36.228,30.419,30
45235.11436914,3604.136705399,NaN,NaN,NaN,NaN
45252,NaN,36.377,36.4,30.37,30
45267,NaN,36.46,36.483,30.26,30
45284.18660052,3602.821826935,NaN,NaN,NaN,NaN
45298,NaN,36.645,36.65,30.219,30
45315.17958556,3607.328653336,NaN,NaN,NaN,NaN
45330.6760417,3608.525037766,NaN,NaN,NaN,NaN
45346.17254762,3599.035978317,NaN,NaN,NaN,NaN
45364,NaN,36.992,37.022,30.017,30
45379,NaN,37.088,37.106,29.915,30
45395.24478928,3555.58180809,NaN,NaN,NaN,NaN
45410.74132116,3604.073047638,NaN,NaN,NaN,NaN
45428.82058416,3608.259439468,NaN,NaN,NaN,NaN
45444.31708424,3609.474897385,NaN,NaN,NaN,NaN
45459.813556,3569.263935089,NaN,NaN,NaN,NaN
45475.31004754,3606.206178665,NaN,NaN,NaN,NaN
45490.80654662,3608.225822449,NaN,NaN,NaN,NaN
45507,NaN,37.785,37.811,29.83,30
45522,NaN,37.867,37.9,29.846,30
45537.29606206,3605.313777924,NaN,NaN,NaN,NaN
45552.79258178,3608.110666275,NaN,NaN,NaN,NaN
45568.28906618,3609.667778015,NaN,NaN,NaN,NaN
45586.36829756,3557.342290878,NaN,NaN,NaN,NaN
45599.28201422,3602.152585983,NaN,NaN,NaN,NaN
45617.361268,3609.445810318,NaN,NaN,NaN,NaN
45632.8577775,3610.782623291,NaN,NaN,NaN,NaN
45648.35424272,3558.778524399,NaN,NaN,NaN,NaN
45663,NaN,38.634,38.683,30.448,30
45678,NaN,38.732,38.767,30.351,30
45694.84371858,3610.841989517,NaN,NaN,NaN,NaN
45710,NaN,38.904,38.944,30.26,30
45725.83677362,3603.570222855,NaN,NaN,NaN,NaN
