Time_s,Bridge_Bridge_fullSystem_neg_deg_bat,Bridge_Bridge_fullSystem_neg_deg_Vout,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
17392.76037232,3606.395483017,NaN,NaN,NaN,NaN,NaN
17410.51011886,NaN,-4.538391716778,NaN,NaN,NaN,NaN
17428.58949692,NaN,68.36044043303,NaN,NaN,NaN,NaN
17444.41537584,3607.035636902,NaN,NaN,NaN,NaN,NaN
17462.4945997,3598.786115646,NaN,NaN,NaN,NaN,NaN
17480.24503934,NaN,-4.533784929663,NaN,NaN,NaN,NaN
17498.324468,NaN,-4.477593582124,NaN,NaN,NaN,NaN
17515,NaN,NaN,49.989,50,29.981,30
17532.22883178,3606.857776642,NaN,NaN,NaN,NaN,NaN
17550,NaN,NaN,49.994,50,30.107,30
17568.05935666,NaN,68.5560554266,NaN,NaN,NaN,NaN
17586.1387528,NaN,-4.552323371172,NaN,NaN,NaN,NaN
17604.2181603,NaN,68.54168325663,NaN,NaN,NaN,NaN
17621,NaN,NaN,50.02,50,30.045,30
17640.3769833,NaN,-4.386738874018,NaN,NaN,NaN,NaN
17656,NaN,NaN,50.008,50,30.075,30
17673.95302682,NaN,-4.548062570393,NaN,NaN,NaN,NaN
17692,NaN,NaN,50.031,50,30.03,30
17710.1118677,NaN,-4.458018578589,NaN,NaN,NaN,NaN
17727,NaN,NaN,50.024,50,29.974,30
17744.01421208,3605.15666008,NaN,NaN,NaN,NaN,NaN
17763,NaN,NaN,50.026,50,29.9185,30
17780.17268604,3603.325605392,NaN,NaN,NaN,NaN,NaN
17798,NaN,NaN,50.034,50,30.06,30
17816.33117902,3599.464654922,NaN,NaN,NaN,NaN,NaN
17834.08505008,NaN,-4.519043490291,NaN,NaN,NaN,NaN
17852.16442242,NaN,-4.507184494287,NaN,NaN,NaN,NaN
17869,NaN,NaN,50.016,50,30.188,30
17886.06534948,3607.270717621,NaN,NaN,NaN,NaN,NaN
17904,NaN,NaN,50.008,50,30.068,30
17921.89939378,NaN,69.5825368166,NaN,NaN,NaN,NaN
17940,NaN,NaN,50.025,50,30.049,30
17955.79955396,3601.102590561,NaN,NaN,NaN,NaN,NaN
17973.87880326,3607.020378113,NaN,NaN,NaN,NaN,NaN
17991.95803414,3590.360641479,NaN,NaN,NaN,NaN,NaN
18009.71376638,NaN,69.09491866827,NaN,NaN,NaN,NaN
18025.53381924,3607.620954514,NaN,NaN,NaN,NaN,NaN
18043.61308948,3598.985433578,NaN,NaN,NaN,NaN,NaN
18061.69235834,3606.705188751,NaN,NaN,NaN,NaN,NaN
18079.44859452,NaN,-4.416445735842,NaN,NaN,NaN,NaN
18096,NaN,NaN,50.011,50,29.784,30
18115.60738406,NaN,-4.497166257352,NaN,NaN,NaN,NaN
18131.10400294,NaN,-4.540001042187,NaN,NaN,NaN,NaN
18149.18340672,NaN,70.15445828438,NaN,NaN,NaN,NaN
18167,NaN,NaN,50.02,50,29.922,30
18184,NaN,NaN,50.007,50,29.972,30
18201.1607439,3607.128858566,NaN,NaN,NaN,NaN,NaN
18218.91829584,NaN,-4.554625134915,NaN,NaN,NaN,NaN
18237,NaN,NaN,50.037,50,29.984,30
18253,NaN,NaN,50.034,50,29.964,30
18270.8950091,3598.354816437,NaN,NaN,NaN,NaN,NaN
18288.97424676,3606.836080551,NaN,NaN,NaN,NaN,NaN
18306.7325995,NaN,-4.561880603433,NaN,NaN,NaN,NaN
18323,NaN,NaN,50.016,50,30.051,30
18340.62926464,3607.539653778,NaN,NaN,NaN,NaN,NaN
18358.70849934,3593.790769577,NaN,NaN,NaN,NaN,NaN
18376.46748534,NaN,71.05500996113,NaN,NaN,NaN,NaN
18394,NaN,NaN,50.005,50,30.045,30
18412.62636928,NaN,1.605535973795,NaN,NaN,NaN,NaN
18429,NaN,NaN,50.015,50,30.047,30
18446.52187982,3582.807302475,NaN,NaN,NaN,NaN,NaN
18464.6010866,3606.092691422,NaN,NaN,NaN,NaN,NaN
18482.68028806,3421.063423157,NaN,NaN,NaN,NaN,NaN
18499,NaN,NaN,49.996,50,30.068,30
18516.2559863,3606.899261475,NaN,NaN,NaN,NaN,NaN
18535,NaN,NaN,50.007,50,30.026,30
18552.41442114,3605.595827103,NaN,NaN,NaN,NaN,NaN
18570.17558056,NaN,-4.527910146862,NaN,NaN,NaN,NaN
18588.5729068,3603.464365005,NaN,NaN,NaN,NaN,NaN
18606.3343683,NaN,-4.518351983279,NaN,NaN,NaN,NaN
18624.41376684,NaN,-4.48035215959,NaN,NaN,NaN,NaN
18641,NaN,NaN,50.023,50,30.17,30
18660.57259856,NaN,-4.468952305615,NaN,NaN,NaN,NaN
18676.38638374,3602.234840393,NaN,NaN,NaN,NaN,NaN
18694.46562812,3607.80620575,NaN,NaN,NaN,NaN,NaN
18712.54485918,3593.306064606,NaN,NaN,NaN,NaN,NaN
18730.30749,NaN,72.19512760639,NaN,NaN,NaN,NaN
18747,NaN,NaN,50.026,50,30.052,30
18766.46635254,NaN,-4.526989534497,NaN,NaN,NaN,NaN
18782.27910652,3607.49912262,NaN,NaN,NaN,NaN,NaN
18800.04238168,NaN,-4.437977913767,NaN,NaN,NaN,NaN
18818,NaN,NaN,50.024,50,29.968,30
18836.20115482,NaN,-4.60102641955,NaN,NaN,NaN,NaN
18852.01329328,3597.195386887,NaN,NaN,NaN,NaN,NaN
18869.77723644,NaN,72.94356077909,NaN,NaN,NaN,NaN
18888,NaN,NaN,50.011,50,30.017,30
18905.93602186,NaN,73.21060448885,NaN,NaN,NaN,NaN
18921.74749382,3607.897520065,NaN,NaN,NaN,NaN,NaN
18939.82674086,3590.392351151,NaN,NaN,NaN,NaN,NaN
18957.90597514,3606.810331345,NaN,NaN,NaN,NaN,NaN
18974,NaN,NaN,49.759,49.572,30.225,30
18991.48164984,3599.521398544,NaN,NaN,NaN,NaN,NaN
19010,NaN,NaN,49.538,49.378,30.425,30
19027.3264653,NaN,-4.526526201516,NaN,NaN,NaN,NaN
19045,NaN,NaN,49.317,49.183,30.45,30
19063.48532502,NaN,-4.446267150342,NaN,NaN,NaN,NaN
19080,NaN,NaN,49.059,48.989,30.547,30
19097.06139316,NaN,73.0541869998,NaN,NaN,NaN,NaN
19115.14081962,NaN,-4.370038863271,NaN,NaN,NaN,NaN
19133.22025168,NaN,73.2606574893,NaN,NaN,NaN,NaN
19151,NaN,NaN,48.608,48.594,30.665,30
19167.1085255,3583.741426468,NaN,NaN,NaN,NaN,NaN
19186,NaN,NaN,48.394,48.4,30.658,30
19203.26694618,3421.455383301,NaN,NaN,NaN,NaN,NaN
19221,NaN,NaN,48.178,48.206,30.641,30
19239.11406812,NaN,-4.539653193206,NaN,NaN,NaN,NaN
19257,NaN,NaN,47.982,48.006,30.666,30
19273.00114756,3606.066942215,NaN,NaN,NaN,NaN,NaN
19291.08040656,3430.517911911,NaN,NaN,NaN,NaN,NaN
19309.159616,3603.834152222,NaN,NaN,NaN,NaN,NaN
19327,NaN,NaN,47.594,47.611,30.769,30
19343,NaN,NaN,47.508,47.522,30.768,30
19363,NaN,NaN,47.398,47.411,30.772,30
19378.89381316,3466.153144836,NaN,NaN,NaN,NaN,NaN
19396.66322284,NaN,-4.545755218714,NaN,NaN,NaN,NaN
19414.7426458,NaN,-4.586633294821,NaN,NaN,NaN,NaN
19432.82207378,NaN,-4.52882796526,NaN,NaN,NaN,NaN
19448.62796548,3604.17175293,NaN,NaN,NaN,NaN,NaN
19466.398131,NaN,-4.492672625929,NaN,NaN,NaN,NaN
19484.47750816,NaN,-4.365547560155,NaN,NaN,NaN,NaN
19502.5569054,NaN,-4.433140158653,NaN,NaN,NaN,NaN
19518.362066,3436.514139175,NaN,NaN,NaN,NaN,NaN
19536.44124142,3602.746963501,NaN,NaN,NaN,NaN,NaN
19554.52050138,3607.70368576,NaN,NaN,NaN,NaN,NaN
19571,NaN,NaN,46.364,46.261,30.427,30
19590.37121498,NaN,72.72417098284,NaN,NaN,NaN,NaN
19606.17539998,3511.003255844,NaN,NaN,NaN,NaN,NaN
19624.25464244,3600.754737854,NaN,NaN,NaN,NaN,NaN
19641,NaN,NaN,45.989,45.872,30.369,30
19660.10606988,NaN,-4.376487340778,NaN,NaN,NaN,NaN
19676,NaN,NaN,45.791,45.672,30.401,30
19693.68210054,NaN,-4.25235601142,NaN,NaN,NaN,NaN
19712,NaN,NaN,45.607,45.478,30.412,30
19729.8408789,NaN,72.10839539766,NaN,NaN,NaN,NaN
19747,NaN,NaN,45.411,45.283,30.373,30
19763.72288654,3601.177453995,NaN,NaN,NaN,NaN,NaN
19781.80212872,3606.674432755,NaN,NaN,NaN,NaN,NaN
19799.57576732,NaN,-4.380286671221,NaN,NaN,NaN,NaN
19817.65517774,NaN,71.67912274599,NaN,NaN,NaN,NaN
19835.73460748,NaN,-4.276076331735,NaN,NaN,NaN,NaN
19853,NaN,NaN,44.815,44.694,30.274,30
19869.3106931,NaN,-4.336530342698,NaN,NaN,NaN,NaN
19887.69470486,3578.098773956,NaN,NaN,NaN,NaN,NaN
19905.46951604,NaN,70.63446193933,NaN,NaN,NaN,NaN
19923.54891664,NaN,-4.388692323118,NaN,NaN,NaN,NaN
19939.04554314,NaN,-4.330427851528,NaN,NaN,NaN,NaN
19957.42886918,3604.981660843,NaN,NaN,NaN,NaN,NaN
19975.20433752,NaN,-4.353111144155,NaN,NaN,NaN,NaN
19991.00456942,3599.08246994,NaN,NaN,NaN,NaN,NaN
20010,NaN,NaN,43.918,43.817,30.293,30
20027.1630067,3585.516929626,NaN,NaN,NaN,NaN,NaN
20045,NaN,NaN,43.708,43.622,30.397,30
20063.01856932,NaN,-4.256960935891,NaN,NaN,NaN,NaN
20081,NaN,NaN,43.511,43.428,30.395,30
20096.89713874,3604.516267776,NaN,NaN,NaN,NaN,NaN
20114.67397054,NaN,-4.221380222589,NaN,NaN,NaN,NaN
20132.75340662,NaN,69.52894479036,NaN,NaN,NaN,NaN
20150.8327889,NaN,-4.240265116096,NaN,NaN,NaN,NaN
20167,NaN,NaN,43.041,42.944,30.428,30
20184.71042022,3603.576183319,NaN,NaN,NaN,NaN,NaN
20202.78965234,3445.838212967,NaN,NaN,NaN,NaN,NaN
20220.56769972,NaN,-4.166570492089,NaN,NaN,NaN,NaN
20238,NaN,NaN,42.628,42.556,30.582,30
20254.44454534,3574.439048767,NaN,NaN,NaN,NaN,NaN
20272.5237655,3602.505922318,NaN,NaN,NaN,NaN,NaN
20290.30266536,NaN,-4.255925770849,NaN,NaN,NaN,NaN
20308.68213244,3600.305080414,NaN,NaN,NaN,NaN,NaN
20326.46156594,NaN,-4.133752081543,NaN,NaN,NaN,NaN
20344,NaN,NaN,42.017,41.961,30.622,30
20360.33705716,3601.267337799,NaN,NaN,NaN,NaN,NaN
20378.41628258,3422.454118729,NaN,NaN,NaN,NaN,NaN
20396.19649296,NaN,-4.257880616933,NaN,NaN,NaN,NaN
20411.99195868,3601.894140244,NaN,NaN,NaN,NaN,NaN
20431,NaN,NaN,41.504,41.483,30.258,30
20448.15042444,3599.888563156,NaN,NaN,NaN,NaN,NaN
20466,NaN,NaN,41.329,41.283,30.181,30
20484.01083188,NaN,-4.047504160553,NaN,NaN,NaN,NaN
20502,NaN,NaN,41.136,41.089,30.146,30
20517.8846365,3408.682823181,NaN,NaN,NaN,NaN,NaN
20535.96383568,3598.177671432,NaN,NaN,NaN,NaN,NaN
20553.74578888,NaN,-4.11049136892,NaN,NaN,NaN,NaN
20571.8252185,NaN,-4.256960935891,NaN,NaN,NaN,NaN
20587.6187514,3599.348545074,NaN,NaN,NaN,NaN,NaN
20605.697959,3441.50686264,NaN,NaN,NaN,NaN,NaN
20623.4807124,NaN,-4.14353935048,NaN,NaN,NaN,NaN
20641.56011298,NaN,-4.181999247521,NaN,NaN,NaN,NaN
20658,NaN,NaN,40.26,40.217,30.197,30
20675.43213794,3597.749471664,NaN,NaN,NaN,NaN,NaN
20693.51137674,3602.029323578,NaN,NaN,NaN,NaN,NaN
20711.29499146,NaN,-4.013880155981,NaN,NaN,NaN,NaN
20729,NaN,NaN,39.86,39.822,30.118,30
20745.16629434,3419.634819031,NaN,NaN,NaN,NaN,NaN
20763.24555832,3595.730781555,NaN,NaN,NaN,NaN,NaN
20781.3247859,3601.014375687,NaN,NaN,NaN,NaN,NaN
20799.403969,3587.343454361,NaN,NaN,NaN,NaN,NaN
20817.18868322,NaN,74.45178180933,NaN,NaN,NaN,NaN
20835,NaN,NaN,39.254,39.233,30.157,30
20851.05886908,3592.926263809,NaN,NaN,NaN,NaN,NaN
20869.13809118,3599.947452545,NaN,NaN,NaN,NaN,NaN
20887.21731596,3574.723005295,NaN,NaN,NaN,NaN,NaN
20905.29657484,3598.430633545,NaN,NaN,NaN,NaN,NaN
20923.08244492,NaN,-3.961373120546,NaN,NaN,NaN,NaN
20941,NaN,NaN,38.697,38.644,30.349,30
20956.95147734,3598.81401062,NaN,NaN,NaN,NaN,NaN
20975.03071422,3528.633356094,NaN,NaN,NaN,NaN,NaN
20992.81742816,NaN,75.27112960815,NaN,NaN,NaN,NaN
21011.1892002,3404.143333435,NaN,NaN,NaN,NaN,NaN
21028.97631842,NaN,-4.137778189033,NaN,NaN,NaN,NaN
21047,NaN,NaN,38.111,38.061,30.438,30
21062.84416038,3387.637615204,NaN,NaN,NaN,NaN,NaN
21080.92338454,3595.64781189,NaN,NaN,NaN,NaN,NaN
21098.71116034,NaN,-3.988549113274,NaN,NaN,NaN,NaN
21116.79056212,NaN,-3.977032378316,NaN,NaN,NaN,NaN
21134.86998778,NaN,-3.949512727559,NaN,NaN,NaN,NaN
21152.94935828,NaN,-3.919344395399,NaN,NaN,NaN,NaN
21169,NaN,NaN,37.447,37.383,30.333,30
21189,NaN,NaN,37.329,37.272,30.42,30
21204.60482702,NaN,-3.828721819445,NaN,NaN,NaN,NaN
21222.68422922,NaN,-4.019753076136,NaN,NaN,NaN,NaN
21239,NaN,NaN,37.056,36.994,30.501,30
21256.55023496,3592.564821243,NaN,NaN,NaN,NaN,NaN
21274.33972252,NaN,-3.987626638263,NaN,NaN,NaN,NaN
21292.4191836,NaN,-3.89078585431,NaN,NaN,NaN,NaN
21310.49865342,NaN,81.39543235302,NaN,NaN,NaN,NaN
21326.28439882,3439.913272858,NaN,NaN,NaN,NaN,NaN
21344.36364384,3590.515613556,NaN,NaN,NaN,NaN,NaN
21362.44286798,3596.677780151,NaN,NaN,NaN,NaN,NaN
21380,NaN,NaN,36.3,36.206,30.609,30
21396.01851646,3592.539548874,NaN,NaN,NaN,NaN,NaN
21414.09774452,3584.054470062,NaN,NaN,NaN,NaN,NaN
21432.1770054,3587.858438492,NaN,NaN,NaN,NaN,NaN
21449.96862114,NaN,-3.926943521947,NaN,NaN,NaN,NaN
21466,NaN,NaN,35.827,35.728,30.556,30
21486.12751768,NaN,92.79675781727,NaN,NaN,NaN,NaN
21501.91117454,3595.945596695,NaN,NaN,NaN,NaN,NaN
21519.70361432,NaN,-3.917500376701,NaN,NaN,NaN,NaN
21537.78308008,NaN,186.9561076164,NaN,NaN,NaN,NaN
21553.56607482,3429.387331009,NaN,NaN,NaN,NaN,NaN
21571.64528898,3588.771820068,NaN,NaN,NaN,NaN,NaN
21589.43864356,NaN,-4.140198230743,NaN,NaN,NaN,NaN
21607.51810728,NaN,-4.262485075742,NaN,NaN,NaN,NaN
21623.30024788,3590.778589249,NaN,NaN,NaN,NaN,NaN
21641.37943114,3565.267801285,NaN,NaN,NaN,NaN,NaN
21659.45868362,3586.110830307,NaN,NaN,NaN,NaN,NaN
21677.25301474,NaN,-4.049806855619,NaN,NaN,NaN,NaN
21694,NaN,NaN,34.57,34.467,30.235,30
21711.11352562,3589.092493057,NaN,NaN,NaN,NaN,NaN
21729.1926921,3594.22492981,NaN,NaN,NaN,NaN,NaN
21747.27189762,3582.326173782,NaN,NaN,NaN,NaN,NaN
21765.06741802,NaN,164.9192720652,NaN,NaN,NaN,NaN
21783.43034694,3539.383888245,NaN,NaN,NaN,NaN,NaN
21800,NaN,NaN,33.975,33.872,30.152,30
21817.0060454,3593.183755875,NaN,NaN,NaN,NaN,NaN
21835.08526776,3575.929641724,NaN,NaN,NaN,NaN,NaN
21853.16443002,3591.724634171,NaN,NaN,NaN,NaN,NaN
21870.9611091,NaN,-4.248206969351,NaN,NaN,NaN,NaN
21886.74007754,3584.137439728,NaN,NaN,NaN,NaN,NaN
21906,NaN,NaN,33.38,33.283,30.067,30
21922.6166626,NaN,-4.187639337033,NaN,NaN,NaN,NaN
21940.69610876,NaN,202.2038400173,NaN,NaN,NaN,NaN
21958.77550672,NaN,-4.144805017859,NaN,NaN,NaN,NaN
21975,NaN,NaN,32.972,32.906,30.209,30
21992.35160728,NaN,203.1766325235,NaN,NaN,NaN,NaN
22010.71177634,3534.512042999,NaN,NaN,NaN,NaN,NaN
22028.51046492,NaN,203.5294771194,NaN,NaN,NaN,NaN
22044.28747236,3591.299772263,NaN,NaN,NaN,NaN,NaN
22062.36669186,3573.229789734,NaN,NaN,NaN,NaN,NaN
22080.44587586,3589.802265167,NaN,NaN,NaN,NaN,NaN
22098,NaN,NaN,32.266,32.222,30.086,30
22114.02150872,3581.831932068,NaN,NaN,NaN,NaN,NaN
22133,NaN,NaN,32.077,32.028,30.009,30
22150.17990712,3559.373855591,NaN,NaN,NaN,NaN,NaN
22167.98048744,NaN,203.9920091629,NaN,NaN,NaN,NaN
22186.05993462,NaN,-4.083314910531,NaN,NaN,NaN,NaN
22204,NaN,NaN,31.684,31.633,29.942,30
22219.63605776,NaN,198.4391212463,NaN,NaN,NaN,NaN
22237.71549478,NaN,-4.016642924398,NaN,NaN,NaN,NaN
22255.794893,NaN,198.2074081898,NaN,NaN,NaN,NaN
22273.8743287,NaN,-4.162653815001,NaN,NaN,NaN,NaN
22290,NaN,NaN,31.218,31.156,30.055,30
22310,NaN,NaN,31.107,31.044,29.964,30
22325.80655154,3395.348548889,NaN,NaN,NaN,NaN,NaN
22343.6093847,NaN,200.3965079784,NaN,NaN,NaN,NaN
22361,NaN,NaN,30.838,30.756,29.996,30
22379.76827336,NaN,-4.151252098382,NaN,NaN,NaN,NaN
22396,NaN,NaN,30.6355,30.564,30.015,30
22413.61975634,3352.360486984,NaN,NaN,NaN,NaN,NaN
22432,NaN,NaN,30.447,30.361,29.988,30
22449.77820714,3477.064371109,NaN,NaN,NaN,NaN,NaN
22467,NaN,NaN,30.245,30.167,29.967,30
22485.66211332,NaN,-4.173131659627,NaN,NaN,NaN,NaN
22503,NaN,NaN,30.044,29.972,29.936,30
22519.23819886,NaN,-3.990390803665,NaN,NaN,NaN,NaN
22537.31765978,NaN,-4.089418333024,NaN,NaN,NaN,NaN
22555.39712196,NaN,-3.992347512394,NaN,NaN,NaN,NaN
22573.47656526,NaN,-3.992923069745,NaN,NaN,NaN,NaN
22589,NaN,NaN,29.562,29.494,29.878,30
22607.32557932,3579.671621323,NaN,NaN,NaN,NaN,NaN
22625.13220164,NaN,-4.058901686221,NaN,NaN,NaN,NaN
22640.90126484,3346.555709839,NaN,NaN,NaN,NaN,NaN
22659,NaN,NaN,29.175,29.1,29.971,30
22677.05968636,3518.698453903,NaN,NaN,NaN,NaN,NaN
22694.8671994,NaN,-3.986359108239,NaN,NaN,NaN,NaN
22710.63541412,3582.808971405,NaN,NaN,NaN,NaN,NaN
22730,NaN,NaN,28.785,28.711,30.023,30
22746.7938262,3579.58984375,NaN,NaN,NaN,NaN,NaN
22764.87308142,3585.250139236,NaN,NaN,NaN,NaN,NaN
22782.95230962,3571.275472641,NaN,NaN,NaN,NaN,NaN
22801,NaN,NaN,28.373,28.311,30.079,30
22817,NaN,NaN,28.291,28.228,30.074,30
22834.60723066,3576.845884323,NaN,NaN,NaN,NaN,NaN
22852.68641834,3584.022283554,NaN,NaN,NaN,NaN,NaN
22870.76560956,3562.600135803,NaN,NaN,NaN,NaN,NaN
22888,NaN,NaN,27.895,27.833,30.045,30
22906.65497328,NaN,-4.009389318526,NaN,NaN,NaN,NaN
22924,NaN,NaN,27.705,27.633,30.017,30
22940.2311185,NaN,-4.013073630631,NaN,NaN,NaN,NaN
22958.57896294,3544.501543045,NaN,NaN,NaN,NaN,NaN
22976.39002894,NaN,210.60359478,NaN,NaN,NaN,NaN
22994,NaN,NaN,27.311,27.239,30.039,30
23009.96614746,NaN,-4.103351384401,NaN,NaN,NaN,NaN
23028.31306362,3581.489086151,NaN,NaN,NaN,NaN,NaN
23046.12506132,NaN,-3.9959163405,NaN,NaN,NaN,NaN
23061.88872394,3573.972702026,NaN,NaN,NaN,NaN,NaN
23080,NaN,NaN,26.832,26.767,30.012,30
23098.04714718,3556.460857391,NaN,NaN,NaN,NaN,NaN
23116,NaN,NaN,26.642,26.567,30.032,30
23133.93950342,NaN,-3.878579707816,NaN,NaN,NaN,NaN
23151,NaN,NaN,26.439,26.367,30.079,30
23167.78119852,3580.548524857,NaN,NaN,NaN,NaN,NaN
23185.86039036,3532.440185547,NaN,NaN,NaN,NaN,NaN
23203.93957736,3578.655004501,NaN,NaN,NaN,NaN,NaN
23222.01881944,3328.359603882,NaN,NaN,NaN,NaN,NaN
23238,NaN,NaN,25.961,25.889,30.007,30
23257.91281656,NaN,-3.954578191042,NaN,NaN,NaN,NaN
23273.67365334,3464.299201965,NaN,NaN,NaN,NaN,NaN
23291.7528594,3577.033996582,NaN,NaN,NaN,NaN,NaN
23309.5683861,NaN,-3.950315993279,NaN,NaN,NaN,NaN
23327.64779562,NaN,-3.978989552706,NaN,NaN,NaN,NaN
23344,NaN,NaN,25.374,25.294,30.133,30
23361.22391042,NaN,-3.924524411559,NaN,NaN,NaN,NaN
23379.566143,3575.164318085,NaN,NaN,NaN,NaN,NaN
23397.38278444,NaN,-3.856702474877,NaN,NaN,NaN,NaN
23415,NaN,NaN,24.984,24.9,29.907,30
23431.22104878,3576.150894165,NaN,NaN,NaN,NaN,NaN
23449.30024984,3322.476387024,NaN,NaN,NaN,NaN,NaN
23467.11781686,NaN,-3.990620840341,NaN,NaN,NaN,NaN
23482.87593514,3576.745986938,NaN,NaN,NaN,NaN,NaN
23501,NaN,NaN,24.517,24.422,29.848,30
23519.0343496,3574.407339096,NaN,NaN,NaN,NaN,NaN
23537,NaN,NaN,24.318,24.225,29.929,30
23555.19275154,3570.246219635,NaN,NaN,NaN,NaN,NaN
23573.01172278,NaN,-3.734760219231,NaN,NaN,NaN,NaN
23591.09117296,NaN,-3.853361820802,NaN,NaN,NaN,NaN
23608,NaN,NaN,23.923,23.833,30.074,30
23624.92683512,3453.991413116,NaN,NaN,NaN,NaN,NaN
23643,NaN,NaN,23.722,23.638,30.099,30
23659,NaN,NaN,23.641,23.55,29.982,30
23678.905643,NaN,-3.887677565217,NaN,NaN,NaN,NaN
23694.66093412,3569.987297058,NaN,NaN,NaN,NaN,NaN
23712.74011786,3576.163053513,NaN,NaN,NaN,NaN,NaN
23730.56111958,NaN,-3.775176592171,NaN,NaN,NaN,NaN
23748.6405938,NaN,175.5236387253,NaN,NaN,NaN,NaN
23765,NaN,NaN,23.043,22.961,30.031,30
23782.47422084,3566.828727722,NaN,NaN,NaN,NaN,NaN
23800.29617422,NaN,-3.845417872071,NaN,NaN,NaN,NaN
23818.37563924,NaN,-3.911166917533,NaN,NaN,NaN,NaN
23835,NaN,NaN,22.649,22.567,29.96,30
23852.20825282,3557.188510895,NaN,NaN,NaN,NaN,NaN
23870.28748882,3562.251567841,NaN,NaN,NaN,NaN,NaN
23888.11067402,NaN,-3.783697495237,NaN,NaN,NaN,NaN
23906,NaN,NaN,22.254,22.172,30.057,30
23921.94240096,3566.774845123,NaN,NaN,NaN,NaN,NaN
23940.02162922,3573.697805405,NaN,NaN,NaN,NaN,NaN
23958.100804,3554.881572723,NaN,NaN,NaN,NaN,NaN
23975.92505806,NaN,244.3684637547,NaN,NaN,NaN,NaN
23992,NaN,NaN,21.782,21.694,29.999,30
24009.75570434,3563.101291656,NaN,NaN,NaN,NaN,NaN
24027.83488044,3572.315692902,NaN,NaN,NaN,NaN,NaN
24045.6600094,NaN,-3.817322431132,NaN,NaN,NaN,NaN
24063,NaN,NaN,21.382,21.306,29.959,30
24079.48975024,3572.541952133,NaN,NaN,NaN,NaN,NaN
24097.56895568,3557.52658844,NaN,NaN,NaN,NaN,NaN
24115.39498968,NaN,-3.812140785158,NaN,NaN,NaN,NaN
24133,NaN,NaN,20.983,20.917,29.985,30
24149.22383932,3563.244342804,NaN,NaN,NaN,NaN,NaN
24167.30303698,3571.139097214,NaN,NaN,NaN,NaN,NaN
24185.1300008,NaN,-3.798552090302,NaN,NaN,NaN,NaN
24203.20942744,NaN,249.3869811296,NaN,NaN,NaN,NaN
24220,NaN,NaN,20.512,20.428,29.945,30
24237.0371024,3558.787822723,NaN,NaN,NaN,NaN,NaN
24255.1163192,3569.715499878,NaN,NaN,NaN,NaN,NaN
24272.9443591,NaN,-3.66152683273,NaN,NaN,NaN,NaN
24291,NaN,NaN,20.114,20.039,30.017,30
24306.77120094,3569.890737534,NaN,NaN,NaN,NaN,NaN
24324.85039338,3551.549196243,NaN,NaN,NaN,NaN,NaN
24342.67924424,NaN,235.6351017952,NaN,NaN,NaN,NaN
24360.75863348,NaN,-3.648861078545,NaN,NaN,NaN,NaN
24378.83807454,NaN,184.5457702875,NaN,NaN,NaN,NaN
24394.58445706,3568.417072296,NaN,NaN,NaN,NaN,NaN
24412.4141826,NaN,-3.784502623603,NaN,NaN,NaN,NaN
24430.74279804,3566.476345062,NaN,NaN,NaN,NaN,NaN
24447,NaN,NaN,19.259,19.167,29.803,30
24464.3184498,3553.391456604,NaN,NaN,NaN,NaN,NaN
24482.1491719,NaN,-3.832060843706,NaN,NaN,NaN,NaN
24500.22863774,NaN,-3.699871012941,NaN,NaN,NaN,NaN
24518,NaN,NaN,18.869,18.778,29.999,30
24534.05254954,3567.11602211,NaN,NaN,NaN,NaN,NaN
24553,NaN,NaN,18.669,18.583,29.997,30
24569.96366574,NaN,185.4556202888,NaN,NaN,NaN,NaN
24588.0431125,NaN,-3.882037010044,NaN,NaN,NaN,NaN
24604,NaN,NaN,18.389,18.3,30.062,30
24621.86586094,3565.554141998,NaN,NaN,NaN,NaN,NaN
24639.6985765,NaN,-3.730271244422,NaN,NaN,NaN,NaN
24657.77801364,NaN,185.9802305698,NaN,NaN,NaN,NaN
24675.85746356,NaN,-3.810298861936,NaN,NaN,NaN,NaN
24691.59988852,3546.658754349,NaN,NaN,NaN,NaN,NaN
24709.67908598,3563.956737518,NaN,NaN,NaN,NaN,NaN
24727.75827494,3471.773147583,NaN,NaN,NaN,NaN,NaN
24745.8374906,3561.519622803,NaN,NaN,NaN,NaN,NaN
24763.67178952,NaN,-3.779208520427,NaN,NaN,NaN,NaN
24781,NaN,NaN,17.397,17.311,29.938,30
24799.8306327,NaN,-3.765622153878,NaN,NaN,NaN,NaN
24815.57152862,3310.304641724,NaN,NaN,NaN,NaN,NaN
24833.40670342,NaN,-3.623989410698,NaN,NaN,NaN,NaN
24851.72994764,3329.007863998,NaN,NaN,NaN,NaN,NaN
24868,NaN,NaN,16.914,16.828,30.065,30
24885.30564844,3560.283899307,NaN,NaN,NaN,NaN,NaN
24903.38489356,3257.810592651,NaN,NaN,NaN,NaN,NaN
24921.22104576,NaN,-3.720252774656,NaN,NaN,NaN,NaN
24939,NaN,NaN,16.513,16.439,29.906,30
24955.03974054,3404.053688049,NaN,NaN,NaN,NaN,NaN
24974,NaN,NaN,16.318,16.244,29.969,30
24990.95591888,NaN,-3.678569570184,NaN,NaN,NaN,NaN
25009,NaN,NaN,16.118,16.044,30.094,30
25027.11478468,NaN,-3.73395672068,NaN,NaN,NaN,NaN
