Time_s,Bridge_Bridge_fullSystem_neg_deg_bat,Bridge_Bridge_fullSystem_neg_deg_Vout,TempActual_C,TempTarget_C,HumActual_RH,HumTarget_RH
0,NaN,NaN,27.173,25,0,30
25,NaN,NaN,26.705,25,84.551,30
43.93520102,NaN,-2.355015370995,NaN,NaN,NaN,NaN
61,NaN,NaN,26.39,25,78.165,30
77.51108372,NaN,-2.275322331116,NaN,NaN,NaN,NaN
95.5903705,NaN,-2.308946568519,NaN,NaN,NaN,NaN
113.66966002,NaN,-2.346487017348,NaN,NaN,NaN,NaN
129.7123013,3165.858030319,NaN,NaN,NaN,NaN,NaN
147.24560924,NaN,-2.329324372113,NaN,NaN,NaN,NaN
165.87072028,3489.494085312,NaN,NaN,NaN,NaN,NaN
183.40435046,NaN,-2.342335181311,NaN,NaN,NaN,NaN
199.44635214,3487.072706223,NaN,NaN,NaN,NaN,NaN
217.52551202,3196.263790131,NaN,NaN,NaN,NaN,NaN
235.60470324,3485.522270203,NaN,NaN,NaN,NaN,NaN
252,NaN,NaN,25.486,25,40.57,30
269.18027676,3167.914390564,NaN,NaN,NaN,NaN,NaN
287.25944104,3489.739894867,NaN,NaN,NaN,NaN,NaN
305.33859016,3495.559215546,NaN,NaN,NaN,NaN,NaN
323,NaN,NaN,25.218,25,35.463,30
341.49691492,3495.973825455,NaN,NaN,NaN,NaN,NaN
359.0326293,NaN,-2.426384948194,NaN,NaN,NaN,NaN
375.07248124,3491.405963898,NaN,NaN,NaN,NaN,NaN
394,NaN,NaN,25.048,25,33.681,30
411.23087324,3485.174417496,NaN,NaN,NaN,NaN,NaN
429,NaN,NaN,25.0035,25,33.3315,30
446.84677128,NaN,-2.375248121098,NaN,NaN,NaN,NaN
465,NaN,NaN,24.979,25,33.426,30
483.0055915,NaN,-2.364190295339,NaN,NaN,NaN,NaN
499.04431306,3479.776382446,NaN,NaN,NaN,NaN,NaN
517.12354552,3499.375343323,NaN,NaN,NaN,NaN,NaN
535.20272054,3166.272163391,NaN,NaN,NaN,NaN,NaN
551,NaN,NaN,24.955,25,33.841,30
570.81985252,NaN,-2.448364859447,NaN,NaN,NaN,NaN
586.85763686,3460.057497025,NaN,NaN,NaN,NaN,NaN
604.93685742,3500.2617836,NaN,NaN,NaN,NaN,NaN
621,NaN,NaN,24.926,25,33.474,30
640.55473578,NaN,-2.391242189333,NaN,NaN,NaN,NaN
656.59181732,3502.356052399,NaN,NaN,NaN,NaN,NaN
674.13084678,NaN,-2.419912721962,NaN,NaN,NaN,NaN
692.21027664,NaN,15.35877492279,NaN,NaN,NaN,NaN
710.2896851,NaN,-2.493265317753,NaN,NaN,NaN,NaN
727,NaN,NaN,24.842,25,32.42,30
743.86581954,NaN,15.54229762405,NaN,NaN,NaN,NaN
762,NaN,NaN,24.831,25,31.954,30
780.02472894,NaN,-2.56834179163,NaN,NaN,NaN,NaN
796.05975692,3504.954576492,NaN,NaN,NaN,NaN,NaN
814.1389302,3420.200109482,NaN,NaN,NaN,NaN,NaN
832.21812866,3503.555059433,NaN,NaN,NaN,NaN,NaN
849,NaN,NaN,24.78,25,31.128,30
867.83929556,NaN,-2.477364148945,NaN,NaN,NaN,NaN
883.87290044,3505.447387695,NaN,NaN,NaN,NaN,NaN
901.95210278,3169.718980789,NaN,NaN,NaN,NaN,NaN
919.4949399,NaN,-2.488991012797,NaN,NaN,NaN,NaN
938.11045792,3250.847816467,NaN,NaN,NaN,NaN,NaN
955.65390984,NaN,-2.578810090199,NaN,NaN,NaN,NaN
973.73338704,NaN,-2.551978453994,NaN,NaN,NaN,NaN
991.81284906,NaN,-2.490944229066,NaN,NaN,NaN,NaN
1009,NaN,NaN,24.901,25,30.018,30
1025.92335848,3509.789466858,NaN,NaN,NaN,NaN,NaN
1044.00251936,3497.874498367,NaN,NaN,NaN,NaN,NaN
1061.54761502,NaN,-2.499807626009,NaN,NaN,NaN,NaN
1079.62695184,NaN,-2.504067029804,NaN,NaN,NaN,NaN
1096,NaN,NaN,24.987,25,29.636,30
1115.78570332,NaN,-2.613808726892,NaN,NaN,NaN,NaN
1131.81535954,3493.108510971,NaN,NaN,NaN,NaN,NaN
1149.89443682,3508.961439133,NaN,NaN,NaN,NaN,NaN
1167.44102952,NaN,-2.561062574387,NaN,NaN,NaN,NaN
1185.52041806,NaN,-2.546784235165,NaN,NaN,NaN,NaN
1201.54902058,3510.557174683,NaN,NaN,NaN,NaN,NaN
1219.09636146,NaN,-2.533655148,NaN,NaN,NaN,NaN
1237.17572452,NaN,16.37845113873,NaN,NaN,NaN,NaN
1255.25511658,NaN,-2.591113792732,NaN,NaN,NaN,NaN
1271.28267698,3497.500181198,NaN,NaN,NaN,NaN,NaN
1289.36176844,3510.783910751,NaN,NaN,NaN,NaN,NaN
1307,NaN,NaN,25.048,25,30.142,30
1324.98985252,NaN,16.99953526258,NaN,NaN,NaN,NaN
1343,NaN,NaN,25.053,25,30.319,30
1359.09549644,3489.731311798,NaN,NaN,NaN,NaN,NaN
1377.17470552,3511.020898819,NaN,NaN,NaN,NaN,NaN
1394,NaN,NaN,25.052,25,30.381,30
1412.80411796,NaN,-2.595944097266,NaN,NaN,NaN,NaN
1429,NaN,NaN,25.051,25,30.331,30
1446.90873876,3455.712556839,NaN,NaN,NaN,NaN,NaN
1464.45957664,NaN,17.07352511585,NaN,NaN,NaN,NaN
1482.53900036,NaN,-2.63728084974,NaN,NaN,NaN,NaN
1500,NaN,NaN,25.031,25,30.179,30
1516.64286886,3512.692689896,NaN,NaN,NaN,NaN,NaN
1534.72208438,3177.134990692,NaN,NaN,NaN,NaN,NaN
1552.27388654,NaN,-2.660883590579,NaN,NaN,NaN,NaN
1570.35328322,NaN,-2.576591214165,NaN,NaN,NaN,NaN
1588.4327023,NaN,-2.606185851619,NaN,NaN,NaN,NaN
1606.51211836,NaN,-2.675966359675,NaN,NaN,NaN,NaN
1622.5353674,3182.896375656,NaN,NaN,NaN,NaN,NaN
1640.61453272,3510.498523712,NaN,NaN,NaN,NaN,NaN
1658.1676055,NaN,-2.633357653394,NaN,NaN,NaN,NaN
1676.24700182,NaN,-2.623799722642,NaN,NaN,NaN,NaN
1694,NaN,NaN,25.011,25,30.002,30
1710.34856062,3194.109201431,NaN,NaN,NaN,NaN,NaN
1728.42768576,3510.285615921,NaN,NaN,NaN,NaN,NaN
1745.98185588,NaN,-2.626215107739,NaN,NaN,NaN,NaN
1764,NaN,NaN,24.994,25,30.01,30
1780.08250846,3512.919664383,NaN,NaN,NaN,NaN,NaN
1798.1617001,3220.790863037,NaN,NaN,NaN,NaN,NaN
1815.7168342,NaN,-2.65189120546,NaN,NaN,NaN,NaN
1833.79626188,NaN,-2.63507780619,NaN,NaN,NaN,NaN
1849.81655764,3184.296607971,NaN,NaN,NaN,NaN,NaN
1867.8957466,3512.774705887,NaN,NaN,NaN,NaN,NaN
1885.45175024,NaN,-2.69921659492,NaN,NaN,NaN,NaN
1903.53120526,NaN,-2.664094790816,NaN,NaN,NaN,NaN
1920,NaN,NaN,25.016,25,29.503,30
1937.62957812,3192.710876465,NaN,NaN,NaN,NaN,NaN
1955.708749,3512.475252151,NaN,NaN,NaN,NaN,NaN
1973.26616368,NaN,-2.688044449314,NaN,NaN,NaN,NaN
1991.3456152,NaN,-2.679061843082,NaN,NaN,NaN,NaN
2007.36346248,3514.936447144,NaN,NaN,NaN,NaN,NaN
2025.4426236,3212.594985962,NaN,NaN,NaN,NaN,NaN
2043.00118204,NaN,-2.671689726412,NaN,NaN,NaN,NaN
2061.60099282,3519.290208817,NaN,NaN,NaN,NaN,NaN
2079.160137,NaN,-2.701397752389,NaN,NaN,NaN,NaN
2097.23957202,NaN,19.10709962249,NaN,NaN,NaN,NaN
2113.25571812,3307.037830353,NaN,NaN,NaN,NaN,NaN
2131.33493208,3510.93506813,NaN,NaN,NaN,NaN,NaN
2149,NaN,NaN,25.078,25,30.135,30
2167.49325222,3499.176502228,NaN,NaN,NaN,NaN,NaN
2184,NaN,NaN,25.081,25,30.264,30
2201.0688433,3520.817279816,NaN,NaN,NaN,NaN,NaN
2219,NaN,NaN,25.08,25,30.257,30
2236.70972908,NaN,-2.698973985389,NaN,NaN,NaN,NaN
2254.78921706,NaN,-2.726956736296,NaN,NaN,NaN,NaN
2270.80279688,3513.88502121,NaN,NaN,NaN,NaN,NaN
2290,NaN,NaN,25.071,25,30.065,30
2306.44480304,NaN,-2.708069747314,NaN,NaN,NaN,NaN
2324.52432388,NaN,20.02951130271,NaN,NaN,NaN,NaN
2342.60381544,NaN,-2.679396653548,NaN,NaN,NaN,NaN
2358.61589456,3513.056755066,NaN,NaN,NaN,NaN,NaN
2376.1799954,NaN,-2.590611809865,NaN,NaN,NaN,NaN
2394.25950042,NaN,-2.680199919268,NaN,NaN,NaN,NaN
2412,NaN,NaN,25.065,25,29.998,30
2428.34983322,3522.517204285,NaN,NaN,NaN,NaN,NaN
2446.42907128,3511.63315773,NaN,NaN,NaN,NaN,NaN
2464.50829746,3521.39210701,NaN,NaN,NaN,NaN,NaN
2482.07397568,NaN,-2.70046456717,NaN,NaN,NaN,NaN
2500.15337164,NaN,20.28440870345,NaN,NaN,NaN,NaN
2517,NaN,NaN,25.043,25,30.037,30
2534.2426082,3509.110212326,NaN,NaN,NaN,NaN,NaN
2552,NaN,NaN,25.04,25,29.941,30
2569.88800512,NaN,-2.643807092682,NaN,NaN,NaN,NaN
2587.96735234,NaN,20.52332088351,NaN,NaN,NaN,NaN
2603.97687926,3522.788524628,NaN,NaN,NaN,NaN,NaN
2622.05614572,3504.520177841,NaN,NaN,NaN,NaN,NaN
2640.13544378,3521.448612213,NaN,NaN,NaN,NaN,NaN
2658,NaN,NaN,25.057,25,29.974,30
2675.78137776,NaN,-2.65566399321,NaN,NaN,NaN,NaN
2693,NaN,NaN,25.054,25,30.005,30
2711.94010028,NaN,-2.799027599394,NaN,NaN,NaN,NaN
2729,NaN,NaN,25.064,25,29.971,30
2746.0284144,3192.752122879,NaN,NaN,NaN,NaN,NaN
2765,NaN,NaN,25.067,25,29.967,30
2781.67477656,NaN,-2.749165985733,NaN,NaN,NaN,NaN
2799.7541464,NaN,-2.765747020021,NaN,NaN,NaN,NaN
2817.8335262,NaN,-2.788777695969,NaN,NaN,NaN,NaN
2834,NaN,NaN,25.07,25,29.894,30
2851.40949894,NaN,-2.71323742345,NaN,NaN,NaN,NaN
2869.48888778,NaN,-2.810195088387,NaN,NaN,NaN,NaN
2887.5682727,NaN,-2.736266935244,NaN,NaN,NaN,NaN
2903.57624016,3520.916938782,NaN,NaN,NaN,NaN,NaN
2921.14419614,NaN,-2.728551160544,NaN,NaN,NaN,NaN
2939.73480344,3517.752408981,NaN,NaN,NaN,NaN,NaN
2957,NaN,NaN,25.069,25,29.899,30
2973.31056872,3193.464040756,NaN,NaN,NaN,NaN,NaN
2992,NaN,NaN,25.061,25,29.952,30
3009.46904252,3344.668388367,NaN,NaN,NaN,NaN,NaN
3027,NaN,NaN,25.064,25,29.994,30
3043.04472508,3522.545814514,NaN,NaN,NaN,NaN,NaN
3062,NaN,NaN,25.063,25,30.045,30
3078.69314608,NaN,-2.789348829538,NaN,NaN,NaN,NaN
3096.77251452,NaN,-2.713463036343,NaN,NaN,NaN,NaN
3114.85189998,NaN,-2.699643839151,NaN,NaN,NaN,NaN
3132.9312357,NaN,-2.758140442893,NaN,NaN,NaN,NaN
3148.42784298,NaN,-2.847612369806,NaN,NaN,NaN,NaN
3166.5072506,NaN,-2.765624551103,NaN,NaN,NaN,NaN
3184.58666726,NaN,-2.787732286379,NaN,NaN,NaN,NaN
3200.59218018,3194.51880455,NaN,NaN,NaN,NaN,NaN
3218.6714262,3521.876573563,NaN,NaN,NaN,NaN,NaN
3236.75065568,3329.676151276,NaN,NaN,NaN,NaN,NaN
3254.82985948,3517.966032028,NaN,NaN,NaN,NaN,NaN
3272.4008012,NaN,-2.767694648355,NaN,NaN,NaN,NaN
3290.4802081,NaN,-2.733495086432,NaN,NaN,NaN,NaN
3308.55964906,NaN,21.92281000316,NaN,NaN,NaN,NaN
3324.56393842,3527.598381042,NaN,NaN,NaN,NaN,NaN
3342.13567936,NaN,-2.748118480667,NaN,NaN,NaN,NaN
3360.722383,3526.382684708,NaN,NaN,NaN,NaN,NaN
3376.21887558,3222.60594368,NaN,NaN,NaN,NaN,NaN
3394.29810714,3520.342826843,NaN,NaN,NaN,NaN,NaN
3412.37731512,3527.594566345,NaN,NaN,NaN,NaN,NaN
3430.45651068,3512.544155121,NaN,NaN,NaN,NaN,NaN
3447,NaN,NaN,25.044,25,30.151,30
3466.10862994,NaN,-2.783929230645,NaN,NaN,NaN,NaN
3482.11140274,3518.973827362,NaN,NaN,NaN,NaN,NaN
3499.68463936,NaN,-2.890557283536,NaN,NaN,NaN,NaN
3517.76405736,NaN,-2.788648474962,NaN,NaN,NaN,NaN
3535.8434495,NaN,21.43341489136,NaN,NaN,NaN,NaN
3553,NaN,NaN,25.043,25,29.924,30
3569.41952888,NaN,-2.710229484364,NaN,NaN,NaN,NaN
3588,NaN,NaN,25.022,25,29.954,30
3605.57838296,NaN,-2.760896924883,NaN,NaN,NaN,NaN
3621.57983466,3521.327495575,NaN,NaN,NaN,NaN,NaN
3639.15445784,NaN,-2.636992372572,NaN,NaN,NaN,NaN
3657.73833542,3513.280630112,NaN,NaN,NaN,NaN,NaN
3675.3132475,NaN,21.66908793151,NaN,NaN,NaN,NaN
3693.39265828,NaN,-2.742931945249,NaN,NaN,NaN,NaN
3711.47210976,NaN,21.48520387709,NaN,NaN,NaN,NaN
3729.55154936,NaN,-2.77586420998,NaN,NaN,NaN,NaN
3745.04816612,NaN,-2.804190386087,NaN,NaN,NaN,NaN
3763.6308183,3527.03666687,NaN,NaN,NaN,NaN,NaN
3781.20700032,NaN,-2.762736519799,NaN,NaN,NaN,NaN
3799.28636654,NaN,-2.682936144993,NaN,NaN,NaN,NaN
3816,NaN,NaN,25.025,25,29.937,30
3835.44516464,NaN,-2.762044314295,NaN,NaN,NaN,NaN
3852,NaN,NaN,25.006,25,29.792,30
3869.02127774,NaN,-2.757666865364,NaN,NaN,NaN,NaN
3887.10068098,NaN,-2.775171305984,NaN,NaN,NaN,NaN
3905.1800982,NaN,-2.788988640532,NaN,NaN,NaN,NaN
3921.1781242,3281.321287155,NaN,NaN,NaN,NaN,NaN
3939.25728868,3526.317119598,NaN,NaN,NaN,NaN,NaN
3957.33649194,3219.626426697,NaN,NaN,NaN,NaN,NaN
3974.91514498,NaN,-2.78058112599,NaN,NaN,NaN,NaN
3990.91214592,3527.92263031,NaN,NaN,NaN,NaN,NaN
4009,NaN,NaN,25.018,25,29.981,30
4027.07054282,3525.765657425,NaN,NaN,NaN,NaN,NaN
4044,NaN,NaN,25.018,25,30.099,30
4062.72962936,NaN,-2.748798578978,NaN,NaN,NaN,NaN
4079,NaN,NaN,25.017,25,30.186,30
4096.80464654,3206.670045853,NaN,NaN,NaN,NaN,NaN
4114.38507364,NaN,-2.760658506304,NaN,NaN,NaN,NaN
4132.4645175,NaN,-2.81696789898,NaN,NaN,NaN,NaN
4150,NaN,NaN,25.02,25,30.225,30
4166.0405867,NaN,21.75632119179,NaN,NaN,NaN,NaN
4184.61788608,3226.362466812,NaN,NaN,NaN,NaN,NaN
4202.1994901,NaN,-2.804645337164,NaN,NaN,NaN,NaN
4218.19352352,3528.714179993,NaN,NaN,NaN,NaN,NaN
4236.27270732,3201.835870743,NaN,NaN,NaN,NaN,NaN
4254.3518955,3526.453256607,NaN,NaN,NaN,NaN,NaN
4272,NaN,NaN,25.007,25,30.233,30
4290.01386462,NaN,-2.776431618258,NaN,NaN,NaN,NaN
4308.09330416,NaN,-2.78472295031,NaN,NaN,NaN,NaN
4326.17274526,NaN,-2.841377165169,NaN,NaN,NaN,NaN
4342.16512192,3525.689125061,NaN,NaN,NaN,NaN,NaN
4360.24430146,3532.019376755,NaN,NaN,NaN,NaN,NaN
4378,NaN,NaN,25.002,25,30.21,30
4395.9076956,NaN,-2.796467393637,NaN,NaN,NaN,NaN
4413,NaN,NaN,24.999,25,30.142,30
4429.97837666,3524.49297905,NaN,NaN,NaN,NaN,NaN
4448.05761112,3531.86583519,NaN,NaN,NaN,NaN,NaN
4464,NaN,NaN,24.994,25,30.105,30
4483.72205558,NaN,21.71334996819,NaN,NaN,NaN,NaN
4499.7124855,3505.921840668,NaN,NaN,NaN,NaN,NaN
4517.29814832,NaN,-2.738315146416,NaN,NaN,NaN,NaN
4535.37754438,NaN,-2.728183055297,NaN,NaN,NaN,NaN
4553.45696116,NaN,-2.738430164754,NaN,NaN,NaN,NaN
4570,NaN,NaN,25.009,25,29.951,30
4587.52577364,3532.707214355,NaN,NaN,NaN,NaN,NaN
4605.11250596,NaN,-2.655981807038,NaN,NaN,NaN,NaN
4623.19194588,NaN,22.40766584873,NaN,NaN,NaN,NaN
4639.18060542,3265.383720398,NaN,NaN,NaN,NaN,NaN
4657.2597585,3524.729251862,NaN,NaN,NaN,NaN,NaN
4675.33893112,3532.499074936,NaN,NaN,NaN,NaN,NaN
4692.92694268,NaN,-2.753744600341,NaN,NaN,NaN,NaN
4711.00636572,NaN,22.91936613619,NaN,NaN,NaN,NaN
4727,NaN,NaN,25.007,25,30.077,30
4745.0730208,3522.662401199,NaN,NaN,NaN,NaN,NaN
4763.15222034,3532.281398773,NaN,NaN,NaN,NaN,NaN
4781.23137616,3501.154661179,NaN,NaN,NaN,NaN,NaN
4798.82079368,NaN,23.02137762308,NaN,NaN,NaN,NaN
4816.90023664,NaN,-2.813391620293,NaN,NaN,NaN,NaN
4833,NaN,NaN,24.997,25,30.18,30
4850.9653886,3531.981229782,NaN,NaN,NaN,NaN,NaN
4869,NaN,NaN,24.994,25,30.128,30
4887.12373334,3530.149698257,NaN,NaN,NaN,NaN,NaN
4904.71470814,NaN,-2.875915495679,NaN,NaN,NaN,NaN
4922.79417056,NaN,-2.74418387562,NaN,NaN,NaN,NaN
4939,NaN,NaN,24.993,25,29.954,30
4956.85763464,3203.780412674,NaN,NaN,NaN,NaN,NaN
4974.93681032,3529.492855072,NaN,NaN,NaN,NaN,NaN
4992.52917172,NaN,-2.841140376404,NaN,NaN,NaN,NaN
5010,NaN,NaN,24.994,25,30.009,30
5026.59159668,3531.162977219,NaN,NaN,NaN,NaN,NaN
5044.6707962,3209.673404694,NaN,NaN,NaN,NaN,NaN
5062.26408874,NaN,-2.866012509912,NaN,NaN,NaN,NaN
5080.34355366,NaN,-2.847358351573,NaN,NaN,NaN,NaN
5096.32553268,3276.975870132,NaN,NaN,NaN,NaN,NaN
5114.40470152,3530.569791794,NaN,NaN,NaN,NaN,NaN
5132,NaN,NaN,25.001,25,30.044,30
5150.07863918,NaN,-2.833308419213,NaN,NaN,NaN,NaN
5167,NaN,NaN,24.996,25,30.139,30
5184.1386305,3206.146240234,NaN,NaN,NaN,NaN,NaN
5202,NaN,NaN,25.004,25,30.01,30
5219.81376196,NaN,-2.81879818067,NaN,NaN,NaN,NaN
5237.89319998,NaN,-2.740381751209,NaN,NaN,NaN,NaN
5253.8726027,3531.575679779,NaN,NaN,NaN,NaN,NaN
5271.9517928,3214.732170105,NaN,NaN,NaN,NaN,NaN
5289.54880224,NaN,-2.871307777241,NaN,NaN,NaN,NaN
5307.62826388,NaN,-2.787822391838,NaN,NaN,NaN,NaN
5323.60650886,3251.719713211,NaN,NaN,NaN,NaN,NaN
5341.6856665,3530.946731567,NaN,NaN,NaN,NaN,NaN
5359.76483124,3248.162269592,NaN,NaN,NaN,NaN,NaN
5377.36319038,NaN,-2.757538342848,NaN,NaN,NaN,NaN
5394,NaN,NaN,25.002,25,29.964,30
5411.41958,3210.843324661,NaN,NaN,NaN,NaN,NaN
5429.49876338,3530.096769333,NaN,NaN,NaN,NaN,NaN
5447.09822708,NaN,-2.765598008409,NaN,NaN,NaN,NaN
5465,NaN,NaN,24.996,25,30.116,30
5481.15346468,3531.915187836,NaN,NaN,NaN,NaN,NaN
5499.2326086,3224.603176117,NaN,NaN,NaN,NaN,NaN
5516.8331825,NaN,-2.767785917968,NaN,NaN,NaN,NaN
5535,NaN,NaN,25.004,25,30.007,30
5550.88745346,3207.377910614,NaN,NaN,NaN,NaN,NaN
5568.96662618,3531.203269958,NaN,NaN,NaN,NaN,NaN
5586.56822036,NaN,-2.727138111368,NaN,NaN,NaN,NaN
5604.64768684,NaN,-2.741760341451,NaN,NaN,NaN,NaN
5621,NaN,NaN,25.011,25,29.944,30
5638.70051106,3216.326236725,NaN,NaN,NaN,NaN,NaN
5656.77966634,3530.126810074,NaN,NaN,NaN,NaN,NaN
5674.38262444,NaN,-2.732777502388,NaN,NaN,NaN,NaN
5692,NaN,NaN,25.008,25,30.003,30
5710.54156592,NaN,-2.7007649187,NaN,NaN,NaN,NaN
5726.51350788,3244.194030762,NaN,NaN,NaN,NaN,NaN
5744.11764082,NaN,-2.823172137141,NaN,NaN,NaN,NaN
5762,NaN,NaN,25.013,25,30.066,30
5780.27653544,NaN,-2.801866969094,NaN,NaN,NaN,NaN
5796.24742896,3531.191587448,NaN,NaN,NaN,NaN,NaN
5813.85258064,NaN,-2.714469097555,NaN,NaN,NaN,NaN
5832.40573864,3526.642799377,NaN,NaN,NaN,NaN,NaN
5848,NaN,NaN,25.014,25,30.199,30
5865.98127788,3225.63958168,NaN,NaN,NaN,NaN,NaN
5884.06043514,3529.989957809,NaN,NaN,NaN,NaN,NaN
5902.13958246,3536.66973114,NaN,NaN,NaN,NaN,NaN
5919,NaN,NaN,25.009,25,30.117,30
5935.7150987,3532.193183899,NaN,NaN,NaN,NaN,NaN
5954,NaN,NaN,25,25,29.978,30
5971.40192304,NaN,-2.790696918964,NaN,NaN,NaN,NaN
5989,NaN,NaN,25,25,29.989,30
6007.56082842,NaN,-2.732660621405,NaN,NaN,NaN,NaN
6025,NaN,NaN,24.9995,25,30.0145,30
6041.60723346,3537.312269211,NaN,NaN,NaN,NaN,NaN
6059.68637262,3525.489330292,NaN,NaN,NaN,NaN,NaN
6077.76554356,3535.961389542,NaN,NaN,NaN,NaN,NaN
6095.37537574,NaN,-2.759721595794,NaN,NaN,NaN,NaN
6111.341122,3529.658079147,NaN,NaN,NaN,NaN,NaN
6131,NaN,NaN,24.996,25,29.994,30
6147.0309454,NaN,-2.804860472679,NaN,NaN,NaN,NaN
6165.11040586,NaN,24.60651285946,NaN,NaN,NaN,NaN
6183.18986404,NaN,-2.797259716317,NaN,NaN,NaN,NaN
6201.26933726,NaN,-2.768011763692,NaN,NaN,NaN,NaN
6217,NaN,NaN,24.999,25,30.101,30
6234.84543804,NaN,-2.831114456058,NaN,NaN,NaN,NaN
6252.92488726,NaN,24.72614869475,NaN,NaN,NaN,NaN
6268.88784544,3537.60766983,NaN,NaN,NaN,NaN,NaN
6286.96696844,3523.662805557,NaN,NaN,NaN,NaN,NaN
6305.04615788,3536.190748215,NaN,NaN,NaN,NaN,NaN
6323.12528282,3428.775310516,NaN,NaN,NaN,NaN,NaN
6339,NaN,NaN,24.997,25,29.949,30
6358.81891854,NaN,-2.904810011387,NaN,NaN,NaN,NaN
6374.78001612,3515.323162079,NaN,NaN,NaN,NaN,NaN
6392.39506988,NaN,24.95113201439,NaN,NaN,NaN,NaN
6410,NaN,NaN,25.001,25,29.941,30
6428.55403738,NaN,-2.872913144529,NaN,NaN,NaN,NaN
6445,NaN,NaN,25.009,25,29.977,30
6462.13014756,NaN,-2.828003605828,NaN,NaN,NaN,NaN
6480.20961628,NaN,24.85475130379,NaN,NaN,NaN,NaN
6498.28908906,NaN,-2.819597255439,NaN,NaN,NaN,NaN
6516,NaN,NaN,25.021,25,30.102,30
6534.44804452,NaN,-2.842627931386,NaN,NaN,NaN,NaN
6551,NaN,NaN,25.025,25,30.031,30
6568.02410362,NaN,23.23002927005,NaN,NaN,NaN,NaN
6586,NaN,NaN,25.03,25,29.974,30
6604.18296888,NaN,-2.819712040946,NaN,NaN,NaN,NaN
6622,NaN,NaN,25.022,25,30.026,30
6638.21901638,3212.21280098,NaN,NaN,NaN,NaN,NaN
6658,NaN,NaN,25.013,25,30.075,30
6674.37722792,3370.156049728,NaN,NaN,NaN,NaN,NaN
6691.9973847,NaN,-2.7994455304,NaN,NaN,NaN,NaN
6708,NaN,NaN,25.015,25,29.958,30
6728,NaN,NaN,25.014,25,30.114,30
6744.1109735,3533.042192459,NaN,NaN,NaN,NaN,NaN
6761.73238074,NaN,-2.823165617883,NaN,NaN,NaN,NaN
6779.81183014,NaN,-2.849305747077,NaN,NaN,NaN,NaN
6797.89127574,NaN,-2.833874197677,NaN,NaN,NaN,NaN
6813.84474112,3238.054513931,NaN,NaN,NaN,NaN,NaN
6831.92386458,3532.004594803,NaN,NaN,NaN,NaN,NaN
6850,NaN,NaN,25.012,25,30.115,30
6867,NaN,NaN,25.008,25,30.067,30
6883.57851734,3534.454107285,NaN,NaN,NaN,NaN,NaN
6901.65762132,3342.372894287,NaN,NaN,NaN,NaN,NaN
6919.736728,3530.640602112,NaN,NaN,NaN,NaN,NaN
6935.23313442,3536.194562912,NaN,NaN,NaN,NaN,NaN
6955.44101,NaN,-2.81568034552,NaN,NaN,NaN,NaN
6971.39148312,3533.640384674,NaN,NaN,NaN,NaN,NaN
6989.01710722,NaN,-2.81429849565,NaN,NaN,NaN,NaN
7007.0965588,NaN,-2.779637696221,NaN,NaN,NaN,NaN
7025.17603018,NaN,-2.838479354978,NaN,NaN,NaN,NaN
7042,NaN,NaN,25.007,25,30.008,30
7058.75221774,NaN,-2.844352973625,NaN,NaN,NaN,NaN
7077,NaN,NaN,25,25,30.047,30
7094.91120868,NaN,-2.849074080586,NaN,NaN,NaN,NaN
7112.99069612,NaN,25.27500130236,NaN,NaN,NaN,NaN
7131.0701212,NaN,-2.87981890142,NaN,NaN,NaN,NaN
7149,NaN,NaN,25.003,25,30.005,30
7165.09645682,3539.299964905,NaN,NaN,NaN,NaN,NaN
7183.17559406,3520.520687103,NaN,NaN,NaN,NaN,NaN
7200.80527294,NaN,25.72522126138,NaN,NaN,NaN,NaN
7218.8847774,NaN,-2.850799821317,NaN,NaN,NaN,NaN
7234.83028938,3529.69956398,NaN,NaN,NaN,NaN,NaN
7252.90944476,3539.066791534,NaN,NaN,NaN,NaN,NaN
7270.54047684,NaN,-2.834448590875,NaN,NaN,NaN,NaN
7288,NaN,NaN,25.002,25.506,30.1,30
7306,NaN,NaN,25.026,25.606,30.017,30
7322.64323552,3527.066707611,NaN,NaN,NaN,NaN,NaN
7340.72233208,3538.786411285,NaN,NaN,NaN,NaN,NaN
7357,NaN,NaN,25.201,25.889,29.847,30
7376.43445306,NaN,27.04569138587,NaN,NaN,NaN,NaN
7393,NaN,NaN,25.424,26.083,29.599,30
7410.01058678,NaN,-2.803012030199,NaN,NaN,NaN,NaN
7428.090055,NaN,27.36004628241,NaN,NaN,NaN,NaN
7446.16954932,NaN,-2.882925095037,NaN,NaN,NaN,NaN
7464,NaN,NaN,26.091,26.478,28.805,30
7482.32852324,NaN,-2.894325414672,NaN,NaN,NaN,NaN
7499,NaN,NaN,26.503,26.678,28.738,30
7516.34809058,3538.054943085,NaN,NaN,NaN,NaN,NaN
7534.42720698,3217.355489731,NaN,NaN,NaN,NaN,NaN
7552.5063536,3535.907030106,NaN,NaN,NaN,NaN,NaN
7570.58546246,3403.13243866,NaN,NaN,NaN,NaN,NaN
7588.22277066,NaN,-2.982874866575,NaN,NaN,NaN,NaN
7606,NaN,NaN,27.544,27.272,30.777,30
7622.24012434,3228.134632111,NaN,NaN,NaN,NaN,NaN
7640.31931634,3535.303354263,NaN,NaN,NaN,NaN,NaN
7657.95793454,NaN,-2.844464033842,NaN,NaN,NaN,NaN
