Time_s,Bridge_BridgeSidsteTest,TempActual_C,TempTarget_C
113428.12199426,-31.55994042754,NaN,NaN
113483,NaN,20.787,20.755
113539.18014532,-27.52604335546,NaN,NaN
113594,NaN,20.79,20.77
113647.65552934,-22.92838133872,NaN,NaN
113701.89316728,-1.18775095325,NaN,NaN
113756,NaN,20.802,20.793
113807.7857573,-17.43415929377,NaN,NaN
113862.0234734,-15.1898059994,NaN,NaN
113916.26122652,-0.9998711757362,NaN,NaN
113969,NaN,20.832,20.822
114024.7366954,-10.73454134166,NaN,NaN
114079,NaN,20.84,20.837
114133.21218042,-8.049475960433,NaN,NaN
114190,NaN,20.855,20.853
114244.27036002,-5.130238831043,NaN,NaN
114296,NaN,20.873,20.868
114351,NaN,20.878,20.875
114404.40076814,1.081995666027,NaN,NaN
114457,NaN,20.898,20.89
114512.87635476,4.661187995225,NaN,NaN
114567.11405562,6.954262498766,NaN,NaN
114619,NaN,20.916,20.913
114675,NaN,20.929,20.92
114727.24439308,0.3321106778458,NaN,NaN
114781.48206876,0.2063279389404,NaN,NaN
114837,NaN,20.951,20.943
114892,NaN,20.961,20.951
114946.77798182,45.37481442094,NaN,NaN
114999,NaN,20.971,20.965
115052.6704959,2.042434178293,NaN,NaN
115109.4909339,2.044955035672,NaN,NaN
115161.14588672,53.44950035214,NaN,NaN
115215.38360548,53.71312052011,NaN,NaN
115269.62128776,53.42362821102,NaN,NaN
115322,NaN,21.02,21.01
115375.51371182,54.30204421282,NaN,NaN
115432.33412,53.89501154423,NaN,NaN
115483.98900408,53.01706120372,NaN,NaN
115539,NaN,21.046,21.04
115595,NaN,21.054,21.048
115649.28467844,49.81065914035,NaN,NaN
115701,NaN,21.072,21.063
115757,NaN,21.07,21.071
115809.41503792,0.913597876206,NaN,NaN
115863,NaN,21.084,21.085
115917.89044062,21.13379538059,NaN,NaN
115969.54539134,20.98155021667,NaN,NaN
116025,NaN,21.111,21.108
116080.60357542,20.70271968842,NaN,NaN
116135,NaN,21.137,21.123
116191,NaN,21.143,21.131
116243.31666356,19.17752996087,NaN,NaN
116297.55435382,18.57323758304,NaN,NaN
116351.79201904,18.04398745298,NaN,NaN
116403.44696114,17.52172596753,NaN,NaN
116457.6845623,0.4360128077678,NaN,NaN
116511.92222408,16.44340157509,NaN,NaN
116565,NaN,21.186,21.183
116617.81492264,14.73319623619,NaN,NaN
116674.63532804,14.20875824988,NaN,NaN
116728,NaN,21.208,21.205
116783.11066068,13.93440272659,NaN,NaN
116839,NaN,21.235,21.221
116894.16880026,12.64106016606,NaN,NaN
116945.82376338,1.238708384335,NaN,NaN
117001,NaN,21.252,21.243
117054.29925842,9.867423214018,NaN,NaN
117107,NaN,21.26,21.258
117162,NaN,21.273,21.266
117217.0123263,4.391865804791,NaN,NaN
117268.6672961,3.192807780579,NaN,NaN
117324,NaN,21.296,21.288
117377.14264806,-0.4012921708636,NaN,NaN
117431.38044576,-1.919907401316,NaN,NaN
117486,NaN,21.316,21.311
117541,NaN,21.322,21.318
117596.67635142,-4.852660465986,NaN,NaN
117648.33134526,-6.472199223936,NaN,NaN
117702.56907664,-0.2190263476223,NaN,NaN
117759.38958582,-0.3677259082906,NaN,NaN
117811.04459414,-12.09105923772,NaN,NaN
117865,NaN,21.365,21.363
117921,NaN,21.382,21.371
117973.75760418,-16.08819887042,NaN,NaN
118026,NaN,21.39,21.386
118082.23308244,-20.05989663303,NaN,NaN
118138,NaN,21.407,21.401
118193,NaN,21.418,21.409
118247.52910988,-25.22303909063,NaN,NaN
118301.76682116,-25.59008449316,NaN,NaN
118355,NaN,21.434,21.431
118410.24230106,-29.90981563926,NaN,NaN
118461.89731278,-1.223837723956,NaN,NaN
118516.13502462,-1.194624579512,NaN,NaN
118570.37273624,-1.339314738289,NaN,NaN
118623,NaN,21.47,21.469
118678.84819204,-63.19038569927,NaN,NaN
118733.0859777,-65.74492156506,NaN,NaN
118787.3237694,-68.17182898521,NaN,NaN
118841.56148568,-2.518602181226,NaN,NaN
118897,NaN,21.515,21.507
118950.03690022,-91.16892516613,NaN,NaN
119004.2746731,-92.0831784606,NaN,NaN
119058,NaN,21.537,21.529
119110.16736722,-95.58837115765,NaN,NaN
119164.40499922,-97.35978394747,NaN,NaN
119218.64272844,-99.00138527155,NaN,NaN
119270.29765298,-99.89160299301,NaN,NaN
119326,NaN,21.568,21.566
119381,NaN,21.578,21.574
119433.01053464,-4.102289211005,NaN,NaN
119487.24818716,-107.2230562568,NaN,NaN
119541.48576058,-109.2614457011,NaN,NaN
119595.72337182,-110.0837811828,NaN,NaN
119649.96087258,-110.2497279644,NaN,NaN
119704.19844184,-113.0958944559,NaN,NaN
119758.43596742,-114.7417724133,NaN,NaN
119812.67359794,-1.073878258467,NaN,NaN
119866.91119448,-117.2970607877,NaN,NaN
119921,NaN,21.65,21.649
119975.38668462,-120.5982491374,NaN,NaN
120027.04162564,-0.2985313767567,NaN,NaN
120081.27935544,-4.964014980942,NaN,NaN
120138.0998542,-4.955880343914,NaN,NaN
120189.75472882,-126.1157989502,NaN,NaN
120246.5751882,-128.4186691046,NaN,NaN
120300,NaN,21.703,21.702
120355.0504546,-132.433578372,NaN,NaN
120411,NaN,21.733,21.717
120466.10862848,-139.4931226969,NaN,NaN
120517.76347642,-5.955767352134,NaN,NaN
120573,NaN,21.749,21.739
120626.23878924,-153.0323624611,NaN,NaN
120679,NaN,21.76,21.754
120734,NaN,21.76,21.762
120786.36885598,-162.6563072205,NaN,NaN
120840.6065547,-172.1489429474,NaN,NaN
120894.84422136,-173.812776804,NaN,NaN
120949.0818563,-175.6347715855,NaN,NaN
121003.31959422,-178.6522567272,NaN,NaN
121058,NaN,21.805,21.807
121114,NaN,21.818,21.815
121166.03265314,-182.7217340469,NaN,NaN
121220.2702848,-185.2497160435,NaN,NaN
121274.50796828,-187.0830655098,NaN,NaN
121326.16288312,-189.1798973083,NaN,NaN
121382,NaN,21.856,21.852
121437.22098174,-194.1203773022,NaN,NaN
121491.45865848,-197.0007866621,NaN,NaN
121545.69637966,-198.8482624292,NaN,NaN
121599,NaN,21.885,21.882
121655,NaN,21.896,21.89
121708.40935594,-211.5447819233,NaN,NaN
121762.64703338,-216.315805912,NaN,NaN
121817,NaN,21.919,21.912
121871.12226416,-10.21112315357,NaN,NaN
121923,NaN,21.935,21.927
121979,NaN,21.946,21.935
122033.83514902,-231.6912263632,NaN,NaN
122085.48998216,-234.6660196781,NaN,NaN
122141,NaN,21.96,21.957
122193.96526708,-238.1176948547,NaN,NaN
122248.20291142,-237.8163635731,NaN,NaN
122303,NaN,21.985,21.98
122356.67816154,-235.9764426947,NaN,NaN
122409,NaN,21.993,21.994
122465,NaN,22.01,22.002
122518,NaN,22.014,22.01
122572,NaN,22.025,22.017
122627,NaN,22.032,22.025
122679.52145126,-232.1854531765,NaN,NaN
122734,NaN,22.047,22.04
122789,NaN,22.059,22.047
122842.23437206,-228.023827076,NaN,NaN
122895,NaN,22.068,22.062
122950.70974848,-222.6202338934,NaN,NaN
123002.36469198,-221.2996035814,NaN,NaN
123058,NaN,22.09,22.085
123113,NaN,22.09,22.092
123165.07758514,-216.0503715277,NaN,NaN
123219.315278,-213.143825531,NaN,NaN
123273.55296234,-210.4039490223,NaN,NaN
123325.207833,-207.7737748623,NaN,NaN
123380,NaN,22.136,22.129
123436,NaN,22.143,22.137
123487.92067814,-199.9705135822,NaN,NaN
123542.15826544,-197.1164494753,NaN,NaN
123597,NaN,22.164,22.159
123650.6334573,-0.6126571097411,NaN,NaN
123704.8710896,-184.1466724873,NaN,NaN
123759,NaN,22.186,22.182
123810.76361844,-176.144734025,NaN,NaN
123865.00129126,-173.7957596779,NaN,NaN
123919.23901926,-6.840749643743,NaN,NaN
123973.47673708,-165.5874401331,NaN,NaN
124027.71436442,-162.0927900076,NaN,NaN
124082,NaN,22.248,22.227
124137,NaN,22.256,22.234
124193,NaN,22.257,22.242
124247.24761064,-5.938812159002,NaN,NaN
124300,NaN,22.262,22.257
124355.72283376,-143.3594822884,NaN,NaN
124407.3777082,-141.5488868952,NaN,NaN
124461.6153848,-139.6365314722,NaN,NaN
124515.85293866,-137.6030892134,NaN,NaN
124568,NaN,22.292,22.294
124624,NaN,22.299,22.302
124678.56560654,-5.587228108197,NaN,NaN
124732.80315074,-130.2734315395,NaN,NaN
124787.04057116,-127.7460902929,NaN,NaN
124841.27794736,-126.3355016708,NaN,NaN
124895.51537064,-0.2651944523677,NaN,NaN
124951,NaN,22.357,22.347
125003.99024928,-119.9543848634,NaN,NaN
125057,NaN,22.365,22.362
125112.46497362,-115.6779825687,NaN,NaN
125166,NaN,22.37,22.378
125219,NaN,22.385,22.385
125274,NaN,22.395,22.392
125326.83170904,-106.5721064806,NaN,NaN
125380,NaN,22.418,22.407
125435.30630162,-72.60752469301,NaN,NaN
125486.9609166,-2.433257410303,NaN,NaN
125541,NaN,22.436,22.43
125597,NaN,22.442,22.437
125649.67272924,-50.10841041803,NaN,NaN
125706.49276976,-1.983605558053,NaN,NaN
125760.73003604,-43.3472469449,NaN,NaN
125814,NaN,22.475,22.467
125869.20464518,-37.94354572892,NaN,NaN
125923.44196334,-34.89554673433,NaN,NaN
125977.6791924,-31.79793804884,NaN,NaN
126034.49913708,-29.84925359488,NaN,NaN
126086.1536364,-1.336452318355,NaN,NaN
126140.3909365,-26.87802352011,NaN,NaN
126194.62826202,-25.08663199842,NaN,NaN
126248.8655542,-22.77628332376,NaN,NaN
126303,NaN,22.538,22.535
126357.34010498,-18.96769553423,NaN,NaN
126409,NaN,22.551,22.55
126463.2320162,-14.49111942202,NaN,NaN
126520,NaN,22.578,22.565
126571.70659128,-10.57509146631,NaN,NaN
126626,NaN,22.591,22.58
126682,NaN,22.592,22.588
126734.41851074,-0.3791826311499,NaN,NaN
126788.65584606,-5.145026370883,NaN,NaN
126843,NaN,22.619,22.61
126897.13042752,-2.145366510376,NaN,NaN
126950,NaN,22.613,22.625
127005,NaN,22.609,22.633
127057.25959812,2.772047650069,NaN,NaN
127111.4969136,4.6844528988,NaN,NaN
127165.73418054,0.1519139623269,NaN,NaN
127217.38869332,7.746657822281,NaN,NaN
127274,NaN,22.69,22.67
127328,NaN,22.681,22.678
127380.1007046,13.13882693648,NaN,NaN
127436.92077146,14.3581693992,NaN,NaN
127490,NaN,22.712,22.7
127545.39542234,17.1759147197,NaN,NaN
127599.63271546,19.18306387961,NaN,NaN
127652,NaN,22.729,22.723
127705.5246169,39.52699527144,NaN,NaN
127759.761967,47.45637625456,NaN,NaN
127814,NaN,22.741,22.745
127868.23649562,58.41761082411,NaN,NaN
127922.4737152,61.25112995505,NaN,NaN
127976.71095024,65.49201905727,NaN,NaN
128030.94813672,2.594485646114,NaN,NaN
128085.18546534,3.234283998609,NaN,NaN
128137,NaN,22.789,22.79
128191.07736934,80.07954806089,NaN,NaN
128245.31463622,86.56787127256,NaN,NaN
128298,NaN,22.817,22.813
128353.78930118,97.35425561666,NaN,NaN
128408.02660808,101.9094213843,NaN,NaN
128460,NaN,22.84,22.835
128515,NaN,22.855,22.843
128570.73850978,116.1318197846,NaN,NaN
128624.97583012,119.0891042352,NaN,NaN
128679.21309348,121.4221417904,NaN,NaN
128733,NaN,22.885,22.873
128785.10492452,126.061886549,NaN,NaN
128840,NaN,22.892,22.888
128895,NaN,22.892,22.895
128947.81683402,131.7257583141,NaN,NaN
129002.05410224,133.5491985083,NaN,NaN
129056.2914026,135.0495070219,NaN,NaN
129107.9459929,5.792442709208,NaN,NaN
129164.7659482,139.3741220236,NaN,NaN
129219,NaN,22.947,22.94
129273.24062178,5.549470428377,NaN,NaN
129327.47799536,5.483944434673,NaN,NaN
129381,NaN,22.97,22.963
129435.95268242,5.441096611321,NaN,NaN
129490.1900416,145.7416266203,NaN,NaN
129542,NaN,22.978,22.985
129596.08188274,145.9644436836,NaN,NaN
129650.31919748,146.2750285864,NaN,NaN
129703,NaN,23.013,23.007
129758.79386746,145.8836048841,NaN,NaN
129813.03114854,145.6152647734,NaN,NaN
129864,NaN,23.027,23.03
129918.92306942,5.605603102595,NaN,NaN
129970.5776371,144.8130607605,NaN,NaN
130025,NaN,23.058,23.052
130081,NaN,23.07,23.06
130133.28957576,5.729551892728,NaN,NaN
130187.52694482,5.34762442112,NaN,NaN
130241.76432794,143.7853425741,NaN,NaN
130293.4189962,143.3477699757,NaN,NaN
130347.65631684,143.3069854975,NaN,NaN
130401.8937128,142.462298274,NaN,NaN
130455,NaN,23.114,23.112
130510.36829014,5.553823895752,NaN,NaN
130566,NaN,23.133,23.127
130618.8429222,140.7642066479,NaN,NaN
130673,NaN,23.141,23.142
130727.31751132,139.3051594496,NaN,NaN
130779,NaN,23.152,23.157
130833.20947988,137.9997879267,NaN,NaN
130887.44676326,5.105679854751,NaN,NaN
130941,NaN,23.184,23.179
130993.33865718,136.2567842007,NaN,NaN
131050.1586847,135.9512209892,NaN,NaN
131103,NaN,23.21,23.202
131158.63333578,4.815620370209,NaN,NaN
131212.87068798,132.9277008772,NaN,NaN
131267.1080852,131.8106800318,NaN,NaN
131321.34546136,130.3398758173,NaN,NaN
131375.5828306,129.3470561504,NaN,NaN
131429.82018706,128.6947280169,NaN,NaN
131484.05762796,4.194383043796,NaN,NaN
131537,NaN,23.255,23.262
131592.53236462,125.5029886961,NaN,NaN
131646.76968054,125.6686747074,NaN,NaN
131699,NaN,23.282,23.285
131752.66169446,119.7373047471,NaN,NaN
131806.89900606,117.0025095344,NaN,NaN
131861.13639144,113.1432726979,NaN,NaN
131917,NaN,23.3,23.315
131972.1938022,102.9761731625,NaN,NaN
132023.84837216,2.642830368131,NaN,NaN
132078.08570816,76.44102722406,NaN,NaN
132134,NaN,23.347,23.345
132186.56041038,73.39644432068,NaN,NaN
132240,NaN,23.366,23.36
132295,NaN,23.38,23.368
132346.68953094,69.92169469595,NaN,NaN
132400.92684334,69.18911635876,NaN,NaN
132455.16417626,68.11480969191,NaN,NaN
132508,NaN,23.402,23.397
132563.63882416,64.95396047831,NaN,NaN
132618,NaN,23.414,23.412
132672.1135022,1.647677854635,NaN,NaN
132728.93346094,1.766815898009,NaN,NaN
132781,NaN,23.445,23.435
132834.8253145,56.41835182905,NaN,NaN
132889.0626111,53.72044071555,NaN,NaN
132942,NaN,23.453,23.457
132994.95448364,51.26723647118,NaN,NaN
133049.19184098,48.09183254838,NaN,NaN
133103.42924468,44.11249235272,NaN,NaN
133157.66656076,41.1012545228,NaN,NaN
133214.48670994,36.82485222816,NaN,NaN
133268.7239775,33.94192829728,NaN,NaN
133322,NaN,23.509,23.51
133377,NaN,23.524,23.518
133428.85327734,22.60050177574,NaN,NaN
133483,NaN,23.524,23.532
133537.32789808,14.87093418837,NaN,NaN
133590,NaN,23.553,23.547
133643.21986208,9.864008054137,NaN,NaN
133700.03995392,6.843156646937,NaN,NaN
133754.27725662,6.151350215077,NaN,NaN
133808,NaN,23.581,23.578
133862.75189914,1.126216724515,NaN,NaN
133914.40650256,-0.4519288777374,NaN,NaN
133970,NaN,23.607,23.6
134022.88115624,-8.331082761288,NaN,NaN
134077.11844422,-12.36087270081,NaN,NaN
134131.35575194,-14.91843443364,NaN,NaN
134187,NaN,23.638,23.63
134242,NaN,23.646,23.638
134296.65035766,-25.68865939975,NaN,NaN
134348.30494528,-1.369102974422,NaN,NaN
134403,NaN,23.678,23.66
134459,NaN,23.663,23.668
134513.59957488,-50.12997239828,NaN,NaN
134565.25414102,-52.26696282625,NaN,NaN
134620,NaN,23.698,23.691
134676,NaN,23.693,23.698
134727.96596152,-56.97236955166,NaN,NaN
134784.786004,-58.46050009131,NaN,NaN
134838,NaN,23.726,23.721
134890.67781728,-61.75825744867,NaN,NaN
134944.91511698,-63.62903863192,NaN,NaN
134999.15240652,-0.4098850768059,NaN,NaN
135050.80695668,-85.1196423173,NaN,NaN
135106,NaN,23.763,23.758
135161.86426168,-85.92092990875,NaN,NaN
135216.10156966,-86.95267140865,NaN,NaN
135268,NaN,23.786,23.78
135324,NaN,23.797,23.788
135378.8135051,-88.76793831587,NaN,NaN
135431,NaN,23.814,23.803
135484.70540904,-3.910404630005,NaN,NaN
135538.94274296,-4.021071828902,NaN,NaN
135592,NaN,23.836,23.825
135644.83457678,-91.86094999313,NaN,NaN
135699.07189648,-92.84939616919,NaN,NaN
135754,NaN,23.851,23.848
135809,NaN,23.867,23.856
135864,NaN,23.862,23.863
135918.60366382,-94.50443834066,NaN,NaN
135970.2582438,-95.29487788677,NaN,NaN
136027.07828204,-96.15745395422,NaN,NaN
136081.3155777,-96.72360867262,NaN,NaN
136132.97015156,-97.98503667116,NaN,NaN
136188,NaN,23.912,23.908
136241.44483932,-4.586773458868,NaN,NaN
136294,NaN,23.93,23.923
136350,NaN,23.933,23.931
136404.15668886,-102.268666029,NaN,NaN
136457,NaN,23.962,23.946
136513,NaN,23.958,23.953
136566.8685069,-104.2293012142,NaN,NaN
136621.10579228,-105.1700040698,NaN,NaN
136674,NaN,23.978,23.976
136726.99767564,-18.31230334938,NaN,NaN
136781.23497382,-4.911324009299,NaN,NaN
136835.47221356,-4.816237371415,NaN,NaN
136889.70954738,-4.801345057786,NaN,NaN
136943.94680066,-4.638210404664,NaN,NaN
136998.1841421,-103.4903749824,NaN,NaN
137052.42148726,-103.0765324831,NaN,NaN
137109.24149028,-102.7159690857,NaN,NaN
137160.89606878,-4.431544337422,NaN,NaN
137215.1334007,-101.6545370221,NaN,NaN
137269.37075812,-101.3844311237,NaN,NaN
137322,NaN,24.061,24.066
137375.26263256,-4.485157318413,NaN,NaN
137432.08262014,-4.417566116899,NaN,NaN
137484,NaN,24.086,24.088
137537.97434598,-98.18357229233,NaN,NaN
137592.21157006,-97.85180538893,NaN,NaN
137645,NaN,24.111,24.111
137700.68635672,-96.51051461697,NaN,NaN
137754.92369496,-96.52851521969,NaN,NaN
137807,NaN,24.137,24.133
137860.8155185,-95.03432363272,NaN,NaN
137916,NaN,24.155,24.148
137969.29004992,-94.56139057875,NaN,NaN
138024,NaN,24.177,24.163
138077.7645541,-93.41548383236,NaN,NaN
138130,NaN,24.189,24.178
138185,NaN,24.189,24.186
138240.47635096,-89.65771645308,NaN,NaN
138292.13090576,-86.0877558589,NaN,NaN
138348.95089654,-80.38947731256,NaN,NaN
138403.18815184,-76.41208171844,NaN,NaN
138457.42539192,-72.27433472872,NaN,NaN
138514,NaN,24.238,24.231
138565.89999942,-5.506123416126,NaN,NaN
138620,NaN,24.239,24.246
138674.37462032,-53.04164811969,NaN,NaN
138726.0291937,-2.076630480587,NaN,NaN
138780.2665166,-44.38681527972,NaN,NaN
138834.50377114,-41.87611117959,NaN,NaN
138888.74107216,-38.81572186947,NaN,NaN
138942.97835098,-36.88213601708,NaN,NaN
138998,NaN,24.303,24.298
139051.4529164,-32.34038874507,NaN,NaN
139105,NaN,24.321,24.313
139159.92754398,-1.466136192903,NaN,NaN
139211.5820741,-27.11253240705,NaN,NaN
139267,NaN,24.349,24.336
139320.05661414,-23.94996583462,NaN,NaN
139373,NaN,24.364,24.351
139428,NaN,24.367,24.358
139480.18573686,-0.8517456590198,NaN,NaN
139534.42299788,-16.07413776219,NaN,NaN
139589,NaN,24.384,24.381
139642.89766052,-12.43132632226,NaN,NaN
139695,NaN,24.406,24.395
139750,NaN,24.416,24.403
139803.02684066,-5.512312054634,NaN,NaN
139856,NaN,24.41,24.418
139912,NaN,24.426,24.425
139965.73878922,0.3337153466418,NaN,NaN
140019.97608166,-0.1152345648734,NaN,NaN
140076.79612974,-0.5544607411139,NaN,NaN
140131.03347592,-0.1177549056592,NaN,NaN
140185,NaN,24.47,24.463
140239.50813384,8.534239605069,NaN,NaN
140291.16271874,12.3689007014,NaN,NaN
140345.40008494,13.70600424707,NaN,NaN
140399.6374132,15.34839533269,NaN,NaN
140453,NaN,24.497,24.501
140505.52928466,20.26940509677,NaN,NaN
140562.34930382,22.99594692886,NaN,NaN
140614.00387158,25.36063455045,NaN,NaN
140670,NaN,24.536,24.531
140722.4785684,33.57696533203,NaN,NaN
140776.71588022,47.34403267503,NaN,NaN
140830.95331468,1.750319963321,NaN,NaN
140883,NaN,24.574,24.56
140936.84525128,70.93464583158,NaN,NaN
140991.08261294,75.70131123066,NaN,NaN
141045.31992978,2.442814409733,NaN,NaN
141099.55723348,88.51670473814,NaN,NaN
141153.79465284,95.39601951838,NaN,NaN
141205.44932826,100.1456007361,NaN,NaN
141261,NaN,24.627,24.613
141316.50671656,106.2970757484,NaN,NaN
141368.16127126,21.51049487293,NaN,NaN
141422.39861284,110.7850819826,NaN,NaN
141476.63594084,113.6868670583,NaN,NaN
141529,NaN,24.657,24.65
141585,NaN,24.668,24.658
141639.34797526,120.9800690413,NaN,NaN
141691.00256524,122.8106245399,NaN,NaN
141745.23990252,4.481920506805,NaN,NaN
141802,NaN,24.689,24.688
141853.7146071,4.661659710109,NaN,NaN
141907.95191286,131.5125077963,NaN,NaN
141962.18919934,133.1890970469,NaN,NaN
142015,NaN,24.725,24.718
142070,NaN,24.736,24.725
142124.90118728,136.8094086647,NaN,NaN
142176.55580434,138.1259858608,NaN,NaN
142232,NaN,24.75,24.748
142285.03043096,5.633094348013,NaN,NaN
142337,NaN,24.768,24.762
142393,NaN,24.78,24.77
142445.15966108,144.2295014858,NaN,NaN
142499.39697452,145.4146653414,NaN,NaN
142555,NaN,24.804,24.792
142609,NaN,24.799,24.8
142662.10882182,149.0506380796,NaN,NaN
142717,NaN,24.817,24.815
142770.58337104,150.3559499979,NaN,NaN
142823,NaN,24.834,24.83
142878,NaN,24.834,24.837
142930.71240602,0.6023502792232,NaN,NaN
142984,NaN,24.854,24.852
143041,NaN,24.863,24.86
143093.42425234,6.509338505566,NaN,NaN
143147.66158986,155.6430906057,NaN,NaN
143202,NaN,24.867,24.882
143256.13613254,156.8432897329,NaN,NaN
143308,NaN,24.893,24.897
143363,NaN,24.906,24.905
143416.26521932,158.7741374969,NaN,NaN
143470.50254878,159.725651145,NaN,NaN
143524.73991942,160.4680120945,NaN,NaN
143576.39446752,6.327998824418,NaN,NaN
143632,NaN,24.954,24.942
143687,NaN,24.968,24.95
143739.10629756,162.6250296831,NaN,NaN
143793.34353244,162.6270860434,NaN,NaN
143847.58087274,162.6677662134,NaN,NaN
143899.23542042,163.4797602892,NaN,NaN
143955,NaN,24.992,24.987
144007.7100331,130.9061348438,NaN,NaN
144061,NaN,24.998,24.998
144116,NaN,24.951,24.991
144170.42196832,6.553211715072,NaN,NaN
144224.65929326,6.557453423738,NaN,NaN
144281.47934408,163.7605726719,NaN,NaN
144334,NaN,24.824,24.96
144387.37131734,162.752777338,NaN,NaN
144441.60859604,162.3076051474,NaN,NaN
144495.84587328,161.9945466518,NaN,NaN
144547.50043036,6.670522037894,NaN,NaN
144602,NaN,24.917,24.923
144658,NaN,24.919,24.915
144713,NaN,24.925,24.908
144767.03238506,160.0737124681,NaN,NaN
144820,NaN,24.919,24.893
144875.50709994,6.543362513185,NaN,NaN
144927.1616682,159.6605479717,NaN,NaN
144981.39902358,159.1572463512,NaN,NaN
145035.63631332,158.928707242,NaN,NaN
145088,NaN,24.863,24.856
145141.52821618,157.9773873091,NaN,NaN
145198.34831606,157.4253290892,NaN,NaN
145252.58570328,156.6879302263,NaN,NaN
145305,NaN,24.838,24.826
145361.06038374,155.486792326,NaN,NaN
145415.2977801,155.0417393446,NaN,NaN
145467,NaN,24.812,24.803
145522,NaN,24.798,24.795
145575.4271919,153.5909026861,NaN,NaN
145628,NaN,24.786,24.781
145683.9019203,151.7065763474,NaN,NaN
145736,NaN,24.769,24.766
145790,NaN,24.765,24.758
145845,NaN,24.763,24.751
145898.26851766,147.5691646338,NaN,NaN
145951,NaN,24.745,24.736
146006.74319692,5.07635390386,NaN,NaN
146060.98049232,143.4373557568,NaN,NaN
146115.21776916,142.006918788,NaN,NaN
146169.45510616,141.0828381777,NaN,NaN
146223.69243056,140.8910751343,NaN,NaN
146278,NaN,24.697,24.69
146332.16713866,4.766593687236,NaN,NaN
146385,NaN,24.673,24.676
146440,NaN,24.672,24.668
146492.29642308,132.7978819609,NaN,NaN
146546,NaN,24.666,24.653
146600.77110136,129.1742026806,NaN,NaN
146653,NaN,24.65,24.638
146706.66309124,122.1607029438,NaN,NaN
146763.48313856,118.558101356,NaN,NaN
146817.72048536,115.5109405518,NaN,NaN
146870,NaN,24.615,24.608
146926,NaN,24.603,24.6
146977.84967322,2.575470134616,NaN,NaN
147032,NaN,24.597,24.586
147086.3243279,78.88782024384,NaN,NaN
147138,NaN,24.578,24.571
147192.21623748,76.1579349637,NaN,NaN
147246.45359042,2.138553885743,NaN,NaN
147300,NaN,24.566,24.548
147354.92830112,71.61279767752,NaN,NaN
147411,NaN,24.544,24.533
147463.40288696,67.27810949087,NaN,NaN
147517.6402356,65.71050733328,NaN,NaN
147571.87753162,64.64905291796,NaN,NaN
147623.5321259,63.13759833574,NaN,NaN
147678,NaN,24.491,24.496
147732.00675606,1.569665619172,NaN,NaN
147784,NaN,24.465,24.481
147840.48131484,1.525904401205,NaN,NaN
147894.7186001,1.501046004705,NaN,NaN
147946.37313588,49.50683563948,NaN,NaN
148002,NaN,24.457,24.451
148054.84788914,44.77220773697,NaN,NaN
148109.08527632,41.38719663024,NaN,NaN
148165.90532164,35.96971556544,NaN,NaN
148220,NaN,24.427,24.421
148271.79722136,0.818632892333,NaN,NaN
148326.03460792,21.40741050243,NaN,NaN
148381,NaN,24.4,24.398
148434.50917806,10.37962827832,NaN,NaN
148488.74651524,5.122862756252,NaN,NaN
148542.9838689,-0.2018426166615,NaN,NaN
148594.63841794,-2.481719013304,NaN,NaN
148649,NaN,24.377,24.361
148705,NaN,24.371,24.353
148757.35033502,-13.29019293189,NaN,NaN
148812,NaN,24.34,24.339
148865.82488128,-0.8981435676105,NaN,NaN
148922,NaN,24.327,24.323
148974.29957582,-31.58658742905,NaN,NaN
149028.53690804,-50.26277527213,NaN,NaN
149082.7742267,-52.11431905627,NaN,NaN
149135,NaN,24.298,24.294
149188.66609668,-56.74645677209,NaN,NaN
149242.90343324,-1.970089506358,NaN,NaN
149297,NaN,24.281,24.271
149348.79547752,-64.30118530989,NaN,NaN
149405.61549136,-83.18972587585,NaN,NaN
149459,NaN,24.255,24.249
149511.5074374,-85.32217144966,NaN,NaN
149565.74479312,-86.49087697268,NaN,NaN
149621,NaN,24.237,24.226
149674.21942516,-87.34602481127,NaN,NaN
149731.03951866,-88.48363161087,NaN,NaN
149782.6941082,-89.03396874666,NaN,NaN
149838,NaN,24.202,24.196
149893.75153848,-90.28051793575,NaN,NaN
149947.98886454,-90.8707305789,NaN,NaN
150000,NaN,24.173,24.173
150056,NaN,24.165,24.166
150108.11799234,-4.481264855713,NaN,NaN
150162.35533774,-95.60511261225,NaN,NaN
150216.59257752,-96.71311080456,NaN,NaN
150268.24709076,-97.50461578369,NaN,NaN
150325.06710478,-98.48345071077,NaN,NaN
150379,NaN,24.131,24.121
150430.95892518,-4.200132098049,NaN,NaN
150487.77894974,-4.74670343101,NaN,NaN
150540,NaN,24.105,24.098
150593.67072416,-103.4031510353,NaN,NaN
150650.4907205,-104.6184152365,NaN,NaN
150702.1453054,-107.722170651,NaN,NaN
150757,NaN,24.071,24.068
150813.2026459,-5.415396299213,NaN,NaN
150867.43990016,-118.1856393814,NaN,NaN
150919.09448908,-120.2899292111,NaN,NaN
150975,NaN,24.041,24.038
151030,NaN,24.049,24.03
151081.80649966,-124.5724111795,NaN,NaN
151136.0437864,-5.750487092882,NaN,NaN
151190.28111498,-5.81796374172,NaN,NaN
151243,NaN,24.053,24.001
151298,NaN,24.026,23.993
151352.99305684,-123.9478141069,NaN,NaN
151405,NaN,24.002,23.978
151461,NaN,23.981,23.971
