Time_s,Bridge_BridgeSidsteTest,TempActual_C,TempTarget_C
37704,NaN,20.253,20.23
37756.45456282,-347.5030362606,NaN,NaN
37811,NaN,20.277,20.245
37864.9291749,-15.58102853596,NaN,NaN
37917,NaN,20.283,20.259
37972,NaN,20.286,20.267
38027.64137126,-335.8036577702,NaN,NaN
38079.2960935,-333.4923684597,NaN,NaN
38135,NaN,20.319,20.29
38187.77091116,-327.3275196552,NaN,NaN
38241,NaN,20.332,20.304
38296.24578238,-13.01322691143,NaN,NaN
38347.90054696,-318.451821804,NaN,NaN
38403,NaN,20.353,20.327
38458.95833448,-312.7004504204,NaN,NaN
38510.61299404,-13.65786977112,NaN,NaN
38565,NaN,20.386,20.349
38621.67075696,-301.6743659973,NaN,NaN
38675.90809036,-296.9646453857,NaN,NaN
38730.14557824,-290.5267775059,NaN,NaN
38782,NaN,20.409,20.38
38836.03748224,-262.7947926521,NaN,NaN
38892.8575956,-247.9019463062,NaN,NaN
38944.5122479,-9.07629635185,NaN,NaN
38998.74960152,-89.02222663164,NaN,NaN
39053,NaN,20.429,20.417
39107.22440618,-221.3107943535,NaN,NaN
39161,NaN,20.432,20.432
39215.69946532,-214.5002484322,NaN,NaN
39267.35427452,-7.887712679803,NaN,NaN
39321.5918669,-206.5736502409,NaN,NaN
39375.82942766,-203.1605541706,NaN,NaN
39429,NaN,20.474,20.469
39481.7216963,-7.19461357221,NaN,NaN
39538.54201672,-6.650215014815,NaN,NaN
39592.7793731,-193.7832981348,NaN,NaN
39645,NaN,20.508,20.499
39701,NaN,20.521,20.507
39755.49202446,-188.5603517294,NaN,NaN
39807.1468942,-4.807819612324,NaN,NaN
39863,NaN,20.551,20.53
39915.62208328,-182.046353817,NaN,NaN
39969,NaN,20.557,20.544
40024,NaN,20.568,20.552
40077,NaN,20.59,20.559
40132.57178414,-172.9974299669,NaN,NaN
40186,NaN,20.583,20.575
40238.46389526,-167.7818000317,NaN,NaN
40295.28414218,-161.9449704885,NaN,NaN
40347,NaN,20.617,20.597
40403.75901862,-138.0369961262,NaN,NaN
40457.99655054,-131.1913728714,NaN,NaN
40510,NaN,20.662,20.62
40563.88876934,-4.137288313359,NaN,NaN
40618.12627726,-89.470282197,NaN,NaN
40672.363795,-81.37190341949,NaN,NaN
40726.60142838,-73.88085126877,NaN,NaN
40780.83894296,-2.713738009334,NaN,NaN
40835.0764559,-61.9756989181,NaN,NaN
40889.3140775,-57.58886039257,NaN,NaN
40945,NaN,20.723,20.68
40997.78936366,-2.363405423239,NaN,NaN
41052,NaN,20.73,20.695
41106.2645427,-44.2582629621,NaN,NaN
41160,NaN,20.753,20.71
41214,NaN,20.761,20.717
41268.97728822,-36.71812266111,NaN,NaN
41320.63214916,-33.87674316764,NaN,NaN
41374.86969024,-30.36243468523,NaN,NaN
41431,NaN,20.781,20.748
41483.34477324,-25.75448341668,NaN,NaN
41538,NaN,20.779,20.762
41591.81997988,-21.87611535192,NaN,NaN
41645,NaN,20.783,20.777
41701,NaN,20.8015,20.785
41756,NaN,20.812,20.793
41808.77032716,-14.53668344766,NaN,NaN
41865.59056486,-12.72659748793,NaN,NaN
41919.82818072,-11.90095208585,NaN,NaN
41973,NaN,20.828,20.823
42028.30331896,-0.9038822026923,NaN,NaN
42079.95815584,-6.87452359125,NaN,NaN
42134.1958148,-5.419241264462,NaN,NaN
42188.43343004,-2.820052439347,NaN,NaN
42242.6710719,-1.445646863431,NaN,NaN
42297,NaN,20.869,20.868
42353,NaN,20.875,20.876
42407.9664277,3.185984212905,NaN,NaN
42459.62131918,5.156494677067,NaN,NaN
42516.44169614,0.04560677189147,NaN,NaN
42570,NaN,20.934,20.906
42622.33409344,9.928743354976,NaN,NaN
42677,NaN,20.935,20.921
42730.80925066,13.42380046844,NaN,NaN
42785,NaN,20.951,20.936
42839.28446046,31.90257027745,NaN,NaN
42893.5220039,41.3251966238,NaN,NaN
42947.75955982,1.555709517561,NaN,NaN
43001,NaN,20.979,20.966
43053.65190258,55.011164397,NaN,NaN
43107.88940256,54.88722026348,NaN,NaN
43162.12693306,2.061368431896,NaN,NaN
43213.78175022,56.40890821815,NaN,NaN
43269,NaN,21.007,21.003
43324,NaN,21.016,21.01
43376.4942312,57.63983353972,NaN,NaN
43430.73174542,2.054494805634,NaN,NaN
43484.9692229,56.18124827743,NaN,NaN
43536.62409072,55.8244176209,NaN,NaN
43591,NaN,21.045,21.048
43645.0992918,52.8363995254,NaN,NaN
43699.3368724,50.9137250483,NaN,NaN
43753.574398,47.96644300222,NaN,NaN
43808,NaN,21.098,21.078
43862.0496073,33.16304832697,NaN,NaN
43918,NaN,21.107,21.093
43970.52471788,23.71659688652,NaN,NaN
44024.76235342,22.19011262059,NaN,NaN
44078.9999387,22.10316248238,NaN,NaN
44132,NaN,21.136,21.123
44187,NaN,21.147,21.13
44241.7127318,0.8106247405522,NaN,NaN
44295.95033238,20.45364491642,NaN,NaN
44350.18778528,20.01213096082,NaN,NaN
44404.42536568,19.69813928008,NaN,NaN
44459,NaN,21.182,21.168
44514,NaN,21.189,21.176
44569.72084476,0.4840200417675,NaN,NaN
44623.9584417,17.66059733927,NaN,NaN
44678.19609328,17.16330647469,NaN,NaN
44732,NaN,21.206,21.206
44784.08864482,16.82364568114,NaN,NaN
44838.32629594,0.5010893219151,NaN,NaN
44892.56394508,12.55155634135,NaN,NaN
44944.21885336,14.66377545148,NaN,NaN
45001,NaN,21.26,21.243
45055,NaN,21.271,21.251
45106.9313346,12.2897895053,NaN,NaN
45161.16890748,10.53544692695,NaN,NaN
45217,NaN,21.289,21.273
45269.64403478,-0.1443344808649,NaN,NaN
45326.4644713,5.753801204264,NaN,NaN
45378.11935824,4.804343450814,NaN,NaN
45432.3569579,3.370995400473,NaN,NaN
45486.59455636,1.426488277502,NaN,NaN
45540.8321584,0.279419706203,NaN,NaN
45595.06973482,-0.2379318320891,NaN,NaN
45649.30730274,-2.763916039839,NaN,NaN
45701,NaN,21.354,21.341
45757.78249818,-6.475507281721,NaN,NaN
45812.02012946,-7.209965027869,NaN,NaN
45866.25758884,-8.476568385959,NaN,NaN
45920.49509732,-0.548968615476,NaN,NaN
45974.73260318,-12.07382325083,NaN,NaN
46026.3873289,-13.48809245974,NaN,NaN
46083,NaN,21.393,21.394
46136,NaN,21.409,21.401
46189.10001054,-17.04490743577,NaN,NaN
46243.3375834,-0.8655042620376,NaN,NaN
46297,NaN,21.437,21.423
46349.23005168,-22.54630997777,NaN,NaN
46404,NaN,21.441,21.438
46460,NaN,21.454,21.446
46511.94272924,-27.68385596573,NaN,NaN
46566.18022054,-29.65075708926,NaN,NaN
46622,NaN,21.489,21.468
46674.65536188,-1.48505740799,NaN,NaN
46728.89279488,-39.28408399224,NaN,NaN
46783,NaN,21.51,21.491
46834.78518486,-57.36427009106,NaN,NaN
46889.02281708,-2.239449648187,NaN,NaN
46945,NaN,21.527,21.513
47000.08048892,-73.17459583282,NaN,NaN
47051.7351464,-88.28470855951,NaN,NaN
47105.97280912,-89.26525712013,NaN,NaN
47162,NaN,21.548,21.543
47214.44789798,-3.47752426751,NaN,NaN
47268.68541952,-92.54000335932,NaN,NaN
47322.92303684,-94.3198800087,NaN,NaN
47375,NaN,21.591,21.573
47428.81558648,-97.37588465214,NaN,NaN
47485.6358785,-99.20195490122,NaN,NaN
47537.29071536,-99.85606372356,NaN,NaN
47592,NaN,21.618,21.603
47648.34834662,-102.7420312166,NaN,NaN
47703,NaN,21.627,21.619
47758,NaN,21.628,21.626
47814,NaN,21.646,21.634
47867.88126052,-4.644112661481,NaN,NaN
47919.53605152,-111.0659986734,NaN,NaN
47975,NaN,21.666,21.656
48028.0112523,-113.7167364359,NaN,NaN
48081,NaN,21.677,21.671
48136,NaN,21.682,21.679
48188.14152854,-118.8648864627,NaN,NaN
48244.96196628,-120.1898008585,NaN,NaN
48299.19963194,-120.2918514609,NaN,NaN
48353.43713732,-121.7400357127,NaN,NaN
48410,NaN,21.726,21.717
48461.91238762,-4.956408869475,NaN,NaN
48516,NaN,21.738,21.732
48570.38765162,-132.217541337,NaN,NaN
48623,NaN,21.764,21.746
48676.28020526,-139.9213522673,NaN,NaN
48733.10064054,-144.4799154997,NaN,NaN
48787.33825752,-148.7589329481,NaN,NaN
48840,NaN,21.792,21.777
48896,NaN,21.789,21.784
48950.0513468,-158.6691588163,NaN,NaN
49001.70627484,-7.217410486192,NaN,NaN
49057,NaN,21.817,21.807
49110.18133086,-173.1762140989,NaN,NaN
49163,NaN,21.829,21.821
49218.65660204,-177.7552068233,NaN,NaN
49271,NaN,21.839,21.836
49325,NaN,21.844,21.844
49380,NaN,21.856,21.852
49433.02434904,-183.5457235575,NaN,NaN
49486,NaN,21.881,21.866
49542,NaN,21.882,21.874
49595.73693066,-190.6425654888,NaN,NaN
49649.97454682,-195.3012496233,NaN,NaN
49704.21203928,-197.0761269331,NaN,NaN
49758,NaN,21.907,21.904
49814,NaN,21.9185,21.912
49869,NaN,21.922,21.919
49921.1621565,-10.31815446913,NaN,NaN
49977.98242326,-1.172187039629,NaN,NaN
50030,NaN,21.948,21.942
50086,NaN,21.96,21.95
50140.69494916,-227.1087914705,NaN,NaN
50192.34974612,-229.7819703817,NaN,NaN
50247,NaN,21.973,21.972
50302,NaN,21.977,21.98
50357.64546144,-229.2668670416,NaN,NaN
50411.88310504,-11.05776615441,NaN,NaN
50466.1205847,-227.4069935083,NaN,NaN
50520,NaN,22.031,22.01
50572.01298494,-222.3185002804,NaN,NaN
50626.25064572,-10.44314727187,NaN,NaN
50680.4882891,-219.1170752048,NaN,NaN
50732.1432024,-218.4678763151,NaN,NaN
50788,NaN,22.05,22.047
50840.61822854,-216.5251672268,NaN,NaN
50894.8558609,-10.09876932949,NaN,NaN
50949.09349228,-213.3772820234,NaN,NaN
51003.3310105,-211.2403661013,NaN,NaN
51057.56861112,-209.215298295,NaN,NaN
51111.80619924,-207.5299918652,NaN,NaN
51166,NaN,22.11,22.1
51222,NaN,22.12,22.108
51274.51891284,-199.8039931059,NaN,NaN
51328,NaN,22.135,22.122
51382.99416562,-8.447466418147,NaN,NaN
51437.231623,-8.553776890039,NaN,NaN
51490,NaN,22.155,22.145
51545,NaN,22.158,22.152
51597.36143514,-180.4539561272,NaN,NaN
51651.59893332,-177.0123392344,NaN,NaN
51705.8363806,-7.049006409943,NaN,NaN
51760.07388748,-169.9702888727,NaN,NaN
51813,NaN,22.189,22.189
51868,NaN,22.199,22.197
51922.7867361,-160.3766381741,NaN,NaN
51974.44143772,-6.168249063194,NaN,NaN
52031.26172778,-6.65777316317,NaN,NaN
52085.49937094,-6.269638892263,NaN,NaN
52139.73691906,-146.8940973282,NaN,NaN
52196.55729784,-5.445133894682,NaN,NaN
52248.21207792,-142.2478854656,NaN,NaN
52302.44970592,-140.2635276318,NaN,NaN
52356.68727942,-137.6606076956,NaN,NaN
52409,NaN,22.271,22.272
52465.16242914,-133.3547979593,NaN,NaN
52519.40001128,-131.8276971579,NaN,NaN
52571.05483118,-5.10877603665,NaN,NaN
52626,NaN,22.31,22.302
52679.52979754,-127.5517493486,NaN,NaN
52732,NaN,22.33,22.317
52788,NaN,22.339,22.325
52839.65987404,-121.3705614209,NaN,NaN
52894,NaN,22.361,22.34
52950,NaN,22.376,22.347
53004,NaN,22.379,22.355
53056.60985014,-4.650066141039,NaN,NaN
53110.84730206,-111.7385998368,NaN,NaN
53165.0847994,-109.4940826297,NaN,NaN
53219.32227602,-104.6930626035,NaN,NaN
53273.55973832,-103.0423045158,NaN,NaN
53328,NaN,22.415,22.4
53382.03486196,-2.908952767029,NaN,NaN
53436.27249596,-62.04361096025,NaN,NaN
53490.51008778,-55.96952140331,NaN,NaN
53544.7476107,-52.05837637186,NaN,NaN
53598.98516618,-47.99955710769,NaN,NaN
53651,NaN,22.449,22.445
53706,NaN,22.451,22.452
53759.11514542,-1.518165692687,NaN,NaN
53813.35268212,-1.560096279718,NaN,NaN
53868,NaN,22.485,22.475
53924,NaN,22.502,22.483
53976.065449,-30.24501353502,NaN,NaN
54032.88575414,-27.20074541867,NaN,NaN
54085,NaN,22.51,22.505
54138.77819838,-22.58068136871,NaN,NaN
54193.01584782,-20.77059261501,NaN,NaN
54247,NaN,22.529,22.528
54298.9082675,-0.8944881847128,NaN,NaN
54353.14574888,-14.68022633344,NaN,NaN
54409,NaN,22.578,22.55
54461.620907,-11.06613501906,NaN,NaN
54516,NaN,22.585,22.565
54571,NaN,22.591,22.573
54624.33356144,-5.69430924952,NaN,NaN
54678.57118172,-0.438301358372,NaN,NaN
54732,NaN,22.601,22.595
54784.46344464,-1.100471592508,NaN,NaN
54838.7009221,-0.2757373731583,NaN,NaN
54892.938429,1.867077546194,NaN,NaN
54945,NaN,22.63,22.624
55001.41359172,4.939978476614,NaN,NaN
55056,NaN,22.648,22.64
55112,NaN,22.66,22.648
55164.12636266,9.433631785214,NaN,NaN
55218,NaN,22.671,22.662
55272.60166212,0.1764317858033,NaN,NaN
55324.25653284,13.57776299119,NaN,NaN
55378.49411838,15.04559349269,NaN,NaN
55432.73172832,17.21234805882,NaN,NaN
55485,NaN,22.685,22.7
55538.62421776,20.59283480048,NaN,NaN
55595.44460366,24.84110556543,NaN,NaN
55647.09943966,38.99851068854,NaN,NaN
55702,NaN,22.752,22.73
55758,NaN,22.773,22.737
55812.39494782,2.177644986659,NaN,NaN
55864.04979092,65.28241932392,NaN,NaN
55920,NaN,22.789,22.76
55972.52489008,72.68989831209,NaN,NaN
56026,NaN,22.796,22.775
56081,NaN,22.799,22.782
56135.23779538,82.87385106087,NaN,NaN
56187,NaN,22.804,22.797
56243,NaN,22.817,22.805
56295.3678783,98.2211753726,NaN,NaN
56349,NaN,22.833,22.819
56405,NaN,22.832,22.827
56460.66334072,113.2123395801,NaN,NaN
56514.9009652,116.0917580128,NaN,NaN
56566.55586738,5.03655243665,NaN,NaN
56620.79347024,122.4347278476,NaN,NaN
56677,NaN,22.864,22.865
56729.26844262,5.352502223104,NaN,NaN
56783.5061153,128.9581358433,NaN,NaN
56837.7436014,131.6142082214,NaN,NaN
56890,NaN,22.909,22.895
56945,NaN,22.926,22.902
57001,NaN,22.928,22.91
57054.69375906,5.805580411106,NaN,NaN
57107,NaN,22.921,22.925
57163,NaN,22.942,22.933
57217.40624778,144.9349075556,NaN,NaN
57269.06099292,145.7844078541,NaN,NaN
57324,NaN,22.975,22.955
57377.53579408,5.865949671715,NaN,NaN
57430,NaN,22.996,22.97
57486,NaN,23,22.977
57537.66585022,149.153187871,NaN,NaN
57591.90336156,149.1254866123,NaN,NaN
57646.14086248,149.2629051208,NaN,NaN
57700.37834958,149.5553851128,NaN,NaN
57754.61586438,6.267359014601,NaN,NaN
57808.8533767,149.1332501173,NaN,NaN
57860.50821666,148.7942039967,NaN,NaN
57916,NaN,23.053,23.037
57968.98336626,5.123500712216,NaN,NaN
58022,NaN,23.064,23.052
58077,NaN,23.07,23.059
58129.11321784,147.5738435984,NaN,NaN
58183.35072302,147.3212242126,NaN,NaN
58240.17085638,146.7545032501,NaN,NaN
58294,NaN,23.095,23.09
58346.06306976,6.294971797615,NaN,NaN
58401,NaN,23.117,23.104
58454.53790352,145.2058553696,NaN,NaN
58507,NaN,23.136,23.119
58563,NaN,23.139,23.127
58614.66780348,143.5582190752,NaN,NaN
58669,NaN,23.149,23.142
58725,NaN,23.17,23.149
58779,NaN,23.175,23.157
58834.200332,141.7257189751,NaN,NaN
58888.43774436,140.9842669964,NaN,NaN
58942.6751741,140.8627927303,NaN,NaN
58996.91264354,5.25260111317,NaN,NaN
59051.1501058,139.5284980536,NaN,NaN
59103,NaN,23.2,23.202
59158,NaN,23.194,23.21
59211.2798636,137.1989101171,NaN,NaN
59265.51741094,136.5135759115,NaN,NaN
59320,NaN,23.216,23.232
59373.99234126,134.771078825,NaN,NaN
59426,NaN,23.215,23.247
59482.46735286,132.4424147606,NaN,NaN
59536.70477706,132.4001550674,NaN,NaN
59589,NaN,23.261,23.269
59644,NaN,23.291,23.277
59696.83467916,130.3701847792,NaN,NaN
59750,NaN,23.32,23.292
59805.30959402,4.143916536123,NaN,NaN
59859.5470953,3.870351240039,NaN,NaN
59912,NaN,23.346,23.314
59967,NaN,23.347,23.322
60019.67679438,112.5156506896,NaN,NaN
60073,NaN,23.351,23.337
60129,NaN,23.349,23.344
60182.38912344,85.08243411779,NaN,NaN
60235,NaN,23.367,23.359
60290,NaN,23.376,23.367
60345.10123634,76.79882645607,NaN,NaN
60396.75599394,75.31850039959,NaN,NaN
60452,NaN,23.394,23.389
60505.23073814,72.11688905954,NaN,NaN
60559.46810024,70.45698165894,NaN,NaN
60614,NaN,23.419,23.412
60667.94298098,68.45597922802,NaN,NaN
60722.18034252,67.09457188845,NaN,NaN
60776,NaN,23.445,23.434
60829,NaN,23.448,23.442
60884.89224624,63.56724351645,NaN,NaN
60938,NaN,23.459,23.457
60990.78412046,60.43979525566,NaN,NaN
61045.02141098,57.7258169651,NaN,NaN
61099,NaN,23.477,23.479
61150.91331926,52.39634588361,NaN,NaN
61207.73340038,49.81387779117,NaN,NaN
61261,NaN,23.494,23.502
61313.62541874,43.11370849609,NaN,NaN
61370.44555854,39.86430540681,NaN,NaN
61424,NaN,23.519,23.524
61476.33777124,33.48925337195,NaN,NaN
61530.57507804,30.22220171988,NaN,NaN
61584.81245194,29.94645386934,NaN,NaN
61636.46702428,0.6988153327256,NaN,NaN
61691,NaN,23.579,23.561
61744.94181896,16.56368374825,NaN,NaN
61799.1791017,14.07137420028,NaN,NaN
61853.41642718,10.20722836256,NaN,NaN
61909,NaN,23.592,23.592
61964.4738109,4.04493464157,NaN,NaN
62016.12837686,0.1238496042788,NaN,NaN
62070.3656858,-1.540159457363,NaN,NaN
62124.60300446,-4.540085792542,NaN,NaN
62177,NaN,23.628,23.629
62233,NaN,23.64,23.637
62287.31486536,-11.88293937594,NaN,NaN
62341.5522246,-15.22002834827,NaN,NaN
62395,NaN,23.67,23.659
62450.02684034,-21.19100652635,NaN,NaN
62504.26412364,-24.17832054198,NaN,NaN
62556,NaN,23.687,23.682
62611,NaN,23.706,23.689
62664.39350324,-47.92064428329,NaN,NaN
62717,NaN,23.711,23.704
62772.86829116,-51.59030854702,NaN,NaN
62824.52285942,-53.04146185517,NaN,NaN
62878,NaN,23.735,23.726
62934,NaN,23.733,23.734
62987.23462458,-56.39206618071,NaN,NaN
63040,NaN,23.745,23.749
63095,NaN,23.749,23.757
63149.94654072,-79.1737139225,NaN,NaN
63204.18377322,-82.16396719217,NaN,NaN
63258.4209979,-83.0194875598,NaN,NaN
63312.65832422,-83.92245322466,NaN,NaN
63368,NaN,23.796,23.794
63421.13290392,-84.91333574057,NaN,NaN
63475.37023562,-85.75439453125,NaN,NaN
63529.60758206,-3.445899114013,NaN,NaN
63585,NaN,23.844,23.824
63640.66478794,-87.94780820608,NaN,NaN
63694.90202224,-0.3907572245225,NaN,NaN
63747,NaN,23.858,23.847
63800.79381514,-90.68967401981,NaN,NaN
63855.03103492,-90.63985943794,NaN,NaN
63908,NaN,23.885,23.869
63960.92269266,-92.01389551163,NaN,NaN
64017.7426408,-92.66006201506,NaN,NaN
64069.39720482,-92.92719513178,NaN,NaN
64123.63445426,-93.36315095425,NaN,NaN
64180,NaN,23.908,23.907
64234.69170956,-23.43374490738,NaN,NaN
64288.92893342,-4.471912048757,NaN,NaN
64343.16629602,-96.30674868822,NaN,NaN
64397.40359384,-96.39922529459,NaN,NaN
64449.05815206,-4.729448352009,NaN,NaN
64504,NaN,23.956,23.952
64560,NaN,23.956,23.96
64614.35258072,-99.59731251001,NaN,NaN
64668.58978952,-99.89416599274,NaN,NaN
64721,NaN,23.986,23.982
64777.0642588,-99.66800361872,NaN,NaN
64831.3015194,-99.6805652976,NaN,NaN
64885.53881282,-99.47563707829,NaN,NaN
64939.77608374,-99.0125387907,NaN,NaN
64994.01330602,-98.8722294569,NaN,NaN
65045.66773968,-4.458506591618,NaN,NaN
65102.48760678,-4.139223601669,NaN,NaN
65156,NaN,24.034,24.043
65208.37914242,-97.34266996384,NaN,NaN
65262.61630886,-4.337298683822,NaN,NaN
65316.85350744,-96.37048095465,NaN,NaN
65368.5079343,-95.95211595297,NaN,NaN
65425.32775858,-95.75742483139,NaN,NaN
65479.56493824,-95.26392817497,NaN,NaN
65533.80213838,-94.76393461227,NaN,NaN
65588.0392733,-3.959129098803,NaN,NaN
65642.27642176,-94.07041221857,NaN,NaN
65696.51357138,-93.64869445562,NaN,NaN
65750.75072182,-93.50811690092,NaN,NaN
65803,NaN,24.139,24.132
65856.64229004,-92.24405139685,NaN,NaN
65913.46216684,-91.9030085206,NaN,NaN
65965.11657838,-3.910780884326,NaN,NaN
66020,NaN,24.169,24.163
66073.59077226,-89.80567753315,NaN,NaN
66126,NaN,24.184,24.177
66182.06495976,-85.41645109653,NaN,NaN
66236.302089,-80.50955086946,NaN,NaN
66288,NaN,24.223,24.2
66344,NaN,24.222,24.208
66396.43066716,-3.028998849913,NaN,NaN
66450,NaN,24.22,24.222
66504.90489114,-60.6035143137,NaN,NaN
66559.14198978,-51.21149867773,NaN,NaN
66613.37912574,-47.28247970343,NaN,NaN
66668,NaN,24.262,24.253
66724,NaN,24.263,24.26
66776.09062594,-37.95177489519,NaN,NaN
66830.32769536,-35.18887609243,NaN,NaN
66884.564728,-33.53288024664,NaN,NaN
66936.2192249,-1.106537412852,NaN,NaN
66993.03908908,-29.72679398954,NaN,NaN
67048,NaN,24.313,24.305
67103,NaN,24.306,24.313
67158.3331759,-24.25475977361,NaN,NaN
67209.9876717,-22.46586978436,NaN,NaN
67266.80762856,-20.34750953317,NaN,NaN
67320,NaN,24.347,24.343
67372.69921474,-17.38849841058,NaN,NaN
67427,NaN,24.36,24.358
67481.17348836,-12.62158341706,NaN,NaN
67533,NaN,24.359,24.373
67589.64783556,-9.139596484601,NaN,NaN
67643.88499452,-8.058819919825,NaN,NaN
67695.53939402,-6.179439369589,NaN,NaN
67750,NaN,24.406,24.403
67806,NaN,24.412,24.411
67858.2506466,0.08066069131019,NaN,NaN
67912.48782602,1.827543135732,NaN,NaN
67966.7249887,2.708946820349,NaN,NaN
68019,NaN,24.461,24.44
68074,NaN,24.458,24.448
68129.4370731,9.296554140747,NaN,NaN
68181.09157714,10.22435072809,NaN,NaN
68236,NaN,24.466,24.47
68290,NaN,24.479,24.478
68343.80372752,0.2536419196986,NaN,NaN
68398.04119032,0.3967236261815,NaN,NaN
68452.27872186,21.87238633633,NaN,NaN
68504,NaN,24.498,24.508
68560,NaN,24.515,24.515
68612.40861874,28.41624617577,NaN,NaN
68666.64615054,37.61379793286,NaN,NaN
68720.88370454,45.95527797937,NaN,NaN
68773,NaN,24.547,24.545
68829.3588245,66.64061546326,NaN,NaN
68884,NaN,24.563,24.56
68937.83382876,78.78229767084,NaN,NaN
68992.07137208,84.78144556284,NaN,NaN
69045,NaN,24.58,24.583
69097.96373046,96.87843173742,NaN,NaN
69152.20126672,99.95518624783,NaN,NaN
69206,NaN,24.599,24.605
69258.09355168,3.517715958878,NaN,NaN
69314,NaN,24.621,24.62
69368,NaN,24.634,24.628
69420.8061399,113.8136535883,NaN,NaN
69475.0437819,116.561204195,NaN,NaN
69529,NaN,24.661,24.65
69580.93608562,121.099576354,NaN,NaN
69635.173619,60.74445322156,NaN,NaN
69691,NaN,24.677,24.673
69743.64883668,4.45925956592,NaN,NaN
69800.46910722,0.3881315351464,NaN,NaN
69854.70663954,4.759167786688,NaN,NaN
69908,NaN,24.697,24.703
69963.18170216,4.912101197988,NaN,NaN
70019,NaN,24.708,24.718
70074,NaN,24.728,24.726
70125.89441296,137.9039436579,NaN,NaN
70180,NaN,24.744,24.74
70234.3695242,5.569657310843,NaN,NaN
70286.02427452,141.3199901581,NaN,NaN
70340.26177952,142.8943276405,NaN,NaN
70397,NaN,24.771,24.771
70448.73690472,6.129269953817,NaN,NaN
70502.97445196,5.84081467241,NaN,NaN
70557.21190514,147.3866701126,NaN,NaN
70609,NaN,24.799,24.8
70664,NaN,24.804,24.808
70719.92460108,150.0325500965,NaN,NaN
70771.57940578,150.497674942,NaN,NaN
70825.81696174,151.6124606133,NaN,NaN
70880.05454204,152.2598415613,NaN,NaN
70934.29205594,153.3510535955,NaN,NaN
70988,NaN,24.856,24.853
71042.76711516,154.8611372709,NaN,NaN
71097.00473632,155.8091193438,NaN,NaN
71151,NaN,24.888,24.875
71205.47975618,6.78384443745,NaN,NaN
71257.13451614,158.3762019873,NaN,NaN
71311.372018,159.4823747873,NaN,NaN
71365.60955696,159.6920788288,NaN,NaN
71419.84713008,6.359069608152,NaN,NaN
71475,NaN,24.929,24.92
71528.32222376,161.8177741766,NaN,NaN
71582.5597531,-0.1240561250597,NaN,NaN
71636.79725,6.308779120445,NaN,NaN
71692,NaN,24.935,24.95
71745.2723981,164.3634140491,NaN,NaN
71799.5099679,164.3579602242,NaN,NaN
71853.7475198,164.2637103796,NaN,NaN
71905.40233994,6.665506865829,NaN,NaN
71962.22262592,6.660690531135,NaN,NaN
72016,NaN,25.007,24.995
72068.1150132,165.6057089567,NaN,NaN
72122.35247506,165.5380874872,NaN,NaN
72176.5900305,165.3683036566,NaN,NaN
72228.2449068,-0.1499469799455,NaN,NaN
72283,NaN,24.83,24.967
72336.71999942,7.112504914403,NaN,NaN
72389,NaN,24.833,24.953
72445.19509358,164.5285487175,NaN,NaN
72499.4325678,164.0435606241,NaN,NaN
72553.67012592,163.7757271528,NaN,NaN
72607.90765934,-0.2610714873299,NaN,NaN
72662.1451012,6.845590658486,NaN,NaN
72717,NaN,24.929,24.907
72770.6200222,162.5667065382,NaN,NaN
72823,NaN,24.931,24.892
72879,NaN,24.913,24.885
72930.7498239,6.498828995973,NaN,NaN
72985,NaN,24.9,24.87
73041.80754154,161.0868126154,NaN,NaN
73096,NaN,24.868,24.855
73147.69976948,160.2353602648,NaN,NaN
73202,NaN,24.845,24.84
73256.17481724,159.008577466,NaN,NaN
73308,NaN,24.829,24.825
73363,NaN,24.819,24.817
73416.30466472,156.8061858416,NaN,NaN
73470.5421856,156.8496972322,NaN,NaN
73525,NaN,24.801,24.795
73579.01713934,155.7356715202,NaN,NaN
73632,NaN,24.781,24.78
73687.49211286,153.867572546,NaN,NaN
73741.72961382,153.4257531166,NaN,NaN
73793.38432112,5.300789605826,NaN,NaN
73849,NaN,24.741,24.75
73901.85919362,149.7255265713,NaN,NaN
73954,NaN,24.739,24.735
74010.33420158,-0.06436966941692,NaN,NaN
74064.57168698,4.447108600289,NaN,NaN
74118.809125,144.8529809713,NaN,NaN
74171,NaN,24.707,24.705
74224.7014394,4.506108351052,NaN,NaN
74278.93889462,142.0917958021,NaN,NaN
74333,NaN,24.692,24.683
74384.8311367,139.4318044186,NaN,NaN
74441.6514065,137.3424828053,NaN,NaN
74495,NaN,24.666,24.66
74550.12635904,134.1995000839,NaN,NaN
74604.363871,4.070563707501,NaN,NaN
74657,NaN,24.642,24.638
74710.25607188,127.9139369726,NaN,NaN
74764.49363658,123.8012760878,NaN,NaN
74818,NaN,24.615,24.615
74870.38597334,119.1202104092,NaN,NaN
74924.62353834,113.073527813,NaN,NaN
74980,NaN,24.605,24.593
75035,NaN,24.598,24.585
75089.91877618,82.61582255363,NaN,NaN
75144.1562534,80.8914154768,NaN,NaN
75198.39374472,79.5751363039,NaN,NaN
75253,NaN,24.549,24.555
75306.86865362,2.273622434586,NaN,NaN
75359,NaN,24.541,24.54
75414,NaN,24.544,24.533
75466.99855424,71.46849483252,NaN,NaN
75523.818874,68.90036910772,NaN,NaN
75577,NaN,24.532,24.51
75632,NaN,24.52,24.502
75686.53151548,1.844721264206,NaN,NaN
75738.18633596,63.26830387115,NaN,NaN
